CPU_time,iteration_no,avg_travel_time_in_min,travel_time_index,avg_travel_distance_in_mile,vehicle_route_switching_rate,number_of_vehicles_completing_trips,perc_of_vehicles_completing_trips,avg_travel_time_gap_per_vehicle_in_min,target_demand_deviation,abs_estimation_error_of_link_volume,RMSE_of_est_link_volume,avg_abs_perc_error_of_est_link_volume, 
CPU Clock: 00:00:03 --,0,103.481,53.664,2.462,100.000,57896,40.768%,0.000,0.000,0.000,0.000,0.000
CPU Clock: 00:00:05 --,1,99.106,46.241,2.587,10.743,63993,45.061%,57.881,0.000,0.000,0.000,0.000
