timing_plan_name,node_id,QEM_reference_node_id,CycleLength,Offset,up_node_id,dest_node_id,name,turn_type,turn_direction,prohibited_flag,protected_flag,permitted_flag,sim_turn_volume,sim_turn_hourly_volume,sim_turn_percentage,sim_turn_delay_in_second,obs_turn_volume,obs_turn_hourly_volume,obs_turn_percentage,obs_turn_delay_in_second,QEM_TurnVolume,LinkVolume,Lanes,Shared,Width,Storage,StLanes,Grade,Speed,IdealFlow,LostTime,Phase1,PermPhase1,DetectPhase1,EffectiveGreen,Capacity,VOC,Delay,LOS,SatFlowRatePerLaneGroup,GreenStartTime,GreenEndTime,geometry,
ALLDAY,5017, ,60,0,5018,11146, ,Through,SBT,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,43.5165,1900,4,8,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,60,0,11123,5018, ,Left,EBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,0,4,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,60,0,11123,11124, ,Through,EBT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,4,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,60,0,11123,11146, ,Right,EBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,36.3636,1900,4,0,4,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,60,0,11124,5018, ,Right,WBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,36.3636,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,60,0,11124,11123, ,Through,WBT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,6,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,60,0,11124,11146, ,Left,WBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,60,0,11146,5018, ,Through,NBT,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,43.5165,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,60,0,11146,11123, ,Left,NBL,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,43.5165,1900,4,0,2,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,60,0,11146,11124, ,Right,NBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,43.5165,1900,4,0,2,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,1285,1289, ,Through,EBT,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,21.1765,1900,4,4,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,1285,5017, ,Right,EBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,21.1765,1900,4,0,4,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,1285,5436, ,Left,EBL,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,21.1765,1900,4,0,4,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,1289,1285, ,Through,WBT,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,21.1765,1900,4,6,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,1289,5017, ,Left,WBL,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,21.1765,1900,4,0,6,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,1289,5436, ,Right,WBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,21.1765,1900,4,0,6,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,5017,1285, ,Left,NBL,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,43.5165,1900,4,0,2,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,5017,1289, ,Right,NBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,43.5165,1900,4,0,2,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,5017,5436, ,Through,NBT,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,43.5165,1900,4,2,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,5436,1285, ,Right,SBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,43.5165,1900,4,0,8,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,5436,1289, ,Left,SBL,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,43.5165,1900,4,0,8,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,5436,5017, ,Through,SBT,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,43.5165,1900,4,8,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,60,0,4952,5524, ,Left,SBL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,32.2555,1900,4,0,8,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,60,0,4952,11124, ,Right,SBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,32.2555,1900,4,0,8,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,60,0,4952,11147, ,Through,SBT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,32.2555,1900,4,8,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,60,0,5524,4952, ,Right,WBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,36.3636,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,60,0,5524,11124, ,Through,WBT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,6,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,60,0,5524,11147, ,Left,WBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,60,0,11124,4952, ,Left,EBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,0,4,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,60,0,11124,5524, ,Through,EBT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,4,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,60,0,11124,11147, ,Right,EBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,36.3636,1900,4,0,4,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,60,0,11147,4952, ,Through,NBT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,32.2555,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,60,0,11147,5524, ,Right,NBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,32.2555,1900,4,0,2,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,60,0,11147,11124, ,Left,NBL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,32.2555,1900,4,0,2,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,60,0,5009,5010, ,Left,EBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,0,4,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,60,0,5009,11129, ,Through,EBT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,4,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,60,0,5009,11150, ,Right,EBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,36.3636,1900,4,0,4,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,60,0,5010,5009, ,Right,SBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,35.3636,1900,4,0,8,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,60,0,5010,11129, ,Left,SBL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,35.3636,1900,4,0,8,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,60,0,5010,11150, ,Through,SBT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,35.3636,1900,4,8,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,60,0,11129,5009, ,Through,WBT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,6,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,60,0,11129,5010, ,Right,WBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,36.3636,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,60,0,11129,11150, ,Left,WBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,60,0,11150,5009, ,Left,NBL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,29.3232,1900,4,0,2,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,60,0,11150,5010, ,Through,NBT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,29.3232,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,60,0,11150,11129, ,Right,NBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,29.3232,1900,4,0,2,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,60,0,4899,4958, ,Through,SBT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,30.3232,1900,4,8,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,60,0,4899,10872, ,Right,SBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,30.3232,1900,4,0,8,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,60,0,4899,11128, ,Left,SBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,30.3232,1900,4,0,8,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,60,0,4958,4899, ,Through,NBT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,60,0,4958,10872, ,Left,NBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,0,2,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,60,0,4958,11128, ,Right,NBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,36.3636,1900,4,0,2,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,60,0,10872,4899, ,Left,EBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,0,4,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,60,0,10872,4958, ,Right,EBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,36.3636,1900,4,0,4,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,60,0,10872,11128, ,Through,EBT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,4,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,60,0,11128,4899, ,Right,WBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,29.0909,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,60,0,11128,4958, ,Left,WBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,29.0909,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,60,0,11128,10872, ,Through,WBT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,29.0909,1900,4,6,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5103, ,0,0,5820,11161, ,Through,SBT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,32.2555,1900,4,8,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5103, ,0,0,11161,5820, ,Through,NBT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,32.2555,1900,4,2,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5106, ,60,0,4804,5117, ,Through,SBT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,29.3232,1900,4,8,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5106, ,60,0,4804,10852, ,Left,SBL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,29.3232,1900,4,0,8,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5106, ,60,0,5117,4804, ,Through,NBT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,24.6781,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5106, ,60,0,5117,10852, ,Right,NBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,24.6781,1900,4,0,2,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5106, ,60,0,10852,4804, ,Right,WBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,24.6781,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5106, ,60,0,10852,5117, ,Left,WBL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,24.6781,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5109, ,60,0,4804,11150, ,Through,NBT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,29.3232,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5109, ,60,0,4804,11151, ,Right,NBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,29.3232,1900,4,0,2,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5109, ,60,0,11150,4804, ,Through,SBT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,29.3232,1900,4,8,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5109, ,60,0,11150,11151, ,Left,SBL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,29.3232,1900,4,0,8,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5109, ,60,0,11151,4804, ,Left,WBL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,26.3232,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5109, ,60,0,11151,11150, ,Right,WBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,26.3232,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,60,0,5589,11159, ,Through,WBT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,39.5604,1900,4,6,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,60,0,5589,11160, ,Right,WBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,39.5604,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,60,0,5589,11172, ,Left,WBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,39.5604,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,60,0,11159,5589, ,Through,EBT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,39.5604,1900,4,4,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,60,0,11159,11160, ,Left,EBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,39.5604,1900,4,0,4,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,60,0,11159,11172, ,Right,EBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,39.5604,1900,4,0,4,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,60,0,11160,5589, ,Left,SBL,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,43.5165,1900,4,0,8,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,60,0,11160,11159, ,Right,SBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,43.5165,1900,4,0,8,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,60,0,11160,11172, ,Through,SBT,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,43.5165,1900,4,8,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,60,0,11172,5589, ,Right,NBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,39.5604,1900,4,0,2,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,60,0,11172,11159, ,Left,NBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,39.5604,1900,4,0,2,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,60,0,11172,11160, ,Through,NBT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,39.5604,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5113, ,0,0,8002,11148, ,Left,EBL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,26.3232,1900,4,0,4,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5113, ,0,0,8002,11160, ,Right,EBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,26.3232,1900,4,0,4,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5113, ,0,0,11148,8002, ,Right,SBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,43.5165,1900,4,0,8,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5113, ,0,0,11148,11160, ,Through,SBT,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,43.5165,1900,4,8,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5113, ,0,0,11160,8002, ,Left,NBL,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,43.5165,1900,4,0,2,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5113, ,0,0,11160,11148, ,Through,NBT,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,43.5165,1900,4,2,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,60,0,5589,5592, ,Through,EBT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,39.5604,1900,4,4,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,60,0,5589,11161, ,Left,EBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,39.5604,1900,4,0,4,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,60,0,5589,11173, ,Right,EBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,39.5604,1900,4,0,4,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,60,0,5592,5589, ,Through,WBT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,32.757,1900,4,6,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,60,0,5592,11161, ,Right,WBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,32.757,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,60,0,5592,11173, ,Left,WBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,32.757,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,60,0,11161,5589, ,Right,SBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,32.2555,1900,4,0,8,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,60,0,11161,5592, ,Left,SBL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,32.2555,1900,4,0,8,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,60,0,11161,11173, ,Through,SBT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,32.2555,1900,4,8,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,60,0,11173,5589, ,Left,NBL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,29.3232,1900,4,0,2,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,60,0,11173,5592, ,Right,NBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,29.3232,1900,4,0,2,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,60,0,11173,11161, ,Through,NBT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,29.3232,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5117, ,0,0,5106,11255, ,Left,SBL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,24.6781,1900,4,6,8,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5117, ,0,0,11255,5106, ,Right,WBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,32.757,1900,4,8,6,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5118, ,60,0,5727,10854, ,Left,WBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,32.757,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5118, ,60,0,5727,11255, ,Through,WBT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,32.757,1900,4,6,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5118, ,60,0,5727,11910, ,Right,WBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,32.757,1900,4,0,6,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5118, ,60,0,10854,5727, ,Right,NBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,24.6781,1900,4,0,2,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5118, ,60,0,10854,11255, ,Left,NBL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,24.6781,1900,4,0,2,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5118, ,60,0,10854,11910, ,Through,NBT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,24.6781,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
