timing_plan_name,node_id,QEM_reference_node_id,CycleLength,Offset,up_node_id,dest_node_id,name,turn_type,turn_direction,prohibited_flag,protected_flag,permitted_flag,sim_turn_volume,sim_turn_hourly_volume,sim_turn_percentage,sim_turn_delay_in_second,obs_turn_volume,obs_turn_hourly_volume,obs_turn_percentage,obs_turn_delay_in_second,QEM_TurnVolume,LinkVolume,Lanes,Shared,Width,Storage,StLanes,Grade,Speed,IdealFlow,LostTime,Phase1,PermPhase1,DetectPhase1,EffectiveGreen,Capacity,VOC,Delay,LOS,SatFlowRatePerLaneGroup,GreenStartTime,GreenEndTime,geometry,
ALLDAY,5010, ,0,0,5240,5027, ,Right,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,36.3636,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,0,0,5018,11123, ,Right,SBR,0,0,0,1174,195.667,29.3794,43.2849,0,0,0,0,195,0,0,0,12,0,0,0,43.5165,1900,4,8,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,0,0,5018,11124, ,Left,SBL,0,0,0,213,35.5,5.33033,40.7435,0,0,0,0,35,0,3,0,12,0,0,0,43.5165,1900,4,8,0,0,17,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,0,0,5018,11146, ,Through,SBT,0,0,0,2609,434.833,65.2903,33.5263,0,0,0,0,434,0,3,0,12,0,0,0,43.5165,1900,4,8,0,0,17,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,0,0,11123,5018, ,Left,EBL,0,0,0,1891,315.167,49.5545,154.454,0,0,0,0,315,0,2,0,12,0,0,0,36.3636,1900,4,4,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,0,0,11123,11124, ,Through,EBT,0,0,0,1013,168.833,26.5461,145.633,0,0,0,0,168,0,2,0,12,0,0,0,36.3636,1900,4,4,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,0,0,11123,11146, ,Right,EBR,0,0,0,912,152,23.8994,118.332,0,0,0,0,152,0,0,0,12,0,0,0,36.3636,1900,4,4,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,0,0,11124,5018, ,Right,WBR,0,0,0,311,51.8333,9.30859,13.0338,0,0,0,0,51,0,0,0,12,0,0,0,36.3636,1900,4,6,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,0,0,11124,11123, ,Through,WBT,0,0,0,1436,239.333,42.9811,18.7594,0,0,0,0,239,0,2,0,12,0,0,0,36.3636,1900,4,6,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,0,0,11124,11146, ,Left,WBL,0,0,0,1594,265.667,47.7103,14.4547,0,0,0,0,265,0,2,0,12,0,0,0,36.3636,1900,4,6,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,0,0,11146,5018, ,Through,NBT,0,0,0,2928,488,48.646,10.8012,0,0,0,0,488,0,3,0,12,0,0,0,43.5165,1900,4,2,0,0,17,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,0,0,11146,11123, ,Left,NBL,0,0,0,1111,185.167,18.4582,10.5179,0,0,0,0,185,0,3,0,12,0,0,0,43.5165,1900,4,2,0,0,17,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5017, ,0,0,11146,11124, ,Right,NBR,0,0,0,1980,330,32.8958,11.0392,0,0,0,0,330,0,0,0,12,0,0,0,43.5165,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,1285,1289, ,Through,EBT,0,0,0,311,51.8333,19.3649,62.2365,0,0,0,0,51,0,7,0,12,0,0,0,21.1765,1900,4,4,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,1285,5017, ,Right,EBR,0,0,0,598,99.6667,37.2354,56.1723,0,0,0,0,99,0,0,0,12,0,0,0,21.1765,1900,4,4,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,1285,5436, ,Left,EBL,0,0,0,697,116.167,43.3997,58.6872,0,0,0,0,116,0,7,0,12,0,0,0,21.1765,1900,4,4,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,1289,1285, ,Through,WBT,0,0,0,238,39.6667,8.96422,38.782,0,0,0,0,39,0,7,0,12,0,0,0,21.1765,1900,4,6,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,1289,5017, ,Left,WBL,0,0,0,731,121.833,27.533,57.7144,0,0,0,0,121,0,7,0,12,0,0,0,21.1765,1900,4,6,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,1289,5436, ,Right,WBR,0,0,0,1686,281,63.5028,31.659,0,0,0,0,281,0,0,0,12,0,0,0,21.1765,1900,4,6,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,5017,1285, ,Left,NBL,0,0,0,476,79.3333,9.27875,9.42955,0,0,0,0,79,0,3,0,12,0,0,0,43.5165,1900,4,2,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,5017,1289, ,Right,NBR,0,0,0,683,113.833,13.3138,9.81842,0,0,0,0,113,0,0,0,12,0,0,0,43.5165,1900,4,2,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,5017,5436, ,Through,NBT,0,0,0,3971,661.833,77.4074,9.61925,0,0,0,0,661,0,3,0,12,0,0,0,43.5165,1900,4,2,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,5436,1285, ,Right,SBR,0,0,0,274,45.6667,8.43077,42.1538,0,0,0,0,45,0,0,0,12,0,0,0,43.5165,1900,4,8,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,5436,1289, ,Left,SBL,0,0,0,309,51.5,9.50769,41.7751,0,0,0,0,51,0,3,0,12,0,0,0,43.5165,1900,4,8,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5018, ,0,0,5436,5017, ,Through,SBT,0,0,0,2667,444.5,82.0615,32.6378,0,0,0,0,444,0,3,0,12,0,0,0,43.5165,1900,4,8,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,0,0,4952,5524, ,Left,SBL,0,0,0,444,74,34.5525,26.9431,0,0,0,0,74,0,1,0,12,0,0,0,32.2555,1900,4,8,0,0,40,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,0,0,4952,11124, ,Right,SBR,0,0,0,141,23.5,10.9728,28.562,0,0,0,0,23,0,0,0,12,0,0,0,32.2555,1900,4,8,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,0,0,4952,11147, ,Through,SBT,0,0,0,700,116.667,54.4747,12.8025,0,0,0,0,116,0,1,0,12,0,0,0,32.2555,1900,4,8,0,0,40,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,0,0,5524,4952, ,Right,WBR,0,0,0,683,113.833,14.2321,1.59583,0,0,0,0,113,0,0,0,12,0,0,0,36.3636,1900,4,6,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,0,0,5524,11124, ,Through,WBT,0,0,0,2593,432.167,54.0321,1.1596,0,0,0,0,432,0,2,0,12,0,0,0,36.3636,1900,4,6,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,0,0,5524,11147, ,Left,WBL,0,0,0,1523,253.833,31.7358,1.46004,0,0,0,0,253,0,2,0,12,0,0,0,36.3636,1900,4,6,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,0,0,11124,4952, ,Left,EBL,0,0,0,116,19.3333,4.17867,3.82769,0,0,0,0,19,0,2,0,12,0,0,0,36.3636,1900,4,4,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,0,0,11124,5524, ,Through,EBT,0,0,0,2403,400.5,86.5634,8.86337,0,0,0,0,400,0,2,0,12,0,0,0,36.3636,1900,4,4,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,0,0,11124,11147, ,Right,EBR,0,0,0,257,42.8333,9.25793,8.19931,0,0,0,0,42,0,0,0,12,0,0,0,36.3636,1900,4,4,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,0,0,11147,4952, ,Through,NBT,0,0,0,605,100.833,30.7575,7.09284,0,0,0,0,100,0,1,0,12,0,0,0,32.2555,1900,4,2,0,0,40,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,0,0,11147,5524, ,Right,NBR,0,0,0,1202,200.333,61.1083,10.6436,0,0,0,0,200,0,0,0,12,0,0,0,32.2555,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5022, ,0,0,11147,11124, ,Left,NBL,0,0,0,160,26.6667,8.13421,8.92443,0,0,0,0,26,0,1,0,12,0,0,0,32.2555,1900,4,2,0,0,40,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,0,0,5009,5010, ,Left,EBL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,36.3636,1900,4,4,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,0,0,5009,11129, ,Through,EBT,0,0,0,1421,236.833,46.0317,0.0186343,0,0,0,0,236,0,2,0,12,0,0,0,36.3636,1900,4,4,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,0,0,5009,11150, ,Right,EBR,0,0,0,1666,277.667,53.9683,0.0176691,0,0,0,0,277,0,0,0,12,0,0,0,36.3636,1900,4,4,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,0,0,5010,5009, ,Right,SBR,0,0,0,12,2,0.729927,0.120783,0,0,0,0,2,0,0,0,12,0,0,0,35.3636,1900,4,8,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,0,0,5010,11129, ,Left,SBL,0,0,0,791,131.833,48.1144,0.0162297,0,0,0,0,131,0,1,0,12,0,0,0,35.3636,1900,4,8,0,0,52,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,0,0,5010,11150, ,Through,SBT,0,0,0,841,140.167,51.1557,0.0138187,0,0,0,0,140,0,1,0,12,0,0,0,35.3636,1900,4,8,0,0,52,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,0,0,11129,5009, ,Through,WBT,0,0,0,1639,273.167,52.5995,5.57135,0,0,0,0,273,0,2,0,12,0,0,0,36.3636,1900,4,6,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,0,0,11129,5010, ,Right,WBR,0,0,0,1147,191.167,36.81,6.32477,0,0,0,0,191,0,0,0,12,0,0,0,36.3636,1900,4,6,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,0,0,11129,11150, ,Left,WBL,0,0,0,330,55,10.5905,5.20217,0,0,0,0,55,0,2,0,12,0,0,0,36.3636,1900,4,6,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,0,0,11150,5009, ,Left,NBL,0,0,0,1229,204.833,51.7256,10.1138,0,0,0,0,204,0,1,0,12,0,0,0,29.3232,1900,4,2,0,0,40,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,0,0,11150,5010, ,Through,NBT,0,0,0,708,118,29.798,12.0399,0,0,0,0,118,0,1,0,12,0,0,0,29.3232,1900,4,2,0,0,40,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5027, ,0,0,11150,11129, ,Right,NBR,0,0,0,439,73.1667,18.4764,14.1402,0,0,0,0,73,0,0,0,12,0,0,0,29.3232,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,0,0,4899,4958, ,Through,SBT,0,0,0,915,152.5,33.1402,178.004,0,0,0,0,152,0,2,0,12,0,0,0,30.3232,1900,4,8,0,0,19,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,0,0,4899,10872, ,Right,SBR,0,0,0,517,86.1667,18.7251,117.836,0,0,0,0,86,0,0,0,12,0,0,0,30.3232,1900,4,8,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,0,0,4899,11128, ,Left,SBL,0,0,0,1329,221.5,48.1347,213.774,0,0,0,0,221,0,2,0,12,0,0,0,30.3232,1900,4,8,0,0,19,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,0,0,4958,4899, ,Through,NBT,0,0,0,824,137.333,22.9847,17.2395,0,0,0,0,137,0,2,0,12,0,0,0,36.3636,1900,4,2,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,0,0,4958,10872, ,Left,NBL,0,0,0,723,120.5,20.1674,12.8669,0,0,0,0,120,0,2,0,12,0,0,0,36.3636,1900,4,2,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,0,0,4958,11128, ,Right,NBR,0,0,0,2038,339.667,56.848,16.8464,0,0,0,0,339,0,0,0,12,0,0,0,36.3636,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,0,0,10872,4899, ,Left,EBL,0,0,0,671,111.833,15.4466,17.4132,0,0,0,0,111,0,2,0,12,0,0,0,36.3636,1900,4,4,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,0,0,10872,4958, ,Right,EBR,0,0,0,956,159.333,22.0074,14.2857,0,0,0,0,159,0,0,0,12,0,0,0,36.3636,1900,4,4,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,0,0,10872,11128, ,Through,EBT,0,0,0,2717,452.833,62.546,17.3389,0,0,0,0,452,0,2,0,12,0,0,0,36.3636,1900,4,4,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,0,0,11128,4899, ,Right,WBR,0,0,0,1129,188.167,30.0186,4.74056,0,0,0,0,188,0,0,0,12,0,0,0,29.0909,1900,4,6,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,0,0,11128,4958, ,Left,WBL,0,0,0,1409,234.833,37.4634,5.64539,0,0,0,0,234,0,2,0,12,0,0,0,29.0909,1900,4,6,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5030, ,0,0,11128,10872, ,Through,WBT,0,0,0,1223,203.833,32.5179,5.73426,0,0,0,0,203,0,2,0,12,0,0,0,29.0909,1900,4,6,0,0,24,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5103, ,0,0,5820,11161, ,Through,SBT,0,0,0,2191,365.167,100,1.13698,0,0,0,0,365,0,1,0,12,0,0,0,32.2555,1900,4,8,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5103, ,0,0,11161,5820, ,Through,NBT,0,0,0,2435,405.833,100,0.513218,0,0,0,0,405,0,1,0,12,0,0,0,32.2555,1900,4,2,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5106, ,0,0,4804,5117, ,Through,SBT,0,0,0,5,0.833333,0.177368,0.0059579,0,0,0,0,0,0,1,0,12,0,0,0,29.3232,1900,4,8,0,0,40,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5106, ,0,0,4804,10852, ,Left,SBL,0,0,0,2814,469,99.8226,0.0327408,0,0,0,0,469,0,1,0,12,0,0,0,29.3232,1900,4,8,0,0,40,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5106, ,0,0,5117,4804, ,Through,NBT,0,0,0,61,10.1667,91.0448,0.0973506,0,0,0,0,10,0,1,0,12,0,0,0,24.6781,1900,4,2,0,0,38,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5106, ,0,0,5117,10852, ,Right,NBR,0,0,0,6,1,8.95522,0.0513774,0,0,0,0,1,0,0,0,12,0,0,0,24.6781,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5106, ,0,0,10852,4804, ,Right,WBR,0,0,0,1729,288.167,100,2.15254,0,0,0,0,288,0,0,0,12,0,0,0,24.6781,1900,4,6,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5106, ,0,0,10852,5117, ,Left,WBL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,24.6781,1900,4,6,0,0,38,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5109, ,0,0,4804,11150, ,Through,NBT,0,0,0,1787,297.833,99.8324,19.5414,0,0,0,0,297,0,1,0,12,0,0,0,29.3232,1900,4,2,0,0,40,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5109, ,0,0,4804,11151, ,Right,NBR,0,0,0,3,0.5,0.167598,40.6241,0,0,0,0,0,0,0,0,12,0,0,0,29.3232,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5109, ,0,0,11150,4804, ,Through,SBT,0,0,0,2713,452.167,95.6292,0.0305806,0,0,0,0,452,0,1,0,12,0,0,0,29.3232,1900,4,8,0,0,40,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5109, ,0,0,11150,11151, ,Left,SBL,0,0,0,124,20.6667,4.37081,0.0234913,0,0,0,0,20,0,1,0,12,0,0,0,29.3232,1900,4,8,0,0,40,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5109, ,0,0,11151,4804, ,Left,WBL,0,0,0,106,17.6667,15.2518,115.082,0,0,0,0,17,0,1,0,12,0,0,0,26.3232,1900,4,6,0,0,31,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5109, ,0,0,11151,11150, ,Right,WBR,0,0,0,589,98.1667,84.7482,134.971,0,0,0,0,98,0,0,0,12,0,0,0,26.3232,1900,4,6,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,0,0,5589,11159, ,Through,WBT,0,0,0,1116,186,50.5664,15.9057,0,0,0,0,186,0,2,0,12,0,0,0,39.5604,1900,4,6,0,0,27,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,0,0,5589,11160, ,Right,WBR,0,0,0,700,116.667,31.7173,25.0006,0,0,0,0,116,0,0,0,12,0,0,0,39.5604,1900,4,6,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,0,0,5589,11172, ,Left,WBL,0,0,0,391,65.1667,17.7164,15.8473,0,0,0,0,65,0,2,0,12,0,0,0,39.5604,1900,4,6,0,0,27,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,0,0,11159,5589, ,Through,EBT,0,0,0,511,85.1667,15.9438,235.378,0,0,0,0,85,0,2,0,12,0,0,0,39.5604,1900,4,4,0,0,27,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,0,0,11159,11160, ,Left,EBL,0,0,0,1503,250.5,46.8955,120.694,0,0,0,0,250,0,2,0,12,0,0,0,39.5604,1900,4,4,0,0,27,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,0,0,11159,11172, ,Right,EBR,0,0,0,1191,198.5,37.1607,149.564,0,0,0,0,198,0,0,0,12,0,0,0,39.5604,1900,4,4,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,0,0,11160,5589, ,Left,SBL,0,0,0,397,66.1667,7.19464,9.30607,0,0,0,0,66,0,3,0,12,0,0,0,43.5165,1900,4,8,0,0,17,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,0,0,11160,11159, ,Right,SBR,0,0,0,2284,380.667,41.3918,7.9508,0,0,0,0,380,0,0,0,12,0,0,0,43.5165,1900,4,8,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,0,0,11160,11172, ,Through,SBT,0,0,0,2837,472.833,51.4136,9.05075,0,0,0,0,472,0,3,0,12,0,0,0,43.5165,1900,4,8,0,0,17,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,0,0,11172,5589, ,Right,NBR,0,0,0,83,13.8333,2.21747,25.793,0,0,0,0,13,0,0,0,12,0,0,0,39.5604,1900,4,2,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,0,0,11172,11159, ,Left,NBL,0,0,0,1454,242.333,38.8458,23.7227,0,0,0,0,242,0,2,0,12,0,0,0,39.5604,1900,4,2,0,0,27,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5112, ,0,0,11172,11160, ,Through,NBT,0,0,0,2206,367.667,58.9367,15.8975,0,0,0,0,367,0,2,0,12,0,0,0,39.5604,1900,4,2,0,0,27,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5113, ,0,0,8002,11148, ,Left,EBL,0,0,0,239,39.8333,53.7079,49.8068,0,0,0,0,39,0,1,0,12,0,0,0,26.3232,1900,4,4,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5113, ,0,0,8002,11160, ,Right,EBR,0,0,0,206,34.3333,46.2921,54.4924,0,0,0,0,34,0,0,0,12,0,0,0,26.3232,1900,4,4,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5113, ,0,0,11148,8002, ,Right,SBR,0,0,0,175,29.1667,3.20395,17.4046,0,0,0,0,29,0,0,0,12,0,0,0,43.5165,1900,4,8,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5113, ,0,0,11148,11160, ,Through,SBT,0,0,0,5287,881.167,96.796,16.0421,0,0,0,0,881,0,3,0,12,0,0,0,43.5165,1900,4,8,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5113, ,0,0,11160,8002, ,Left,NBL,0,0,0,100,16.6667,2.2119,6.80856,0,0,0,0,16,0,3,0,12,0,0,0,43.5165,1900,4,2,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5113, ,0,0,11160,11148, ,Through,NBT,0,0,0,4421,736.833,97.7881,5.70605,0,0,0,0,736,0,3,0,12,0,0,0,43.5165,1900,4,2,0,0,0,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,0,0,5589,5592, ,Through,EBT,0,0,0,182,30.3333,15.8952,6.57543,0,0,0,0,30,0,2,0,12,0,0,0,39.5604,1900,4,4,0,0,27,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,0,0,5589,11161, ,Left,EBL,0,0,0,654,109,57.1179,6.29814,0,0,0,0,109,0,2,0,12,0,0,0,39.5604,1900,4,4,0,0,27,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,0,0,5589,11173, ,Right,EBR,0,0,0,309,51.5,26.9869,4.34488,0,0,0,0,51,0,0,0,12,0,0,0,39.5604,1900,4,4,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,0,0,5592,5589, ,Through,WBT,0,0,0,392,65.3333,55.5241,40.0178,0,0,0,0,65,0,2,0,12,0,0,0,32.757,1900,4,6,0,0,25,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,0,0,5592,11161, ,Right,WBR,0,0,0,183,30.5,25.9207,34.0797,0,0,0,0,30,0,0,0,12,0,0,0,32.757,1900,4,6,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,0,0,5592,11173, ,Left,WBL,0,0,0,131,21.8333,18.5552,54.7417,0,0,0,0,21,0,2,0,12,0,0,0,32.757,1900,4,6,0,0,25,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,0,0,11161,5589, ,Right,SBR,0,0,0,526,87.6667,26.3395,4.0862,0,0,0,0,87,0,0,0,12,0,0,0,32.2555,1900,4,8,0,0,6,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,0,0,11161,5592, ,Left,SBL,0,0,0,116,19.3333,5.80871,3.19863,0,0,0,0,19,0,1,0,12,0,0,0,32.2555,1900,4,8,0,0,40,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,0,0,11161,11173, ,Through,SBT,0,0,0,1355,225.833,67.8518,6.09518,0,0,0,0,225,0,1,0,12,0,0,0,32.2555,1900,4,8,0,0,40,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
ALLDAY,5114, ,0,0,11173,5589, ,Left,NBL,0,0,0,818,136.333,35.6117,1.5231,0,0,0,0,136,0,1,0,12,0,0,0,29.3232,1900,4,2,0,0,40,0,0,0, ,0,0,0,"<LineString><coordinates></coordinates></LineString>",,
