RECORDNAME,INTID,NBL2,NBL,NBT,NBR,NBR2,SBL2,SBL,SBT,SBR,SBR2,EBL2,EBL,EBT,EBR,EBR2,WBL2,WBL,WBT,WBR,WBR2,NEL,NET,NER,NWL,NWT,NWR,SEL,SET,SER,SWL,SWT,SWR,PED,HOLD,
StreetName,138,,,,,,,,,,,,,,,,,300 West,,,,,,,,,,,,,,,,,,
TurnVolume,138,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Lanes,138,,,,0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
Shared,138,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Width,138,,,,12,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,
Storage,138,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
StLanes,138,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Grade,138,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Speed,138,,,,25.6781,,,,,,,,,,,,,25.6781,,,,,,,,,,,,,,,,,,
Up Node,139,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,
Dest Node,139,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,
StreetName,139,,,700 West,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 West,,,,
TurnVolume,139,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Lanes,139,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Shared,139,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Width,139,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
Storage,139,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
StLanes,139,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Grade,139,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Speed,139,,,24.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6781,,,,
Up Node,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,141,,,53,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,141,,,105,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,141,,,500 West,,,,,500 West,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,141,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,141,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,141,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,141,,,12,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,141,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,141,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,141,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,141,,,24.6781,,,,,24.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
