RECORDNAME,INTID,NBL2,NBL,NBT,NBR,NBR2,SBL2,SBL,SBT,SBR,SBR2,EBL2,EBL,EBT,EBR,EBR2,WBL2,WBL,WBT,WBR,WBR2,NEL,NET,NER,NWL,NWT,NWR,SEL,SET,SER,SWL,SWT,SWR,PED,HOLD,
Shared,112,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Width,112,,,,,,,,,,,,,12,,,,,12,,,,,,,,,,,,,,,,,
Storage,112,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
StLanes,112,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Grade,112,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Speed,112,,,,,,,,,,,,,36.3636,,,,,36.3636,,,,,,,,,,,,,,,,,
Up Node,113,,,,,,,,,,,,,70,,,,,112,,,,,,,,,,,,,,,,,
Dest Node,113,,,,,,,,,,,,,112,,,,,70,,,,,,,,,,,,,,,,,
StreetName,113,,,,,,,,,,,,,7000 Sout,,,,,7000 Sout,,,,,,,,,,,,,,,,,
TurnVolume,113,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Lanes,113,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,
Shared,113,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Width,113,,,,,,,,,,,,,12,,,,,12,,,,,,,,,,,,,,,,,
Storage,113,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
StLanes,113,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Grade,113,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Speed,113,,,,,,,,,,,,,36.3636,,,,,36.3636,,,,,,,,,,,,,,,,,
Up Node,114,,,,,,,,,,,,,43,,,,,45,,,,,,,,,,,,,,,,,
Dest Node,114,,,,,,,,,,,,,45,,,,,43,,,,,,,,,,,,,,,,,
StreetName,114,,,,,,,,,,,,,7200 Sout,,,,,7200 Sout,,,,,,,,,,,,,,,,,
TurnVolume,114,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Lanes,114,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,
Shared,114,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Width,114,,,,,,,,,,,,,12,,,,,12,,,,,,,,,,,,,,,,,
Storage,114,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
StLanes,114,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Grade,114,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Speed,114,,,,,,,,,,,,,29.0909,,,,,29.0909,,,,,,,,,,,,,,,,,
Up Node,115,,,,,,,6,,6,,,42,42,,,,,44,44,,,,,,,,,,,,,,,,
Dest Node,115,,,,,,,44,,42,,,6,44,,,,,42,6,,,,,,,,,,,,,,,,
StreetName,115,,,,,,,Cent,,,,,Center St,Center St,,,,,Center St,,,,,,,,,,,,,,,,,
TurnVolume,115,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Lanes,115,,,,,,,7,,0,,,2,2,,,,,2,0,,,,,,,,,,,,,,,,
Shared,115,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Width,115,,,,,,,12,,12,,,12,12,,,,,12,12,,,,,,,,,,,,,,,,
Storage,115,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
StLanes,115,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Grade,115,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Speed,115,,,,,,,21.1765,,21.1765,,,36.3636,36.3636,,,,,36.3636,36.3636,,,,,,,,,,,,,,,,
Up Node,116,,83,83,,,,,39,39,,,7,,7,,,,,,,,,,,,,,,,,,,,,
Dest Node,116,,7,39,,,,,83,7,,,39,,83,,,,,,,,,,,,,,,,,,,,,
StreetName,116,,Redwood R,Redwood R,,,,,Redwood R,,,,Cent,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,116,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Lanes,116,,3,3,,,,,3,0,,,7,,0,,,,,,,,,,,,,,,,,,,,,
Shared,116,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Width,116,,12,12,,,,,12,12,,,12,,12,,,,,,,,,,,,,,,,,,,,,
Storage,116,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
StLanes,116,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Grade,116,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Speed,116,,43.5165,43.5165,,,,,43.5165,43.5165,,,21.1765,,21.1765,,,,,,,,,,,,,,,,,,,,,
Up Node,117,,,84,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,117,,,41,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,117,,,1300 West,,,,,1300 West,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,117,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,117,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,117,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,117,,,12,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,117,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,117,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,117,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,117,,,32.2555,,,,,32.2555,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,118,,50,50,50,,,83,83,83,,,8,8,8,,,11,11,11,,,,,,,,,,,,,,,,
Dest Node,118,,8,83,11,,,11,50,8,,,83,11,50,,,50,8,83,,,,,,,,,,,,,,,,
StreetName,118,,Redwood R,Redwood R,,,,Redwood R,Redwood R,,,,Cent,Cent,,,,Cent,Cent,,,,,,,,,,,,,,,,,
TurnVolume,118,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Lanes,118,,3,3,0,,,3,3,0,,,7,7,0,,,7,7,0,,,,,,,,,,,,,,,,
Shared,118,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,118,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,118,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,118,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,118,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,118,,43.5165,43.5165,43.5165,,,43.5165,43.5165,43.5165,,,21.1765,21.1765,21.1765,,,21.1765,21.1765,21.1765,,,,,,,,,,,,,,,,
Up Node,119,,,48,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,119,,,42,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,119,,,700 West,,,,,700 West,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,119,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,119,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,119,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,119,,,12,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,119,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,119,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,119,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,119,,,29.3232,,,,,29.3232,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,122,,49,49,,,,,50,50,,,9,,9,,,,,,,,,,,,,,,,,,,,,
Dest Node,122,,9,50,,,,,49,9,,,50,,49,,,,,,,,,,,,,,,,,,,,,
StreetName,122,,Redwood R,Redwood R,,,,,Redwood R,,,,Cent,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,122,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Lanes,122,,3,3,,,,,3,0,,,7,,0,,,,,,,,,,,,,,,,,,,,,
Shared,122,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Width,122,,12,12,,,,,12,12,,,12,,12,,,,,,,,,,,,,,,,,,,,,
Storage,122,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
StLanes,122,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Grade,122,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Speed,122,,43.5165,43.5165,,,,,43.5165,43.5165,,,21.1765,,21.1765,,,,,,,,,,,,,,,,,,,,,
Up Node,123,,51,51,,,,,46,46,,,12,,12,,,,,,,,,,,,,,,,,,,,,
Dest Node,123,,12,46,,,,,51,12,,,46,,51,,,,,,,,,,,,,,,,,,,,,
StreetName,123,,1300 West,1300 West,,,,,1300 West,,,,Cent,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,123,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Lanes,123,,1,1,,,,,1,0,,,7,,0,,,,,,,,,,,,,,,,,,,,,
Shared,123,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Width,123,,12,12,,,,,12,12,,,12,,12,,,,,,,,,,,,,,,,,,,,,
Storage,123,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
StLanes,123,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Grade,123,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Speed,123,,32.2555,32.2555,,,,,32.2555,32.2555,,,21.1765,,21.1765,,,,,,,,,,,,,,,,,,,,,
Up Node,124,,59,59,59,,,49,49,49,,,15,15,15,,,20,20,20,,,,,,,,,,,,,,,,
Dest Node,124,,15,49,20,,,20,59,15,,,49,20,59,,,59,15,49,,,,,,,,,,,,,,,,
StreetName,124,,Redwood R,Redwood R,,,,Redwood R,Redwood R,,,,Cent,Cent,,,,Cent,Cent,,,,,,,,,,,,,,,,,
TurnVolume,124,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Lanes,124,,2,2,0,,,2,2,0,,,7,7,0,,,7,7,0,,,,,,,,,,,,,,,,
Shared,124,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,124,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,124,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,124,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,124,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,124,,39.5604,39.5604,39.5604,,,39.5604,39.5604,39.5604,,,21.1765,21.1765,21.1765,,,21.1765,21.1765,21.1765,,,,,,,,,,,,,,,,
Up Node,125,,64,64,64,,,51,51,51,,,20,20,20,,,21,21,21,,,,,,,,,,,,,,,,
Dest Node,125,,20,51,21,,,21,64,20,,,51,21,64,,,64,20,51,,,,,,,,,,,,,,,,
StreetName,125,,1300 West,1300 West,,,,1300 West,1300 West,,,,Cent,Cent,,,,Cent,Cent,,,,,,,,,,,,,,,,,
TurnVolume,125,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Lanes,125,,1,1,0,,,1,1,0,,,7,7,0,,,7,7,0,,,,,,,,,,,,,,,,
Shared,125,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,125,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,125,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,125,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,125,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,125,,29.3232,29.3232,29.3232,,,29.3232,29.3232,29.3232,,,21.1765,21.1765,21.1765,,,16.2162,16.2162,16.2162,,,,,,,,,,,,,,,,
Up Node,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,127,,19,,19,,,,17,17,,,60,60,60,,,,,,,,,,128,128,,,,,,,,,,
Dest Node,127,,60,,128,,,,128,60,,,17,128,19,,,,,,,,,,19,60,,,,,,,,,,
StreetName,127,,Cent,,,,,,Cent,,,,9800 Sout,9800 Sout,,,,,,,,,,,9800 Sout,9800 Sout,,,,,,,,,,
TurnVolume,127,,0,,0,,,,0,0,,,0,0,0,,,,,,,,,,0,0,,,,,,,,,,
Lanes,127,,7,,0,,,,7,0,,,1,1,0,,,,,,,,,,1,1,,,,,,,,,,
Shared,127,,0,,0,,,,0,0,,,0,0,0,,,,,,,,,,0,0,,,,,,,,,,
Width,127,,12,,12,,,,12,12,,,12,12,12,,,,,,,,,,12,12,,,,,,,,,,
Storage,127,,0,,0,,,,0,0,,,0,0,0,,,,,,,,,,0,0,,,,,,,,,,
StLanes,127,,0,,0,,,,0,0,,,0,0,0,,,,,,,,,,0,0,,,,,,,,,,
Grade,127,,0,,0,,,,0,0,,,0,0,0,,,,,,,,,,0,0,,,,,,,,,,
Speed,127,,21.1765,,21.1765,,,,21.1765,21.1765,,,29.3232,29.3232,29.3232,,,,,,,,,,29.3232,29.3232,,,,,,,,,,
Up Node,128,,,,,,,,,,,,,,,,,,65,,,,,,,,,,127,,,,,,,
Dest Node,128,,,,,,,,,,,,,,,,,,127,,,,,,,,,,65,,,,,,,
StreetName,128,,,,,,,,,,,,,,,,,,9800 Sout,,,,,,,,,,9800 Sout,,,,,,,
TurnVolume,128,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,
Lanes,128,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,
Shared,128,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,
Width,128,,,,,,,,,,,,,,,,,,12,,,,,,,,,,12,,,,,,,
Storage,128,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,
StLanes,128,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,
Grade,128,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,
Speed,128,,,,,,,,,,,,,,,,,,29.3232,,,,,,,,,,29.3232,,,,,,,
Up Node,129,,23,23,23,,,22,22,22,,,65,65,65,,,62,62,62,,,,,,,,,,,,,,,,
Dest Node,129,,65,22,62,,,62,23,65,,,22,62,23,,,23,65,22,,,,,,,,,,,,,,,,
StreetName,129,,Cent,Cent,,,,Cent,Cent,,,,9800 Sout,9800 Sout,,,,9800 Sout,9800 Sout,,,,,,,,,,,,,,,,,
TurnVolume,129,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Lanes,129,,7,7,0,,,7,7,0,,,1,1,0,,,1,1,0,,,,,,,,,,,,,,,,
Shared,129,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,129,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,129,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,129,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,129,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,129,,21.1765,21.1765,21.1765,,,21.1765,21.1765,21.1765,,,29.3232,29.3232,29.3232,,,29.3232,29.3232,29.3232,,,,,,,,,,,,,,,,
Up Node,130,,,,,,,,,,,,,76,,,,,,,,,,,,132,,,,,,,,,,
Dest Node,130,,,,,,,,,,,,,132,,,,,,,,,,,,76,,,,,,,,,,
StreetName,130,,,,,,,,,,,,,9800 Sout,,,,,,,,,,,,9800 Sout,,,,,,,,,,
TurnVolume,130,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,
Lanes,130,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,
Shared,130,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,
Width,130,,,,,,,,,,,,,12,,,,,,,,,,,,12,,,,,,,,,,
Storage,130,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,
StLanes,130,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,
Grade,130,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,
Speed,130,,,,,,,,,,,,,24.6781,,,,,,,,,,,,24.6781,,,,,,,,,,
Up Node,131,,,,,,,,,,,,,52,,,,,53,,,,,,,,,,,,,,,,,
Dest Node,131,,,,,,,,,,,,,53,,,,,52,,,,,,,,,,,,,,,,,
StreetName,131,,,,,,,,,,,,,9000 Sout,,,,,9000 Sout,,,,,,,,,,,,,,,,,
TurnVolume,131,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Lanes,131,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,
Shared,131,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Width,131,,,,,,,,,,,,,12,,,,,12,,,,,,,,,,,,,,,,,
Storage,131,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
StLanes,131,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Grade,131,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Speed,131,,,,,,,,,,,,,32.757,,,,,32.757,,,,,,,,,,,,,,,,,
Up Node,132,,,,,,,30,,30,,,,,,,,,56,56,,,,,,,,130,130,,,,,,,
Dest Node,132,,,,,,,56,,130,,,,,,,,,130,30,,,,,,,,30,56,,,,,,,
StreetName,132,,,,,,,Cent,,,,,,,,,,,9800 Sout,,,,,,,,,9800 Sout,9800 Sout,,,,,,,
TurnVolume,132,,,,,,,0,,0,,,,,,,,,0,0,,,,,,,,0,0,,,,,,,
Lanes,132,,,,,,,7,,0,,,,,,,,,1,0,,,,,,,,1,1,,,,,,,
Shared,132,,,,,,,0,,0,,,,,,,,,0,0,,,,,,,,0,0,,,,,,,
Width,132,,,,,,,12,,12,,,,,,,,,12,12,,,,,,,,12,12,,,,,,,
Storage,132,,,,,,,0,,0,,,,,,,,,0,0,,,,,,,,0,0,,,,,,,
StLanes,132,,,,,,,0,,0,,,,,,,,,0,0,,,,,,,,0,0,,,,,,,
Grade,132,,,,,,,0,,0,,,,,,,,,0,0,,,,,,,,0,0,,,,,,,
Speed,132,,,,,,,16.2162,,16.2162,,,,,,,,,24.6781,24.6781,,,,,,,,24.6781,24.6781,,,,,,,
Up Node,133,,,,,,,23,,23,,,61,61,,,,,75,75,,,,,,,,,,,,,,,,
Dest Node,133,,,,,,,75,,61,,,23,75,,,,,61,23,,,,,,,,,,,,,,,,
StreetName,133,,,,,,,Cent,,,,,South Jor,South Jor,,,,,South Jor,,,,,,,,,,,,,,,,,
TurnVolume,133,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Lanes,133,,,,,,,7,,0,,,2,2,,,,,2,0,,,,,,,,,,,,,,,,
Shared,133,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Width,133,,,,,,,12,,12,,,12,12,,,,,12,12,,,,,,,,,,,,,,,,
Storage,133,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
StLanes,133,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Grade,133,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Speed,133,,,,,,,21.1765,,21.1765,,,36.3636,36.3636,,,,,36.3636,36.3636,,,,,,,,,,,,,,,,
Up Node,134,,29,29,29,,,19,19,19,,,57,57,57,,,61,61,61,,,,,,,,,,,,,,,,
Dest Node,134,,57,19,61,,,61,29,57,,,19,61,29,,,29,57,19,,,,,,,,,,,,,,,,
StreetName,134,,Cent,Cent,,,,Cent,Cent,,,,South Jor,South Jor,,,,South Jor,South Jor,,,,,,,,,,,,,,,,,
TurnVolume,134,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Lanes,134,,7,7,0,,,7,7,0,,,2,2,0,,,2,2,0,,,,,,,,,,,,,,,,
Shared,134,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,134,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,134,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,134,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,134,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,134,,21.1765,21.1765,21.1765,,,21.1765,21.1765,21.1765,,,36.3636,36.3636,36.3636,,,36.3636,36.3636,36.3636,,,,,,,,,,,,,,,,
Up Node,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,137,,,,,,,27,,27,,,99,99,,,,,96,96,,,,,,,,,,,,,,,,
Dest Node,137,,,,,,,96,,99,,,27,96,,,,,99,27,,,,,,,,,,,,,,,,
StreetName,137,,,,,,,Cent,,,,,9400 Sout,9400 Sout,,,,,9400 Sout,,,,,,,,,,,,,,,,,
TurnVolume,137,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Lanes,137,,,,,,,7,,0,,,1,1,,,,,1,0,,,,,,,,,,,,,,,,
Shared,137,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Width,137,,,,,,,12,,12,,,12,12,,,,,12,12,,,,,,,,,,,,,,,,
Storage,137,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
StLanes,137,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Grade,137,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Speed,137,,,,,,,16.2162,,16.2162,,,35.3636,35.3636,,,,,30.045,30.045,,,,,,,,,,,,,,,,
Up Node,138,,,,63,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,
Dest Node,138,,,,31,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,
