Vehicle Selection Mode,--,Network-wide,--
,,5_10, 9.71
,,10_15,14.63
,,15_20,19.69
,,20_25,24.67
,,25_30,29.71
,,30_35,34.63
,,35_40,39.72
,,40_45,44.70
,,45_50,49.75
,,50_55,54.72
,,55_60,59.74
,,60_65,64.70
,,65_70,69.73
,,70_75,74.75
,,75_80,79.71
,,80_85,84.80
,,85_90,89.82
,,90_95,94.80
,,95_100,99.70
,,100_105,104.71
,,105_110,109.71
,,110_115,114.78
,,115_120,119.39
,,120_125,124.62
,,125_130,129.70
,,130_135,134.72
,,135_140,139.59
,,140_145,144.70
,,145_150,149.73
,,150_155,154.70
,,155_160,159.80
,,160_165,164.65
,,165_170,169.71
,,170_175,174.85
,,175_180,179.77
,,180_185,184.81
,,185_190,189.70
,,190_195,194.84
,,195_200,199.72
,,200_205,204.80
,,205_210,209.75
,,210_215,214.62
,,215_220,219.68
,,220_225,224.80
,,225_230,229.60
,,230_235,234.62
,,235_240,239.75
,,240_245,244.86
,,245_250,249.70
,,250_255,254.75
,,255_260,259.78
,,260_265,264.73
,,265_270,269.74
,,270_275,274.74
,,275_280,279.70
,,280_285,284.74
,,285_290,289.75
,,290_295,294.76
,,295_300,299.83
,,300_305,304.67
,,305_310,309.79
,,310_315,314.70
,,315_320,319.84
,,320_325,324.76
,,325_330,329.76
,,330_335,334.80
,,335_340,339.74
,,340_345,344.81
,,345_350,349.74
,,350_355,354.74
,,355_360,359.81
,,360_365,364.71
,,365_370,369.78
,,370_375,374.75
,,375_380,379.76
,,380_385,384.71
,,385_390,389.75
,,390_395,394.74
,,395_400,399.72
,,400_405,404.68
,,405_410,409.74
,,410_415,414.79
,,415_420,419.83
,,420_425,424.75
,,425_430,429.72
,,430_435,434.81
,,435_440,439.68
,,440_445,444.71
,,445_450,449.75
,,450_455,454.68
,,455_460,459.72
,,460_465,464.66
,,465_470,469.71
,,470_475,474.73
,,475_480,479.76
,,480_485,484.69
,,485_490,489.76
,,490_495,494.65
,,495_500,499.78
,,500_505,504.78
,,505_510,509.75
,,510_515,514.72
,,515_520,519.70
,,520_525,524.22
,,525_530,529.45
,,530_535,534.49
,,535_540,539.03
,,540_545,544.70
,,545_550,549.88
,,550_555,554.97
,,555_560,558.83
,,560_565,564.61
,,565_570,569.00
,,570_575,573.80
,,575_580,576.71
,,580_585,583.30
,,585_590,585.44
Category,Travel Time Bin (5 min Interval),90th Percentile Travel Time (min),
,,0_5, 4.60
,,5_10, 9.43
,,10_15,14.26
,,15_20,19.42
,,20_25,24.29
,,25_30,29.45
,,30_35,34.33
,,35_40,39.50
,,40_45,44.38
,,45_50,49.43
,,50_55,54.50
,,55_60,59.50
,,60_65,64.38
,,65_70,69.41
,,70_75,74.56
,,75_80,79.53
,,80_85,84.65
,,85_90,89.53
,,90_95,94.62
,,95_100,99.37
,,100_105,104.46
,,105_110,109.55
,,110_115,114.51
,,115_120,119.22
,,120_125,124.34
,,125_130,129.45
,,130_135,134.56
,,135_140,139.33
,,140_145,144.40
,,145_150,149.56
,,150_155,154.50
,,155_160,159.58
,,160_165,164.50
,,165_170,169.45
,,170_175,174.62
,,175_180,179.44
,,180_185,184.60
,,185_190,189.45
,,190_195,194.41
,,195_200,199.56
,,200_205,204.54
,,205_210,209.61
,,210_215,214.44
,,215_220,219.46
,,220_225,224.55
,,225_230,229.40
,,230_235,234.41
,,235_240,239.48
,,240_245,244.57
,,245_250,249.51
,,250_255,254.48
,,255_260,259.33
,,260_265,264.49
,,265_270,269.48
,,270_275,274.48
,,275_280,279.38
,,280_285,284.44
,,285_290,289.46
,,290_295,294.56
,,295_300,299.53
,,300_305,304.39
,,305_310,309.55
,,310_315,314.49
,,315_320,319.63
,,320_325,324.51
,,325_330,329.50
,,330_335,334.56
,,335_340,339.49
,,340_345,344.58
,,345_350,349.48
,,350_355,354.51
,,355_360,359.46
,,360_365,364.52
,,365_370,369.49
,,370_375,374.52
,,375_380,379.51
,,380_385,384.44
,,385_390,389.44
,,390_395,394.51
,,395_400,399.54
,,400_405,404.46
,,405_410,409.54
,,410_415,414.55
,,415_420,419.64
,,420_425,424.53
,,425_430,429.52
,,430_435,434.55
,,435_440,439.45
,,440_445,444.45
,,445_450,449.51
,,450_455,454.47
,,455_460,459.53
,,460_465,464.42
,,465_470,469.45
,,470_475,474.50
,,475_480,479.49
,,480_485,484.43
,,485_490,489.53
,,490_495,494.35
,,495_500,499.55
,,500_505,504.25
,,505_510,509.40
,,510_515,514.40
,,515_520,519.59
,,520_525,523.98
,,525_530,529.13
,,530_535,534.34
,,535_540,538.81
,,540_545,544.59
,,545_550,549.40
,,550_555,554.89
,,555_560,558.83
,,560_565,564.61
,,565_570,569.00
,,570_575,573.80
,,575_580,576.71
,,580_585,583.30
,,585_590,585.44
Category,Travel Time Bin (5 min Interval),80th Percentile Travel Time (min),
,,0_5, 4.27
,,5_10, 8.83
,,10_15,13.55
,,15_20,18.71
,,20_25,23.62
,,25_30,28.99
,,30_35,33.90
,,35_40,38.98
,,40_45,43.84
,,45_50,48.89
,,50_55,53.94
,,55_60,59.09
,,60_65,63.81
,,65_70,68.93
,,70_75,74.05
,,75_80,79.04
,,80_85,84.12
,,85_90,89.11
,,90_95,94.29
,,95_100,98.82
,,100_105,103.97
,,105_110,109.16
,,110_115,113.88
,,115_120,118.90
,,120_125,123.75
,,125_130,128.77
,,130_135,134.21
,,135_140,139.02
,,140_145,144.05
,,145_150,149.20
,,150_155,154.03
,,155_160,159.17
,,160_165,163.91
,,165_170,169.02
,,170_175,174.11
,,175_180,178.93
,,180_185,184.09
,,185_190,189.00
,,190_195,193.92
,,195_200,199.10
,,200_205,204.10
,,205_210,209.12
,,210_215,213.95
,,215_220,218.92
,,220_225,224.01
,,225_230,228.92
,,230_235,233.80
,,235_240,238.85
,,240_245,244.04
,,245_250,248.97
,,250_255,253.95
,,255_260,258.89
,,260_265,264.15
,,265_270,268.82
,,270_275,273.95
,,275_280,278.84
,,280_285,283.91
,,285_290,289.14
,,290_295,294.11
,,295_300,299.04
,,300_305,303.91
,,305_310,308.93
,,310_315,313.99
,,315_320,319.18
,,320_325,324.05
,,325_330,328.97
,,330_335,334.08
,,335_340,338.89
,,340_345,344.09
,,345_350,348.90
,,350_355,354.10
,,355_360,358.82
,,360_365,364.06
,,365_370,368.95
,,370_375,374.05
,,375_380,378.95
,,380_385,383.88
,,385_390,388.93
,,390_395,394.01
,,395_400,398.99
,,400_405,404.00
,,405_410,408.99
,,410_415,414.05
,,415_420,419.10
,,420_425,423.97
,,425_430,428.94
,,430_435,434.10
,,435_440,438.95
,,440_445,443.95
,,445_450,448.99
,,450_455,453.90
,,455_460,459.08
,,460_465,463.84
,,465_470,469.03
,,470_475,473.93
,,475_480,479.07
,,480_485,483.78
,,485_490,489.04
,,490_495,493.87
,,495_500,499.17
,,500_505,503.77
,,505_510,508.86
,,510_515,513.80
,,515_520,519.19
,,520_525,523.52
,,525_530,528.77
,,530_535,534.03
,,535_540,538.29
,,540_545,544.23
,,545_550,549.03
,,550_555,554.86
,,555_560,557.91
,,560_565,564.61
,,565_570,569.00
,,570_575,573.80
,,575_580,576.71
,,580_585,583.30
,,585_590,585.44
Category,Travel Time Bin (5 min Interval),Planning Time Index: 95th percentile/FFTT,
,,0_5, 1.93
,,5_10, 2.03
,,10_15, 2.14
,,15_20, 3.34
,,20_25, 5.50
,,25_30, 6.03
,,30_35, 6.93
,,35_40, 7.18
,,40_45, 8.35
,,45_50, 9.33
,,50_55,10.68
,,55_60,11.83
,,60_65,13.30
,,65_70,13.93
,,70_75,15.86
,,75_80,18.26
,,80_85,20.03
,,85_90,20.27
,,90_95,22.12
,,95_100,26.61
,,100_105,28.40
,,105_110,28.19
,,110_115,31.24
,,115_120,27.53
,,120_125,30.38
,,125_130,36.53
,,130_135,40.86
,,135_140,40.23
,,140_145,39.40
,,145_150,43.30
,,150_155,38.75
,,155_160,39.82
,,160_165,45.10
,,165_170,47.98
,,170_175,51.07
,,175_180,52.21
,,180_185,58.09
,,185_190,51.11
,,190_195,48.60
,,195_200,48.73
,,200_205,49.39
,,205_210,53.63
,,210_215,54.18
,,215_220,50.79
,,220_225,52.16
,,225_230,49.03
,,230_235,52.74
,,235_240,50.80
,,240_245,54.36
,,245_250,56.06
,,250_255,54.74
,,255_260,56.43
,,260_265,59.29
,,265_270,61.26
,,270_275,62.17
,,275_280,61.55
,,280_285,62.29
,,285_290,56.56
,,290_295,65.68
,,295_300,68.62
,,300_305,65.17
,,305_310,67.43
,,310_315,74.06
,,315_320,76.09
,,320_325,68.91
,,325_330,74.94
,,330_335,73.61
,,335_340,70.85
,,340_345,75.05
,,345_350,71.91
,,350_355,71.86
,,355_360,72.02
,,360_365,69.93
,,365_370,66.59
,,370_375,67.25
,,375_380,74.19
,,380_385,73.49
,,385_390,75.99
,,390_395,78.04
,,395_400,74.12
,,400_405,79.17
,,405_410,75.20
,,410_415,73.31
,,415_420,74.87
,,420_425,74.51
,,425_430,78.46
,,430_435,79.33
,,435_440,71.37
,,440_445,73.11
,,445_450,75.59
,,450_455,70.08
,,455_460,71.48
,,460_465,67.28
,,465_470,67.88
,,470_475,69.33
,,475_480,69.10
,,480_485,69.32
,,485_490,69.01
,,490_495,70.45
,,495_500,76.50
,,500_505,76.23
,,505_510,74.14
,,510_515,70.64
,,515_520,74.67
,,520_525,71.76
,,525_530,70.07
,,530_535,71.56
,,535_540,69.81
,,540_545,78.49
,,545_550,88.56
,,550_555,79.16
,,555_560,100.76
,,560_565,119.49
,,565_570,102.17
,,570_575,84.00
,,575_580,85.06
,,580_585,85.39
,,585_590,65.45
Category,Travel Time Bin (5 min Interval),Buffer Index: (95th percentile - mean)/mean,
,,0_5, 0.57
,,5_10, 0.33
,,10_15, 0.21
,,15_20, 0.15
,,20_25, 0.11
,,25_30, 0.08
,,30_35, 0.07
,,35_40, 0.06
,,40_45, 0.06
,,45_50, 0.05
,,50_55, 0.04
,,55_60, 0.04
,,60_65, 0.04
,,65_70, 0.03
,,70_75, 0.03
,,75_80, 0.03
,,80_85, 0.03
,,85_90, 0.03
,,90_95, 0.02
,,95_100, 0.02
,,100_105, 0.02
,,105_110, 0.02
,,110_115, 0.02
,,115_120, 0.02
,,120_125, 0.02
,,125_130, 0.02
,,130_135, 0.02
,,135_140, 0.02
,,140_145, 0.02
,,145_150, 0.01
,,150_155, 0.01
,,155_160, 0.01
,,160_165, 0.01
,,165_170, 0.01
,,170_175, 0.01
,,175_180, 0.01
,,180_185, 0.01
,,185_190, 0.01
,,190_195, 0.01
,,195_200, 0.01
,,200_205, 0.01
,,205_210, 0.01
,,210_215, 0.01
,,220_225, 0.01
,,235_240, 0.01
Category,Travel Time Bin (5 min Interval),Skew Index: (90th %ile-median)/(median-10th %ile),
,,0_5, 1.03
,,5_10, 1.25
,,10_15, 1.77
,,15_20, 1.44
,,20_25, 1.73
,,25_30, 0.99
,,30_35, 0.95
,,35_40, 1.17
,,40_45, 1.09
,,45_50, 1.07
,,50_55, 0.90
,,55_60, 0.99
,,60_65, 0.96
,,65_70, 0.88
,,70_75, 0.99
,,75_80, 1.07
,,80_85, 1.13
,,85_90, 1.02
,,90_95, 0.96
,,95_100, 1.69
,,100_105, 0.98
,,105_110, 1.15
,,110_115, 0.93
,,115_120, 0.87
,,120_125, 0.87
,,125_130, 0.97
,,130_135, 0.88
,,135_140, 0.91
,,140_145, 0.91
,,145_150, 0.85
,,150_155, 1.14
,,155_160, 0.79
,,160_165, 1.05
,,165_170, 0.84
,,170_175, 0.91
,,175_180, 1.18
,,180_185, 0.71
,,185_190, 0.83
,,190_195, 1.03
,,195_200, 0.94
,,200_205, 0.93
,,205_210, 1.16
,,210_215, 0.94
,,215_220, 1.08
,,220_225, 1.07
,,225_230, 0.89
,,230_235, 0.89
,,235_240, 1.12
,,240_245, 0.86
,,245_250, 1.16
,,250_255, 1.00
,,255_260, 1.03
,,260_265, 1.04
,,265_270, 1.18
,,270_275, 0.94
,,275_280, 1.10
,,280_285, 0.99
,,285_290, 0.83
,,290_295, 0.82
,,295_300, 1.04
,,300_305, 0.96
,,305_310, 1.04
,,310_315, 0.92
,,315_320, 0.84
,,320_325, 0.98
,,325_330, 0.94
,,330_335, 0.92
,,335_340, 0.99
,,340_345, 0.87
,,345_350, 1.08
,,350_355, 0.91
,,355_360, 1.22
,,360_365, 1.03
,,365_370, 0.92
,,370_375, 0.86
,,375_380, 1.21
,,380_385, 1.20
,,385_390, 1.08
,,390_395, 0.90
,,395_400, 1.13
,,400_405, 0.96
,,405_410, 1.11
,,410_415, 1.14
,,415_420, 0.94
,,420_425, 1.16
,,425_430, 1.03
,,430_435, 0.95
,,435_440, 0.97
,,440_445, 1.23
,,445_450, 1.07
,,450_455, 1.12
,,455_460, 0.94
,,460_465, 1.00
,,465_470, 1.05
,,470_475, 1.06
,,475_480, 0.91
,,480_485, 0.91
,,485_490, 0.95
,,490_495, 1.36
,,495_500, 0.88
,,500_505, 0.92
,,505_510, 1.00
,,510_515, 1.22
,,515_520, 0.83
,,520_525, 1.31
,,525_530, 1.49
,,530_535, 0.93
,,535_540, 0.91
,,540_545, 1.72
,,545_550, 0.75
,,550_555, 2.60
,,555_560, 1.29
,,560_565, 0.96
Category,Travel Time Bin (5 min Interval),Travel Time Per Mile STD (min/mile),
,,0_5, 0.97
,,5_10, 2.92
,,10_15, 5.26
,,15_20, 7.93
,,20_25, 9.44
,,25_30,11.05
,,30_35,13.79
,,35_40,14.71
,,40_45,16.02
,,45_50,15.46
,,50_55,16.72
,,55_60,20.76
,,60_65,20.87
,,65_70,27.67
,,70_75,31.54
,,75_80,37.77
,,80_85,38.11
,,85_90,38.37
,,90_95,41.45
,,95_100,44.82
,,100_105,51.34
,,105_110,53.90
,,110_115,72.27
,,115_120,74.46
,,120_125,76.91
,,125_130,92.75
,,130_135,67.54
,,135_140,80.95
,,140_145,91.19
,,145_150,82.02
,,150_155,93.62
,,155_160,91.94
,,160_165,90.62
,,165_170,82.49
,,170_175,93.83
,,175_180,91.24
,,180_185,80.15
,,185_190,84.08
,,190_195,94.73
,,195_200,86.38
,,200_205,92.62
,,205_210,95.83
,,210_215,93.59
,,215_220,104.02
,,220_225,101.49
,,225_230,100.61
,,230_235,108.96
,,235_240,102.13
,,240_245,96.01
,,245_250,103.10
,,250_255,102.91
,,255_260,114.82
,,260_265,118.58
,,265_270,115.60
,,270_275,116.53
,,275_280,115.45
,,280_285,127.20
,,285_290,131.67
,,290_295,141.02
,,295_300,152.32
,,300_305,152.17
,,305_310,143.84
,,310_315,150.77
,,315_320,150.82
,,320_325,149.50
,,325_330,155.09
,,330_335,157.51
,,335_340,158.77
,,340_345,162.20
,,345_350,155.40
,,350_355,151.07
,,355_360,147.18
,,360_365,158.30
,,365_370,170.75
,,370_375,184.33
,,375_380,189.83
,,380_385,191.61
,,385_390,193.90
,,390_395,207.94
,,395_400,203.09
,,400_405,207.57
,,405_410,205.48
,,410_415,191.80
,,415_420,194.57
,,420_425,189.93
,,425_430,185.30
,,430_435,168.39
,,435_440,170.80
,,440_445,177.84
,,445_450,184.50
,,450_455,172.45
,,455_460,174.00
,,460_465,170.55
,,465_470,161.25
,,470_475,144.68
,,475_480,115.30
,,480_485,110.94
,,485_490,126.68
,,490_495,122.83
,,495_500,121.62
,,500_505,119.71
,,505_510,95.40
,,510_515,61.30
,,515_520,50.10
,,520_525,53.41
,,525_530,44.57
,,530_535,56.45
,,535_540,47.72
,,540_545,53.09
,,545_550,62.23
,,550_555,54.22
,,555_560,52.99
,,560_565,39.36
,,565_570,22.58
Category,Travel Time Bin (5 min Interval),95th Percentile Travel Time Per Mile (min/mile),
,,0_5, 4.38
,,5_10,11.05
,,10_15,18.96
,,15_20,28.63
,,20_25,34.70
,,25_30,41.72
,,30_35,50.83
,,35_40,58.10
,,40_45,64.72
,,45_50,53.13
,,50_55,60.74
,,55_60,85.29
,,60_65,73.51
,,65_70,107.10
,,70_75,118.20
,,75_80,132.61
,,80_85,135.88
,,85_90,142.92
,,90_95,150.59
,,95_100,159.22
,,100_105,176.28
,,105_110,187.15
,,110_115,229.33
,,115_120,234.56
,,120_125,244.82
,,125_130,270.21
,,130_135,263.42
,,135_140,275.80
,,140_145,288.42
,,145_150,296.50
,,150_155,307.01
,,155_160,316.99
,,160_165,323.47
,,165_170,329.39
,,170_175,345.47
,,175_180,353.92
,,180_185,251.91
,,185_190,249.22
,,190_195,270.98
,,195_200,267.00
,,200_205,270.63
,,205_210,277.47
,,210_215,287.43
,,215_220,292.10
,,220_225,299.43
,,225_230,305.68
,,230_235,314.48
,,235_240,261.32
,,240_245,258.28
,,245_250,275.82
,,250_255,279.69
,,255_260,286.46
,,260_265,313.82
,,265_270,298.13
,,270_275,304.42
,,275_280,307.26
,,280_285,493.46
,,285_290,501.05
,,290_295,513.36
,,295_300,522.08
,,300_305,530.59
,,305_310,538.56
,,310_315,547.72
,,315_320,555.98
,,320_325,564.09
,,325_330,574.07
,,330_335,582.01
,,335_340,590.57
,,340_345,600.68
,,345_350,606.93
,,350_355,615.30
,,355_360,624.10
,,360_365,633.33
,,365_370,644.12
,,370_375,653.26
,,375_380,662.11
,,380_385,670.57
,,385_390,679.80
,,390_395,689.41
,,395_400,697.14
,,400_405,705.25
,,405_410,712.67
,,410_415,664.53
,,415_420,728.78
,,420_425,680.24
,,425_430,686.56
,,430_435,690.82
,,435_440,698.01
,,440_445,706.85
,,445_450,715.75
,,450_455,721.74
,,455_460,648.72
,,460_465,636.05
,,465_470,537.83
,,470_475,514.64
,,475_480,380.69
,,480_485,398.96
,,485_490,403.90
,,490_495,439.39
,,495_500,538.21
,,500_505,448.83
,,505_510,319.94
,,510_515,254.75
,,515_520,255.43
,,520_525,257.84
,,525_530,221.19
,,530_535,233.99
,,535_540,226.50
,,540_545,228.39
,,545_550,239.41
,,550_555,249.64
,,555_560,234.81
,,560_565,237.24
,,565_570,191.68
,,570_575,139.04
,,575_580,148.84
,,580_585,141.34
,,585_590,103.91
Category,Travel Time Bin (5 min Interval),90th Percentile Travel Time Per Mile (min/mile),
,,0_5, 3.30
,,5_10, 7.09
,,10_15,13.96
,,15_20,20.08
,,20_25,25.00
,,25_30,30.26
,,30_35,36.07
,,35_40,40.56
,,40_45,46.08
,,45_50,46.43
,,50_55,45.20
,,55_60,59.31
,,60_65,63.65
,,65_70,76.23
,,70_75,99.53
,,75_80,122.58
,,80_85,129.27
,,85_90,123.63
,,90_95,134.07
,,95_100,153.82
,,100_105,163.93
,,105_110,170.97
,,110_115,183.09
,,115_120,224.01
,,120_125,171.50
,,125_130,257.49
,,130_135,188.17
,,135_140,271.10
,,140_145,276.26
,,145_150,280.00
,,150_155,243.74
,,155_160,219.70
,,160_165,226.39
,,165_170,219.11
,,170_175,243.27
,,175_180,236.04
,,180_185,195.28
,,185_190,199.76
,,190_195,232.31
,,195_200,215.16
,,200_205,221.68
,,205_210,226.89
,,210_215,231.59
,,215_220,236.40
,,220_225,241.81
,,225_230,241.61
,,230_235,252.97
,,235_240,250.26
,,240_245,246.50
,,245_250,262.71
,,250_255,267.88
,,255_260,285.05
,,260_265,290.15
,,265_270,295.92
,,270_275,301.24
,,275_280,305.41
,,280_285,314.37
,,285_290,457.41
,,290_295,470.95
,,295_300,517.66
,,300_305,487.26
,,305_310,493.76
,,310_315,503.13
,,315_320,508.31
,,320_325,513.84
,,325_330,523.75
,,330_335,531.67
,,335_340,540.52
,,340_345,548.38
,,345_350,552.71
,,350_355,402.61
,,355_360,396.18
,,360_365,553.78
,,365_370,585.58
,,370_375,598.37
,,375_380,657.79
,,380_385,615.23
,,385_390,623.70
,,390_395,685.42
,,395_400,640.02
,,400_405,647.93
,,405_410,654.35
,,410_415,657.59
,,415_420,666.00
,,420_425,569.32
,,425_430,490.88
,,430_435,476.51
,,435_440,478.16
,,440_445,488.94
,,445_450,512.08
,,450_455,402.01
,,455_460,476.43
,,460_465,401.81
,,465_470,387.70
,,470_475,326.58
,,475_480,304.82
,,480_485,305.39
,,485_490,320.32
,,490_495,288.43
,,495_500,255.70
,,500_505,257.52
,,505_510,249.17
,,510_515,224.12
,,515_520,217.76
,,520_525,208.31
,,525_530,191.81
,,530_535,233.28
,,535_540,225.54
,,540_545,226.94
,,545_550,231.05
,,550_555,208.72
,,555_560,234.81
,,560_565,237.24
,,565_570,191.68
,,570_575,139.04
,,575_580,148.84
,,580_585,141.34
,,585_590,103.91
Category,Travel Time Bin (5 min Interval),80th Percentile Travel Time Per Mile (min/mile),
,,0_5, 2.88
,,5_10, 4.14
,,10_15, 7.40
,,15_20,14.35
,,20_25,22.74
,,25_30,24.80
,,30_35,31.61
,,35_40,26.61
,,40_45,29.83
,,45_50,31.06
,,50_55,30.21
,,55_60,34.49
,,60_65,37.32
,,65_70,47.48
,,70_75,51.52
,,75_80,77.85
,,80_85,81.08
,,85_90,68.79
,,90_95,79.76
,,95_100,100.75
,,100_105,118.93
,,105_110,106.66
,,110_115,131.54
,,115_120,124.34
,,120_125,134.47
,,125_130,200.41
,,130_135,146.70
,,135_140,162.42
,,140_145,156.15
,,145_150,174.65
,,150_155,174.83
,,155_160,169.26
,,160_165,193.02
,,165_170,178.41
,,170_175,187.08
,,175_180,187.81
,,180_185,191.71
,,185_190,197.08
,,190_195,203.15
,,195_200,192.29
,,200_205,206.69
,,205_210,208.58
,,210_215,209.89
,,215_220,213.31
,,220_225,217.30
,,225_230,196.11
,,230_235,196.09
,,235_240,191.32
,,240_245,196.90
,,245_250,217.02
,,250_255,216.65
,,255_260,267.75
,,260_265,269.21
,,265_270,292.87
,,270_275,288.26
,,275_280,247.43
,,280_285,295.82
,,285_290,301.41
,,290_295,316.82
,,295_300,329.83
,,300_305,332.30
,,305_310,266.85
,,310_315,340.84
,,315_320,348.48
,,320_325,348.59
,,325_330,356.64
,,330_335,361.68
,,335_340,363.73
,,340_345,372.98
,,345_350,301.91
,,350_355,253.23
,,355_360,245.04
,,360_365,259.08
,,365_370,266.45
,,370_375,300.57
,,375_380,337.84
,,380_385,351.49
,,385_390,404.68
,,390_395,431.93
,,395_400,427.13
,,400_405,440.45
,,405_410,436.34
,,410_415,342.52
,,415_420,344.72
,,420_425,326.26
,,425_430,352.94
,,430_435,312.16
,,435_440,287.62
,,440_445,318.65
,,445_450,321.56
,,450_455,266.06
,,455_460,304.44
,,460_465,248.34
,,465_470,230.68
,,470_475,232.61
,,475_480,235.22
,,480_485,234.70
,,485_490,236.48
,,490_495,238.41
,,495_500,230.30
,,500_505,246.15
,,505_510,211.83
,,510_515,179.55
,,515_520,180.39
,,520_525,177.32
,,525_530,165.08
,,530_535,211.55
,,535_540,155.84
,,540_545,203.91
,,545_550,230.66
,,550_555,207.25
,,555_560,234.43
,,560_565,237.24
,,565_570,191.68
,,570_575,139.04
,,575_580,148.84
,,580_585,141.34
,,585_590,103.91
Category,Travel Time Bin (5 min Interval),Total Generalized Time:TT+Toll/VOT (min),
,,0_5,17428.65
,,5_10,34992.79
,,10_15,44666.12
,,15_20,34915.77
,,20_25,42159.65
,,25_30,35493.36
,,30_35,34800.80
,,35_40,33829.09
,,40_45,30663.52
,,45_50,30397.13
,,50_55,29683.15
,,55_60,32107.56
,,60_65,33315.31
,,65_70,27397.32
,,70_75,27814.27
,,75_80,27127.52
,,80_85,31040.79
,,85_90,27577.22
,,90_95,25933.52
,,95_100,30353.79
,,100_105,24903.86
,,105_110,21506.96
,,110_115,19668.51
,,115_120,19148.46
,,120_125,18739.68
,,125_130,16694.00
,,130_135,21478.66
,,135_140,22410.48
,,140_145,25496.31
,,145_150,33650.47
,,150_155,33399.63
,,155_160,29926.51
,,160_165,33470.32
,,165_170,46417.07
,,170_175,51096.37
,,175_180,55502.05
,,180_185,72543.81
,,185_190,60197.97
,,190_195,53108.76
,,195_200,51991.91
,,200_205,55504.26
,,205_210,59555.14
,,210_215,63105.35
,,215_220,66124.12
,,220_225,67879.32
,,225_230,58673.77
,,230_235,68802.78
,,235_240,62667.77
,,240_245,87800.02
,,245_250,94764.30
,,250_255,87860.49
,,255_260,95762.70
,,260_265,92158.46
,,265_270,102950.28
,,270_275,86927.05
,,275_280,100683.71
,,280_285,127392.55
,,285_290,125093.08
,,290_295,141647.84
,,295_300,177304.11
,,300_305,170600.06
,,305_310,227892.63
,,310_315,229682.48
,,315_320,240437.56
,,320_325,243842.64
,,325_330,253856.33
,,330_335,267716.13
,,335_340,279093.38
,,340_345,298778.69
,,345_350,314485.03
,,350_355,351163.94
,,355_360,397750.69
,,360_365,342582.19
,,365_370,321918.16
,,370_375,257830.53
,,375_380,273624.59
,,380_385,266885.53
,,385_390,253061.69
,,390_395,230414.59
,,395_400,248809.09
,,400_405,244343.47
,,405_410,224495.75
,,410_415,243796.73
,,415_420,260570.92
,,420_425,260216.95
,,425_430,238538.66
,,430_435,217582.75
,,435_440,248931.13
,,440_445,225180.16
,,445_450,193766.05
,,450_455,187728.59
,,455_460,183492.28
,,460_465,196552.06
,,465_470,191656.25
,,470_475,166297.44
,,475_480,161878.20
,,480_485,145703.44
,,485_490,130662.55
,,490_495,116182.88
,,495_500,108481.09
,,500_505,98971.01
,,505_510,94379.50
,,510_515,75327.63
,,515_520,60045.95
,,520_525,37068.98
,,525_530,32165.53
,,530_535,21829.43
,,535_540,12353.25
,,540_545,8678.31
,,545_550,6022.91
,,550_555,6626.97
,,555_560,3340.08
,,560_565,2814.62
,,565_570,1135.77
,,570_575,573.80
,,575_580,576.71
,,580_585,583.30
,,585_590,585.44
Category,Travel Time Bin (5 min Interval),Avg Generalized Travel Time:TT+Toll/VOT (min),
,,0_5, 3.06
,,5_10, 7.29
,,10_15,12.10
,,15_20,17.19
,,20_25,22.29
,,25_30,27.47
,,30_35,32.40
,,35_40,37.38
,,40_45,42.35
,,45_50,47.42
,,50_55,52.44
,,55_60,57.54
,,60_65,62.39
,,65_70,67.48
,,70_75,72.62
,,75_80,77.51
,,80_85,82.56
,,85_90,87.55
,,90_95,92.62
,,95_100,97.29
,,100_105,102.49
,,105_110,107.53
,,110_115,112.39
,,115_120,117.48
,,120_125,122.48
,,125_130,127.44
,,130_135,132.58
,,135_140,137.49
,,140_145,142.44
,,145_150,147.59
,,150_155,152.51
,,155_160,157.51
,,160_165,162.48
,,165_170,167.57
,,170_175,172.62
,,175_180,177.32
,,180_185,182.73
,,185_190,187.53
,,190_195,192.42
,,195_200,197.69
,,200_205,202.57
,,205_210,207.51
,,210_215,212.48
,,215_220,217.51
,,220_225,222.56
,,225_230,227.42
,,230_235,232.44
,,235_240,237.38
,,240_245,242.54
,,245_250,247.43
,,250_255,252.47
,,255_260,257.43
,,260_265,262.56
,,265_270,267.40
,,270_275,272.50
,,275_280,277.37
,,280_285,282.47
,,285_290,287.57
,,290_295,292.66
,,295_300,297.49
,,300_305,302.48
,,305_310,307.55
,,310_315,312.49
,,315_320,317.62
,,320_325,322.54
,,325_330,327.56
,,330_335,332.57
,,335_340,337.48
,,340_345,342.64
,,345_350,347.50
,,350_355,352.57
,,355_360,357.37
,,360_365,362.52
,,365_370,367.49
,,370_375,372.59
,,375_380,377.41
,,380_385,382.36
,,385_390,387.54
,,390_395,392.53
,,395_400,397.46
,,400_405,402.54
,,405_410,407.43
,,410_415,412.52
,,415_420,417.58
,,420_425,422.43
,,425_430,427.49
,,430_435,432.57
,,435_440,437.49
,,440_445,442.40
,,445_450,447.50
,,450_455,452.36
,,455_460,457.59
,,460_465,462.48
,,465_470,467.45
,,470_475,472.44
,,475_480,477.52
,,480_485,482.46
,,485_490,487.55
,,490_495,492.30
,,495_500,497.62
,,500_505,502.39
,,505_510,507.42
,,510_515,512.43
,,515_520,517.64
