from_node_id,to_node_id,type_code,start_time_in_min,end_time_in_min,total_link_volume,lane_capacity_in_vhc_per_hour,volume_over_capacity_ratio,avg_waiting_time_on_loading_buffer_(min),speed_limit,speed,percentage_of_speed_limit,level_of_service,sensor_data_flag,sensor_link_volume,simulated_link_volume,measurement_error,abs_measurement_error_percentage,simulated_AADT,TotalEnergy_(J/hr),CO2_(g/hr),NOX_(g/hr),CO_(g/hr),HC_(g/hr),sov_volume,hov_volume,truck_volume,intermodal_volume,geometry,from_node_id,to_node_id,vol_d1,vol_d2,spd_d1,spd_d2,
11259,1356,f,300,660,55,1428.6000,0.0009,0.0000,21.0000,20.8748,99,A,0,0.0000,55,0.0000,0.0000,550.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55,0,0,0,"<LineString><coordinates>-111.926723,40.562002,0.0 -111.924100,40.567170,0.0</coordinates></LineString>",11259,1356,
1357,5174,f,300,660,1688,1428.6000,0.0281,0.0039,21.0000,1.3144,6,F,0,0.0000,1688,0.0000,0.0000,16880.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1688,0,0,0,"<LineString><coordinates>-111.914318,40.565108,0.0 -111.913885,40.559070,0.0</coordinates></LineString>",1357,5174,
5174,1357,f,300,660,1239,1428.6000,0.0206,0.0000,21.0000,20.9880,100,A,0,0.0000,1239,0.0000,0.0000,12390.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1239,0,0,0,"<LineString><coordinates>-111.913854,40.559073,0.0 -111.914287,40.565110,0.0</coordinates></LineString>",5174,1357,
1357,5588,f,300,660,1333,1428.6000,0.0222,0.0040,21.0000,3.6670,17,F,0,0.0000,1333,0.0000,0.0000,13330.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1333,0,0,0,"<LineString><coordinates>-111.914288,40.565115,0.0 -111.917003,40.571993,0.0</coordinates></LineString>",1357,5588,
5588,1357,f,300,660,1385,1428.6000,0.0231,0.0000,21.0000,21.0000,100,A,0,0.0000,1385,0.0000,0.0000,13850.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1385,0,0,0,"<LineString><coordinates>-111.917032,40.571982,0.0 -111.914317,40.565103,0.0</coordinates></LineString>",5588,1357,
1357,6255,f,300,660,155,1428.6000,0.0026,0.0115,21.0000,1.1209,5,F,0,0.0000,155,0.0000,0.0000,1550.0000,0.0000,0.0000,0.0000,0.0000,0.0000,155,0,0,0,"<LineString><coordinates>-111.914300,40.565125,0.0 -111.919624,40.565886,0.0</coordinates></LineString>",1357,6255,
6255,1357,f,300,660,475,1428.6000,0.0079,0.0000,21.0000,20.9597,100,A,0,0.0000,475,0.0000,0.0000,4750.0000,0.0000,0.0000,0.0000,0.0000,0.0000,475,0,0,0,"<LineString><coordinates>-111.919628,40.565855,0.0 -111.914304,40.565094,0.0</coordinates></LineString>",6255,1357,
1359,6185,f,300,660,937,1428.6000,0.0156,6.5678,21.0000,0.2507,1,F,0,0.0000,937,0.0000,0.0000,9370.0000,0.0000,0.0000,0.0000,0.0000,0.0000,937,0,0,0,"<LineString><coordinates>-111.911828,40.577707,0.0 -111.905518,40.575739,0.0</coordinates></LineString>",1359,6185,
6185,1359,f,300,660,553,1428.6000,0.0092,0.0000,21.0000,20.5042,98,A,0,0.0000,553,0.0000,0.0000,5530.0000,0.0000,0.0000,0.0000,0.0000,0.0000,553,0,0,0,"<LineString><coordinates>-111.905509,40.575769,0.0 -111.911819,40.577737,0.0</coordinates></LineString>",6185,1359,
1360,10850,f,300,660,0,1428.6000,0.0000,0.0000,16.0000,16.0000,100,A,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,"<LineString><coordinates>-111.901825,40.584042,0.0 -111.904167,40.585637,0.0</coordinates></LineString>",1360,10850,
10850,1360,f,300,660,234,1428.6000,0.0039,0.0000,16.0000,15.6016,98,A,0,0.0000,234,0.0000,0.0000,2340.0000,0.0000,0.0000,0.0000,0.0000,0.0000,234,0,0,0,"<LineString><coordinates>-111.904184,40.585612,0.0 -111.901843,40.584016,0.0</coordinates></LineString>",10850,1360,
1360,11489,f,300,660,0,1428.6000,0.0000,0.0000,16.0000,16.0000,100,A,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,"<LineString><coordinates>-111.901849,40.584033,0.0 -111.902668,40.580650,0.0</coordinates></LineString>",1360,11489,
11489,1360,f,300,660,147,1428.6000,0.0024,0.0000,16.0000,15.8450,99,A,0,0.0000,147,0.0000,0.0000,1470.0000,0.0000,0.0000,0.0000,0.0000,0.0000,147,0,0,0,"<LineString><coordinates>-111.902637,40.580643,0.0 -111.901819,40.584026,0.0</coordinates></LineString>",11489,1360,
1361,5728,f,300,660,3,1428.6000,0.0000,0.0000,16.0000,16.0000,100,A,0,0.0000,3,0.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3,0,0,0,"<LineString><coordinates>-111.902504,40.575671,0.0 -111.900806,40.573565,0.0</coordinates></LineString>",1361,5728,
5728,1361,f,300,660,454,1428.6000,0.0076,0.0000,16.0000,15.0806,94,A,0,0.0000,454,0.0000,0.0000,4540.0000,0.0000,0.0000,0.0000,0.0000,0.0000,454,0,0,0,"<LineString><coordinates>-111.900782,40.573584,0.0 -111.902480,40.575690,0.0</coordinates></LineString>",5728,1361,
1397,11261,f,300,660,2804,1428.6000,0.0467,253.7797,21.0000,0.1628,1,F,0,0.0000,2804,0.0000,0.0000,28040.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2804,0,0,0,"<LineString><coordinates>-111.936573,40.553562,0.0 -111.934597,40.562294,0.0</coordinates></LineString>",1397,11261,
11261,1397,f,300,660,982,1428.6000,0.0164,0.0000,21.0000,20.4623,97,A,0,0.0000,982,0.0000,0.0000,9820.0000,0.0000,0.0000,0.0000,0.0000,0.0000,982,0,0,0,"<LineString><coordinates>-111.934627,40.562301,0.0 -111.936604,40.553569,0.0</coordinates></LineString>",11261,1397,
1404,11257,f,300,660,9,1428.6000,0.0001,0.0476,16.0000,0.1180,1,F,0,0.0000,9,0.0000,0.0000,90.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9,0,0,0,"<LineString><coordinates>-111.908169,40.571762,0.0 -111.908387,40.569755,0.0</coordinates></LineString>",1404,11257,
11257,1404,f,300,660,6,1428.6000,0.0001,0.0000,16.0000,15.3669,96,A,0,0.0000,6,0.0000,0.0000,60.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,0,0,0,"<LineString><coordinates>-111.908356,40.569752,0.0 -111.908138,40.571758,0.0</coordinates></LineString>",11257,1404,
3689,11507,a,300,660,0,300.7000,0.0000,0.0000,25.0000,25.0000,100,A,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,"<LineString><coordinates>-111.900750,40.562536,0.0 -111.902528,40.562409,0.0</coordinates></LineString>",3689,11507,
11507,3689,a,300,660,224,300.7000,0.0621,0.0000,25.0000,23.3527,93,A,0,0.0000,224,0.0000,0.0000,2240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,224,0,0,0,"<LineString><coordinates>-111.902526,40.562378,0.0 -111.900747,40.562505,0.0</coordinates></LineString>",11507,3689,
4156,10849,a,300,660,514,633.1000,0.1353,0.0000,24.0000,23.6945,99,A,0,0.0000,514,0.0000,0.0000,5140.0000,0.0000,0.0000,0.0000,0.0000,0.0000,514,0,0,0,"<LineString><coordinates>-111.900957,40.585617,0.0 -111.900687,40.584261,0.0</coordinates></LineString>",4156,10849,
10849,4156,a,300,660,544,633.1000,0.1432,0.0000,24.0000,23.7880,99,A,0,0.0000,544,0.0000,0.0000,5440.0000,0.0000,0.0000,0.0000,0.0000,0.0000,544,0,0,0,"<LineString><coordinates>-111.900657,40.584267,0.0 -111.900927,40.585623,0.0</coordinates></LineString>",10849,4156,
4156,10850,a,300,660,544,633.1000,0.1432,0.0000,24.0000,24.0000,100,A,0,0.0000,544,0.0000,0.0000,5440.0000,0.0000,0.0000,0.0000,0.0000,0.0000,544,0,0,0,"<LineString><coordinates>-111.900942,40.585605,0.0 -111.904175,40.585609,0.0</coordinates></LineString>",4156,10850,
10850,4156,a,300,660,514,633.1000,0.1353,0.0000,24.0000,23.9044,100,A,0,0.0000,514,0.0000,0.0000,5140.0000,0.0000,0.0000,0.0000,0.0000,0.0000,514,0,0,0,"<LineString><coordinates>-111.904175,40.585609,0.0 -111.900942,40.585605,0.0</coordinates></LineString>",10850,4156,
4804,5106,a,300,660,2843,666.4000,0.7110,0.0000,29.0000,27.6309,95,A,0,0.0000,2843,0.0000,0.0000,28430.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2843,0,0,0,"<LineString><coordinates>-111.910323,40.602331,0.0 -111.910284,40.598556,0.0</coordinates></LineString>",4804,5106,
5106,4804,a,300,660,3613,666.4000,0.9036,0.0000,29.0000,2.0730,7,F,0,0.0000,3613,0.0000,0.0000,36130.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3613,0,0,0,"<LineString><coordinates>-111.910253,40.598557,0.0 -111.910292,40.602331,0.0</coordinates></LineString>",5106,4804,
4804,5109,a,300,660,3600,666.4000,0.9004,0.0000,29.0000,0.5130,2,F,0,0.0000,3600,0.0000,0.0000,36000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3600,0,0,0,"<LineString><coordinates>-111.910292,40.602331,0.0 -111.910299,40.605939,0.0</coordinates></LineString>",4804,5109,
5109,4804,a,300,660,2847,666.4000,0.7120,0.0000,29.0000,28.5068,98,A,0,0.0000,2847,0.0000,0.0000,28470.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2847,0,0,0,"<LineString><coordinates>-111.910330,40.605939,0.0 -111.910323,40.602331,0.0</coordinates></LineString>",5109,4804,
4899,5030,a,300,660,3424,316.5000,0.9015,417.8598,30.0000,0.0785,0,F,0,0.0000,3424,0.0000,0.0000,34240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3424,0,0,0,"<LineString><coordinates>-111.910217,40.625016,0.0 -111.910251,40.620919,0.0</coordinates></LineString>",4899,5030,
5030,4899,a,300,660,2629,316.5000,0.6922,0.0000,30.0000,26.5136,88,B,0,0.0000,2629,0.0000,0.0000,26290.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2629,0,0,0,"<LineString><coordinates>-111.910220,40.620918,0.0 -111.910186,40.625016,0.0</coordinates></LineString>",5030,4899,
4952,5022,a,300,660,1308,666.4000,0.3271,0.0000,32.0000,1.4967,5,F,0,0.0000,1308,0.0000,0.0000,13080.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1308,0,0,0,"<LineString><coordinates>-111.929267,40.616674,0.0 -111.929179,40.609415,0.0</coordinates></LineString>",4952,5022,
5022,4952,a,300,660,1654,666.4000,0.4137,0.0000,32.0000,30.8279,96,A,0,0.0000,1654,0.0000,0.0000,16540.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1654,0,0,0,"<LineString><coordinates>-111.929147,40.609415,0.0 -111.929235,40.616674,0.0</coordinates></LineString>",5022,4952,
4952,5440,a,300,660,1212,666.4000,0.3031,0.0000,32.0000,5.2539,16,F,0,0.0000,1212,0.0000,0.0000,12120.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1212,0,0,0,"<LineString><coordinates>-111.929235,40.616674,0.0 -111.929174,40.624117,0.0</coordinates></LineString>",4952,5440,
5440,4952,a,300,660,882,666.4000,0.2206,0.0000,32.0000,31.3310,98,A,0,0.0000,882,0.0000,0.0000,8820.0000,0.0000,0.0000,0.0000,0.0000,0.0000,882,0,0,0,"<LineString><coordinates>-111.929205,40.624117,0.0 -111.929267,40.616674,0.0</coordinates></LineString>",5440,4952,
4958,5010,a,300,660,4422,407.2000,0.9050,0.0000,36.0000,26.1427,73,B,0,0.0000,4422,0.0000,0.0000,44220.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4422,0,0,0,"<LineString><coordinates>-111.910247,40.618529,0.0 -111.910283,40.616809,0.0</coordinates></LineString>",4958,5010,
5010,4958,a,300,660,4808,407.2000,0.9840,0.0000,36.0000,0.2984,1,F,0,0.0000,4808,0.0000,0.0000,48080.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4808,0,0,0,"<LineString><coordinates>-111.910252,40.616808,0.0 -111.910216,40.618529,0.0</coordinates></LineString>",5010,4958,
4958,5030,a,300,660,4444,407.2000,0.9095,0.0000,36.0000,0.5693,2,F,0,0.0000,4444,0.0000,0.0000,44440.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4444,0,0,0,"<LineString><coordinates>-111.910216,40.618529,0.0 -111.910220,40.620919,0.0</coordinates></LineString>",4958,5030,
5030,4958,a,300,660,3992,407.2000,0.8170,0.0000,36.0000,30.1169,84,B,0,0.0000,3992,0.0000,0.0000,39920.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3992,0,0,0,"<LineString><coordinates>-111.910251,40.620918,0.0 -111.910247,40.618529,0.0</coordinates></LineString>",5030,4958,
5009,5027,a,300,660,3112,407.2000,0.6369,0.0000,36.0000,33.9045,94,A,0,0.0000,3112,0.0000,0.0000,31120.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3112,0,0,0,"<LineString><coordinates>-111.913171,40.610455,0.0 -111.910313,40.610639,0.0</coordinates></LineString>",5009,5027,
5027,5009,a,300,660,3951,407.2000,0.8086,0.0000,36.0000,0.8195,2,F,0,0.0000,3951,0.0000,0.0000,39510.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3951,0,0,0,"<LineString><coordinates>-111.910315,40.610670,0.0 -111.913173,40.610486,0.0</coordinates></LineString>",5027,5009,
5009,5240,a,300,660,1698,407.2000,0.3475,0.0000,36.0000,0.8733,2,F,0,0.0000,1698,0.0000,0.0000,16980.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1698,0,0,0,"<LineString><coordinates>-111.913157,40.610466,0.0 -111.911914,40.614665,0.0</coordinates></LineString>",5009,5240,
5240,5009,a,300,660,2693,407.2000,0.5511,0.0000,36.0000,0.8324,2,F,0,0.0000,2693,0.0000,0.0000,26930.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2693,0,0,0,"<LineString><coordinates>-111.911944,40.614673,0.0 -111.913187,40.610475,0.0</coordinates></LineString>",5240,5009,
5009,5863,a,300,660,5766,407.2000,1.1800,0.0000,36.0000,2.7618,8,F,0,0.0000,5766,0.0000,0.0000,57660.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5766,0,0,0,"<LineString><coordinates>-111.913173,40.610486,0.0 -111.916784,40.610281,0.0</coordinates></LineString>",5009,5863,
5863,5009,a,300,660,4757,407.2000,0.9735,0.0000,36.0000,1.7519,5,F,0,0.0000,4757,0.0000,0.0000,47570.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4757,0,0,0,"<LineString><coordinates>-111.916783,40.610249,0.0 -111.913171,40.610455,0.0</coordinates></LineString>",5863,5009,
5010,5027,a,300,660,1749,857.3000,0.3400,0.0000,35.0000,34.4173,98,A,0,0.0000,1749,0.0000,0.0000,17490.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1749,0,0,0,"<LineString><coordinates>-111.910283,40.616808,0.0 -111.910330,40.610655,0.0</coordinates></LineString>",5010,5027,
5027,5010,a,300,660,3110,857.3000,0.6046,0.0000,35.0000,1.6940,5,F,0,0.0000,3110,0.0000,0.0000,31100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3110,0,0,0,"<LineString><coordinates>-111.910298,40.610655,0.0 -111.910252,40.616808,0.0</coordinates></LineString>",5027,5010,
5010,5240,a,300,660,2666,407.2000,0.5456,0.0000,36.0000,33.6540,93,A,0,0.0000,2666,0.0000,0.0000,26660.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2666,0,0,0,"<LineString><coordinates>-111.910280,40.616818,0.0 -111.911941,40.614679,0.0</coordinates></LineString>",5010,5240,
5240,5010,a,300,660,2030,407.2000,0.4154,0.0000,36.0000,0.2321,1,F,0,0.0000,2030,0.0000,0.0000,20300.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2030,0,0,0,"<LineString><coordinates>-111.911917,40.614659,0.0 -111.910255,40.616799,0.0</coordinates></LineString>",5240,5010,
5017,5018,a,300,660,5476,284.8000,1.0682,0.0000,43.0000,2.9632,7,F,0,0.0000,5476,0.0000,0.0000,54760.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5476,0,0,0,"<LineString><coordinates>-111.938735,40.609518,0.0 -111.938839,40.616737,0.0</coordinates></LineString>",5017,5018,
5018,5017,a,300,660,5842,284.8000,1.1396,0.0000,43.0000,0.6850,2,F,0,0.0000,5842,0.0000,0.0000,58420.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5842,0,0,0,"<LineString><coordinates>-111.938870,40.616737,0.0 -111.938767,40.609517,0.0</coordinates></LineString>",5018,5017,
5017,11123,a,300,660,3726,407.2000,0.7625,0.0000,36.0000,29.2041,81,B,0,0.0000,3726,0.0000,0.0000,37260.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3726,0,0,0,"<LineString><coordinates>-111.938751,40.609502,0.0 -111.943739,40.609505,0.0</coordinates></LineString>",5017,11123,
11123,5017,a,300,660,4552,407.2000,0.9316,317.3742,36.0000,0.0934,0,F,0,0.0000,4552,0.0000,0.0000,45520.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4552,0,0,0,"<LineString><coordinates>-111.943739,40.609505,0.0 -111.938751,40.609502,0.0</coordinates></LineString>",11123,5017,
5017,11124,a,300,660,3616,407.2000,0.7400,0.0000,36.0000,2.3129,6,F,0,0.0000,3616,0.0000,0.0000,36160.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3616,0,0,0,"<LineString><coordinates>-111.938751,40.609502,0.0 -111.931819,40.609511,0.0</coordinates></LineString>",5017,11124,
11124,5017,a,300,660,4108,407.2000,0.8407,0.0000,36.0000,1.1910,3,F,0,0.0000,4108,0.0000,0.0000,41080.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4108,0,0,0,"<LineString><coordinates>-111.931819,40.609511,0.0 -111.938751,40.609502,0.0</coordinates></LineString>",11124,5017,
5017,11146,a,300,660,6801,284.8000,1.3267,0.0000,43.0000,0.7026,2,F,0,0.0000,6801,0.0000,0.0000,68010.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6801,0,0,0,"<LineString><coordinates>-111.938767,40.609518,0.0 -111.938874,40.605899,0.0</coordinates></LineString>",5017,11146,
11146,5017,a,300,660,6498,284.8000,1.2676,0.0000,43.0000,1.3687,3,F,0,0.0000,6498,0.0000,0.0000,64980.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6498,0,0,0,"<LineString><coordinates>-111.938842,40.605898,0.0 -111.938735,40.609517,0.0</coordinates></LineString>",11146,5017,
5018,5436,a,300,660,6656,284.8000,1.2984,0.0000,43.0000,1.6590,4,F,0,0.0000,6656,0.0000,0.0000,66560.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6656,0,0,0,"<LineString><coordinates>-111.938839,40.616737,0.0 -111.938726,40.624084,0.0</coordinates></LineString>",5018,5436,
5436,5018,a,300,660,5597,284.8000,1.0918,0.0000,43.0000,0.7209,2,F,0,0.0000,5597,0.0000,0.0000,55970.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5597,0,0,0,"<LineString><coordinates>-111.938758,40.624085,0.0 -111.938870,40.616737,0.0</coordinates></LineString>",5436,5018,
5022,5524,a,300,660,4767,407.2000,0.9756,0.0000,36.0000,2.0707,6,F,0,0.0000,4767,0.0000,0.0000,47670.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4767,0,0,0,"<LineString><coordinates>-111.929166,40.609399,0.0 -111.925491,40.608716,0.0</coordinates></LineString>",5022,5524,
5524,5022,a,300,660,5680,407.2000,1.1624,0.0000,36.0000,6.1113,17,F,0,0.0000,5680,0.0000,0.0000,56800.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5680,0,0,0,"<LineString><coordinates>-111.925486,40.608747,0.0 -111.929160,40.609430,0.0</coordinates></LineString>",5524,5022,
5022,11124,a,300,660,3618,407.2000,0.7404,0.0000,36.0000,10.6906,30,F,0,0.0000,3618,0.0000,0.0000,36180.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3618,0,0,0,"<LineString><coordinates>-111.929162,40.609430,0.0 -111.931818,40.609542,0.0</coordinates></LineString>",5022,11124,
11124,5022,a,300,660,3168,407.2000,0.6483,0.0000,36.0000,1.0527,3,F,0,0.0000,3168,0.0000,0.0000,31680.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3168,0,0,0,"<LineString><coordinates>-111.931820,40.609511,0.0 -111.929164,40.609399,0.0</coordinates></LineString>",11124,5022,
5022,11147,a,300,660,2618,666.4000,0.6548,0.0000,32.0000,17.6405,55,C,0,0.0000,2618,0.0000,0.0000,26180.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2618,0,0,0,"<LineString><coordinates>-111.929179,40.609415,0.0 -111.929250,40.607692,0.0</coordinates></LineString>",5022,11147,
11147,5022,a,300,660,2553,666.4000,0.6385,0.0000,32.0000,0.7709,2,F,0,0.0000,2553,0.0000,0.0000,25530.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2553,0,0,0,"<LineString><coordinates>-111.929219,40.607690,0.0 -111.929147,40.609414,0.0</coordinates></LineString>",11147,5022,
5027,11129,a,300,660,2659,407.2000,0.5442,0.0000,36.0000,30.8052,86,B,0,0.0000,2659,0.0000,0.0000,26590.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2659,0,0,0,"<LineString><coordinates>-111.910313,40.610639,0.0 -111.907637,40.610896,0.0</coordinates></LineString>",5027,11129,
11129,5027,a,300,660,4434,407.2000,0.9074,0.0000,36.0000,1.7368,5,F,0,0.0000,4434,0.0000,0.0000,44340.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4434,0,0,0,"<LineString><coordinates>-111.907640,40.610927,0.0 -111.910316,40.610670,0.0</coordinates></LineString>",11129,5027,
5027,11150,a,300,660,2866,666.4000,0.7168,0.0000,29.0000,26.4634,91,A,0,0.0000,2866,0.0000,0.0000,28660.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2866,0,0,0,"<LineString><coordinates>-111.910330,40.610655,0.0 -111.910348,40.607207,0.0</coordinates></LineString>",5027,11150,
11150,5027,a,300,660,3739,666.4000,0.9351,0.0000,29.0000,0.9076,3,F,0,0.0000,3739,0.0000,0.0000,37390.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3739,0,0,0,"<LineString><coordinates>-111.910316,40.607207,0.0 -111.910298,40.610655,0.0</coordinates></LineString>",11150,5027,
5030,10872,a,300,660,4208,407.2000,0.8612,0.0000,36.0000,2.0574,6,F,0,0.0000,4208,0.0000,0.0000,42080.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4208,0,0,0,"<LineString><coordinates>-111.910234,40.620934,0.0 -111.913106,40.621110,0.0</coordinates></LineString>",5030,10872,
10872,5030,a,300,660,5226,407.2000,1.0695,0.0000,36.0000,0.5250,1,F,0,0.0000,5226,0.0000,0.0000,52260.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5226,0,0,0,"<LineString><coordinates>-111.913108,40.621079,0.0 -111.910236,40.620903,0.0</coordinates></LineString>",10872,5030,
5030,11128,a,300,660,6140,407.2000,1.2565,0.0000,29.0000,3.0073,10,F,0,0.0000,6140,0.0000,0.0000,61400.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6140,0,0,0,"<LineString><coordinates>-111.910236,40.620903,0.0 -111.907656,40.620840,0.0</coordinates></LineString>",5030,11128,
11128,5030,a,300,660,5214,407.2000,1.0670,0.0000,29.0000,1.5905,5,F,0,0.0000,5214,0.0000,0.0000,52140.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5214,0,0,0,"<LineString><coordinates>-111.907655,40.620872,0.0 -111.910235,40.620934,0.0</coordinates></LineString>",11128,5030,
5034,11129,a,300,660,5029,407.2000,1.0292,439.9742,36.0000,0.0650,0,F,0,0.0000,5029,0.0000,0.0000,50290.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5029,0,0,0,"<LineString><coordinates>-111.902815,40.610939,0.0 -111.907639,40.610927,0.0</coordinates></LineString>",5034,11129,
11129,5034,a,300,660,2468,407.2000,0.5051,0.0000,36.0000,31.8464,88,B,0,0.0000,2468,0.0000,0.0000,24680.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2468,0,0,0,"<LineString><coordinates>-111.907639,40.610895,0.0 -111.902815,40.610908,0.0</coordinates></LineString>",11129,5034,
5037,11128,a,300,660,5259,407.2000,1.0763,443.6884,29.0000,0.0398,0,F,0,0.0000,5259,0.0000,0.0000,52590.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5259,0,0,0,"<LineString><coordinates>-111.904767,40.620823,0.0 -111.907655,40.620872,0.0</coordinates></LineString>",5037,11128,
11128,5037,a,300,660,6089,407.2000,1.2461,0.0000,29.0000,24.7691,85,B,0,0.0000,6089,0.0000,0.0000,60890.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6089,0,0,0,"<LineString><coordinates>-111.907656,40.620840,0.0 -111.904767,40.620792,0.0</coordinates></LineString>",11128,5037,
5103,5820,a,300,660,3059,666.4000,0.7651,0.0000,32.0000,24.8417,78,B,0,0.0000,3059,0.0000,0.0000,30590.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3059,0,0,0,"<LineString><coordinates>-111.929208,40.594991,0.0 -111.929251,40.603321,0.0</coordinates></LineString>",5103,5820,
5820,5103,a,300,660,2325,666.4000,0.5815,0.0000,32.0000,16.0858,50,C,0,0.0000,2325,0.0000,0.0000,23250.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2325,0,0,0,"<LineString><coordinates>-111.929282,40.603321,0.0 -111.929239,40.594991,0.0</coordinates></LineString>",5820,5103,
5103,11161,a,300,660,2329,666.4000,0.5825,0.0000,32.0000,3.1838,10,F,0,0.0000,2329,0.0000,0.0000,23290.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2329,0,0,0,"<LineString><coordinates>-111.929239,40.594992,0.0 -111.929288,40.591047,0.0</coordinates></LineString>",5103,11161,
11161,5103,a,300,660,3071,666.4000,0.7681,0.0000,32.0000,17.7587,55,C,0,0.0000,3071,0.0000,0.0000,30710.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3071,0,0,0,"<LineString><coordinates>-111.929256,40.591047,0.0 -111.929208,40.594991,0.0</coordinates></LineString>",11161,5103,
5106,5117,a,300,660,5,633.1000,0.0013,0.0000,24.0000,23.9997,100,A,0,0.0000,5,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,0,0,0,"<LineString><coordinates>-111.910284,40.598556,0.0 -111.910240,40.587717,0.0</coordinates></LineString>",5106,5117,
5117,5106,a,300,660,100,633.1000,0.0263,0.0000,24.0000,23.5311,98,A,0,0.0000,100,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100,0,0,0,"<LineString><coordinates>-111.910209,40.587717,0.0 -111.910253,40.598557,0.0</coordinates></LineString>",5117,5106,
5106,10852,a,300,660,2841,633.1000,0.7479,0.0000,24.0000,20.2447,84,B,0,0.0000,2841,0.0000,0.0000,28410.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2841,0,0,0,"<LineString><coordinates>-111.910271,40.598541,0.0 -111.909249,40.598367,0.0</coordinates></LineString>",5106,10852,
