link_key,start_time_in_min,end_time_in_min,link_hourly_volume,density,speed_per_hour,queue_length_percentage,inflow_count,out_flow_count
5030->11128,947,948,150,18.42,17.34,0,,
5030->11128,948,949,120,14.74,25.4,0,,
5030->11128,949,950,30,3.68,17.97,0,,
5030->11128,950,951,300,29.48,16.64,0,,
5030->11128,951,952,210,18.42,18.22,0,,
5030->11128,952,953,150,14.74,20.07,0,,
5030->11128,953,954,120,14.74,19.38,0,,
5030->11128,954,955,150,18.42,17.1,0,,
5030->11128,955,956,90,11.05,22.6,0,,
5030->11128,956,957,210,22.11,15.38,0,,
5030->11128,957,958,330,29.48,13.72,0,,
5030->11128,958,959,180,14.74,19.07,0,,
5030->11128,959,960,210,18.42,17.81,0,,
5034->11129,933,934,30,1.97,36,0,,
5034->11129,940,941,120,5.91,36,0,,
5034->11129,941,942,90,5.91,36,0,,
5034->11129,943,944,60,1.97,36,0,,
5034->11129,946,947,120,3.94,36,0,,
5034->11129,950,951,60,3.94,36,0,,
5034->11129,951,952,120,1.97,34.36,0,,
5034->11129,952,953,60,3.94,36,0,,
5034->11129,954,955,60,1.97,36,0,,
5034->11129,955,956,120,3.94,36,0,,
5034->11129,956,957,120,1.97,36,0,,
5034->11129,957,958,60,1.97,36,0,,
5037->11128,936,937,60,6.58,29,0,,
5037->11128,937,938,90,3.29,29,0,,
5037->11128,938,939,150,3.29,25.39,0,,
5037->11128,939,940,60,6.58,29,0,,
5037->11128,942,943,30,3.29,29,0,,
5037->11128,946,947,30,3.29,29,0,,
5037->11128,948,949,90,6.58,29,0,,
5037->11128,951,952,30,3.29,29,0,,
5037->11128,952,953,90,3.29,26.31,0,,
5037->11128,953,954,150,6.58,29,0,,
5037->11128,954,955,90,6.58,22.54,0,,
5037->11128,955,956,60,3.29,29,0.01,,
5037->11128,956,957,90,6.58,24.38,0,,
5037->11128,957,958,60,3.29,29,0.01,,
5037->11128,958,959,90,3.29,25.86,0,,
5037->11128,959,960,30,3.29,29,0,,
5103->5820,934,935,0,1.74,32,0,,
5103->5820,935,936,60,1.74,32,0,,
5103->5820,936,937,0,1.74,32,0,,
5103->5820,937,938,300,10.44,32,0,,
5103->5820,938,939,180,6.96,32,0,,
5103->5820,939,940,360,12.18,32,0,,
5103->5820,940,941,420,13.92,32,0,,
5103->5820,941,942,120,5.22,32,0,,
5103->5820,942,943,540,15.66,32,0,,
5103->5820,943,944,360,12.18,32,0,,
5103->5820,944,945,540,15.66,32,0,,
5103->5820,945,946,420,13.92,32,0,,
5103->5820,946,947,540,17.4,30.79,0,,
5103->5820,947,948,420,13.92,30.79,0,,
5103->5820,948,949,480,15.66,32,0,,
5103->5820,949,950,540,17.4,32,0,,
5103->5820,950,951,600,19.14,30.73,0,,
5103->5820,951,952,600,19.14,30.79,0,,
5103->5820,952,953,480,15.66,32,0,,
5103->5820,953,954,240,8.7,31.59,0,,
5103->5820,954,955,540,15.66,32,0,,
5103->5820,955,956,540,17.4,32,0,,
5103->5820,956,957,600,19.14,32,0,,
5103->5820,957,958,660,20.88,30.68,0,,
5103->5820,958,959,600,20.88,29.6,0,,
5103->5820,959,960,660,19.14,31.07,0.01,,
5103->11161,936,937,360,7.35,32,0,,
5103->11161,937,938,180,3.68,32,0,,
5103->11161,938,939,360,7.35,32,0,,
5103->11161,939,940,360,3.68,32,0,,
5103->11161,940,941,420,11.03,32,0,,
5103->11161,941,942,420,11.03,32,0,,
5103->11161,942,943,420,18.38,32,0,,
5103->11161,943,944,480,11.03,32,0,,
5103->11161,944,945,480,18.38,32,0,,
5103->11161,945,946,360,7.35,32,0,,
5103->11161,946,947,240,7.35,30.33,0,,
5103->11161,947,948,420,18.38,32,0,,
5103->11161,948,949,300,3.68,32,0,,
5103->11161,949,950,420,7.35,32,0,,
5103->11161,950,951,420,7.35,32,0,,
5103->11161,951,952,240,3.68,32,0,,
5103->11161,952,953,300,3.68,32,0,,
5103->11161,953,954,360,3.68,32,0,,
5103->11161,954,955,300,7.35,32,0,,
5103->11161,955,956,420,7.35,32,0,,
5103->11161,956,957,420,11.03,32,0,,
5103->11161,957,958,360,3.68,32,0,,
5103->11161,958,959,360,7.35,32,0,,
5103->11161,959,960,600,18.38,30.07,0,,
5106->4804,933,934,60,3.84,29,0,,
5106->4804,934,935,60,3.84,29,0,,
5106->4804,938,939,120,3.84,29,0,,
5106->4804,939,940,60,3.84,29,0,,
5106->4804,942,943,180,3.84,29,0,,
5106->4804,943,944,120,3.84,29,0,,
5106->4804,945,946,240,3.84,26.99,0.01,,
5106->4804,946,947,300,7.68,25.87,0.01,,
5106->4804,947,948,240,3.84,29,0,,
5106->4804,948,949,240,3.84,29,0,,
5106->4804,949,950,360,7.68,29,0,,
5106->4804,951,952,180,11.52,29,0,,
5106->4804,952,953,240,3.84,27.61,0,,
5106->4804,953,954,360,11.52,26.22,0,,
5106->4804,954,955,180,3.84,29,0,,
5106->4804,955,956,300,11.52,27.53,0,,
5106->4804,956,957,300,7.68,29,0,,
5106->4804,957,958,180,3.84,29,0,,
5106->4804,958,959,300,7.68,29,0,,
5106->4804,959,960,120,7.68,29,0,,
5106->5117,933,934,0,1.34,24,0,,
5106->5117,934,935,60,4.01,24,0,,
5106->5117,935,936,120,4.01,24,0,,
5106->5117,936,937,60,1.34,24,0,,
5106->5117,938,939,0,1.34,24,0,,
5106->5117,939,940,60,2.67,24,0,,
5106->5117,940,941,60,2.67,24,0,,
5106->5117,941,942,60,6.69,24,0,,
5106->5117,942,943,240,8.02,24,0,,
5106->5117,943,944,120,8.02,24,0,,
5106->5117,944,945,240,10.7,24,0,,
5106->5117,945,946,240,8.02,24,0,,
5106->5117,946,947,180,5.35,24,0,,
5106->5117,947,948,120,9.36,24,0,,
5106->5117,948,949,360,14.71,24,0,,
5106->5117,949,950,360,9.36,24,0,,
5106->5117,950,951,60,5.35,24,0,,
5106->5117,951,952,180,5.35,24,0,,
5106->5117,952,953,60,9.36,24,0,,
5106->5117,953,954,360,13.37,24,0,,
5106->5117,954,955,300,8.02,24,0,,
5106->5117,955,956,60,6.69,24,0,,
5106->5117,956,957,300,9.36,24,0,,
5106->5117,957,958,180,9.36,24,0,,
5106->5117,958,959,240,10.7,23.63,0,,
5106->5117,959,960,240,13.37,24,0,,
5106->10852,937,938,120,18.15,24,0,,
5106->10852,940,941,180,18.15,18.48,0,,
5106->10852,941,942,300,18.15,24,0,,
5106->10852,942,943,180,18.15,24,0,,
5106->10852,944,945,420,18.15,19.6,0,,
5106->10852,945,946,240,18.15,24,0,,
5106->10852,946,947,180,18.15,24,0,,
5106->10852,947,948,300,36.3,24,0,,
5106->10852,948,949,420,18.15,24,0,,
5106->10852,949,950,480,36.3,20.92,0,,
5106->10852,950,951,360,36.3,20.88,0,,
5106->10852,951,952,180,18.15,24,0,,
5106->10852,954,955,360,18.15,24,0,,
5106->10852,956,957,360,18.15,20.35,0,,
5106->10852,958,959,240,18.15,24,0.01,,
5106->10852,959,960,420,18.15,24,0,,
5109->4804,932,933,120,4.02,29,0,,
5109->4804,933,934,60,4.02,29,0,,
5109->4804,934,935,60,4.02,29,0,,
5109->4804,935,936,60,4.02,29,0,,
5109->4804,936,937,120,4.02,29,0,,
5109->4804,937,938,60,4.02,29,0,,
5109->4804,938,939,180,12.05,24.13,0,,
5109->4804,939,940,360,24.11,29,0,,
5109->4804,940,941,480,20.09,29,0,,
5109->4804,941,942,360,16.07,24.24,0,,
5109->4804,942,943,600,28.12,21.06,0,,
5109->4804,943,944,540,28.12,24.9,0.01,,
5109->4804,944,945,300,16.07,29,0,,
5109->4804,945,946,660,24.11,27.87,0,,
5109->4804,946,947,600,20.09,24.48,0,,
5109->4804,947,948,660,32.14,17.51,0.01,,
5109->4804,948,949,660,40.18,24.22,0.02,,
5109->4804,949,950,360,20.09,26.39,0,,
5109->4804,950,951,420,12.05,24.7,0,,
5109->4804,951,952,480,16.07,26.19,0,,
5109->4804,952,953,420,20.09,28.06,0,,
5109->4804,953,954,540,20.09,24.58,0,,
5109->4804,954,955,540,32.14,26.85,0,,
5109->4804,955,956,540,20.09,25.85,0,,
5109->4804,956,957,660,28.12,29,0.01,,
5109->4804,957,958,540,16.07,26,0,,
5109->4804,958,959,660,28.12,19.67,0,,
5109->4804,959,960,660,36.16,15.6,0.01,,
5109->11150,940,941,60,11.43,29,0,,
5109->11150,942,943,180,11.43,29,0,,
5109->11150,943,944,360,11.43,22.78,0,,
5109->11150,944,945,120,11.43,29,0,,
5109->11150,949,950,360,11.43,29,0,,
5109->11150,954,955,420,11.43,29,0,,
5109->11150,958,959,300,11.43,29,0,,
5109->11151,939,940,60,5.13,26,0,,
5109->11151,947,948,60,5.13,26,0,,
5109->11151,950,951,120,10.27,26,0,,
5109->11151,952,953,60,5.13,26,0,,
5109->11151,957,958,60,5.13,26,0,,
5112->5589,931,932,30,2.04,28.74,0,,
5112->5589,932,933,120,8.15,32.07,0,,
5112->5589,933,934,120,6.11,32.36,0,,
5112->5589,934,935,270,10.19,28.35,0,,
5112->5589,935,936,300,10.19,22.26,0,,
5112->5589,936,937,180,10.19,26.12,0,,
5112->5589,937,938,240,14.26,22.75,0,,
5112->5589,938,939,330,24.45,18.52,0,,
5112->5589,939,940,420,22.41,21.72,0.04,,
5112->5589,940,941,270,14.26,18.61,0,,
5112->5589,941,942,420,18.34,20.23,0.04,,
5112->5589,942,943,240,12.22,21.33,0,,
5112->5589,943,944,330,12.22,21.73,0.01,,
5112->5589,944,945,300,22.41,19.81,0,,
5112->5589,945,946,210,14.26,24.02,0.01,,
5112->5589,946,947,300,16.3,20.65,0,,
5112->5589,947,948,360,22.41,17.97,0.02,,
5112->5589,948,949,450,22.41,18.99,0.04,,
5112->5589,949,950,420,22.41,21.22,0.03,,
5112->5589,950,951,300,22.41,18.56,0.01,,
5112->5589,951,952,420,22.41,20.55,0.04,,
5112->5589,952,953,330,18.34,22.46,0.01,,
5112->5589,953,954,300,22.41,19,0,,
5112->5589,954,955,300,18.34,19.55,0.02,,
5112->5589,955,956,270,16.3,26.06,0.02,,
5112->5589,956,957,240,10.19,27.74,0,,
5112->5589,957,958,300,12.22,21.84,0,,
5112->5589,958,959,300,16.3,17.79,0.01,,
5112->5589,959,960,420,22.41,21.1,0.04,,
5112->11159,938,939,60,1.95,39,0,,
5112->11159,939,940,90,5.85,39,0,,
5112->11159,940,941,180,11.71,39,0,,
5112->11159,941,942,30,1.95,39,0,,
5112->11159,942,943,60,1.95,39,0,,
5112->11159,943,944,30,1.95,39,0,,
5112->11159,944,945,90,1.95,39,0,,
5112->11159,945,946,90,5.85,39,0,,
5112->11159,946,947,60,3.9,39,0,,
5112->11159,947,948,120,7.8,39,0,,
5112->11159,948,949,60,1.95,39,0,,
5112->11159,949,950,120,5.85,39,0,,
5112->11159,950,951,120,3.9,39,0,,
5112->11159,951,952,120,3.9,39,0,,
5112->11159,952,953,180,9.75,39,0,,
5112->11159,953,954,60,3.9,39,0,,
5112->11159,954,955,30,1.95,39,0,,
5112->11159,955,956,90,3.9,39,0,,
5112->11159,956,957,120,3.9,39,0,,
5112->11159,957,958,150,9.75,39,0,,
5112->11159,958,959,90,5.85,39,0,,
5112->11159,959,960,60,1.95,39,0,,
5112->11160,932,933,60,3.13,38.54,0,,
5112->11160,933,934,60,3.13,38.31,0,,
5112->11160,934,935,100,4.7,34.19,0,,
5112->11160,935,936,240,14.1,19.64,0,,
5112->11160,936,937,160,10.96,24.45,0,,
5112->11160,937,938,180,9.4,26.77,0,,
5112->11160,938,939,220,15.66,18.54,0,,
5112->11160,939,940,200,15.66,15.84,0.01,,
5112->11160,940,941,280,20.36,17.91,0.07,,
5112->11160,941,942,220,12.53,18.64,0,,
5112->11160,942,943,220,18.8,16.37,0,,
5112->11160,943,944,320,28.2,12.93,0.07,,
5112->11160,944,945,280,26.63,10.51,0.12,,
5112->11160,945,946,280,28.2,11.25,0.15,,
5112->11160,946,947,280,14.1,16.28,0.11,,
5112->11160,947,948,240,12.53,24.16,0.01,,
5112->11160,948,949,240,14.1,19.87,0,,
5112->11160,949,950,240,14.1,19.86,0,,
5112->11160,950,951,200,17.23,15.66,0,,
5112->11160,951,952,300,18.8,18.79,0.07,,
5112->11160,952,953,200,18.8,13.88,0,,
5112->11160,953,954,180,12.53,17.93,0.09,,
5112->11160,954,955,240,17.23,18.58,0,,
5112->11160,955,956,280,18.8,17.31,0.03,,
5112->11160,956,957,260,18.8,16.71,0.04,,
5112->11160,957,958,260,20.36,16.08,0.06,,
5112->11160,958,959,300,23.5,15.41,0.04,,
5112->11160,959,960,320,21.93,17.98,0.07,,
5112->11172,933,934,30,2.02,39,0,,
5112->11172,934,935,150,6.06,31.99,0,,
5112->11172,935,936,90,4.04,32.28,0,,
5112->11172,936,937,60,2.02,39,0,,
5112->11172,937,938,210,8.07,30.54,0,,
5112->11172,938,939,90,2.02,35.32,0,,
5112->11172,939,940,150,8.07,32.85,0,,
5112->11172,940,941,150,4.04,35.01,0,,
5112->11172,941,942,300,20.19,21.61,0,,
5112->11172,942,943,330,22.2,20.09,0.01,,
5112->11172,943,944,390,20.19,22.98,0.02,,
5112->11172,944,945,330,16.15,22.81,0.01,,
5112->11172,945,946,300,18.17,23.63,0,,
5112->11172,946,947,330,16.15,21.33,0,,
5112->11172,947,948,240,12.11,27.86,0.01,,
5112->11172,948,949,360,16.15,22.11,0,,
5112->11172,949,950,300,12.11,24.94,0.01,,
5112->11172,950,951,180,10.09,30.07,0,,
5112->11172,951,952,300,14.13,23.59,0,,
5112->11172,952,953,270,8.07,24.84,0,,
5112->11172,953,954,330,16.15,22.58,0,,
5112->11172,954,955,300,20.19,18.39,0,,
5112->11172,955,956,300,18.17,29,0.04,,
5112->11172,956,957,270,24.22,16.54,0,,
5112->11172,957,958,480,26.24,19.77,0.05,,
5112->11172,958,959,330,16.15,21.8,0.01,,
5112->11172,959,960,330,16.15,20,0,,
5113->8002,940,941,60,4.13,26,0,,
5113->8002,943,944,60,4.13,26,0,,
5113->8002,949,950,60,4.13,26,0,,
5113->8002,954,955,60,4.13,26,0,,
5113->8002,957,958,60,4.13,26,0,,
5113->11148,933,934,80,3.85,43,0,,
5113->11148,934,935,60,2.89,43,0,,
5113->11148,935,936,100,3.85,41.41,0,,
5113->11148,936,937,220,4.81,39.84,0,,
5113->11148,937,938,200,5.77,34.14,0,,
5113->11148,938,939,180,5.77,39.64,0,,
5113->11148,939,940,260,6.73,38.29,0,,
5113->11148,940,941,220,4.81,40.91,0,,
5113->11148,941,942,180,3.85,38.54,0,,
5113->11148,942,943,200,4.81,35.14,0.01,,
5113->11148,943,944,260,6.73,38.28,0,,
5113->11148,944,945,240,5.77,33.19,0,,
5113->11148,945,946,280,8.66,33.75,0.04,,
5113->11148,946,947,240,6.73,29.87,0.03,,
5113->11148,947,948,300,8.66,36.11,0.04,,
5113->11148,948,949,280,7.69,34.9,0,,
5113->11148,949,950,200,4.81,39.94,0.01,,
5113->11148,950,951,220,6.73,34.12,0.01,,
5113->11148,951,952,260,8.66,32.97,0.03,,
5113->11148,952,953,300,8.66,33.12,0.03,,
5113->11148,953,954,280,7.69,38.31,0.04,,
5113->11148,954,955,240,8.66,40.23,0,,
5113->11148,955,956,180,2.89,34.7,0,,
5113->11148,956,957,280,6.73,34.22,0.01,,
5113->11148,957,958,220,5.77,42.08,0.01,,
5113->11148,958,959,260,6.73,36.36,0.01,,
5113->11148,959,960,260,7.69,33.23,0,,
5113->11160,933,934,60,1.52,43,0,,
5113->11160,936,937,100,3.05,43,0,,
5113->11160,937,938,120,6.1,43,0,,
5113->11160,938,939,140,3.05,39.82,0,,
5113->11160,939,940,220,4.57,33.04,0,,
5113->11160,940,941,240,7.62,33.11,0,,
5113->11160,941,942,220,7.62,32.5,0.01,,
5113->11160,942,943,300,10.67,39.92,0.01,,
5113->11160,943,944,240,7.62,33.01,0.01,,
5113->11160,944,945,220,6.1,36.05,0,,
5113->11160,945,946,280,9.14,30.51,0.01,,
5113->11160,946,947,260,9.14,23.98,0.03,,
5113->11160,947,948,260,12.19,17.78,0.04,,
5113->11160,948,949,260,16.77,17.39,0.07,,
5113->11160,949,950,280,13.72,20.1,0.07,,
5113->11160,950,951,300,15.24,19.01,0.06,,
5113->11160,951,952,260,12.19,27.87,0.09,,
5113->11160,952,953,160,4.57,36.46,0,,
5113->11160,953,954,240,10.67,40.87,0.01,,
5113->11160,954,955,200,4.57,32.59,0,,
5113->11160,955,956,240,9.14,33.21,0,,
5113->11160,956,957,300,10.67,28.85,0.01,,
5113->11160,957,958,280,12.19,23.55,0.03,,
5113->11160,958,959,300,13.72,24.83,0.03,,
5113->11160,959,960,280,10.67,28.89,0.03,,
5114->5589,933,934,30,1.95,39,0,,
5114->5589,934,935,30,1.95,39,0,,
5114->5589,936,937,30,1.95,30.24,0,,
5114->5589,937,938,150,5.86,32.95,0,,
5114->5589,938,939,90,3.91,31.55,0,,
5114->5589,939,940,60,3.91,39,0,,
5114->5589,940,941,90,3.91,36.54,0,,
5114->5589,941,942,150,3.91,33.34,0,,
5114->5589,942,943,240,11.72,26.03,0,,
5114->5589,943,944,120,3.91,34.95,0,,
5114->5589,944,945,60,3.91,39,0,,
5114->5589,945,946,180,9.77,27.15,0,,
5114->5589,948,949,210,9.77,24.05,0,,
5114->5589,949,950,120,7.81,33.06,0,,
5114->5589,950,951,180,5.86,28.23,0,,
5114->5589,951,952,150,7.81,29.17,0,,
5114->5589,952,953,120,7.81,28.01,0,,
5114->5589,953,954,150,5.86,37,0,,
5114->5589,954,955,90,5.86,32.41,0,,
5114->5589,955,956,180,9.77,28.11,0,,
5114->5589,956,957,150,7.81,28.15,0,,
5114->5589,957,958,240,9.77,29.77,0,,
5114->5589,959,960,150,7.81,26.71,0,,
5114->5592,933,934,150,6.77,30.42,0,,
5114->5592,934,935,120,6.77,25.64,0,,
5114->5592,935,936,210,8.13,22.14,0.01,,
5114->5592,936,937,270,14.9,24.21,0.04,,
5114->5592,937,938,240,14.9,19.72,0.04,,
5114->5592,938,939,420,17.61,24.82,0.08,,
5114->5592,939,940,270,13.54,20.92,0.03,,
5114->5592,940,941,360,18.96,18.33,0.07,,
5114->5592,941,942,420,24.38,18.05,0.1,,
5114->5592,942,943,420,23.02,17.49,0.11,,
5114->5592,943,944,480,27.09,16.81,0.12,,
5114->5592,944,945,450,27.09,17.2,0.13,,
5114->5592,945,946,390,20.31,20.15,0.09,,
5114->5592,946,947,420,20.31,21.88,0.08,,
5114->5592,947,948,390,14.9,29.17,0.07,,
5114->5592,948,949,180,8.13,22.33,0,,
5114->5592,949,950,360,14.9,20.65,0.06,,
5114->5592,950,951,330,14.9,19.93,0.08,,
5114->5592,951,952,480,18.96,22.74,0.08,,
5114->5592,952,953,390,16.25,24.58,0.07,,
5114->5592,953,954,360,18.96,20.7,0.05,,
5114->5592,954,955,390,18.96,17.19,0.08,,
5114->5592,955,956,360,20.31,18.05,0.11,,
5114->5592,956,957,450,21.67,21.27,0.09,,
5114->5592,957,958,330,14.9,23.44,0.06,,
5114->5592,958,959,300,16.25,22.78,0.04,,
5114->5592,959,960,360,17.61,22.16,0.06,,
5114->11161,933,934,60,4.46,32,0,,
5114->11161,935,936,240,17.83,21.37,0,,
5114->11161,936,937,240,8.91,23.14,0,,
5114->11161,937,938,360,22.28,20.14,0,,
5114->11161,938,939,360,22.28,15.69,0,,
5114->11161,939,940,120,4.46,32,0.01,,
5114->11161,940,941,360,31.19,14.79,0,,
5114->11161,941,942,480,35.65,19.63,0.02,,
5114->11161,942,943,360,35.65,13.99,0,,
5114->11161,943,944,600,44.56,16.81,0.03,,
5114->11161,944,945,480,31.19,15.89,0.01,,
5114->11161,945,946,540,31.19,19.1,0.01,,
5114->11161,946,947,480,17.83,20.15,0,,
5114->11161,947,948,420,26.74,17.94,0,,
5114->11161,948,949,540,26.74,19.18,0.01,,
5114->11161,949,950,540,26.74,19.96,0.01,,
5114->11161,950,951,480,35.65,19.52,0,,
5114->11161,951,952,240,8.91,23.31,0,,
5114->11161,952,953,360,26.74,13.96,0,,
5114->11161,953,954,660,35.65,15.03,0.03,,
5114->11161,954,955,660,31.19,20.48,0.01,,
5114->11161,955,956,360,35.65,15.21,0,,
5114->11161,956,957,540,26.74,17.85,0.01,,
5114->11161,957,958,540,35.65,15.93,0.01,,
5114->11161,958,959,600,44.56,18.09,0.02,,
5114->11161,959,960,480,17.83,21.78,0,,
5114->11173,932,933,60,4.23,29,0,,
5114->11173,934,935,60,4.23,29,0,,
5114->11173,936,937,60,4.23,29,0,,
5114->11173,938,939,120,8.47,23.62,0,,
5114->11173,942,943,180,4.23,26.95,0,,
5114->11173,943,944,300,8.47,24.05,0,,
5114->11173,944,945,240,8.47,23.65,0,,
5114->11173,945,946,360,16.93,19.68,0,,
5114->11173,946,947,300,16.93,23.82,0.01,,
5114->11173,947,948,240,8.47,27.44,0,,
5114->11173,948,949,360,16.93,20.16,0,,
5114->11173,949,950,240,8.47,26.95,0,,
5114->11173,950,951,360,16.93,21.87,0,,
5114->11173,951,952,480,16.93,20.11,0,,
5114->11173,952,953,300,16.93,21.9,0,,
5114->11173,953,954,60,4.23,29,0,,
5114->11173,954,955,300,16.93,21.38,0,,
5114->11173,955,956,180,4.23,29,0,,
5114->11173,956,957,180,8.47,24.09,0,,
5114->11173,957,958,300,8.47,24.49,0,,
5114->11173,958,959,60,4.23,29,0,,
5114->11173,959,960,420,12.7,21.07,0,,
5117->5106,937,938,0,1.34,24,0,,
5117->5106,938,939,60,1.34,24,0,,
5117->5106,939,940,0,2.67,24,0,,
5117->5106,940,941,120,4.01,23.59,0,,
5117->5106,941,942,120,6.69,24,0,,
5117->5106,942,943,180,4.01,24,0,,
5117->5106,943,944,0,5.35,24,0,,
5117->5106,944,945,240,9.36,24,0,,
5117->5106,945,946,180,8.02,24,0,,
5117->5106,946,947,180,9.36,24,0,,
5117->5106,947,948,240,10.7,24,0,,
5117->5106,948,949,240,9.36,24,0,,
5117->5106,949,950,180,9.36,24,0,,
5117->5106,950,951,240,5.35,24,0,,
5117->5106,951,952,60,5.35,24,0,,
5117->5106,952,953,180,8.02,24,0,,
5117->5106,953,954,180,9.36,24,0,,
5117->5106,954,955,240,9.36,23.45,0,,
5117->5106,955,956,180,8.02,24,0,,
5117->5106,956,957,180,8.02,22.8,0,,
5117->5106,957,958,180,9.36,24,0,,
5117->5106,958,959,240,5.35,24,0,,
5117->5106,959,960,0,5.35,24,0,,
5117->11255,937,938,120,8.12,32,0,,
5117->11255,938,939,210,12.19,32,0,,
5117->11255,939,940,180,12.19,32,0,,
5117->11255,940,941,180,8.12,32,0,,
5117->11255,941,942,180,8.12,32,0,,
5117->11255,942,943,90,4.06,32,0,,
5117->11255,943,944,180,8.12,32,0,,
5117->11255,944,945,180,8.12,28.51,0,,
5117->11255,945,946,210,4.06,28.51,0,,
5117->11255,947,948,120,4.06,32,0,,
5117->11255,948,949,180,8.12,32,0,,
5117->11255,949,950,270,12.19,32,0,,
5117->11255,950,951,180,8.12,32,0,,
5117->11255,951,952,240,8.12,29.59,0,,
5117->11255,952,953,180,8.12,32,0,,
5117->11255,953,954,150,8.12,32,0,,
5117->11255,954,955,180,4.06,32,0,,
5117->11255,955,956,180,8.12,32,0,,
5117->11255,956,957,210,8.12,28.51,0,,
5117->11255,959,960,240,12.19,32,0,,
5118->5727,935,936,30,4.47,25.79,0,,
5118->5727,936,937,60,8.94,18.26,0,,
5118->5727,937,938,120,17.87,19.66,0,,
5118->5727,938,939,90,13.4,22.02,0,,
5118->5727,939,940,150,17.87,18.28,0,,
5118->5727,940,941,210,17.87,14.2,0,,
5118->5727,941,942,210,31.28,11.48,0,,
5118->5727,942,943,240,26.81,10.94,0,,
5118->5727,943,944,180,26.81,13.79,0,,
5118->5727,944,945,210,22.34,13.9,0,,
5118->5727,945,946,180,22.34,12.91,0,,
5118->5727,946,947,210,17.87,13.08,0,,
5118->5727,947,948,360,44.68,11.54,0,,
5118->5727,948,949,210,26.81,15.45,0,,
5118->5727,949,950,240,22.34,13.82,0,,
5118->5727,950,951,240,22.34,14.44,0,,
5118->5727,951,952,300,31.28,12.6,0,,
5118->5727,952,953,300,35.75,9.33,0,,
5118->5727,953,954,390,44.68,10.88,0.03,,
5118->5727,954,955,180,17.87,17.29,0,,
5118->5727,955,956,300,35.75,10.85,0,,
5118->5727,956,957,240,22.34,11.91,0,,
5118->5727,957,958,300,35.75,11.17,0,,
5118->5727,958,959,180,22.34,14.15,0,,
5118->5727,959,960,330,49.15,9.09,0,,
5118->10854,933,934,60,10.95,24,0,,
5118->10854,934,935,60,10.95,24,0,,
5118->10854,936,937,60,10.95,24,0,,
5118->10854,938,939,60,10.95,24,0,,
5118->10854,940,941,60,10.95,24,0,,
5118->10854,941,942,60,10.95,24,0,,
5118->10854,942,943,180,21.91,15.98,0,,
5118->10854,943,944,60,10.95,24,0,,
5118->10854,945,946,180,32.86,14.57,0,,
5118->10854,949,950,60,10.95,24,0,,
5118->10854,950,951,120,21.91,17.44,0,,
5118->10854,951,952,120,21.91,17.44,0,,
5118->10854,952,953,60,10.95,24,0,,
5118->10854,953,954,60,10.95,24,0,,
5118->10854,954,955,60,10.95,24,0,,
5118->10854,955,956,120,21.91,14.69,0,,
5118->10854,956,957,180,21.91,15.25,0,,
5118->10854,959,960,60,10.95,24,0,,
5118->11255,934,935,30,2.62,32,0,,
5118->11255,935,936,60,5.23,25.33,0,,
5118->11255,936,937,60,5.23,32,0,,
5118->11255,937,938,30,2.62,32,0,,
5118->11255,938,939,30,2.62,32,0,,
5118->11255,939,940,120,7.85,23.43,0,,
5118->11255,940,941,150,13.08,26.73,0,,
5118->11255,941,942,90,7.85,28.28,0,,
5118->11255,942,943,120,10.46,25.25,0,,
5118->11255,943,944,60,5.23,26.73,0,,
5118->11255,945,946,90,5.23,29.12,0,,
5118->11255,946,947,60,5.23,32,0,,
5118->11255,948,949,30,2.62,27.03,0,,
5118->11255,949,950,90,5.23,27.03,0,,
5118->11255,950,951,60,5.23,26.73,0,,
5118->11255,951,952,60,2.62,32,0,,
5118->11255,952,953,60,5.23,26.73,0,,
5118->11255,953,954,120,10.46,25.25,0,,
5118->11255,955,956,90,5.23,27.61,0,,
5118->11255,956,957,120,7.85,24.14,0,,
5118->11255,957,958,90,5.23,24.42,0,,
5118->11255,958,959,90,5.23,23.78,0,,
5118->11255,959,960,90,5.23,28.28,0,,
5118->11910,934,935,60,7.36,24,0,,
5118->11910,935,936,120,14.73,16.3,0,,
5118->11910,936,937,120,7.36,24,0,,
5118->11910,937,938,120,7.36,24,0,,
5118->11910,938,939,240,14.73,15.92,0,,
5118->11910,939,940,240,29.46,15.23,0,,
5118->11910,940,941,120,14.73,15.95,0,,
5118->11910,941,942,300,29.46,18.32,0,,
5118->11910,942,943,180,14.73,17.12,0,,
5118->11910,943,944,240,29.46,15.23,0,,
5118->11910,944,945,420,36.82,13.15,0,,
5118->11910,945,946,180,22.09,15.44,0,,
5118->11910,946,947,300,36.82,16.98,0,,
5118->11910,947,948,240,22.09,15.04,0,,
5118->11910,948,949,240,29.46,16.57,0,,
5118->11910,949,950,120,14.73,24,0,,
5118->11910,950,951,540,29.46,12.42,0,,
5118->11910,951,952,180,14.73,18.25,0,,
5118->11910,952,953,300,36.82,13.86,0,,
5118->11910,953,954,480,36.82,11.59,0,,
5118->11910,954,955,240,29.46,17.72,0.01,,
5118->11910,955,956,180,14.73,15.04,0,,
5118->11910,956,957,300,29.46,16,0,,
5118->11910,957,958,180,22.09,13.5,0,,
5118->11910,958,959,420,29.46,13.43,0,,
5118->11910,959,960,180,14.73,18.25,0,,
5119->5727,941,942,210,34.48,32,0,,
5119->5727,942,943,180,34.48,14.36,0,,
