link_key,start_time_in_min,end_time_in_min,link_hourly_volume,density,speed_per_hour,queue_length_percentage,inflow_count,out_flow_count
5440->11127,948,949,150,10.5,24.66,0,,
5440->11127,949,950,270,10.5,21.4,0,,
5440->11127,950,951,180,10.5,30.08,0.01,,
5440->11127,951,952,210,10.5,24.47,0,,
5440->11127,952,953,180,10.5,23.96,0,,
5440->11127,953,954,30,2.1,31.22,0,,
5440->11127,954,955,240,12.6,16.68,0,,
5440->11127,955,956,360,18.9,27.81,0.04,,
5440->11127,956,957,120,6.3,27.5,0,,
5440->11127,957,958,180,8.4,25.54,0,,
5440->11127,958,959,120,6.3,28.89,0,,
5440->11127,959,960,210,12.6,23.4,0,,
5440->11827,933,934,60,5.44,32,0,,
5440->11827,937,938,60,5.44,32,0,,
5440->11827,938,939,120,10.88,32,0,,
5440->11827,940,941,240,10.88,32,0,,
5440->11827,941,942,180,10.88,32,0,,
5440->11827,942,943,120,5.44,32,0,,
5440->11827,943,944,180,5.44,32,0,,
5440->11827,944,945,180,16.32,32,0,,
5440->11827,945,946,180,10.88,32,0,,
5440->11827,947,948,180,10.88,32,0,,
5440->11827,948,949,240,10.88,32,0,,
5440->11827,949,950,180,10.88,32,0,,
5440->11827,950,951,180,10.88,32,0,,
5440->11827,951,952,240,16.32,32,0,,
5440->11827,952,953,60,5.44,32,0,,
5440->11827,953,954,300,21.76,32,0,,
5440->11827,954,955,60,5.44,32,0,,
5440->11827,955,956,60,5.44,32,0,,
5440->11827,956,957,180,10.88,32,0,,
5440->11827,957,958,120,10.88,32,0,,
5440->11827,958,959,240,10.88,32,0,,
5440->11827,959,960,120,5.44,32,0,,
5441->5861,935,936,120,3.55,36,0,,
5441->5861,940,941,240,3.55,36,0,,
5441->5861,945,946,270,14.21,36,0,,
5441->5861,951,952,240,10.66,36,0,,
5441->5861,956,957,330,10.66,27.52,0,,
5441->5861,957,958,180,7.11,36,0.01,,
5441->11126,936,937,60,5.75,36,0,,
5441->11126,940,941,60,5.75,36,0,,
5441->11126,956,957,90,5.75,36,0,,
5524->5863,935,936,120,4.26,36,0,,
5524->5863,936,937,60,2.13,32.18,0,,
5524->5863,937,938,60,2.13,34.7,0,,
5524->5863,938,939,240,8.52,36,0,,
5524->5863,939,940,150,5.32,33.49,0,,
5524->5863,940,941,180,6.39,36,0,,
5524->5863,941,942,300,9.58,34.14,0,,
5524->5863,942,943,240,8.52,36,0,,
5524->5863,943,944,180,6.39,35.34,0,,
5524->5863,944,945,330,9.58,35.47,0,,
5524->5863,945,946,270,8.52,36,0,,
5524->5863,946,947,180,6.39,34.7,0,,
5524->5863,947,948,240,8.52,36,0,,
5524->5863,948,949,240,7.45,36,0,,
5524->5863,949,950,240,8.52,31.38,0,,
5524->5863,950,951,210,7.45,30.01,0,,
5524->5863,951,952,360,10.65,32.91,0,,
5524->5863,952,953,120,4.26,32.11,0,,
5524->5863,953,954,300,10.65,33.63,0,,
5524->5863,954,955,360,10.65,33.97,0.02,,
5524->5863,955,956,300,8.52,34.14,0,,
5524->5863,956,957,240,8.52,34.29,0.01,,
5524->5863,957,958,270,9.58,33.97,0,,
5524->5863,958,959,330,11.71,33.61,0,,
5524->5863,959,960,300,10.65,36,0.01,,
5577->5436,932,933,180,5.35,23.07,0,,
5577->5436,933,934,120,5.35,26.85,0.01,,
5577->5436,934,935,210,5.35,16.23,0,,
5577->5436,935,936,240,5.35,20.09,0.02,,
5577->5436,936,937,300,10.7,16.81,0,,
5577->5436,937,938,150,5.35,12.95,0,,
5577->5436,938,939,210,13.37,13.53,0,,
5577->5436,939,940,270,16.04,15.02,0.03,,
5577->5436,940,941,180,8.02,21.13,0.02,,
5577->5436,941,942,270,13.37,20.63,0,,
5577->5436,942,943,210,13.37,14.22,0,,
5577->5436,943,944,360,18.72,12.68,0.05,,
5577->5436,944,945,270,13.37,14.07,0.02,,
5577->5436,945,946,150,8.02,24.97,0,,
5577->5436,946,947,270,13.37,12.07,0,,
5577->5436,947,948,240,2.67,13.7,0.01,,
5577->5436,948,949,270,16.04,13.12,0.02,,
5577->5436,949,950,300,24.06,25.16,0.04,,
5577->5436,950,951,210,13.37,12.26,0,,
5577->5436,951,952,240,8.02,16.36,0,,
5577->5436,952,953,300,18.72,12.31,0.05,,
5577->5436,953,954,210,10.7,14.54,0,,
5577->5436,954,955,360,29.41,11.67,0.05,,
5577->5436,956,957,360,18.72,12.98,0.03,,
5577->5436,957,958,150,10.7,18.66,0,,
5577->5436,958,959,270,16.04,20.1,0,,
5577->5436,959,960,210,13.37,22.94,0.03,,
5578->5436,933,934,40,1.52,19.25,0,,
5578->5436,934,935,40,1.52,19.05,0,,
5578->5436,935,936,40,1.52,16.99,0,,
5578->5436,936,937,60,2.29,39,0,,
5578->5436,937,938,60,0.76,39,0,,
5578->5436,938,939,40,0.76,24.29,0,,
5578->5436,939,940,120,1.52,31.11,0,,
5578->5436,940,941,60,2.29,24.06,0,,
5578->5436,941,942,100,3.81,39,0,,
5578->5436,942,943,120,4.57,26.25,0,,
5578->5436,944,945,60,1.52,23.69,0,,
5578->5436,945,946,60,2.29,18.66,0,,
5578->5436,946,947,40,1.52,34.78,0,,
5578->5436,947,948,60,2.29,21.48,0,,
5578->5436,948,949,60,0.76,20.22,0,,
5578->5436,949,950,120,3.05,24.81,0,,
5578->5436,950,951,40,1.52,39,0,,
5578->5436,952,953,140,4.57,33.75,0,,
5578->5436,954,955,160,6.1,25.4,0,,
5578->5436,955,956,60,2.29,16.99,0,,
5578->5436,956,957,40,1.52,18.22,0,,
5578->5436,957,958,120,1.52,26.08,0,,
5578->5436,958,959,80,3.05,21.87,0,,
5578->5436,959,960,80,0.76,28.98,0,,
5587->5174,935,936,120,6.75,27.89,0,,
5587->5174,936,937,180,6.75,25.34,0,,
5587->5174,937,938,150,6.75,31.1,0,,
5587->5174,938,939,210,11.82,21.27,0,,
5587->5174,939,940,150,6.75,31.51,0.02,,
5587->5174,940,941,270,10.13,23.7,0,,
5587->5174,941,942,180,10.13,31.47,0.02,,
5587->5174,942,943,300,11.82,26.18,0,,
5587->5174,943,944,210,10.13,22.89,0,,
5587->5174,944,945,270,13.51,21.75,0.01,,
5587->5174,945,946,240,11.82,26.43,0.02,,
5587->5174,946,947,180,8.44,27.89,0,,
5587->5174,947,948,270,10.13,21.06,0,,
5587->5174,948,949,270,13.51,27.78,0.04,,
5587->5174,949,950,180,6.75,26.95,0,,
5587->5174,950,951,150,6.75,31.6,0,,
5587->5174,951,952,210,11.82,19.02,0,,
5587->5174,952,953,390,20.26,21.88,0.05,,
5587->5174,953,954,150,6.75,33.62,0.02,,
5587->5174,954,955,330,10.13,23.7,0,,
5587->5174,955,956,270,13.51,23.07,0.01,,
5587->5174,956,957,240,10.13,28.66,0.01,,
5587->5174,957,958,270,10.13,25.71,0,,
5587->5174,958,959,210,10.13,24.44,0,,
5587->5174,959,960,240,11.82,24.04,0,,
5587->10857,934,935,60,6.85,26,0,,
5587->11259,932,933,90,2.44,36,0,,
5587->11259,933,934,30,1.22,36,0,,
5587->11259,937,938,30,1.22,36,0,,
5587->11259,940,941,90,3.65,36,0,,
5587->11259,941,942,30,1.22,36,0,,
5587->11259,945,946,30,1.22,36,0,,
5587->11259,948,949,60,2.44,36,0,,
5587->11259,952,953,60,2.44,36,0,,
5587->11259,956,957,30,1.22,36,0,,
5587->11259,958,959,30,1.22,36,0,,
5587->11259,959,960,30,1.22,36,0,,
5588->1357,940,941,0,0.29,21,0,,
5588->1357,941,942,8.57,0.29,21,0,,
5588->1357,946,947,0,0.58,21,0,,
5588->1357,947,948,17.14,0.58,21,0,,
5588->1357,948,949,8.57,0.29,21,0,,
5588->1357,950,951,17.14,0.86,21,0,,
5588->1357,951,952,8.57,0.29,21,0,,
5588->1357,955,956,8.57,0.29,21,0,,
5588->5215,935,936,60,6.97,29,0,,
5588->5215,940,941,60,6.97,29,0,,
5588->5215,948,949,60,6.97,29,0,,
5588->5215,953,954,60,6.97,29,0,,
5588->11184,934,935,120,5.8,24,0,,
5588->11184,937,938,60,5.8,24,0,,
5588->11184,938,939,240,5.8,21.68,0,,
5588->11184,939,940,300,23.19,24,0,,
5588->11184,940,941,180,5.8,21.98,0,,
5588->11184,941,942,180,11.59,24,0.01,,
5588->11184,942,943,300,17.39,22.64,0,,
5588->11184,943,944,240,11.59,24,0.01,,
5588->11184,944,945,180,5.8,21.94,0,,
5588->11184,945,946,240,11.59,24,0,,
5588->11184,946,947,300,5.8,24,0,,
5588->11184,948,949,300,5.8,24,0,,
5588->11184,949,950,360,17.39,22.58,0,,
5588->11184,950,951,420,11.59,20.29,0,,
5588->11184,951,952,600,28.99,17.83,0,,
5588->11184,952,953,420,34.78,20.23,0.01,,
5588->11184,953,954,420,11.59,24,0,,
5588->11184,954,955,300,11.59,22.55,0,,
5588->11184,955,956,360,17.39,22.55,0,,
5588->11184,956,957,480,17.39,18.9,0,,
5588->11184,957,958,540,28.99,24,0.01,,
5588->11184,958,959,480,23.19,22.64,0,,
5588->11184,959,960,420,23.19,24,0,,
5589->1322,944,945,8.57,0.64,21,0,,
5589->1322,948,949,8.57,0.64,21,0,,
5589->1322,950,951,8.57,0.64,21,0,,
5589->1322,951,952,8.57,0.64,21,0,,
5589->1322,952,953,8.57,0.64,21,0,,
5589->1322,953,954,8.57,0.64,21,0,,
5589->1322,955,956,8.57,0.64,21,0,,
5589->1322,957,958,8.57,0.64,21,0,,
5589->1353,941,942,8.57,0.56,21,0,,
5589->1353,947,948,8.57,0.56,21,0,,
5589->1353,951,952,8.57,0.56,21,0,,
5589->1353,952,953,17.14,1.11,21,0,,
5589->1353,956,957,8.57,0.56,21,0,,
5589->1353,958,959,8.57,0.56,21,0,,
5589->5112,938,939,150,2.04,31.64,0,,
5589->5112,942,943,150,2.04,24.47,0,,
5589->5112,943,944,240,10.19,31.54,0,,
5589->5112,944,945,90,2.04,26.62,0,,
5589->5112,946,947,120,6.11,28.64,0,,
5589->5112,949,950,240,10.19,27.5,0,,
5589->5112,951,952,210,4.07,32.88,0,,
5589->5112,955,956,150,2.04,31.18,0,,
5589->5112,956,957,150,2.04,33.77,0,,
5589->5112,957,958,210,4.07,25.19,0,,
5589->5112,958,959,150,6.11,33.03,0,,
5589->5114,933,934,150,1.95,26.64,0,,
5589->5114,935,936,360,9.77,25.87,0.02,,
5589->5114,936,937,300,13.67,27.5,0.01,,
5589->5114,937,938,240,5.86,24.12,0.01,,
5589->5114,938,939,300,11.72,23.43,0,,
5589->5114,939,940,360,17.58,19.71,0.02,,
5589->5114,940,941,390,21.48,21.04,0.05,,
5589->5114,941,942,360,15.62,18.12,0.03,,
5589->5114,942,943,420,27.34,19.06,0.07,,
5589->5114,943,944,450,21.48,19.99,0.06,,
5589->5114,944,945,300,15.62,21.72,0,,
5589->5114,945,946,360,19.53,23.82,0.02,,
5589->5114,946,947,270,9.77,23.97,0.02,,
5589->5114,947,948,270,9.77,20.64,0,,
5589->5114,948,949,300,17.58,17.22,0.01,,
5589->5114,949,950,480,33.2,15.63,0.07,,
5589->5114,950,951,420,29.3,19.64,0.09,,
5589->5114,951,952,420,21.48,18.11,0.07,,
5589->5114,952,953,390,27.34,14.33,0.06,,
5589->5114,953,954,420,33.2,17.61,0.1,,
5589->5114,954,955,450,25.39,20.55,0.07,,
5589->5114,955,956,420,19.53,23.88,0.04,,
5589->5114,956,957,360,11.72,25.7,0.03,,
5589->5114,957,958,270,9.77,23.06,0,,
5589->5114,958,959,270,13.67,21.2,0.01,,
5589->5114,959,960,360,19.53,18.2,0.03,,
5592->1323,942,943,8.57,0.53,21,0,,
5592->1323,943,944,8.57,0.53,21,0,,
5592->1323,944,945,8.57,0.53,21,0,,
5592->1323,955,956,8.57,0.53,21,0,,
5592->5114,932,933,30,1.35,17.71,0,,
5592->5114,933,934,30,1.35,18.46,0,,
5592->5114,934,935,30,1.35,19.26,0,,
5592->5114,935,936,120,2.71,23.09,0,,
5592->5114,936,937,150,4.06,23.8,0,,
5592->5114,937,938,180,5.42,26.1,0,,
5592->5114,938,939,90,2.71,24.46,0,,
5592->5114,939,940,60,1.35,22.83,0,,
5592->5114,940,941,120,2.71,21.55,0,,
5592->5114,941,942,240,6.77,21.53,0,,
5592->5114,942,943,180,5.42,23.22,0,,
5592->5114,943,944,180,4.06,20.44,0.01,,
5592->5114,944,945,240,8.13,23.72,0,,
5592->5114,945,946,150,5.42,29.69,0.01,,
5592->5114,946,947,60,1.35,19.59,0,,
5592->5114,947,948,210,8.13,26.91,0,,
5592->5114,948,949,150,4.06,23.29,0.01,,
5592->5114,949,950,210,5.42,23.67,0,,
5592->5114,950,951,180,4.06,22.71,0,,
5592->5114,951,952,210,5.42,27.04,0,,
5592->5114,952,953,150,2.71,23.16,0,,
5592->5114,953,954,180,5.42,21.53,0,,
5592->5114,954,955,210,6.77,23.3,0,,
5592->5114,955,956,150,4.06,24.66,0,,
5592->5114,956,957,150,2.71,25.78,0,,
5592->5114,957,958,120,2.71,20.53,0,,
5592->5114,958,959,240,9.48,19.77,0,,
5592->5114,959,960,180,5.42,20.54,0,,
5727->5118,933,934,90,4.47,23.49,0,,
5727->5118,935,936,120,4.47,15.25,0,,
5727->5118,939,940,210,4.47,15.64,0,,
5727->5118,942,943,180,4.47,9.1,0.01,,
5727->5118,943,944,30,4.47,6.66,0,,
5727->5118,944,945,150,4.47,10.54,0,,
5727->5118,947,948,120,4.47,12.93,0,,
5727->5118,949,950,150,8.94,12.67,0,,
5727->5118,950,951,90,4.47,8.47,0,,
5727->5118,951,952,120,4.47,8.91,0,,
5727->5118,952,953,180,8.94,10.11,0,,
5727->5118,955,956,150,8.94,15.24,0,,
5727->5118,956,957,150,13.4,10.65,0,,
5727->5118,957,958,90,4.47,17.18,0,,
5727->5118,958,959,150,13.4,8.15,0,,
5727->5118,959,960,90,8.94,8.39,0,,
5727->5119,942,943,240,8.62,32,0.01,,
5727->5119,943,944,210,8.62,32,0,,
5727->5119,948,949,300,25.86,32,0,,
5727->5119,952,953,210,8.62,32,0,,
5727->5119,953,954,390,34.48,32,0.02,,
5727->5119,954,955,300,34.48,32,0.02,,
5727->5119,956,957,300,25.86,32,0,,
5727->5119,957,958,270,8.62,32,0,,
5727->5119,958,959,240,17.24,32,0,,
5728->1361,936,937,8.57,0.84,16,0,,
5728->1361,937,938,17.14,0.84,16,0,,
5728->1361,939,940,17.14,1.68,16,0,,
5728->1361,942,943,8.57,0.84,16,0,,
5728->1361,943,944,8.57,0.84,16,0,,
5728->1361,945,946,25.71,1.68,16,0,,
5728->1361,946,947,8.57,0.84,16,0,,
5728->1361,949,950,25.71,1.68,16,0,,
5728->1361,950,951,17.14,1.68,16,0,,
5728->1361,952,953,17.14,1.68,16,0,,
5728->1361,953,954,8.57,0.84,16,0,,
5728->1361,954,955,8.57,0.84,16,0,,
5728->1361,955,956,17.14,1.68,16,0,,
5728->1361,959,960,25.71,1.68,16,0,,
5729->5175,938,939,60,5.4,24,0,,
5729->5728,938,939,120,7.5,24,0,,
5729->5728,944,945,120,3.75,24,0,,
5729->5728,948,949,60,3.75,24,0,,
5729->5728,949,950,60,3.75,24,0,,
5729->5728,952,953,60,3.75,24,0,,
5729->5728,956,957,60,3.75,24,0,,
5729->5929,943,944,60,5.11,25,0,,
5729->5929,946,947,30,2.56,25,0,,
5729->5929,952,953,30,2.56,25,0,,
5729->5929,953,954,30,2.56,25,0,,
5729->5929,959,960,60,5.11,25,0,,
5730->8172,934,935,60,5.61,24,0,,
5730->8172,935,936,60,5.61,24,0,,
5730->8172,937,938,60,5.61,24,0,,
5730->8172,939,940,60,5.61,24,0,,
5730->8172,941,942,60,5.61,24,0,,
5730->8172,942,943,60,5.61,24,0,,
5730->8172,943,944,180,5.61,24,0,,
5730->8172,944,945,60,5.61,24,0,,
5730->8172,950,951,60,5.61,24,0,,
5730->8172,951,952,120,5.61,24,0,,
5730->8172,952,953,60,5.61,24,0,,
5730->8172,954,955,60,5.61,24,0,,
5730->8172,955,956,60,5.61,24,0,,
5730->8172,956,957,120,5.61,24,0,,
5730->8172,957,958,180,5.61,24,0,,
5730->11763,940,941,180,17.81,24,0,,
5730->11763,941,942,240,17.81,24,0,,
5730->11763,942,943,240,8.9,24,0,,
5730->11763,943,944,420,17.81,24,0,,
5730->11763,944,945,120,8.9,24,0,,
5730->11763,946,947,240,8.9,24,0,,
5730->11763,949,950,300,26.71,21.34,0,,
5730->11763,950,951,240,8.9,24,0,,
5730->11763,951,952,300,17.81,19.36,0,,
5730->11763,952,953,300,17.81,24,0,,
5730->11763,953,954,180,8.9,24,0,,
5730->11763,954,955,300,8.9,24,0,,
5730->11763,955,956,360,17.81,24,0,,
5730->11763,956,957,360,8.9,24,0,,
5730->11763,957,958,360,17.81,24,0,,
5730->11763,958,959,180,17.81,24,0,,
5736->8116,942,943,60,3.08,26,0,,
5736->8116,945,946,60,3.08,26,0,,
5736->8116,946,947,60,3.08,26,0,,
5736->8116,950,951,0,3.08,26,0,,
5736->8116,951,952,60,3.08,26,0.01,,
5736->8116,958,959,60,3.08,26,0,,
5736->11146,934,935,60,1.36,43,0,,
5736->11146,935,936,80,1.36,43,0,,
5736->11146,936,937,120,4.07,38.93,0,,
5736->11146,937,938,200,6.79,36.47,0,,
5736->11146,938,939,220,5.43,43,0,,
5736->11146,939,940,180,4.07,40.72,0,,
5736->11146,940,941,200,4.07,43,0,,
5736->11146,941,942,240,5.43,37.67,0,,
5736->11146,942,943,240,6.79,27.3,0,,
5736->11146,943,944,180,4.07,41.11,0.03,,
5736->11146,944,945,300,8.15,34.8,0,,
5736->11146,945,946,160,5.43,40.91,0,,
5736->11146,946,947,260,8.15,28.39,0.01,,
5736->11146,947,948,260,12.22,20.89,0.04,,
5736->11146,948,949,260,9.51,31.59,0.04,,
5736->11146,949,950,280,8.15,38,0.01,,
5736->11146,950,951,260,6.79,30.5,0,,
5736->11146,951,952,280,9.51,35.02,0.03,,
5736->11146,952,953,240,8.15,34.38,0,,
5736->11146,953,954,260,8.15,37.8,0,,
5736->11146,954,955,300,8.15,31.87,0,,
5736->11146,955,956,220,8.15,35.84,0.01,,
5736->11146,956,957,180,2.72,36.62,0,,
5736->11146,957,958,260,6.79,24.96,0,,
5736->11146,958,959,260,9.51,23.4,0.04,,
5736->11146,959,960,260,6.79,33.68,0.03,,
5736->11148,933,934,60,2.92,43,0,,
5736->11148,934,935,20,1.46,43,0,,
5736->11148,935,936,120,4.39,38.22,0,,
5736->11148,936,937,120,5.85,43,0,,
5736->11148,937,938,140,4.39,39.76,0,,
5736->11148,938,939,180,4.39,38.95,0,,
5736->11148,939,940,240,8.77,37.41,0.01,,
5736->11148,940,941,220,5.85,31.96,0,,
5736->11148,941,942,260,7.31,34.88,0.01,,
5736->11148,942,943,240,7.31,28.09,0.01,,
5736->11148,943,944,220,7.31,27.39,0.01,,
5736->11148,944,945,260,11.7,19.12,0.01,,
5736->11148,945,946,280,13.16,22.49,0.06,,
5736->11148,946,947,300,10.23,24.31,0.04,,
5736->11148,947,948,300,13.16,25.51,0.04,,
5736->11148,948,949,260,8.77,33.48,0,,
5736->11148,949,950,220,10.23,43,0.03,,
5736->11148,950,951,140,4.39,32.22,0,,
5736->11148,951,952,260,7.31,31.18,0,,
5736->11148,952,953,180,8.77,32.68,0.01,,
5736->11148,953,954,220,4.39,35.27,0,,
5736->11148,954,955,260,8.77,28.32,0,,
5736->11148,955,956,260,10.23,23.86,0.01,,
5736->11148,956,957,340,13.16,28.71,0.04,,
5736->11148,957,958,200,4.39,38.95,0,,
5736->11148,958,959,280,8.77,31.35,0,,
5736->11148,959,960,240,8.77,35.35,0.03,,
5820->1320,937,938,17.14,0.83,21,0,,
5820->1320,939,940,8.57,0.41,21,0,,
5820->1320,940,941,8.57,0.41,21,0,,
5820->1320,941,942,8.57,0.41,21,0,,
5820->1320,943,944,8.57,0.41,21,0,,
5820->1320,944,945,25.71,1.24,21,0,,
5820->1320,946,947,8.57,0.41,21,0,,
5820->1320,947,948,17.14,0.83,21,0,,
5820->1320,949,950,17.14,0.83,21,0,,
5820->1320,953,954,8.57,0.41,21,0,,
5820->1320,954,955,8.57,0.41,21,0,,
5820->1320,955,956,17.14,0.83,21,0,,
5820->1320,957,958,17.14,0.83,21,0,,
5820->1320,958,959,8.57,0.41,21,0,,
5820->5103,935,936,120,5.22,32,0,,
5820->5103,936,937,300,10.44,30.72,0,,
5820->5103,937,938,240,6.96,32,0,,
5820->5103,938,939,300,10.44,32,0,,
5820->5103,939,940,480,15.66,30.99,0,,
5820->5103,940,941,420,13.92,32,0,,
5820->5103,941,942,540,17.4,32,0,,
5820->5103,942,943,300,10.44,32,0,,
5820->5103,943,944,600,19.14,32,0,,
5820->5103,944,945,300,10.44,30.77,0,,
5820->5103,945,946,360,10.44,31.59,0,,
5820->5103,946,947,420,13.92,32,0,,
5820->5103,947,948,180,6.96,31.05,0,,
5820->5103,948,949,360,13.92,32,0,,
5820->5103,949,950,420,13.92,31.21,0,,
5820->5103,950,951,360,13.92,30.51,0,,
5820->5103,951,952,240,8.7,32,0,,
5820->5103,952,953,300,10.44,32,0,,
5820->5103,953,954,420,13.92,31.09,0,,
5820->5103,954,955,300,10.44,32,0,,
5820->5103,955,956,480,13.92,32,0,,
5820->5103,956,957,300,10.44,32,0,,
5820->5103,957,958,420,13.92,32,0,,
5820->5103,958,959,540,17.4,32,0,,
5820->5103,959,960,540,17.4,32,0,,
5820->11147,936,937,60,3.32,32,0,,
5820->11147,938,939,300,6.63,32,0,,
5820->11147,939,940,300,3.32,32,0,,
5820->11147,940,941,360,6.63,29.6,0,,
5820->11147,941,942,300,13.27,32,0.01,,
5820->11147,942,943,300,3.32,32,0,,
5820->11147,943,944,360,13.27,32,0,,
5820->11147,944,945,360,6.63,30,0,,
5820->11147,945,946,600,19.9,32,0,,
5820->11147,946,947,300,9.95,30.23,0,,
5820->11147,947,948,600,23.22,24.49,0,,
5820->11147,948,949,420,13.27,32,0.01,,
5820->11147,949,950,480,13.27,32,0,,
5820->11147,950,951,540,16.58,29.08,0,,
5820->11147,951,952,600,19.9,32,0.01,,
5820->11147,952,953,540,19.9,28.99,0,,
5820->11147,953,954,540,16.58,32,0.01,,
5820->11147,955,956,540,23.22,26.59,0,,
5820->11147,956,957,600,23.22,32,0.01,,
5820->11147,957,958,540,16.58,31.21,0,,
5820->11147,958,959,600,23.22,22.27,0,,
5820->11147,959,960,600,26.53,21.85,0.01,,
5861->5441,952,953,30,3.55,36,0,,
5861->10872,940,941,210,4.15,33.51,0,,
5861->10872,941,942,210,8.3,27.38,0,,
5861->10872,942,943,180,4.15,36,0.01,,
5861->10872,943,944,180,8.3,36,0,,
5861->10872,945,946,330,8.3,32.53,0,,
5861->10872,947,948,150,8.3,36,0,,
5861->10872,949,950,210,8.3,36,0,,
5861->10872,951,952,330,12.45,27.21,0,,
5861->10872,953,954,240,12.45,36,0,,
5861->10872,954,955,60,4.15,36,0,,
5861->10872,956,957,300,8.3,29.07,0,,
5861->10872,957,958,270,12.45,31.72,0,,
5861->10872,959,960,150,4.15,36,0,,
5863->5009,939,940,180,2.63,18.7,0,,
5863->5009,942,943,240,10.5,20.52,0,,
5863->5009,943,944,300,10.5,18.17,0.02,,
5863->5009,945,946,210,13.13,15.56,0,,
5863->5009,946,947,360,18.38,20.33,0.04,,
5863->5009,947,948,210,2.63,18.69,0,,
5863->5009,948,949,210,5.25,16.02,0,,
5863->5009,949,950,240,7.88,17.9,0,,
5863->5009,950,951,270,7.88,19.81,0.01,,
5863->5009,951,952,210,2.63,15.82,0,,
5863->5009,952,953,240,15.76,12.96,0,,
5863->5009,953,954,240,5.25,16.14,0.02,,
5863->5009,954,955,210,10.5,14.1,0,,
5863->5009,955,956,390,23.63,15.5,0.05,,
5863->5009,956,957,270,15.76,15.45,0.02,,
5863->5009,957,958,360,13.13,18.67,0.05,,
5863->5009,958,959,240,5.25,15.89,0,,
5863->5009,959,960,270,13.13,16.37,0.01,,
5863->5524,934,935,30,1.06,36,0,,
5863->5524,935,936,60,2.13,36,0,,
5863->5524,936,937,30,1.06,36,0,,
5863->5524,937,938,30,1.06,31.93,0,,
5863->5524,938,939,60,2.13,36,0,,
5863->5524,939,940,30,1.06,36,0,,
5863->5524,941,942,60,2.13,36,0,,
5863->5524,942,943,30,1.06,36,0,,
5863->5524,943,944,60,2.13,36,0,,
5863->5524,945,946,30,1.06,36,0,,
5863->5524,946,947,60,2.13,36,0,,
5863->5524,948,949,30,1.06,36,0,,
5863->5524,949,950,30,1.06,36,0,,
5863->5524,950,951,30,1.06,36,0,,
5863->5524,951,952,90,3.19,36,0,,
5863->5524,952,953,60,2.13,36,0,,
5863->5524,953,954,30,1.06,36,0,,
5863->5524,954,955,30,1.06,36,0,,
5863->5524,955,956,60,2.13,36,0,,
5863->5524,956,957,30,1.06,36,0,,
5863->5524,957,958,60,2.13,36,0,,
5863->5524,958,959,90,3.19,36,0,,
5863->5524,959,960,30,1.06,36,0,,
5868->5174,931,932,90,2.57,32.58,0,,
5868->5174,932,933,30,2.57,36,0,,
5868->5174,933,934,30,2.57,36,0,,
5868->5174,936,937,30,2.57,36,0,,
5868->5174,939,940,90,7.72,26.42,0,,
5868->5174,940,941,30,2.57,36,0,,
5868->5174,944,945,30,2.57,36,0,,
5868->5174,947,948,60,5.15,28.3,0,,
5868->5174,951,952,60,5.15,28.3,0,,
5868->5174,955,956,30,2.57,36,0,,
5868->5174,957,958,30,2.57,36,0,,
5868->5174,958,959,30,2.57,36,0,,
5868->5216,932,933,30,1.28,27,0,,
5868->5216,933,934,30,1.28,27,0,,
5868->5216,935,936,30,1.28,24.09,0,,
5868->5216,936,937,90,6.41,21.99,0,,
5868->5216,937,938,180,7.69,24.99,0.03,,
5868->5216,938,939,90,8.97,19.88,0.01,,
5868->5216,939,940,210,8.97,24.09,0.05,,
5868->5216,940,941,120,8.97,19.77,0.01,,
5868->5216,941,942,330,16.66,22.9,0.08,,
5868->5216,942,943,180,8.97,20.16,0.03,,
5868->5216,943,944,270,11.54,23.67,0.05,,
5868->5216,944,945,120,6.41,21.9,0.01,,
5868->5216,945,946,180,10.25,21.46,0.04,,
5868->5216,946,947,210,11.54,20.82,0.04,,
5868->5216,947,948,240,12.82,21.02,0.04,,
5868->5216,948,949,180,12.82,21.81,0.03,,
5868->5216,949,950,210,8.97,22.54,0.04,,
5868->5216,950,951,180,8.97,25.07,0.03,,
5868->5216,951,952,120,6.41,23.9,0.01,,
5868->5216,952,953,150,3.85,27,0.02,,
5868->5216,953,954,60,5.13,21.39,0,,
5868->5216,954,955,180,10.25,21.16,0.04,,
5868->5216,955,956,180,7.69,24.09,0.04,,
5868->5216,956,957,90,3.85,23.21,0.01,,
5868->5216,957,958,210,7.69,25.02,0.03,,
5868->5216,958,959,120,8.97,21.16,0.01,,
5868->5216,959,960,150,10.25,20.14,0.03,,
5868->6253,938,939,180,11.8,26,0,,
5868->6253,939,940,120,5.9,26,0.01,,
5868->6253,940,941,120,8.85,26,0,,
5868->6253,941,942,180,5.9,26,0.01,,
5868->6253,942,943,120,11.8,26,0,,
5868->6253,943,944,240,14.75,26,0.01,,
5868->6253,944,945,240,26.55,26,0.01,,
5868->6253,945,946,480,23.6,26,0.03,,
5868->6253,946,947,240,8.85,26,0.01,,
5868->6253,947,948,60,2.95,26,0,,
5868->6253,948,949,180,5.9,26,0,,
5868->6253,949,950,120,11.8,26,0,,
5868->6253,950,951,540,35.4,26,0.04,,
5868->6253,951,952,360,32.45,26,0.02,,
5868->6253,952,953,360,20.65,26,0.03,,
5868->6253,953,954,180,14.75,26,0.01,,
5868->6253,954,955,360,23.6,26,0.03,,
5868->6253,955,956,300,20.65,26,0.01,,
