speed_sensor_id,day_no,Min_0,Min_15,Min_30,Min_45,Min_60,Min_75,Min_90,Min_105,Min_120,Min_135,Min_150,Min_165,Min_180,Min_195,Min_210,Min_225,Min_240,Min_255,Min_270,Min_285,Min_300,Min_315,Min_330,Min_345,Min_360,Min_375,Min_390,Min_405,Min_420,Min_435,Min_450,Min_465,Min_480,Min_495,Min_510,Min_525,Min_540,Min_555,Min_570,Min_585,Min_600,Min_615,Min_630,Min_645,Min_660,Min_675,Min_690,Min_705,Min_720,Min_735,Min_750,Min_765,Min_780,Min_795,Min_810,Min_825,Min_840,Min_855,Min_870,Min_885,Min_900,Min_915,Min_930,Min_945,Min_960,Min_975,Min_990,Min_1005,Min_1020,Min_1035,Min_1050,Min_1065,Min_1080,Min_1095,Min_1110,Min_1125,Min_1140,Min_1155,Min_1170,Min_1185,Min_1200,Min_1215,Min_1230,Min_1245,Min_1260,Min_1275,Min_1290,Min_1305,Min_1320,Min_1335,Min_1350,Min_1365,Min_1380,Min_1395,Min_1410,Min_1425
114+04693,2,60,60,59.66666667,59.66666667,59.33333333,59,59,59,59,59.33333333,59.33333333,59,59.33333333,59.66666667,60,60,60,60,59.66666667,59.33333333,59.66666667,60,60,60,60,60.66666667,60.66666667,61,61,60,60,60.33333333,60.33333333,60.33333333,60,60,60,60,60,60,60,60,60,60,60,59.66666667,59.66666667,59.66666667,59.66666667,60,60,60,60,60,60,60,60,60.33333333,60.33333333,60.66666667,60.66666667,60.33333333,60.66666667,59.66666667,57.33333333,57,56.33333333,56.66666667,58.66666667,57.66666667,58.66666667,59,59.33333333,59.33333333,59.66666667,60,60,60,60,59.66666667,60,59.66666667,60,60,60,60,60,60,60,60,60,60,60,60,60,60
114+04694,2,56.33333333,56.33333333,57,56.66666667,56.33333333,56,55.33333333,55.33333333,55.33333333,55.33333333,55.66666667,56,56.33333333,56.33333333,56.33333333,56.33333333,56.66666667,56.66666667,56.33333333,56.66666667,56.66666667,57.33333333,57.66666667,57.33333333,57.66666667,58.33333333,58.33333333,58.33333333,58.33333333,58,58,58,58.33333333,58.33333333,58.66666667,58.33333333,58.66666667,58.33333333,58.33333333,58.33333333,58.33333333,58.33333333,58.33333333,58,58,58.33333333,58.33333333,58.33333333,58.66666667,58.66666667,58,58,57.66666667,57.33333333,57.33333333,57,58,57.66666667,58.33333333,58,58,57.66666667,58.33333333,58.66666667,58.33333333,58.66666667,58.66666667,58.33333333,58.33333333,58,56.66666667,57,57,56.66666667,56.66666667,56.66666667,57.33333333,57.33333333,57,56.66666667,56.66666667,56.66666667,56.66666667,56.66666667,56.33333333,56,56,56.33333333,56.66666667,56.66666667,56.66666667,56.66666667,56.66666667,56.33333333,56.33333333,57
114+04695,2,61,61.33333333,61.66666667,61.33333333,61.33333333,61,61,61,61,61,61,61,61,61,61,61,61,61,61.33333333,61.33333333,61,61.66666667,62,61.66666667,61.66666667,62,62.33333333,62.66666667,62.33333333,62.33333333,62,62,62.33333333,62,62,61.66666667,62,62,62,62,62.33333333,62.33333333,62,62,61.66666667,61.33333333,61.33333333,61.66666667,61.66666667,61.66666667,62,62,61.66666667,62,62,62,62,62,61.66666667,61.66666667,62,62,62.33333333,62.66666667,62.33333333,62.33333333,62.66666667,62.66666667,62.33333333,62.33333333,61.33333333,61.33333333,61.66666667,61.66666667,61.66666667,61.66666667,62,61.66666667,61.66666667,62,62,62,62,62,62,62,62,62,62,62,62,62,62,61.66666667,61.33333333,61.33333333
114+04696,2,58,57.66666667,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58.33333333,58,57.66666667,58,58,58,58.33333333,58.33333333,58.33333333,59,59,59,59,59,58.66666667,59,59,58.66666667,59,58.33333333,58.33333333,58.66666667,58.33333333,58.33333333,58.33333333,58,58,58,58,58,58.33333333,58.33333333,58,58,58,58,58,58,58,58,58,58,58,58.33333333,58,58,58,58,58,58,58,58,58.33333333,58.33333333,58.33333333,58.33333333,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58.66666667,58.66666667,58.66666667,58.66666667,58,58,58,58,58
114+04697,2,57.66666667,57.66666667,58,58,58,58,58.33333333,58.33333333,58,58,58,58,58,58,58,58,58,58,58,57.66666667,57.66666667,57.66666667,58.33333333,58,58.33333333,58,58.66666667,59,59,59,58.66666667,58.66666667,58.66666667,59,59,59,58.66666667,58.33333333,58.66666667,58.66666667,58.66666667,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58.33333333,58.33333333,58.33333333,58.33333333,58.33333333,58.33333333,58.33333333,58,58.33333333,58,58.33333333,58,58,58,58,58,58.33333333,58.33333333,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58.66666667,58.33333333,58.66666667,58.33333333,58,58,58,58,58
114+04698,2,57.66666667,58,58,58,58,58,58,57.66666667,58,58,58,58,58,58,57.66666667,58,58,58,58,58,57.66666667,57.66666667,58,58,58.33333333,58,58,58.66666667,58.66666667,59,58.66666667,58.66666667,58.66666667,59,58.66666667,59,59,58.66666667,59,58.33333333,58.66666667,58.66666667,58.33333333,58,58,58,58,58.33333333,58.33333333,58,58,58,58,58,58.33333333,58.33333333,58.33333333,58,58,58,58,58,58,58,58,58,58,58,58,58,58.33333333,58.33333333,58,58,58,58,58,58,58,58,58,57.66666667,57.66666667,58,58.33333333,58,58,58.66666667,58.66666667,58.66666667,58.66666667,58,58,58,58,58
114+04699,2,57.66666667,57.66666667,57.66666667,57.66666667,57.33333333,58.33333333,58.33333333,58.33333333,58,58,57.66666667,58,58.33333333,58,58.33333333,58.66666667,58,57.66666667,58,57.33333333,57.33333333,57.66666667,57.66666667,58,58,58,58,58.33333333,58.33333333,58.66666667,58.66666667,58.33333333,58.33333333,58.33333333,58.33333333,58.66666667,58.33333333,58.33333333,58.33333333,58.33333333,58,58,58,58,58,58,58,58,58,58,58.33333333,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57.66666667,57.66666667,57.66666667,57.66666667,58,58,57.66666667,58,58,58,58,58.33333333,58,57.66666667,58,57.66666667,57.66666667
114+04700,2,57.66666667,57.66666667,57.33333333,57.66666667,57.66666667,57.33333333,57.33333333,57.66666667,57.66666667,57.33333333,57.66666667,57.66666667,57.66666667,57.66666667,58,58,57.66666667,57.66666667,57.66666667,57.66666667,57.66666667,57.66666667,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57.66666667,55.33333333,55,57.66666667,58,58,58,58,58,58,58,58,58,57.66666667,57.33333333,57.33333333,57.33333333,57.33333333,58,58,58,58,58,58,58,58,57.66666667,57.66666667,58,58
114+04701,2,57.33333333,57.33333333,57.33333333,57.66666667,57.66666667,57,57.66666667,57.66666667,57.66666667,57.66666667,57.66666667,57.66666667,57.66666667,57.66666667,57.33333333,58.33333333,58.33333333,58.33333333,58,58,57.66666667,57.66666667,58,58,58,58,58,58,58.66666667,59,59,59,58.33333333,58.66666667,58.33333333,58.66666667,58.33333333,58,58,58,58,58.66666667,58,58,58,58,58,58,58,58,58,58,57.66666667,57.33333333,57.33333333,57,56,57,57,55,54.66666667,54.33333333,54,54.66666667,55,55,55.33333333,56.66666667,57,57.33333333,57.66666667,57.66666667,58,58,58,58,58,58,58,58,57.33333333,57,57.33333333,57.33333333,57.66666667,58,58,58,58.66666667,58.66666667,58.66666667,58,57.66666667,57.66666667,57.66666667,57.66666667
114+04702,2,57,56.66666667,56.33333333,56.33333333,56.66666667,56.33333333,56.66666667,56.33333333,56,56,56.66666667,56.66666667,56.33333333,56.66666667,56.33333333,56.66666667,56.66666667,56.66666667,56.66666667,56.66666667,56.66666667,56.66666667,56.33333333,57,56.66666667,57,57,57,57,57,57,57,57,57,57,56.66666667,57,56.66666667,56.33333333,56.33333333,56.33333333,56,56,55.66666667,55.33333333,55.33333333,54,53.66666667,54.33333333,55.33333333,55.66666667,55.66666667,56,55.66666667,55.66666667,56,56,55.33333333,54.66666667,54.66666667,54.66666667,54.33333333,55,55.66666667,55.33333333,56.33333333,56,56,56.66666667,56.66666667,56.33333333,56.66666667,56.33333333,56.66666667,57,56.66666667,56.66666667,57,57,56.66666667,57,56.66666667,56.66666667,56.66666667,56.66666667,56.66666667,56.66666667,57,57,57,57,57,56.66666667,57,57,57
114+04703,2,52,52,52,51.33333333,51.33333333,51.66666667,51.66666667,51.33333333,50.33333333,51,51.33333333,51.33333333,51.66666667,51.33333333,51,51.66666667,51.66666667,51.66666667,51.33333333,51.66666667,51.66666667,51.33333333,51,51,51.66666667,51.33333333,52,52.66666667,53,54,54,54.66666667,54.66666667,54,53.66666667,54,53.66666667,54,54,53.33333333,53.33333333,53.33333333,53,53,53,52.66666667,52,52.66666667,52.66666667,53,53,53,52.66666667,52.33333333,52.33333333,52.33333333,53,53,53,53,53.66666667,53.33333333,53.33333333,53.66666667,53,52.66666667,52.66666667,52.66666667,52.66666667,53,53,53,52.66666667,52.66666667,52.66666667,52.66666667,52.33333333,52.33333333,52.33333333,52,52,51.66666667,51.66666667,51,51.66666667,52,51.66666667,52.33333333,52.66666667,53.33333333,53.66666667,53,52,51.66666667,51.33333333,52
114+04704,2,56,55.33333333,55.33333333,55.33333333,56,55.66666667,56.66666667,53.33333333,54.33333333,54,54.66666667,56.66666667,56,56.33333333,56,54.66666667,55,55.66666667,55.33333333,55.33333333,56,56.33333333,56,56,55.33333333,55.66666667,55.66666667,56.33333333,56.33333333,57,57,57,55.66666667,55.66666667,55,55,55,55.33333333,55.33333333,56,55.66666667,55.33333333,55.66666667,55.33333333,55.33333333,55,55,54.66666667,55,55.33333333,56,55.66666667,55.66666667,55,55.66666667,55.66666667,55.33333333,55.66666667,55.66666667,55.33333333,56,56.33333333,56.33333333,56.33333333,56.33333333,56.33333333,56,56.33333333,56,56.33333333,56,56,56,56.33333333,56.33333333,56.66666667,56.66666667,56.66666667,56.33333333,56.66666667,56.33333333,56,56,56.66666667,57,56.66666667,57,57.33333333,57,57.66666667,57.66666667,57.33333333,56.66666667,56.33333333,56.66666667,55.66666667
114+04705,2,56.33333333,56.66666667,56.33333333,56.33333333,56.66666667,57,56.33333333,57,57,56,55.66666667,55.66666667,57.33333333,56.33333333,56,57,56.33333333,57.33333333,57.66666667,57,56.66666667,56.33333333,56.66666667,56.66666667,56.33333333,56.66666667,56.66666667,57,58,57.66666667,57.33333333,57.66666667,57.33333333,57.33333333,57.66666667,57.66666667,57,57.33333333,57.33333333,57.66666667,57.66666667,57.66666667,57,57,57,57,57,57,57,57,57,57.33333333,57.33333333,57,57,57.33333333,57.66666667,58,57.66666667,58,58,57.33333333,57.66666667,57,56.66666667,57,56.66666667,56.66666667,56.66666667,57.33333333,57.33333333,57,57,56.33333333,56.66666667,56.66666667,57,57,57,57,56.66666667,56.33333333,56.33333333,56,56.33333333,56.66666667,57,57.33333333,57.66666667,56.66666667,55.66666667,55.33333333,56,56,56.33333333,56.33333333
114+04706,2,36,39,39.33333333,39,38,35.66666667,36.66666667,37,37.33333333,33,33.66666667,35.66666667,36,37,36.66666667,34.66666667,33.33333333,37,38.33333333,38.33333333,38.33333333,36.66666667,37.33333333,36.33333333,36.66666667,37,37,37.66666667,36.66666667,37,36,35.33333333,36,36.66666667,36.66666667,36.66666667,37.33333333,37,37,37,36.66666667,37,37.33333333,37.66666667,36,35,33.66666667,34.33333333,35,35.66666667,37.33333333,37.33333333,37.33333333,37.33333333,37.33333333,37.33333333,37.33333333,37,37,37.66666667,36.66666667,37.33333333,36,36,37.33333333,37,36.66666667,37,36,35.33333333,36,37,37,36.33333333,35.33333333,33.66666667,32.33333333,32.66666667,33.33333333,34.33333333,34,33.33333333,32.33333333,31,33,32.33333333,34.66666667,34.66666667,35.33333333,37.33333333,38,39.33333333,35.66666667,35,34.66666667,36
114+04708,2,42.33333333,42.66666667,43,42.66666667,42,40.66666667,40.33333333,39.66666667,40,41,40.66666667,41.33333333,39.33333333,38.66666667,38.66666667,38.33333333,38.66666667,38.66666667,39.33333333,39.33333333,39,39,39.33333333,39.33333333,39.33333333,40,40,40.66666667,41,40.66666667,40.66666667,40,40,40.33333333,40.33333333,40.66666667,41,41,41,41,41,40.66666667,40.66666667,40.66666667,40.33333333,40.66666667,41,40,40,40,40.66666667,41,41,41,41,40.33333333,40.33333333,40.66666667,41,41,41.33333333,41,41,41,40.66666667,39.66666667,39.33333333,38.33333333,38,38,37.33333333,37.33333333,38,38,38,37.66666667,37.33333333,36.66666667,36.66666667,36.33333333,36.33333333,36,36.33333333,35.66666667,35.66666667,36,36.33333333,36.66666667,38,39.66666667,40,40.66666667,41,41.66666667,42,42.33333333
114+04709,2,46.66666667,46.66666667,46.66666667,46.33333333,45.66666667,44.66666667,44.33333333,44,44.33333333,45,45,45,44.66666667,45,44,43.66666667,43.33333333,42,42,43,44,44,44.33333333,44,44.33333333,44.33333333,44,45,46,46.33333333,47,46.66666667,46.33333333,46.33333333,46.33333333,46.33333333,47,47,47,47.33333333,47,47,46.66666667,46.66666667,46.66666667,46,45.66666667,45,45,45.66666667,46.66666667,46.66666667,47,46.66666667,45.33333333,45.33333333,45,45,45.33333333,46.33333333,46.66666667,47,47,47,47,46.66666667,47,46.66666667,46.33333333,46.33333333,46,45.33333333,44.66666667,43.66666667,44,44.33333333,44.33333333,44,43.33333333,43.33333333,42.66666667,42.66666667,42.66666667,42.33333333,43,42.33333333,42,41.66666667,41.33333333,41.66666667,42.66666667,44,45.33333333,46,47,47
114+04710,2,56.66666667,56.66666667,57,57,57,56.33333333,56.33333333,56.66666667,56.66666667,56.66666667,56.66666667,56.33333333,56,56.33333333,56.33333333,56.33333333,56.66666667,56.33333333,56,56.33333333,56.33333333,56.33333333,56.33333333,56.66666667,56.33333333,56.66666667,56.66666667,56.66666667,56.66666667,57,57,57.33333333,57,57,57,57,57,57,57.33333333,57.33333333,57.33333333,57,57.33333333,57,57.33333333,57.66666667,57.33333333,57.33333333,57.33333333,57.33333333,57.33333333,57.33333333,57,57.33333333,57.66666667,57.66666667,57.66666667,57.66666667,57.66666667,57.33333333,57,57.33333333,57.33333333,57.33333333,57.66666667,57.33333333,57.33333333,57,57,57,57,57,57,57,57,57,57,57,56.33333333,56.33333333,56.33333333,56,56,56,56,56,56,56,55.66666667,55.66666667,55.66666667,56,56,56.66666667,56.66666667,56.66666667
114+04711,2,56.33333333,57,57.33333333,57,57,56.66666667,56.66666667,56.33333333,56.33333333,56.66666667,56.66666667,56.66666667,56.66666667,56.33333333,56.33333333,56.33333333,56,56,55.66666667,55.66666667,56,56,55.66666667,56.33333333,56.33333333,56.33333333,56.33333333,56,56.33333333,56.66666667,57,57,57,57,56.66666667,56.66666667,56.66666667,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56.66666667,56.33333333,56.33333333,56,56,56,56,56,56,55.66666667,55.66666667,55.66666667,55.33333333,55,55.33333333,55,55,55,55,55,55,55,55.66666667,55.66666667,56.33333333,56.33333333,56.33333333,56.33333333
114+04712,2,57,57.33333333,57.66666667,58,58,58,57.66666667,57.66666667,57.66666667,57.33333333,57.33333333,57.33333333,57.33333333,57,57.33333333,57.33333333,57.33333333,57.66666667,57.33333333,57.33333333,57.33333333,57.66666667,57.66666667,57.66666667,58,58,58,58,58,58,58.33333333,58.33333333,58.66666667,58,58,58,58,58,58.66666667,58.66666667,59,58.66666667,59,58.66666667,59,59,59,59,59,59,59,59,59,58.66666667,59,59,59,59,59,59,59,59,59,59,58.66666667,58.66666667,58,58,58,58.33333333,58,58,58,58,58,58,58,58,58,58,58,58,57.66666667,58,57.66666667,58,58,57.66666667,57.66666667,57.66666667,57.33333333,57.33333333,57.33333333,57.33333333,57.33333333,57.66666667
114+04713,2,57,57,57,57.66666667,57.66666667,57.66666667,57,57,57,57,57.33333333,57,57,57,57.33333333,57,57,57,56.66666667,56.66666667,56.66666667,57,57,57.33333333,57.33333333,57.33333333,57.33333333,57.33333333,57.66666667,57.66666667,57.33333333,57.33333333,57.33333333,57,58,57.66666667,58,58,58,58,58,58,58,58.33333333,58.33333333,59,59,58.66666667,58.66666667,58.33333333,58,58,58,58,58,58,58,58,58.33333333,58,58,58,58,58,58,55,55,57,57.33333333,58,58,57.66666667,58,57.66666667,57.33333333,57.66666667,57.66666667,57.66666667,57.66666667,57,57.33333333,57,57,57,57,57,57,57,57,57.33333333,57.33333333,57.33333333,57.33333333,57.33333333,57.33333333,57.33333333
114+04714,2,57,57,57.66666667,58,58,58,57.66666667,58,57.66666667,57.66666667,57.66666667,57,57,57,57.66666667,58,57.66666667,58,57.66666667,57.66666667,58,58,58,58,58,58,58,58,58,58.33333333,58.33333333,58,58,58,58,58,58,58,58,58,58.33333333,58.33333333,58.66666667,58.66666667,59,59,59,59,59,59,59,59,58.66666667,58.66666667,59,59,59,59,59,58.66666667,58.66666667,58.66666667,58.33333333,58.66666667,58.33333333,58.33333333,58.33333333,58.33333333,58,58,58,58,58,58,58,58,58,58,58,58,57.66666667,57.66666667,57.33333333,57.33333333,57.66666667,58,58,57.66666667,57.66666667,57.66666667,57.33333333,57.33333333,57.33333333,58,57.33333333,57.66666667
114+04715,2,57,57,58,58,58,57.66666667,57.33333333,57.66666667,57.33333333,57.33333333,57.33333333,57,57,57,57.33333333,57.66666667,57.66666667,57.66666667,57.66666667,57.33333333,57.33333333,57.66666667,57.66666667,57.66666667,58,57.66666667,57.66666667,57.66666667,57.66666667,57.66666667,57.66666667,58,58,58,58,58,58,58,58,58,58,58.33333333,58.33333333,58.33333333,59,59,58.66666667,58.33333333,59,58.66666667,58.66666667,58.33333333,58.33333333,58.33333333,58,58.33333333,58.66666667,58.33333333,58.33333333,58.66666667,58.66666667,58.66666667,58.33333333,58.33333333,58.66666667,58.33333333,58.33333333,58.33333333,58,58,58,58,58,58,58,58,58,58,58,58,57.66666667,58,57.66666667,57.33333333,57.33333333,58,58,57.66666667,57.66666667,57.66666667,57.66666667,57.33333333,57.66666667,57.66666667,57.66666667,57.33333333
114+04716,2,57,57,57,56.33333333,57,56.66666667,56.66666667,56.66666667,56.66666667,57,57,57,56.66666667,56.66666667,56.66666667,57,57,56.66666667,57,56.66666667,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57.33333333,57.33333333,57.33333333,57.33333333,57.33333333,57.66666667,57.66666667,57.33333333,57.33333333,58,57.33333333,57.66666667,57.66666667,57.33333333,57.66666667,57.33333333,57.33333333,57.33333333,57.33333333,57,57.33333333,57.33333333,57.33333333,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56.66666667,56.66666667,56.66666667,57,57,57,56.66666667,57,56.66666667,57,57,57,57,57
114+04717,2,57,57,57,57,57.33333333,57,57,57,57,57.33333333,57,57,56.66666667,56.66666667,57,57,57,57,57.33333333,57,57,57.33333333,57.33333333,57.66666667,57.33333333,57.33333333,57.33333333,57.66666667,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57.66666667,57.66666667,57.66666667,57.66666667,57.66666667,58,58,58,58,57.66666667,57.33333333,57.33333333,57.33333333,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57.33333333
114+04718,2,57,57,57.66666667,57.33333333,57.33333333,57,57,57,57,56.66666667,57,57,57.33333333,57,57,57,57,57,57,57,57,57,57,57,57,57.33333333,57.33333333,57.66666667,58,58,58,58,58,57.66666667,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57.33333333,57.33333333,57.33333333,57.33333333,57,57,57,57.66666667,57.33333333,57.66666667,57.33333333,57.33333333,57,57,57,57.33333333,57.33333333
114+04719,2,57,57,57.33333333,57.33333333,57.33333333,57,57,57,57,56.66666667,56.66666667,57,57,57,57,57,57,57,56.66666667,56.33333333,56.66666667,57,57,57,57,57,57,57,57,57.33333333,57.33333333,57.33333333,57.33333333,57.33333333,57.33333333,57.66666667,57.66666667,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57.33333333,57,57,57,57,57.33333333,57,57,57,57,57,57,57,56.66666667,57,56.66666667,56,56.33333333,56.66666667,56.66666667,56.66666667,56.66666667,57,57,56.33333333,56.66666667,56.66666667,56.66666667,56.66666667
114+04720,2,58,58,58,58,58,58,58,58,57.66666667,57,57,57.66666667,58,58,58,57.66666667,57.66666667,57.66666667,58,57.66666667,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58.33333333,58.66666667,59,58.66666667,58.33333333,58.33333333,58.66666667,58.66666667,58.66666667,58.66666667,58,58,58.33333333,58.33333333,59,59,59,59,58.66666667,58.66666667,58.66666667,59,58.66666667,59,59,59,59,59,59,59,58.33333333,58.33333333,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57.66666667,57.66666667,57.66666667,57.66666667,58,57.66666667,57.66666667,58,57.66666667,58,58,58,57.66666667,57.66666667
114+04721,2,58,58.33333333,58,58,58,58,58.33333333,58.33333333,58,57.66666667,58,58,58,58.33333333,58.33333333,58,57.66666667,58,58,58,58,58,58,58,58,58.33333333,58,58.66666667,59,58.66666667,59,59,59,58.66666667,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,58.66666667,58.66666667,58.66666667,58.66666667,59,59,59,58.66666667,58.66666667,58.33333333,58,58,58.33333333,58,58,58,58,58,58.33333333,58.33333333,58,58,58,58,58,58,58
114+04722,2,58,58.33333333,58.66666667,58.33333333,58.66666667,58,57.66666667,57.66666667,57.33333333,57.33333333,57.66666667,57.66666667,58,58,58.33333333,58,57.66666667,58,58,58,58,58,58,58,58,58.33333333,58.66666667,59,59,58.33333333,58.66666667,58.33333333,58.66666667,58.66666667,58.66666667,58.66666667,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,58.66666667,58.66666667,58.66666667,58.66666667,59,58.66666667,58.66666667,58.66666667,58.33333333,58.33333333,58.33333333,58.33333333,58.33333333,58.33333333,58,58.33333333,58.33333333,58,58,58.33333333,58.33333333,58.33333333,57.66666667,58,58,58,57.66666667,58
114+04723,2,57.66666667,58,58,58,58,58,58,58,58,57.33333333,57.33333333,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58.66666667,58.66666667,59,58.33333333,58.33333333,58.66666667,58.66666667,58.66666667,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,58.66666667,58.33333333,58.66666667,58.66666667,58.66666667,59,58.66666667,58.33333333,58,58,58,58.33333333,58.33333333,58,58,58,58,58,58,58,58,58,58,58,58,58,58
114+04724,2,57.66666667,58,58,57.66666667,58,58,58,58,58,57.33333333,57.33333333,57.66666667,58,58,58,58,57.66666667,57.66666667,57.33333333,58,58,58,58,58,58,58.33333333,58.33333333,58,58,58,58.33333333,58.33333333,58.33333333,58.33333333,58.33333333,58,58,58.66666667,58.66666667,58.66666667,58.66666667,58.66666667,58.66666667,59,59,59,59,59,58.66666667,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,58.66666667,58.33333333,58.33333333,58,58,58,58,58,58,58,58,58,58,58,58,57.66666667,57.66666667,57.66666667,58,58,57.66666667,58,57.66666667,57.66666667,58,58,57.33333333,57.66666667
114+04725,2,56.66666667,56.66666667,56.66666667,57,57,57,57,57,56.33333333,56,56,56.33333333,57,56.66666667,56.66666667,56.33333333,56.33333333,56.66666667,56.66666667,56.66666667,56.66666667,56.66666667,56.66666667,56.66666667,56.66666667,57,57,57,57,57,57,57.33333333,57,57,57,57,57.33333333,57.66666667,57.66666667,57.66666667,57.66666667,57.33333333,57.33333333,57.66666667,57.66666667,58,58,57.66666667,57.33333333,57.33333333,57.33333333,57.66666667,58,58,58,58,57.66666667,58,58,58,58,58,58,57.66666667,57.33333333,58,58,58,58,57.33333333,57.33333333,57,57,57,57,57,57,57,57,57,57,56.33333333,56.33333333,56,56,56,56,56.33333333,56.66666667,56.66666667,56.66666667,56.33333333,56,56.33333333,56.66666667,56.66666667
114+04726,2,55,55,55.33333333,56,56.33333333,56.66666667,56.66666667,56.33333333,55.66666667,55,55,55.33333333,55.33333333,55,55,55,55,54.66666667,55.33333333,55.33333333,55.33333333,55,55,55,55,55.33333333,55.66666667,55.66666667,56,56,56,56,55.66666667,55.66666667,55.66666667,56,55.66666667,56,56.33333333,56.33333333,56,56,56.33333333,56,56,56,56,56,56,56,56,56,55.66666667,55.66666667,55.66666667,55.33333333,55.66666667,56,56,56,56,56,55.66666667,55.66666667,55.66666667,56,56,56,56,56,55.33333333,55.33333333,55,55,55,55,55,55,55,55,55,55,55,55,54.33333333,54.33333333,54,54.33333333,55,54.66666667,55,55,54.66666667,54.66666667,54.66666667,54.33333333
114+04727,2,57,56.66666667,57.33333333,57.66666667,57.66666667,58,57.66666667,57,56.66666667,56.66666667,56.66666667,56.66666667,57,56.33333333,56.33333333,56.66666667,56.66666667,56.66666667,57,57,57,57,57,57,56.66666667,57,57,57.66666667,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57.66666667,57.66666667,57.66666667,57.66666667,57.33333333,57.33333333,57.33333333,57.33333333,57.33333333,57,57,57,57,57,56.66666667,56.33333333,56.33333333,56.66666667,57,57,56.66666667,57,56.66666667,56.33333333,56.66666667,57,56.66666667
114+04728,2,58.66666667,58.66666667,58.33333333,58.66666667,58.66666667,58.66666667,59,59,58.33333333,58,58,58,58,57.66666667,57.66666667,58,57.66666667,58,58,58,58.33333333,58.33333333,58.33333333,58.33333333,58,58.33333333,58.66666667,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59.33333333,59,59,59,59,59,59,59,59.33333333,59,59,59,59,59,59,59,59,59,59,59,59,58.66666667,58.33333333,58.33333333,58.33333333,58.33333333,58.33333333,58.33333333,58.33333333,58.33333333,58.66666667,58.66666667,58.66666667,58.33333333,58.33333333,58.33333333,58.33333333
114+04729,2,42,41.66666667,42.33333333,43,43.66666667,44.66666667,45.33333333,44.66666667,43.33333333,43,42.33333333,43,43.33333333,43.66666667,43.66666667,43.66666667,43.33333333,43.33333333,42.66666667,42.66666667,42.66666667,42,41.66666667,41.66666667,41.66666667,41.66666667,42.33333333,43,42.66666667,43,43.33333333,43.33333333,43.66666667,43.33333333,43.33333333,42.66666667,42.33333333,43,43.33333333,44,44.33333333,43.66666667,44.33333333,44.33333333,44.33333333,44.33333333,44,44,43.33333333,43.66666667,43.33333333,43.33333333,43.33333333,43.33333333,43,43,43.33333333,43.33333333,43.66666667,43.66666667,43.33333333,43,43,43,42.66666667,43,42.66666667,43,42.66666667,42.66666667,42.33333333,42,42,42,42,42,41.66666667,42,42,42,42,42,41.66666667,41.66666667,41,41,41,41,41.33333333,42,41.66666667,41,41.33333333,41.33333333,41.66666667,42
