agent_id,trip_id,from_zone_id,to_zone_id,from_origin__node_id,to_destination_node_id,start_time_in_min,end_time_in_min,travel_time_in_min,demand_type,pricing_type,information_type,value_of_time,vehicle_type,vehicle_age,distance
2497,0,33,3,1351,11159,487.57,522.00,34.43,1,1,1,30.00,2,10,1.87,
2498,0,31,1,8116,5577,487.58,534.00,46.42,1,1,1,5.00,1,5,2.01,
2499,0,26,1,1323,5577,487.69,546.00,58.31,1,1,1,15.00,1,10,2.99,
2500,0,18,2,1286,11123,487.69,622.00,134.31,1,1,1,10.00,2,0,1.98,
2501,0,20,2,1356,11123,487.69,542.00,54.31,1,1,1,10.00,1,5,3.87,
2502,0,35,1,1290,5577,487.72,704.00,216.28,1,1,1,30.00,1,15,1.36,
2503,0,41,1,5578,5577,487.74,510.00,22.26,1,1,1,30.00,1,5,0.62,
2504,0,33,1,1351,5577,487.81,590.00,102.19,1,1,1,15.00,1,5,4.30,
2505,0,12,1,11151,5577,487.85,0.00,-487.85,1,1,1,10.00,1,10,2.95,
2506,0,18,13,1286,5034,487.85,538.00,50.15,1,1,1,30.00,1,5,2.88,
2507,0,22,9,3689,5356,487.85,590.00,102.15,1,1,1,60.00,1,15,0.52,
2508,0,8,1,10847,5577,487.85,0.00,-487.85,1,1,1,20.00,1,5,5.63,
2509,0,10,3,5929,11159,487.85,1260.00,772.15,1,1,1,30.00,1,5,3.09,
2510,0,2,1,11123,5577,487.85,524.00,36.15,1,1,1,10.00,1,10,1.45,
2511,0,20,11,1356,5119,487.85,0.00,-487.85,1,1,1,5.00,2,10,2.74,
2512,0,26,5,1323,11282,487.85,508.00,20.15,1,1,1,10.00,2,5,2.87,
2513,0,24,7,1325,11281,487.85,526.00,38.15,1,1,1,30.00,1,5,3.48,
2514,0,10,1,5929,5577,487.88,1324.00,836.12,1,1,1,15.00,2,5,5.53,
2515,0,6,21,5238,6253,487.94,506.00,18.06,1,1,1,30.00,1,5,2.51,
2516,0,6,1,5238,5577,487.97,594.00,106.03,1,1,1,30.00,1,5,5.09,
2517,0,31,8,1314,10847,487.99,1204.00,716.01,1,1,1,10.00,2,5,4.24,
2518,0,6,12,5238,11151,488.11,558.00,69.89,1,1,1,5.00,1,5,5.54,
2519,0,8,19,10847,1352,488.11,504.00,15.89,1,1,1,30.00,2,10,2.21,
2520,0,37,1,1349,5577,488.11,578.00,89.89,1,1,1,10.00,1,10,3.67,
2521,0,24,1,1325,5577,488.11,0.00,-488.11,1,1,1,10.00,1,10,4.00,
2522,0,8,10,10847,5929,488.11,1160.00,671.89,1,1,1,30.00,1,15,0.86,
2523,0,12,6,11151,5238,488.11,626.00,137.89,1,1,1,20.00,2,5,5.54,
2524,0,4,19,11180,1352,488.23,502.00,13.77,1,1,1,20.00,1,5,0.90,
2525,0,31,10,1316,5929,488.31,1196.00,707.69,1,1,1,1.00,1,5,3.65,
2526,0,12,8,11151,10847,488.31,538.00,49.69,1,1,1,10.00,1,15,2.88,
2527,0,35,2,1290,11123,488.31,516.00,27.69,1,1,1,10.00,2,10,1.52,
2528,0,28,12,1359,11151,488.31,544.00,55.69,1,1,1,15.00,1,15,1.94,
2529,0,35,6,1290,5238,488.31,548.00,59.69,1,1,1,15.00,1,5,4.76,
2530,0,18,4,1286,11180,488.37,640.00,151.63,1,1,1,5.00,1,10,4.54,
2531,0,28,4,1359,11180,488.37,0.00,-488.37,1,1,1,30.00,1,15,2.86,
2532,0,2,4,11123,11180,488.48,518.10,29.62,1,1,1,5.00,1,10,3.08,
2533,0,16,30,11827,1360,488.48,574.00,85.52,1,1,1,5.00,1,5,3.99,
2534,0,24,2,1325,11123,488.48,600.00,111.52,1,1,1,20.00,2,10,3.35,
2535,0,37,2,1349,11123,488.48,526.00,37.52,1,1,1,10.00,1,5,2.74,
2536,0,14,1,5037,5577,488.50,818.00,329.50,1,1,1,10.00,1,5,2.29,
2537,0,35,28,1290,1359,488.61,554.00,65.39,1,1,1,10.00,1,5,3.86,
2538,0,26,2,1323,11123,488.61,506.00,17.39,1,1,1,20.00,1,10,2.06,
2539,0,37,7,1349,11281,488.63,500.00,11.37,1,1,1,5.00,1,15,1.58,
2540,0,20,1,1356,5577,488.73,604.00,115.27,1,1,1,30.00,1,10,4.80,
2541,0,22,5,3689,11282,488.73,604.00,115.27,1,1,1,10.00,1,5,2.52,
2542,0,20,7,1356,11281,488.73,494.00,5.27,1,1,1,30.00,1,10,0.96,
2543,0,16,11,11827,5119,488.73,572.00,83.27,1,1,1,30.00,1,15,3.79,
2544,0,39,1,1404,5577,488.73,0.00,-488.73,1,1,1,20.00,1,5,5.50,
2545,0,18,9,1286,5356,488.73,0.00,-488.73,1,1,1,30.00,1,5,6.00,
2546,0,28,3,1359,11159,488.73,544.00,55.27,1,1,1,10.00,1,5,2.37,
2547,0,20,21,1356,6253,488.80,502.00,13.20,1,1,1,20.00,1,5,1.47,
2548,0,16,1,11827,5577,488.87,842.00,353.13,1,1,1,10.00,1,0,0.90,
2549,0,14,7,5037,11281,488.91,1224.00,735.09,1,1,1,5.00,1,5,5.37,
2550,0,22,2,3689,11123,488.91,0.00,-488.91,1,1,1,10.00,1,5,4.44,
2551,0,22,4,3689,11180,488.91,0.00,-488.91,1,1,1,15.00,2,10,2.40,
2552,0,22,1,3689,5577,488.94,0.00,-488.94,1,1,1,30.00,1,5,5.37,
2553,0,22,13,3689,5034,489.04,0.00,-489.04,1,1,1,20.00,2,5,3.04,
2554,0,12,40,11151,1296,489.04,528.00,38.96,1,1,1,30.00,1,5,1.17,
2555,0,28,7,1359,11281,489.04,508.00,18.96,1,1,1,10.00,1,5,2.70,
2556,0,10,8,5929,10847,489.04,570.00,80.96,1,1,1,15.00,2,10,0.86,
2557,0,24,11,1325,5119,489.04,500.00,10.96,1,1,1,15.00,2,15,0.63,
2558,0,14,10,5037,5929,489.04,540.00,50.96,1,1,1,1.00,1,5,3.99,
2559,0,26,9,1323,5356,489.04,1180.00,690.96,1,1,1,15.00,1,5,2.18,
2560,0,31,5,8002,11282,489.04,508.00,18.96,1,1,1,10.00,1,15,2.70,
2561,0,26,19,1323,1352,489.04,506.00,16.96,1,1,1,10.00,1,10,1.83,
2562,0,14,8,5037,10847,489.08,544.00,54.92,1,1,1,30.00,1,5,4.09,
2563,0,41,1,5578,5577,489.10,512.00,22.90,1,1,1,20.00,1,10,0.62,
2564,0,14,13,5037,5034,489.15,516.00,26.85,1,1,1,30.00,1,5,1.50,
2565,0,31,2,8002,11123,489.15,502.00,12.85,1,1,1,15.00,1,15,1.57,
2566,0,6,3,5238,11159,489.15,528.00,38.85,1,1,1,30.00,1,5,2.65,
2567,0,28,8,1359,10847,489.23,500.00,10.77,1,1,1,30.00,1,15,0.96,
2568,0,18,1,1286,5577,489.26,638.00,148.74,1,1,1,10.00,2,5,0.90,
2569,0,33,8,1351,10847,489.30,508.00,18.70,1,1,1,10.00,1,15,2.70,
2570,0,33,3,1351,11159,489.39,524.00,34.61,1,1,1,5.00,2,5,1.87,
2571,0,26,1,1323,5577,489.42,548.00,58.58,1,1,1,10.00,2,15,2.99,
2572,0,33,2,1351,11123,489.49,536.00,46.51,1,1,1,5.00,1,0,3.37,
2573,0,24,1,1325,5577,489.53,0.00,-489.53,1,1,1,10.00,1,5,4.00,
2574,0,16,3,11827,11159,489.63,568.00,78.37,1,1,1,10.00,1,10,2.95,
2575,0,4,21,11180,6253,489.66,518.00,28.34,1,1,1,5.00,1,5,2.92,
2576,0,18,28,1286,1359,489.66,1236.00,746.34,1,1,1,20.00,1,10,5.34,
2577,0,28,1,1359,5577,489.70,622.00,132.30,1,1,1,15.00,1,15,4.81,
2578,0,14,1,5037,5577,489.73,838.00,348.27,1,1,1,30.00,1,5,2.29,
2579,0,31,1,8002,5577,489.76,540.00,50.24,1,1,1,20.00,1,15,2.50,
2580,0,35,1,1290,5577,489.77,724.00,234.23,1,1,1,15.00,1,10,1.36,
2581,0,12,1,11151,5577,489.78,0.00,-489.78,1,1,1,60.00,1,10,2.95,
2582,0,37,1,1353,5577,489.81,562.00,72.19,1,1,1,10.00,1,10,3.18,
2583,0,4,1,11180,5577,490.00,602.00,112.00,1,1,1,5.00,2,5,4.01,
2584,0,8,5,10847,11282,490.00,510.00,20.00,1,1,1,10.00,1,5,2.31,
2585,0,4,9,11180,5356,490.00,518.00,28.00,1,1,1,10.00,1,5,3.16,
2586,0,28,11,1359,5119,490.00,530.00,40.00,1,1,1,10.00,1,5,0.97,
2587,0,10,1,5929,5577,490.00,1326.00,836.00,1,1,1,5.00,1,5,5.53,
2588,0,18,12,1286,11151,490.00,554.00,64.00,1,1,1,5.00,2,5,2.98,
2589,0,12,10,11151,5929,490.00,536.00,46.00,1,1,1,10.00,2,10,2.78,
2590,0,14,30,5037,1360,490.00,548.00,58.00,1,1,1,30.00,1,5,3.16,
2591,0,22,28,3689,1359,490.00,1154.00,664.00,1,1,1,5.00,1,5,0.69,
2592,0,26,3,1323,11159,490.00,500.00,10.00,1,1,1,30.00,2,15,1.10,
2593,0,39,19,1404,1352,490.00,602.00,112.00,1,1,1,10.00,2,5,1.85,
2594,0,2,11,11123,5119,490.00,532.00,42.00,1,1,1,10.00,1,10,3.88,
2595,0,33,7,1351,11281,490.00,500.00,10.00,1,1,1,20.00,1,0,1.60,
2596,0,35,5,1290,11282,490.00,552.00,62.00,1,1,1,20.00,1,5,4.39,
2597,0,24,19,1325,1352,490.00,526.00,36.00,1,1,1,20.00,1,10,2.89,
2598,0,24,21,1325,6253,490.00,518.00,28.00,1,1,1,10.00,1,5,2.53,
2599,0,4,2,11180,11123,490.00,544.00,54.00,1,1,1,15.00,1,0,3.08,
2600,0,24,30,1325,1360,490.00,504.00,14.00,1,1,1,10.00,1,15,0.82,
2601,0,31,4,1314,11180,490.00,518.00,28.00,1,1,1,10.00,1,5,2.84,
2602,0,24,6,1325,5238,490.00,538.00,48.00,1,1,1,20.00,1,5,4.23,
2603,0,10,40,5929,1296,490.00,1300.00,810.00,1,1,1,20.00,1,15,3.44,
2604,0,16,19,11827,1352,490.00,578.00,88.00,1,1,1,1.00,2,15,4.30,
2605,0,41,13,5578,5034,490.00,534.00,44.00,1,1,1,10.00,1,15,3.10,
2606,0,26,13,1323,5034,490.00,512.00,22.00,1,1,1,15.00,1,15,2.82,
2607,0,20,10,1356,5929,490.00,1176.00,686.00,1,1,1,10.00,1,5,1.81,
2608,0,18,40,1286,1296,490.00,530.00,40.00,1,1,1,5.00,1,5,2.49,
2609,0,16,6,11827,5238,490.00,582.00,92.00,1,1,1,20.00,1,5,5.09,
2610,0,35,19,1290,1352,490.00,552.00,62.00,1,1,1,10.00,1,5,3.97,
2611,0,10,12,5929,11151,490.00,1266.00,776.00,1,1,1,20.00,1,10,2.66,
2612,0,6,7,5238,11281,490.00,498.00,8.00,1,1,1,20.00,1,5,1.58,
2613,0,33,1,1351,5577,490.00,594.00,104.00,1,1,1,10.00,1,5,4.30,
2614,0,18,8,1286,10847,490.00,0.00,-490.00,1,1,1,15.00,1,5,5.93,
2615,0,31,9,1314,5356,490.00,1208.00,718.00,1,1,1,60.00,1,10,4.30,
2616,0,14,21,5037,6253,490.00,546.00,56.00,1,1,1,5.00,1,15,4.69,
2617,0,28,21,1359,6253,490.00,504.00,14.00,1,1,1,15.00,1,5,1.56,
2618,0,12,30,11151,1360,490.00,544.00,54.00,1,1,1,10.00,1,15,1.95,
2619,0,31,8,1314,10847,490.25,1208.10,717.85,1,1,1,10.00,1,5,4.24,
2620,0,8,1,10847,5577,490.27,0.00,-490.27,1,1,1,15.00,1,5,5.63,
2621,0,4,8,11180,10847,490.36,520.00,29.64,1,1,1,10.00,1,5,3.10,
2622,0,39,1,1404,5577,490.36,0.00,-490.36,1,1,1,20.00,1,0,5.50,
2623,0,41,1,5578,5577,490.45,514.00,23.55,1,1,1,30.00,1,5,0.62,
2624,0,2,19,11123,1352,490.46,514.00,23.54,1,1,1,10.00,1,10,3.37,
2625,0,4,19,11180,1352,490.51,504.00,13.49,1,1,1,30.00,1,15,0.90,
2626,0,6,1,5238,5577,490.58,598.00,107.42,1,1,1,30.00,1,5,5.09,
2627,0,16,21,11827,6253,490.60,1296.00,805.40,1,1,1,30.00,1,15,5.11,
2628,0,39,2,1404,11123,490.65,0.00,-490.65,1,1,1,10.00,1,5,4.57,
2629,0,31,13,1316,5034,490.72,514.00,23.28,1,1,1,5.00,1,0,2.53,
2630,0,28,4,1359,11180,490.81,0.00,-490.81,1,1,1,1.00,1,5,2.86,
2631,0,22,1,3689,5577,490.85,0.00,-490.85,1,1,1,20.00,1,10,5.37,
2632,0,28,2,1359,11123,490.88,558.00,67.13,1,1,1,30.00,1,5,3.88,
2633,0,16,2,11827,11123,490.88,856.00,365.13,1,1,1,20.00,1,5,1.98,
2634,0,24,1,1325,5577,490.95,0.00,-490.95,1,1,1,10.00,2,5,4.00,
2635,0,14,1,5037,5577,490.95,840.00,349.05,1,1,1,15.00,1,5,2.29,
2636,0,20,3,1356,11159,490.99,534.00,43.01,1,1,1,1.00,1,15,2.36,
2637,0,24,10,1325,5929,490.99,516.00,25.01,1,1,1,10.00,1,10,1.83,
2638,0,22,12,3689,11151,490.99,0.00,-490.99,1,1,1,20.00,1,15,2.49,
2639,0,18,3,1286,11159,490.99,640.00,149.01,1,1,1,15.00,1,5,3.48,
2640,0,28,6,1359,5238,490.99,514.10,23.11,1,1,1,10.00,1,5,3.40,
2641,0,20,1,1356,5577,491.02,606.10,115.08,1,1,1,20.00,1,10,4.80,
2642,0,2,1,11123,5577,491.08,528.00,36.92,1,1,1,20.00,1,10,1.45,
2643,0,26,1,1323,5577,491.16,552.10,60.94,1,1,1,10.00,1,5,2.99,
2644,0,22,30,3689,1360,491.22,1198.00,706.78,1,1,1,20.00,1,10,0.98,
2645,0,33,3,1351,11159,491.22,526.00,34.78,1,1,1,10.00,1,10,1.87,
2646,0,14,3,5037,11159,491.22,576.00,84.78,1,1,1,10.00,1,10,3.93,
2647,0,8,40,10847,1296,491.22,0.00,-491.22,1,1,1,30.00,2,5,3.54,
2648,0,37,2,1349,11123,491.22,530.00,38.78,1,1,1,10.00,1,5,2.74,
2649,0,39,30,1404,1360,491.25,1186.00,694.75,1,1,1,10.00,1,5,1.11,
2650,0,6,19,5238,1352,491.32,498.00,6.68,1,1,1,10.00,2,5,1.29,
2651,0,16,10,11827,5929,491.32,0.00,-491.32,1,1,1,20.00,1,10,4.68,
2652,0,24,28,1325,1359,491.32,510.00,18.68,1,1,1,5.00,1,5,1.26,
2653,0,20,6,1357,5238,491.32,506.10,14.78,1,1,1,15.00,1,10,2.39,
2654,0,16,1,11827,5577,491.42,870.00,378.58,1,1,1,15.00,1,5,0.90,
2655,0,22,3,3689,11159,491.44,0.00,-491.44,1,1,1,10.00,1,5,2.93,
2656,0,12,4,11151,11180,491.49,630.00,138.51,1,1,1,20.00,2,5,4.46,
2657,0,33,40,1351,1296,491.49,552.00,60.51,1,1,1,10.00,2,15,4.58,
2658,0,18,1,1286,5577,491.49,644.00,152.51,1,1,1,10.00,1,10,0.90,
2659,0,37,1,1353,5577,491.51,564.00,72.49,1,1,1,30.00,1,0,3.18,
2660,0,20,8,1357,10847,491.59,500.00,8.41,1,1,1,10.00,2,5,1.13,
2661,0,4,30,11180,1360,491.59,1340.00,848.41,1,1,1,1.00,1,5,2.94,
2662,0,6,4,5238,11180,491.59,510.00,18.41,1,1,1,5.00,1,0,1.69,
2663,0,14,19,5037,1352,491.71,590.00,98.29,1,1,1,30.00,1,5,5.28,
2664,0,12,1,11151,5577,491.72,0.00,-491.72,1,1,1,10.00,1,5,2.95,
2665,0,24,8,1325,10847,491.77,520.00,28.23,1,1,1,40.00,1,5,1.93,
2666,0,14,12,5037,11151,491.77,522.00,30.23,1,1,1,10.00,2,15,1.60,
2667,0,26,12,1323,11151,491.77,516.00,24.23,1,1,1,1.00,1,5,2.92,
2668,0,28,10,1359,5929,491.77,500.00,8.23,1,1,1,15.00,1,10,0.86,
2669,0,33,6,1351,5238,491.77,498.00,6.23,1,1,1,40.00,2,10,1.29,
2670,0,41,1,5578,5577,491.81,514.00,22.19,1,1,1,20.00,1,15,0.62,
2671,0,35,1,1290,5577,491.82,736.00,244.18,1,1,1,60.00,1,10,1.36,
2672,0,14,8,5037,10847,491.84,546.00,54.16,1,1,1,10.00,2,5,4.09,
2673,0,31,1,8002,5577,491.94,546.00,54.06,1,1,1,10.00,1,5,2.50,
2674,0,39,1,1404,5577,492.00,0.00,-492.00,1,1,1,10.00,1,15,5.50,
2675,0,4,13,11180,5034,492.00,562.00,70.00,1,1,1,5.00,1,15,4.36,
2676,0,37,8,1353,10847,492.00,1192.00,700.00,1,1,1,5.00,1,5,2.72,
2677,0,12,5,11151,11282,492.00,638.00,146.00,1,1,1,10.00,1,5,5.17,
2678,0,6,11,5238,5119,492.00,554.00,62.00,1,1,1,5.00,2,5,4.51,
2679,0,14,9,5037,5356,492.00,548.00,56.00,1,1,1,30.00,1,5,4.16,
2680,0,2,40,11123,1296,492.00,508.00,16.00,1,1,1,40.00,1,10,2.13,
2681,0,24,3,1325,11159,492.00,524.00,32.00,1,1,1,5.00,1,10,2.66,
2682,0,10,7,5929,11281,492.00,586.00,94.00,1,1,1,5.00,1,15,2.60,
2683,0,12,2,11151,11123,492.00,610.00,118.00,1,1,1,60.00,1,10,2.30,
2684,0,8,9,10847,5356,492.00,496.00,4.00,1,1,1,15.00,2,5,0.32,
2685,0,10,1,5929,5577,492.12,1332.10,839.98,1,1,1,30.00,1,10,5.53,
2686,0,10,2,5929,11123,492.14,1292.00,799.86,1,1,1,10.00,1,5,4.60,
2687,0,14,1,5037,5577,492.17,850.00,357.83,1,1,1,5.00,1,15,2.29,
2688,0,33,1,1351,5577,492.19,594.00,101.81,1,1,1,5.00,2,5,4.30,
2689,0,14,2,5037,11123,492.19,562.00,69.81,1,1,1,1.00,1,5,2.82,
2690,0,24,4,1325,11180,492.19,548.00,55.81,1,1,1,15.00,1,5,3.15,
2691,0,18,11,1286,5119,492.30,584.00,91.70,1,1,1,20.00,1,0,4.35,
2692,0,14,6,5037,5238,492.30,596.00,103.70,1,1,1,10.00,1,5,6.07,
2693,0,16,13,11827,5034,492.30,548.00,55.70,1,1,1,10.00,1,5,2.33,
2694,0,24,5,1325,11282,492.30,540.00,47.70,1,1,1,15.00,1,15,3.86,
2695,0,12,3,11151,11159,492.30,632.00,139.70,1,1,1,1.00,1,10,3.40,
2696,0,18,30,1286,1360,492.30,588.00,95.70,1,1,1,5.00,1,15,4.54,
2697,0,28,30,1359,1360,492.30,500.00,7.70,1,1,1,10.00,1,5,0.54,
2698,0,20,9,1357,5356,492.30,500.00,7.70,1,1,1,20.00,1,15,1.19,
2699,0,22,7,3689,11281,492.30,640.00,147.70,1,1,1,10.00,1,15,2.19,
2700,0,24,1,1325,5577,492.36,0.00,-492.36,1,1,1,15.00,1,5,4.00,
2701,0,28,1,1359,5577,492.38,624.00,131.62,1,1,1,10.00,1,5,4.81,
2702,0,16,4,11827,11180,492.41,588.00,95.59,1,1,1,40.00,1,5,4.01,
2703,0,31,8,1314,10847,492.52,1210.00,717.48,1,1,1,30.00,1,5,4.24,
2704,0,8,21,10847,6253,492.69,498.00,5.31,1,1,1,1.00,2,5,0.86,
2705,0,18,28,1286,1359,492.69,1250.00,757.31,1,1,1,5.00,2,5,5.34,
2706,0,10,4,5929,11180,492.69,600.00,107.31,1,1,1,30.00,2,5,2.56,
2707,0,2,8,11123,10847,492.69,1218.00,725.31,1,1,1,10.00,1,5,4.47,
2708,0,26,8,1323,10847,492.69,1186.00,693.31,1,1,1,20.00,1,5,2.11,
2709,0,8,1,10847,5577,492.69,0.00,-492.69,1,1,1,10.00,1,5,5.63,
2710,0,4,21,11180,6253,492.69,520.00,27.31,1,1,1,5.00,1,5,2.92,
2711,0,22,1,3689,5577,492.77,0.00,-492.77,1,1,1,5.00,1,5,5.37,
2712,0,4,19,11180,1352,492.78,508.00,15.22,1,1,1,5.00,1,15,0.90,
2713,0,18,2,1286,11123,492.89,634.00,141.11,1,1,1,1.00,2,10,1.98,
2714,0,26,1,1323,5577,492.89,556.00,63.11,1,1,1,10.00,1,5,2.99,
2715,0,20,2,1356,11123,492.89,550.00,57.11,1,1,1,10.00,1,5,3.87,
2716,0,8,28,10847,1359,492.95,1234.00,741.05,1,1,1,10.00,1,10,0.96,
2717,0,16,3,11827,11159,492.95,576.00,83.05,1,1,1,10.00,1,10,2.95,
2718,0,2,4,11123,11180,493.04,524.00,30.96,1,1,1,5.00,1,10,3.08,
2719,0,16,8,11827,10847,493.04,0.00,-493.04,1,1,1,15.00,1,5,4.78,
2720,0,33,3,1351,11159,493.04,526.00,32.96,1,1,1,15.00,1,15,1.87,
2721,0,28,5,1359,11282,493.04,518.00,24.96,1,1,1,10.00,1,5,3.02,
2722,0,22,11,3689,5119,493.04,0.00,-493.04,1,1,1,15.00,1,10,1.52,
2723,0,26,7,1323,11281,493.04,512.00,18.96,1,1,1,5.00,1,15,2.42,
2724,0,20,13,1356,5034,493.04,524.00,30.96,1,1,1,10.00,1,10,4.55,
2725,0,24,9,1325,5356,493.04,522.00,28.96,1,1,1,30.00,1,5,1.99,
2726,0,41,1,5578,5577,493.16,516.00,22.84,1,1,1,5.00,2,10,0.62,
2727,0,4,1,11180,5577,493.18,612.10,118.92,1,1,1,1.00,1,0,4.01,
2728,0,6,1,5238,5577,493.20,604.00,110.80,1,1,1,5.00,2,0,5.09,
2729,0,37,1,1349,5577,493.22,586.00,92.78,1,1,1,5.00,1,5,3.67,
2730,0,8,13,10847,5034,493.26,0.00,-493.26,1,1,1,40.00,2,15,3.31,
2731,0,18,4,1286,11180,493.26,652.00,158.74,1,1,1,15.00,2,10,4.54,
2732,0,10,11,5929,5119,493.26,1214.00,720.74,1,1,1,15.00,1,5,1.69,
2733,0,31,3,1316,11159,493.26,502.00,8.74,1,1,1,15.00,2,15,1.30,
2734,0,12,9,11151,5356,493.26,544.00,50.74,1,1,1,10.00,2,5,2.95,
2735,0,16,5,11827,11282,493.26,588.00,94.74,1,1,1,30.00,1,10,4.72,
2736,0,37,4,1349,11180,493.26,506.00,12.74,1,1,1,20.00,1,10,0.80,
2737,0,28,4,1359,11180,493.26,0.00,-493.26,1,1,1,20.00,1,15,2.86,
2738,0,20,1,1356,5577,493.31,614.00,120.69,1,1,1,10.00,1,5,4.80,
2739,0,35,3,1290,11159,493.40,546.00,52.60,1,1,1,10.00,1,5,2.62,
2740,0,14,1,5037,5577,493.40,866.00,372.60,1,1,1,15.00,1,15,2.29,
2741,0,35,4,1290,11180,493.40,566.00,72.60,1,1,1,20.00,1,10,3.68,
2742,0,16,28,11827,1359,493.50,574.00,80.50,1,1,1,20.00,1,5,3.98,
2743,0,4,8,11180,10847,493.55,526.00,32.45,1,1,1,15.00,1,10,3.10,
2744,0,33,5,1351,11282,493.64,500.00,6.36,1,1,1,20.00,1,10,0.92,
2745,0,22,8,3689,10847,493.64,636.00,142.36,1,1,1,5.00,2,10,0.46,
2746,0,31,7,1318,11281,493.64,514.00,20.36,1,1,1,10.00,1,5,3.15,
2747,0,26,11,1323,5119,493.64,514.10,20.46,1,1,1,30.00,1,5,1.51,
2748,0,28,9,1359,5356,493.64,504.00,10.36,1,1,1,5.00,2,5,1.03,
2749,0,14,4,5037,11180,493.64,594.00,100.36,1,1,1,10.00,1,10,4.98,
2750,0,39,1,1404,5577,493.64,0.00,-493.64,1,1,1,20.00,2,5,5.50,
2751,0,33,4,1351,11180,493.64,508.00,14.36,1,1,1,10.00,1,5,0.90,
2752,0,24,13,1325,5034,493.64,534.00,40.36,1,1,1,20.00,1,5,1.99,
2753,0,12,1,11151,5577,493.66,0.00,-493.66,1,1,1,10.00,2,10,2.95,
2754,0,10,40,5929,1296,493.68,1318.00,824.32,1,1,1,30.00,2,5,3.44,
2755,0,18,1,1286,5577,493.72,648.00,154.28,1,1,1,20.00,1,5,0.90,
2756,0,24,1,1325,5577,493.78,0.00,-493.78,1,1,1,10.00,1,5,4.00,
2757,0,35,1,1290,5577,493.88,756.00,262.12,1,1,1,10.00,1,15,1.36,
2758,0,37,2,1353,11123,493.96,520.00,26.04,1,1,1,30.00,1,15,2.25,
2759,0,16,1,11827,5577,493.97,902.00,408.03,1,1,1,15.00,2,0,0.90,
2760,0,20,5,1357,11282,494.12,510.10,15.98,1,1,1,30.00,1,5,2.02,
2761,0,12,21,11151,6253,494.12,550.00,55.88,1,1,1,10.00,2,15,3.48,
2762,0,12,13,11151,5034,494.12,538.00,43.88,1,1,1,10.00,1,5,0.94,
2763,0,26,30,1323,1360,494.12,520.00,25.88,1,1,1,1.00,1,5,1.71,
2764,0,6,21,5238,6253,494.12,510.00,15.88,1,1,1,10.00,1,5,2.51,
2765,0,33,2,1351,11123,494.12,542.00,47.88,1,1,1,15.00,1,0,3.37,
2766,0,20,19,1357,1352,494.12,502.00,7.88,1,1,1,30.00,1,0,1.06,
2767,0,16,9,11827,5356,494.12,0.00,-494.12,1,1,1,30.00,1,5,4.85,
2768,0,37,12,1353,11151,494.12,538.00,43.88,1,1,1,20.00,1,0,3.63,
2769,0,31,1,8002,5577,494.12,548.10,53.98,1,1,1,1.00,1,10,2.50,
2770,0,39,10,1404,5929,494.12,1122.00,627.88,1,1,1,10.00,2,5,0.73,
2771,0,14,40,5037,1296,494.12,506.00,11.88,1,1,1,10.00,1,15,1.11,
2772,0,2,6,11123,5238,494.12,522.00,27.88,1,1,1,20.00,1,10,4.16,
2773,0,18,7,1286,11281,494.12,666.00,171.88,1,1,1,30.00,1,5,5.92,
2774,0,10,1,5929,5577,494.24,1336.10,841.86,1,1,1,5.00,1,15,5.53,
2775,0,2,1,11123,5577,494.31,534.00,39.69,1,1,1,20.00,1,5,1.45,
2776,0,33,1,1351,5577,494.38,602.00,107.63,1,1,1,5.00,1,5,4.30,
2777,0,28,3,1359,11159,494.45,550.00,55.55,1,1,1,10.00,1,15,2.37,
2778,0,41,1,5578,5577,494.52,518.00,23.48,1,1,1,15.00,1,10,0.62,
2779,0,14,8,5037,10847,494.61,550.00,55.39,1,1,1,10.00,2,5,4.09,
2780,0,2,19,11123,1352,494.61,520.00,25.39,1,1,1,5.00,1,15,3.37,
2781,0,14,11,5037,5119,494.61,548.00,53.39,1,1,1,20.00,1,10,2.96,
2782,0,14,1,5037,5577,494.62,868.00,373.38,1,1,1,30.00,1,5,2.29,
2783,0,26,1,1323,5577,494.63,558.00,63.37,1,1,1,5.00,1,5,2.99,
2784,0,8,30,10847,1360,494.64,1278.00,783.36,1,1,1,20.00,1,15,1.24,
2785,0,22,1,3689,5577,494.68,0.00,-494.68,1,1,1,10.00,2,10,5.37,
2786,0,6,8,5238,10847,494.75,512.00,17.25,1,1,1,20.00,1,10,2.69,
2787,0,20,40,1357,1296,494.75,0.00,-494.75,1,1,1,30.00,1,10,4.42,
2788,0,37,19,1353,1352,494.75,504.00,9.25,1,1,1,5.00,1,5,1.60,
2789,0,31,8,8116,10847,494.78,1210.00,715.22,1,1,1,10.00,1,10,4.04,
2790,0,26,2,1323,11123,494.85,512.00,17.15,1,1,1,10.00,1,5,2.06,
2791,0,35,28,1290,1359,494.85,562.00,67.15,1,1,1,30.00,1,10,3.86,
2792,0,33,3,1351,11159,494.87,530.00,35.13,1,1,1,30.00,2,5,1.87,
2793,0,37,1,1353,5577,494.92,570.00,75.08,1,1,1,10.00,1,10,3.18,
2794,0,12,19,11151,1352,495.00,1226.00,731.00,1,1,1,5.00,1,5,3.57,
2795,0,31,40,8116,1296,495.00,514.00,19.00,1,1,1,10.00,2,5,2.29,
2796,0,37,3,1353,11159,495.00,508.00,13.00,1,1,1,10.00,1,0,0.74,
