from_node_id,to_node_id,type_code,start_time_in_min,end_time_in_min,total_link_volume,lane_capacity_in_vhc_per_hour,volume_over_capacity_ratio,avg_waiting_time_on_loading_buffer_(min),speed_limit,speed,percentage_of_speed_limit,level_of_service,sensor_data_flag,sensor_link_volume,simulated_link_volume,measurement_error,abs_measurement_error_percentage,simulated_AADT,TotalEnergy_(J/hr),CO2_(g/hr),NOX_(g/hr),CO_(g/hr),HC_(g/hr),sov_volume,hov_volume,truck_volume,intermodal_volume,geometry,from_node_id,to_node_id,vol_d1,spd_d1,
1285,5018,f,420,1050,0,1428.6000,0.0000,0.0000,21.0000,21.0000,100,A,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,"<LineString><coordinates>-111.943374,40.616437,0.0 -111.938854,40.616720,0.0</coordinates></LineString>",1285,5018,
1286,11125,f,420,1050,1553,1428.6000,0.0148,15.1869,21.0000,0.1423,1,F,0,0.0000,1553,0.0000,0.0000,15530.0000,193095056.0000,13875112.0000,6888.4360,82707.3125,3852.7986,1553,0,0,0,"<LineString><coordinates>-111.934219,40.630775,0.0 -111.933987,40.624023,0.0</coordinates></LineString>",1286,11125,
1289,4952,f,420,1050,0,1428.6000,0.0000,0.0000,21.0000,21.0000,100,A,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,"<LineString><coordinates>-111.933868,40.616690,0.0 -111.929251,40.616657,0.0</coordinates></LineString>",1289,4952,
1289,5018,f,420,1050,0,1428.6000,0.0000,0.0000,21.0000,21.0000,100,A,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,"<LineString><coordinates>-111.933868,40.616724,0.0 -111.938855,40.616754,0.0</coordinates></LineString>",1289,5018,
1289,11124,f,420,1050,0,1428.6000,0.0000,0.0000,21.0000,21.0000,100,A,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,"<LineString><coordinates>-111.933884,40.616702,0.0 -111.931835,40.609521,0.0</coordinates></LineString>",1289,11124,
1289,11125,f,420,1050,0,1428.6000,0.0000,0.0000,21.0000,21.0000,100,A,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,"<LineString><coordinates>-111.933851,40.616707,0.0 -111.933953,40.624024,0.0</coordinates></LineString>",1289,11125,
1290,4952,f,420,1050,985,1428.6000,0.0094,0.0294,21.0000,1.1009,5,F,0,0.0000,985,0.0000,0.0000,9850.0000,4237102.5000,304510.3750,153.8927,2059.8577,97.8418,985,0,0,0,"<LineString><coordinates>-111.924504,40.617151,0.0 -111.929253,40.616691,0.0</coordinates></LineString>",1290,4952,
1296,5240,f,420,1050,0,1428.6000,0.0000,0.0000,21.0000,21.0000,100,A,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,"<LineString><coordinates>-111.915634,40.613706,0.0 -111.911925,40.614653,0.0</coordinates></LineString>",1296,5240,
1299,4958,f,420,1050,0,1428.6000,0.0000,0.0000,21.0000,21.0000,100,A,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,"<LineString><coordinates>-111.908042,40.616185,0.0 -111.910220,40.618540,0.0</coordinates></LineString>",1299,4958,
1299,11129,f,420,1050,0,1428.6000,0.0000,0.0000,21.0000,21.0000,100,A,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,"<LineString><coordinates>-111.908071,40.616173,0.0 -111.907656,40.610910,0.0</coordinates></LineString>",1299,11129,
1314,11146,f,420,1050,289,1428.6000,0.0028,0.0286,21.0000,1.1824,6,F,0,0.0000,289,0.0000,0.0000,2890.0000,2120384.2500,152385.7813,91.4837,1206.9657,94.2353,289,0,0,0,"<LineString><coordinates>-111.944075,40.606309,0.0 -111.938859,40.605881,0.0</coordinates></LineString>",1314,11146,
1316,11148,f,420,1050,306,1428.6000,0.0029,0.0294,21.0000,0.4225,2,F,0,0.0000,306,0.0000,0.0000,3060.0000,5586836.0000,401506.9063,138.1957,1865.4659,114.9917,306,0,0,0,"<LineString><coordinates>-111.943561,40.597990,0.0 -111.938789,40.599023,0.0</coordinates></LineString>",1316,11148,
1318,11160,f,420,1050,275,1428.6000,0.0026,0.0285,21.0000,0.2127,1,F,0,0.0000,275,0.0000,0.0000,2750.0000,10935663.0000,785895.5000,284.7612,3911.5034,234.8122,275,0,0,0,"<LineString><coordinates>-111.943411,40.590874,0.0 -111.938878,40.590827,0.0</coordinates></LineString>",1318,11160,
1319,11124,f,420,1050,0,1428.6000,0.0000,0.0000,21.0000,21.0000,100,A,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,"<LineString><coordinates>-111.934397,40.607284,0.0 -111.931808,40.609513,0.0</coordinates></LineString>",1319,11124,
1320,5820,f,420,1050,0,1428.6000,0.0000,0.0000,21.0000,21.0000,100,A,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,"<LineString><coordinates>-111.934143,40.599979,0.0 -111.929258,40.603307,0.0</coordinates></LineString>",1320,5820,
1320,11148,f,420,1050,0,1428.6000,0.0000,0.0000,21.0000,21.0000,100,A,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,"<LineString><coordinates>-111.934155,40.600009,0.0 -111.938796,40.599055,0.0</coordinates></LineString>",1320,11148,
1322,5589,f,420,1050,0,1428.6000,0.0000,0.0000,21.0000,21.0000,100,A,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,"<LineString><coordinates>-111.934366,40.591005,0.0 -111.934080,40.587780,0.0</coordinates></LineString>",1322,5589,
