#,NBL,NBT,NBR,SBL,SBT,SBR,EBL,EBT,EBR,WBL,WBT,WBR,NBL,NBT,NBR,SBL,SBT,SBR,EBL,EBT,EBR,WBL,WBT,WBR,NBL,NBT,NBR,SBL,SBT,SBR,EBL,EBT,EBR,WBL,WBT,WBR,NBL,NBT,NBR,SBL,SBT,SBR,EBL,EBT,EBR,WBL,WBT,WBR
4022,1,3,1,1,3,1,1,2,1,1,2,1,40.0,426.0,40.0,30.0,1150.0,240.0,52.0,300.0,100.0,200.0,350.0,57.0,40,40,40,40,40,40,40,35,40,40,35,40,2100 East,2100 East,2100 East,Foothill,Foothill,Foothill,Sunnyside,Sunnyside,Sunnyside,Sunnyside,Sunnyside,Sunnyside,
4031,1,3,1,1,3,1,1,2,1,1,3,1,3.0,502.0,30.0,60.0,1050.0,40.0,40.0,0.0,85.0,285.0,0.0,161.0,40,40,40,40,40,40,40,25,40,40,30,40,Foothill,Foothill,Foothill,Foothill,Foothill,Foothill,Wakara,Wakara,Wakara,Wakara,Wakara,Wakara,
4032,1,1,1,1,2,1,1,3,1,1,3,1,30.0,0.0,95.0,635.0,0.0,150.0,120.0,420.0,30.0,13.0,645.0,45.0,40,25,40,40,35,40,40,40,40,40,40,40,VA Drive,VA Drive,VA Drive,Capecchi,Capecchi,Capecchi,500 South,500 South,500 South,Foothill,Foothill,Foothill,
