DTALite:
A Fast Open Source DTA Engine
Software Version =,1.1.0
Release Date=,Dec 10 2013
Simulation Date =,year: 2013,month:12,day:17,hour:10,min: 1
----------------------test1----------------------
Traffic Flow Model =,Newell's Cumulative Flow Count Model
Assignment method=,Fixed Switching Rate
Percentage of considering to switch routes=,15
Travel time difference for route switching=,5
Relative Travel Time Indifference Band (%) for route switching=,15
 
# of Nodes=,149
# of Prohibited Movements=,0
# of Pretimed Signals=,16
# of Actuated Signals=,0
# of Link Types=,11
# of Links=,378
# of Zones=,41
# of Activity Locations=,51
# of Vehicle Types=,5
# of Demand Types=,4
# of Pricing Types=,0
# of VOT Records=,47
Demand Load Mode=,demand meta database
# of incident records=0
# of link-based toll records=0
# of work zone records=0
# of VMS records=0
# of movement records=0
Reading demand file,input_demand.csv,cumulative # of agents=,12638,


Demand multiplier in setting file=,1
# of Vehicles to be simulated=,12638
# of Intra-zone Vehicles (not be simulated)=,377.973
Starting Time of Demand Loading (min)=,930
Ending Time of Demand Loading (min)=,1050
Output Emission data=,NO
# of assignment iterations=,0
# of CPU threads=,8
Iteration #,CPU Running Time,# of agents,Avg Travel Time (min),Avg Trip Time (min),Avg Waiting Time at Origin (min),Avg Trip Time Index=(Mean TT/Free-flow TT),Avg Speed (mph),% considering to switch,% switched,% completing trips,network clearance time (in min),Avg UE gap (min),Relative UE gap (%),ODME: number of data points,ODME: Absolute link count error,ODME: % link count error,ODME: slope,ODME: r_squared,ODME: avg_simulated_to_avg_obs,travel_time_15:30,travel_time_15:45,travel_time_16:00,travel_time_16:15,travel_time_16:30,travel_time_16:45,travel_time_17:00,travel_time_17:15,Avg UE gap_15:30,Avg UE gap_15:45,Avg UE gap_16:00,Avg UE gap_16:15,Avg UE gap_16:30,Avg UE gap_16:45,Avg UE gap_17:00,Avg UE gap_17:15,Relative UE gap_15:30,Relative UE gap_15:45,Relative UE gap_16:00,Relative UE gap_16:15,Relative UE gap_16:30,Relative UE gap_16:45,Relative UE gap_17:00,Relative UE gap_17:15,
1,00:00:01,12638,31.0575,36.502,5.44454,7.77064,5.75893,100,100,100,1175, , , , , , , , ,7.97694,15.4408,28.2392,39.3198,46.6769,41.4974,35.3419,29.2549, , , , , , , , , , , , , , , , ,

--Time Dependent Network MOE--,60 min interval
time_stamp_in_min,time_clock,cumulative_in_flow_count,cumulative_out_flow_count,number_vehicles_in_network,total_out_flow,total_vehicle_mile_traveled,avg_trip_time (departure_time_based),avg_trip_time_index = trip time/FFTT,avg_distance,avg_speed,avg_waiting_time_at_origin,
1098,12638,10776,1862,0,0,
1099,12638,10818,1820,0,0,
1100,12638,10863,1775,0,0,
1101,12638,10909,1729,0,0,
1102,12638,10954,1684,0,0,
1103,12638,11003,1635,0,0,
1104,12638,11042,1596,0,0,
1105,12638,11088,1550,0,0,
1106,12638,11134,1504,0,0,
1107,12638,11174,1464,0,0,
1108,12638,11215,1423,0,0,
1109,12638,11271,1367,0,0,
1110,12638,11300,1338,0,0,
1111,12638,11346,1292,0,0,
1112,12638,11386,1252,0,0,
1113,12638,11426,1212,0,0,
1114,12638,11465,1173,0,0,
1115,12638,11494,1144,0,0,
1116,12638,11524,1114,0,0,
1117,12638,11560,1078,0,0,
1118,12638,11597,1041,0,0,
1119,12638,11627,1011,0,0,
1120,12638,11655,983,0,0,
1121,12638,11680,958,0,0,
1122,12638,11709,929,0,0,
1123,12638,11738,900,0,0,
1124,12638,11762,876,0,0,
1125,12638,11791,847,0,0,
1126,12638,11824,814,0,0,
1127,12638,11844,794,0,0,
1128,12638,11866,772,0,0,
1129,12638,11888,750,0,0,
1130,12638,11908,730,0,0,
1131,12638,11927,711,0,0,
1132,12638,11946,692,0,0,
1133,12638,11967,671,0,0,
1134,12638,11995,643,0,0,
1135,12638,12016,622,0,0,
1136,12638,12034,604,0,0,
1137,12638,12058,580,0,0,
1138,12638,12080,558,0,0,
1139,12638,12099,539,0,0,
1140,12638,12124,514,0,0,
1141,12638,12147,491,0,0,
1142,12638,12165,473,0,0,
1143,12638,12188,450,0,0,
1144,12638,12199,439,0,0,
1145,12638,12216,422,0,0,
1146,12638,12238,400,0,0,
1147,12638,12252,386,0,0,
1148,12638,12270,368,0,0,
1149,12638,12286,352,0,0,
1150,12638,12302,336,0,0,
1151,12638,12320,318,0,0,
1152,12638,12335,303,0,0,
1153,12638,12354,284,0,0,
1154,12638,12368,270,0,0,
1155,12638,12382,256,0,0,
1156,12638,12404,234,0,0,
1157,12638,12417,221,0,0,
1158,12638,12432,206,0,0,
1159,12638,12446,192,0,0,
1160,12638,12464,174,0,0,
1161,12638,12477,161,0,0,
1162,12638,12493,145,0,0,
1163,12638,12509,129,0,0,
1164,12638,12522,116,0,0,
1165,12638,12534,104,0,0,
1166,12638,12551,87,0,0,
1167,12638,12562,76,0,0,
1168,12638,12578,60,0,0,
1169,12638,12590,48,0,0,
1170,12638,12606,32,0,0,
1171,12638,12619,19,0,0,
1172,12638,12629,9,0,0,
1173,12638,12636,2,0,0,
1174,12638,12637,1,0,0,
1175,12638,12638,0,0,0,


--MOE Group 8--
Detailed Data:,output_LinkMOE.csv
from_node_id,to_node_id,type_code,start_time_in_min,end_time_in_min,total_link_volume,lane_capacity_in_vhc_per_hour,volume_over_capacity_ratio,avg_waiting_time_on_loading_buffer_(min),speed_limit,speed,percentage_of_speed_limit,level_of_service,sensor_data_flag,sensor_link_volume,simulated_link_volume,measurement_error,abs_measurement_error_percentage,simulated_AADT,TotalEnergy_(J/hr),CO2_(g/hr),NOX_(g/hr),CO_(g/hr),HC_(g/hr),sov_volume,hov_volume,truck_volume,intermodal_volume,geometry,from_node_id,to_node_id,vol_d1,spd_d1,
5017,5018,a,930,1050,1648,284.8000,0.9644,0.0000,43.0000,41.8377,97,A,0,0.0000,1648,0.0000,0.0000,16480.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1648,0,0,0,"<LineString><coordinates>-111.938716,40.609518,0.0 -111.938820,40.616737,0.0</coordinates></LineString>",5017,5018,
5017,11146,a,930,1050,2468,284.8000,1.4443,0.0000,43.0000,2.2620,5,F,0,0.0000,2468,0.0000,0.0000,24680.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2468,0,0,0,"<LineString><coordinates>-111.938786,40.609518,0.0 -111.938893,40.605899,0.0</coordinates></LineString>",5017,11146,
5018,5017,a,930,1050,1921,284.8000,1.1242,0.0000,43.0000,1.7765,4,F,0,0.0000,1921,0.0000,0.0000,19210.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1921,0,0,0,"<LineString><coordinates>-111.938889,40.616736,0.0 -111.938786,40.609517,0.0</coordinates></LineString>",5018,5017,
5018,5436,a,930,1050,1485,284.8000,0.8690,0.0000,43.0000,42.2068,98,A,1,0.0000,1485,1485.0000,148500.0000,14850.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1485,0,0,0,"<LineString><coordinates>-111.938820,40.616736,0.0 -111.938707,40.624084,0.0</coordinates></LineString>",5018,5436,
5022,5524,a,930,1050,1096,407.2000,0.6729,0.0000,36.0000,32.4781,90,A,0,0.0000,1096,0.0000,0.0000,10960.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1096,0,0,0,"<LineString><coordinates>-111.929169,40.609381,0.0 -111.925495,40.608697,0.0</coordinates></LineString>",5022,5524,
5112,5589,a,930,1050,2593,446.0000,1.4535,0.0000,39.0000,4.7894,12,F,0,0.0000,2593,0.0000,0.0000,25930.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2593,0,0,0,"<LineString><coordinates>-111.938730,40.587727,0.0 -111.934063,40.587747,0.0</coordinates></LineString>",5112,5589,
5112,11160,a,930,1050,2403,284.8000,1.4063,0.0000,43.0000,4.8604,11,F,0,0.0000,2403,0.0000,0.0000,24030.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2403,0,0,0,"<LineString><coordinates>-111.938696,40.587763,0.0 -111.938844,40.590846,0.0</coordinates></LineString>",5112,11160,
5112,11172,a,930,1050,1096,446.0000,0.6143,0.0000,39.0000,37.8069,97,A,0,0.0000,1096,0.0000,0.0000,10960.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1096,0,0,0,"<LineString><coordinates>-111.938765,40.587762,0.0 -111.938853,40.584172,0.0</coordinates></LineString>",5112,11172,
5113,11148,a,930,1050,2421,284.8000,1.4168,0.0000,43.0000,20.5187,48,D,1,0.0000,2421,2421.0000,242100.0000,24210.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2421,0,0,0,"<LineString><coordinates>-111.938736,40.594013,0.0 -111.938758,40.599039,0.0</coordinates></LineString>",5113,11148,
5113,11160,a,930,1050,2651,284.8000,1.5514,0.0000,43.0000,2.5306,6,F,0,0.0000,2651,0.0000,0.0000,26510.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2651,0,0,0,"<LineString><coordinates>-111.938805,40.594014,0.0 -111.938913,40.590845,0.0</coordinates></LineString>",5113,11160,
5114,5592,a,930,1050,2914,423.7000,1.7194,0.0000,32.0000,4.1816,13,F,0,0.0000,2914,0.0000,0.0000,29140.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2914,0,0,0,"<LineString><coordinates>-111.929195,40.587759,0.0 -111.922175,40.587707,0.0</coordinates></LineString>",5114,5592,
5117,11255,a,930,1050,1725,423.7000,1.0178,0.0000,32.0000,27.7086,87,B,0,0.0000,1725,0.0000,0.0000,17250.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1725,0,0,0,"<LineString><coordinates>-111.910223,40.587683,0.0 -111.907885,40.587778,0.0</coordinates></LineString>",5117,11255,
5118,5727,a,930,1050,1161,423.7000,0.6850,0.0000,32.0000,31.4940,98,A,0,0.0000,1161,0.0000,0.0000,11610.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1161,0,0,0,"<LineString><coordinates>-111.904261,40.587979,0.0 -111.902133,40.587965,0.0</coordinates></LineString>",5118,5727,
5208,5209,a,930,1050,1081,446.0000,0.6059,0.0000,39.0000,2.8074,7,F,0,0.0000,1081,0.0000,0.0000,10810.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1081,0,0,0,"<LineString><coordinates>-111.938658,40.562285,0.0 -111.938703,40.568083,0.0</coordinates></LineString>",5208,5209,
5209,5211,a,930,1050,1273,446.0000,0.7136,0.0000,39.0000,2.8814,7,F,1,0.0000,1273,1273.0000,127300.0000,12730.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1273,0,0,0,"<LineString><coordinates>-111.938703,40.568082,0.0 -111.938652,40.573110,0.0</coordinates></LineString>",5209,5211,
5210,11172,a,930,1050,1621,446.0000,0.9086,0.0000,39.0000,2.8572,7,F,1,0.0000,1621,1621.0000,162100.0000,16210.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1621,0,0,0,"<LineString><coordinates>-111.938706,40.576961,0.0 -111.938784,40.584171,0.0</coordinates></LineString>",5210,11172,
5211,5210,a,930,1050,1376,446.0000,0.7713,0.0000,39.0000,2.7854,7,F,0,0.0000,1376,0.0000,0.0000,13760.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1376,0,0,0,"<LineString><coordinates>-111.938652,40.573111,0.0 -111.938706,40.576961,0.0</coordinates></LineString>",5211,5210,
5436,5018,a,930,1050,1271,284.8000,0.7438,0.0000,43.0000,1.3921,3,F,1,0.0000,1271,1271.0000,127100.0000,12710.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1271,0,0,0,"<LineString><coordinates>-111.938777,40.624085,0.0 -111.938889,40.616737,0.0</coordinates></LineString>",5436,5018,
5436,5578,a,930,1050,1143,284.8000,0.6689,0.0000,39.0000,36.2388,93,A,1,0.0000,1143,1143.0000,114300.0000,11430.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1143,0,0,0,"<LineString><coordinates>-111.938707,40.624085,0.0 -111.938725,40.630427,0.0</coordinates></LineString>",5436,5578,
5524,5863,a,930,1050,1096,407.2000,0.6729,0.0000,36.0000,35.7201,99,A,1,0.0000,1096,1096.0000,109600.0000,10960.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1096,0,0,0,"<LineString><coordinates>-111.925482,40.608697,0.0 -111.916778,40.610231,0.0</coordinates></LineString>",5524,5863,
5589,5114,a,930,1050,2793,446.0000,1.5656,0.0000,39.0000,4.4762,11,F,1,0.0000,2793,2793.0000,279300.0000,27930.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2793,0,0,0,"<LineString><coordinates>-111.934063,40.587747,0.0 -111.929194,40.587759,0.0</coordinates></LineString>",5589,5114,
5727,5119,a,930,1050,1161,423.7000,0.6850,0.0000,32.0000,28.4938,89,B,0,0.0000,1161,0.0000,0.0000,11610.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1161,0,0,0,"<LineString><coordinates>-111.902134,40.587965,0.0 -111.901031,40.587936,0.0</coordinates></LineString>",5727,5119,
5736,11146,a,930,1050,2338,284.8000,1.3682,0.0000,43.0000,29.1875,68,C,0,0.0000,2338,0.0000,0.0000,23380.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2338,0,0,0,"<LineString><coordinates>-111.938660,40.602344,0.0 -111.938823,40.605900,0.0</coordinates></LineString>",5736,11146,
5736,11148,a,930,1050,2561,284.8000,1.4987,0.0000,43.0000,2.7634,6,F,0,0.0000,2561,0.0000,0.0000,25610.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2561,0,0,0,"<LineString><coordinates>-111.938729,40.602344,0.0 -111.938828,40.599040,0.0</coordinates></LineString>",5736,11148,
5863,5009,a,930,1050,1096,407.2000,0.6729,0.0000,36.0000,35.6904,99,A,0,0.0000,1096,0.0000,0.0000,10960.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1096,0,0,0,"<LineString><coordinates>-111.916782,40.610230,0.0 -111.913170,40.610436,0.0</coordinates></LineString>",5863,5009,
8172,6185,a,930,1050,1591,666.4000,1.1937,0.0000,29.0000,28.9869,100,A,1,0.0000,1591,1591.0000,159100.0000,15910.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1591,0,0,0,"<LineString><coordinates>-111.905538,40.580699,0.0 -111.905548,40.575754,0.0</coordinates></LineString>",8172,6185,
11146,5017,a,930,1050,2262,284.8000,1.3237,0.0000,43.0000,34.3469,80,B,0,0.0000,2262,0.0000,0.0000,22620.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2262,0,0,0,"<LineString><coordinates>-111.938823,40.605897,0.0 -111.938716,40.609516,0.0</coordinates></LineString>",11146,5017,
11146,5736,a,930,1050,2541,284.8000,1.4870,0.0000,43.0000,2.5307,6,F,0,0.0000,2541,0.0000,0.0000,25410.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2541,0,0,0,"<LineString><coordinates>-111.938893,40.605897,0.0 -111.938729,40.602341,0.0</coordinates></LineString>",11146,5736,
11148,5113,a,930,1050,2636,284.8000,1.5426,0.0000,43.0000,2.5631,6,F,1,0.0000,2636,2636.0000,263600.0000,26360.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2636,0,0,0,"<LineString><coordinates>-111.938828,40.599038,0.0 -111.938805,40.594013,0.0</coordinates></LineString>",11148,5113,
11148,5736,a,930,1050,2346,284.8000,1.3729,0.0000,43.0000,32.8525,76,B,0,0.0000,2346,0.0000,0.0000,23460.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2346,0,0,0,"<LineString><coordinates>-111.938758,40.599038,0.0 -111.938660,40.602342,0.0</coordinates></LineString>",11148,5736,
11159,5112,a,930,1050,1417,446.0000,0.7943,12.4974,39.0000,0.9131,2,F,1,0.0000,1417,1417.0000,141700.0000,14170.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1417,0,0,0,"<LineString><coordinates>-111.943604,40.587727,0.0 -111.938730,40.587727,0.0</coordinates></LineString>",11159,5112,
11160,5112,a,930,1050,2609,284.8000,1.5268,0.0000,43.0000,2.9061,7,F,0,0.0000,2609,0.0000,0.0000,26090.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2609,0,0,0,"<LineString><coordinates>-111.938913,40.590843,0.0 -111.938765,40.587760,0.0</coordinates></LineString>",11160,5112,
11160,5113,a,930,1050,2420,284.8000,1.4162,0.0000,43.0000,6.7883,16,F,0,0.0000,2420,0.0000,0.0000,24200.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2420,0,0,0,"<LineString><coordinates>-111.938844,40.590843,0.0 -111.938736,40.594012,0.0</coordinates></LineString>",11160,5113,
11172,5112,a,930,1050,1827,446.0000,1.0241,0.0000,39.0000,2.9927,8,F,0,0.0000,1827,0.0000,0.0000,18270.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1827,0,0,0,"<LineString><coordinates>-111.938784,40.584170,0.0 -111.938696,40.587761,0.0</coordinates></LineString>",11172,5112,
11172,5210,a,930,1050,1046,446.0000,0.5863,0.0000,39.0000,38.6521,99,A,1,0.0000,1046,1046.0000,104600.0000,10460.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1046,0,0,0,"<LineString><coordinates>-111.938853,40.584171,0.0 -111.938775,40.576960,0.0</coordinates></LineString>",11172,5210,
11255,5118,a,930,1050,1725,423.7000,1.0178,0.0000,32.0000,29.8663,93,A,1,0.0000,1725,1725.0000,172500.0000,17250.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1725,0,0,0,"<LineString><coordinates>-111.907885,40.587778,0.0 -111.904258,40.587979,0.0</coordinates></LineString>",11255,5118,
11507,5216,a,930,1050,1249,300.7000,1.0384,0.0000,25.0000,24.3953,98,A,0,0.0000,1249,0.0000,0.0000,12490.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1249,0,0,0,"<LineString><coordinates>-111.902562,40.562396,0.0 -111.902808,40.559000,0.0</coordinates></LineString>",11507,5216,
1358,3000,a,930,1050,1965,600.0000,1.6375,0.0000,35.0000,13.6001,39,E,1,0.0000,1965,1965.0000,196500.0000,19650.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1965,0,0,0,"<LineString><coordinates>-111.911517,40.583553,0.0 -111.911584,40.583542,0.0 -111.911650,40.583531,0.0 -111.911717,40.583519,0.0 -111.911783,40.583508,0.0 -111.911850,40.583496,0.0 -111.911916,40.583484,0.0 -111.911983,40.583473,0.0 -111.912050,40.583461,0.0 -111.912116,40.583449,0.0 -111.912183,40.583436,0.0 -111.912250,40.583424,0.0 -111.912316,40.583412,0.0 -111.912382,40.583399,0.0 -111.912448,40.583386,0.0 -111.912514,40.583373,0.0 -111.912580,40.583360,0.0 -111.912645,40.583347,0.0 -111.912711,40.583333,0.0 -111.912776,40.583320,0.0 -111.912841,40.583306,0.0 -111.912905,40.583292,0.0 -111.912969,40.583278,0.0 -111.913033,40.583263,0.0 -111.913097,40.583248,0.0 -111.913160,40.583234,0.0 -111.913222,40.583219,0.0 -111.913285,40.583203,0.0 -111.913347,40.583188,0.0 -111.913408,40.583172,0.0 -111.913469,40.583156,0.0 -111.913530,40.583140,0.0 -111.913590,40.583123,0.0 -111.913650,40.583107,0.0 -111.913709,40.583090,0.0 -111.913768,40.583072,0.0 -111.913826,40.583055,0.0 -111.913883,40.583037,0.0 -111.913940,40.583019,0.0 -111.913997,40.583001,0.0 -111.914053,40.582982,0.0 -111.914108,40.582963,0.0 -111.914163,40.582944,0.0 -111.914217,40.582924,0.0 -111.914271,40.582905,0.0 -111.914324,40.582885,0.0 -111.914376,40.582864,0.0 -111.914428,40.582843,0.0 -111.914479,40.582822,0.0 -111.914530,40.582801,0.0 -111.914580,40.582779,0.0 -111.914629,40.582757,0.0 -111.914677,40.582735,0.0 -111.914725,40.582712,0.0 -111.914772,40.582689,0.0 -111.914819,40.582666,0.0 -111.914865,40.582642,0.0 -111.914910,40.582618,0.0 -111.914954,40.582593,0.0 -111.914998,40.582569,0.0 -111.915041,40.582543,0.0 -111.915084,40.582518,0.0 -111.915126,40.582492,0.0 -111.915167,40.582465,0.0 -111.915207,40.582439,0.0 -111.915247,40.582412,0.0 -111.915286,40.582384,0.0 -111.915324,40.582356,0.0 -111.915362,40.582328,0.0 -111.915399,40.582299,0.0 -111.915435,40.582270,0.0 -111.915471,40.582240,0.0 -111.915506,40.582210,0.0 -111.915540,40.582180,0.0 -111.915574,40.582149,0.0 -111.915607,40.582118,0.0 -111.915639,40.582086,0.0 -111.915671,40.582054,0.0 -111.915702,40.582022,0.0 -111.915733,40.581989,0.0 -111.915762,40.581955,0.0 -111.915792,40.581921,0.0 -111.915820,40.581887,0.0 -111.915848,40.581852,0.0 -111.915876,40.581817,0.0 -111.915902,40.581781,0.0 -111.915929,40.581745,0.0 -111.915954,40.581708,0.0 -111.915979,40.581671,0.0 -111.916004,40.581634,0.0 -111.916028,40.581596,0.0 -111.916052,40.581557,0.0 -111.916075,40.581518,0.0 -111.916097,40.581479,0.0 -111.916119,40.581439,0.0 -111.916141,40.581398,0.0 -111.916162,40.581357,0.0 -111.916182,40.581316,0.0 -111.916203,40.581274,0.0 -111.916223,40.581231,0.0</coordinates></LineString>",1358,3000,
5117,1358,a,930,1050,1965,600.0000,1.6375,0.0000,35.0000,11.8120,34,E,0,0.0000,1965,0.0000,0.0000,19650.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1965,0,0,0,"<LineString><coordinates>-111.911469,40.583512,0.0 -111.911448,40.583523,0.0 -111.911426,40.583533,0.0 -111.911405,40.583544,0.0 -111.911384,40.583556,0.0 -111.911363,40.583567,0.0 -111.911343,40.583579,0.0 -111.911322,40.583591,0.0 -111.911302,40.583603,0.0 -111.911282,40.583616,0.0 -111.911261,40.583628,0.0 -111.911241,40.583641,0.0 -111.911222,40.583654,0.0 -111.911202,40.583667,0.0 -111.911182,40.583681,0.0 -111.911163,40.583694,0.0 -111.911144,40.583708,0.0 -111.911125,40.583722,0.0 -111.911106,40.583736,0.0 -111.911087,40.583751,0.0 -111.911069,40.583765,0.0 -111.911050,40.583780,0.0 -111.911032,40.583795,0.0 -111.911014,40.583811,0.0 -111.910996,40.583826,0.0 -111.910978,40.583842,0.0 -111.910961,40.583857,0.0 -111.910943,40.583873,0.0 -111.910926,40.583889,0.0 -111.910909,40.583906,0.0 -111.910892,40.583922,0.0 -111.910876,40.583939,0.0 -111.910859,40.583956,0.0 -111.910843,40.583973,0.0 -111.910827,40.583990,0.0 -111.910811,40.584007,0.0 -111.910796,40.584025,0.0 -111.910780,40.584043,0.0 -111.910765,40.584061,0.0 -111.910750,40.584079,0.0 -111.910735,40.584097,0.0 -111.910720,40.584115,0.0 -111.910706,40.584134,0.0 -111.910691,40.584153,0.0 -111.910677,40.584172,0.0 -111.910663,40.584191,0.0 -111.910650,40.584210,0.0 -111.910636,40.584230,0.0 -111.910623,40.584249,0.0 -111.910610,40.584269,0.0 -111.910597,40.584289,0.0 -111.910584,40.584310,0.0 -111.910572,40.584330,0.0 -111.910560,40.584351,0.0 -111.910548,40.584372,0.0 -111.910536,40.584394,0.0 -111.910524,40.584415,0.0 -111.910513,40.584438,0.0 -111.910502,40.584460,0.0 -111.910491,40.584483,0.0 -111.910480,40.584506,0.0 -111.910470,40.584530,0.0 -111.910459,40.584555,0.0 -111.910449,40.584580,0.0 -111.910439,40.584605,0.0 -111.910430,40.584632,0.0 -111.910420,40.584659,0.0 -111.910411,40.584688,0.0 -111.910402,40.584717,0.0 -111.910393,40.584747,0.0 -111.910385,40.584779,0.0 -111.910376,40.584812,0.0 -111.910368,40.584847,0.0 -111.910360,40.584884,0.0 -111.910353,40.584922,0.0 -111.910345,40.584963,0.0 -111.910338,40.585006,0.0 -111.910330,40.585052,0.0 -111.910323,40.585101,0.0 -111.910316,40.585153,0.0 -111.910310,40.585208,0.0 -111.910303,40.585268,0.0 -111.910296,40.585332,0.0 -111.910290,40.585400,0.0 -111.910284,40.585474,0.0 -111.910278,40.585554,0.0 -111.910272,40.585641,0.0 -111.910266,40.585734,0.0 -111.910260,40.585835,0.0 -111.910254,40.585944,0.0 -111.910248,40.586062,0.0 -111.910242,40.586191,0.0 -111.910236,40.586330,0.0 -111.910230,40.586482,0.0 -111.910224,40.586646,0.0 -111.910218,40.586825,0.0 -111.910212,40.587019,0.0 -111.910205,40.587229,0.0 -111.910199,40.587458,0.0 -111.910192,40.587707,0.0</coordinates></LineString>",5117,1358,
6185,5175,a,930,1050,1591,300.0000,1.3258,0.0000,35.0000,34.8383,100,A,0,0.0000,1591,0.0000,0.0000,15910.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1591,0,0,0,"<LineString><coordinates>-111.905548,40.575747,0.0 -111.905673,40.575548,0.0 -111.905781,40.575377,0.0 -111.905874,40.575228,0.0 -111.905953,40.575100,0.0 -111.906021,40.574988,0.0 -111.906079,40.574891,0.0 -111.906129,40.574806,0.0 -111.906172,40.574732,0.0 -111.906209,40.574667,0.0 -111.906241,40.574609,0.0 -111.906268,40.574558,0.0 -111.906292,40.574512,0.0 -111.906312,40.574471,0.0 -111.906330,40.574433,0.0 -111.906345,40.574399,0.0 -111.906359,40.574367,0.0 -111.906371,40.574337,0.0 -111.906381,40.574309,0.0 -111.906390,40.574283,0.0 -111.906398,40.574258,0.0 -111.906406,40.574234,0.0 -111.906412,40.574211,0.0 -111.906418,40.574189,0.0 -111.906423,40.574167,0.0 -111.906428,40.574145,0.0 -111.906433,40.574124,0.0 -111.906436,40.574104,0.0 -111.906440,40.574083,0.0 -111.906443,40.574063,0.0 -111.906446,40.574043,0.0 -111.906449,40.574023,0.0 -111.906451,40.574003,0.0 -111.906453,40.573983,0.0 -111.906455,40.573963,0.0 -111.906456,40.573943,0.0 -111.906458,40.573924,0.0 -111.906459,40.573904,0.0 -111.906460,40.573884,0.0 -111.906460,40.573865,0.0 -111.906461,40.573845,0.0 -111.906461,40.573826,0.0 -111.906461,40.573806,0.0 -111.906461,40.573786,0.0 -111.906461,40.573767,0.0 -111.906460,40.573747,0.0 -111.906460,40.573728,0.0 -111.906459,40.573708,0.0 -111.906458,40.573688,0.0 -111.906456,40.573669,0.0 -111.906455,40.573649,0.0 -111.906453,40.573630,0.0 -111.906451,40.573610,0.0 -111.906449,40.573591,0.0 -111.906447,40.573571,0.0 -111.906444,40.573552,0.0 -111.906441,40.573533,0.0 -111.906439,40.573513,0.0 -111.906435,40.573494,0.0 -111.906432,40.573474,0.0 -111.906428,40.573455,0.0 -111.906425,40.573435,0.0 -111.906421,40.573416,0.0 -111.906416,40.573397,0.0 -111.906412,40.573377,0.0 -111.906407,40.573357,0.0 -111.906402,40.573338,0.0 -111.906397,40.573318,0.0 -111.906391,40.573298,0.0 -111.906385,40.573277,0.0 -111.906379,40.573257,0.0 -111.906372,40.573236,0.0 -111.906364,40.573214,0.0 -111.906356,40.573192,0.0 -111.906347,40.573169,0.0 -111.906338,40.573144,0.0 -111.906327,40.573119,0.0 -111.906316,40.573092,0.0 -111.906303,40.573063,0.0 -111.906288,40.573032,0.0 -111.906272,40.572998,0.0 -111.906253,40.572961,0.0 -111.906232,40.572919,0.0 -111.906208,40.572873,0.0 -111.906180,40.572820,0.0 -111.906148,40.572761,0.0 -111.906110,40.572693,0.0 -111.906067,40.572614,0.0 -111.906016,40.572524,0.0 -111.905957,40.572419,0.0 -111.905887,40.572297,0.0 -111.905806,40.572154,0.0 -111.905710,40.571988,0.0 -111.905598,40.571793,0.0 -111.905467,40.571565,0.0 -111.905313,40.571298,0.0 -111.905132,40.570986,0.0 -111.904921,40.570620,0.0 -111.904673,40.570191,0.0 -111.904382,40.569690,0.0</coordinates></LineString>",6185,5175,
