agent_id,trip_id,from_zone_id,to_zone_id,origin_node_id,destination_node_id,start_time_in_min,end_time_in_min,travel_time_in_min,demand_type,pricing_type,information_type,value_of_time,vehicle_type,vehicle_age,distance
2549,0,11,23,5119,1361,955.42,959.30,3.88,1,1,1,5.00,1,10,1.63,
2550,0,34,14,1320,5037,955.45,960.70,5.25,1,1,1,15.00,1,10,2.66,
2551,0,3,28,11159,1359,955.45,974.80,19.35,1,1,1,20.00,1,5,1.66,
2552,0,9,41,5356,5578,955.45,971.70,16.25,1,1,1,1.00,1,15,5.19,
2553,0,27,24,1348,1325,955.45,988.10,32.65,1,1,1,20.00,1,5,2.96,
2554,0,3,37,11159,1353,955.45,959.80,4.35,1,1,1,30.00,1,10,0.74,
2555,0,14,22,5037,3689,955.46,963.40,7.94,1,1,1,30.00,1,5,3.36,
2556,0,7,36,11281,1299,955.46,965.80,10.34,1,1,1,5.00,1,15,4.82,
2557,0,19,40,1352,1296,955.48,982.50,27.02,1,1,1,30.00,1,10,4.98,
2558,0,12,38,11151,1397,955.49,966.20,10.71,1,1,1,15.00,1,5,4.69,
2559,0,27,10,1348,5929,955.50,990.00,34.50,1,1,1,15.00,1,5,3.20,
2560,0,13,15,5034,4899,955.53,958.00,2.47,1,1,1,10.00,1,5,1.39,
2561,0,1,13,5577,5034,955.53,960.70,5.17,1,1,1,10.00,1,5,2.85,
2562,0,5,41,11282,5578,955.53,982.50,26.97,1,1,1,20.00,1,5,4.97,
2563,0,37,11,1353,5119,955.53,968.90,13.37,1,1,1,10.00,1,5,1.69,
2564,0,31,6,8002,5238,955.54,961.20,5.66,1,1,1,40.00,1,10,3.07,
2565,0,12,5,11151,11282,955.56,964.50,8.94,1,1,1,10.00,1,5,4.67,
2566,0,27,20,1348,1357,955.60,960.60,5.00,1,1,1,30.00,1,5,2.17,
2567,0,3,24,11159,1325,955.63,976.00,20.37,1,1,1,30.00,1,0,2.22,
2568,0,27,20,1348,1357,955.65,960.70,5.05,1,1,1,5.00,1,15,2.17,
2569,0,4,13,11180,5034,955.70,982.00,26.30,1,1,1,10.00,1,10,4.72,
2570,0,26,6,1323,5238,955.70,962.40,6.70,1,1,1,15.00,1,5,3.16,
2571,0,37,19,1353,1352,955.71,958.90,3.19,1,1,1,30.00,1,5,1.60,
2572,0,5,19,11282,1352,955.71,957.50,1.79,1,1,1,20.00,1,5,0.92,
2573,0,19,13,1352,5034,955.71,983.10,27.39,1,1,1,30.00,1,5,5.02,
2574,0,16,11,11827,5119,955.71,971.20,15.49,1,1,1,5.00,1,5,3.86,
2575,0,37,16,1353,11827,955.71,975.70,19.99,1,1,1,10.00,1,5,3.68,
2576,0,19,34,1352,1322,955.71,975.20,19.49,1,1,1,10.00,1,15,1.86,
2577,0,6,38,5238,1397,955.71,958.90,3.19,1,1,1,15.00,1,10,1.47,
2578,0,5,16,11282,11827,955.71,984.40,28.69,1,1,1,30.00,1,5,5.22,
2579,0,27,31,1348,8002,955.71,975.00,19.29,1,1,1,20.00,1,10,1.67,
2580,0,11,16,5119,11827,955.71,963.00,7.29,1,1,1,10.00,1,5,3.86,
2581,0,3,26,11159,1323,955.71,964.90,9.19,1,1,1,40.00,1,15,1.02,
2582,0,18,24,1286,1325,955.71,964.60,8.89,1,1,1,15.00,1,5,4.05,
2583,0,20,9,1357,5356,955.71,958.60,2.89,1,1,1,20.00,1,5,1.19,
2584,0,11,22,5119,3689,955.71,958.60,2.89,1,1,1,1.00,1,10,1.27,
2585,0,18,9,1286,5356,955.71,1025.90,70.19,1,1,1,15.00,1,15,5.53,
2586,0,14,34,5037,1322,955.71,973.10,17.39,1,1,1,10.00,1,10,3.73,
2587,0,11,19,5119,1352,955.71,961.70,5.99,1,1,1,20.00,1,5,2.79,
2588,0,2,32,11123,1285,955.71,957.60,1.89,1,1,1,30.00,1,5,1.00,
2589,0,25,34,1355,1322,955.71,959.00,3.29,1,1,1,20.00,1,5,1.47,
2590,0,3,32,11159,1285,955.71,969.60,13.89,1,1,1,20.00,1,5,2.49,
2591,0,27,41,1348,5578,955.71,979.50,23.79,1,1,1,15.00,1,0,3.94,
2592,0,32,31,1285,8116,955.71,974.30,18.59,1,1,1,15.00,1,15,1.56,
2593,0,28,41,1359,5578,955.71,970.50,14.79,1,1,1,20.00,1,5,4.34,
2594,0,13,21,5034,6253,955.71,964.80,9.09,1,1,1,30.00,1,5,3.63,
2595,0,6,20,5238,1357,955.71,960.30,4.59,1,1,1,30.00,1,15,2.39,
2596,0,32,3,1285,11159,955.71,987.10,31.39,1,1,1,20.00,1,5,2.49,
2597,0,5,22,11282,3689,955.71,960.50,4.79,1,1,1,20.00,1,0,2.52,
2598,0,41,14,5578,5037,955.71,959.60,3.89,1,1,1,1.00,1,5,2.28,
2599,0,41,19,5578,1352,955.71,993.30,37.59,1,1,1,5.00,1,5,4.55,
2600,0,31,21,1314,6253,955.71,983.40,27.69,1,1,1,30.00,1,10,4.37,
2601,0,7,19,11281,1352,955.71,958.20,2.49,1,1,1,10.00,1,15,1.10,
2602,0,11,14,5119,5037,955.71,962.10,6.39,1,1,1,15.00,1,5,2.88,
2603,0,14,41,5037,5578,955.71,960.10,4.39,1,1,1,10.00,1,10,2.28,
2604,0,41,22,5578,3689,955.71,1020.00,64.29,1,1,1,30.00,1,10,4.92,
2605,0,7,16,11281,11827,955.71,986.20,30.49,1,1,1,1.00,1,10,5.89,
2606,0,2,39,11123,1404,955.73,995.40,39.67,1,1,1,15.00,1,10,3.94,
2607,0,4,9,11180,5356,955.76,961.50,5.74,1,1,1,10.00,1,10,3.16,
2608,0,3,41,11159,5578,955.78,970.60,14.82,1,1,1,10.00,1,15,3.20,
2609,0,19,15,1352,4899,955.81,984.20,28.39,1,1,1,1.00,1,5,5.51,
2610,0,3,21,11159,6253,955.82,979.00,23.18,1,1,1,15.00,1,5,3.10,
2611,0,2,9,11123,5356,955.88,995.50,39.62,1,1,1,30.00,1,5,4.07,
2612,0,3,9,11159,5356,955.88,977.80,21.92,1,1,1,10.00,1,15,2.57,
2613,0,5,8,11282,10847,955.89,960.30,4.41,1,1,1,10.00,1,10,2.31,
2614,0,9,15,5356,4899,955.91,963.50,7.59,1,1,1,30.00,1,10,3.63,
2615,0,31,9,1314,5356,955.95,982.60,26.65,1,1,1,30.00,1,5,3.84,
2616,0,18,11,1286,5119,955.95,1024.80,68.85,1,1,1,20.00,1,5,4.90,
2617,0,18,41,1286,5578,955.95,958.40,2.45,1,1,1,20.00,1,15,1.15,
2618,0,31,24,1314,1325,955.95,981.50,25.55,1,1,1,1.00,1,0,3.49,
2619,0,6,21,5238,6253,955.95,960.50,4.55,1,1,1,30.00,1,15,2.51,
2620,0,16,38,11827,1397,955.96,1001.50,45.54,1,1,1,15.00,1,10,5.78,
2621,0,21,22,6253,3689,956.01,958.50,2.49,1,1,1,30.00,1,5,1.06,
2622,0,12,1,11151,5577,956.01,961.30,5.29,1,1,1,15.00,1,5,2.97,
2623,0,26,31,1323,1316,956.06,967.10,11.04,1,1,1,10.00,1,15,1.80,
2624,0,9,17,5356,1289,956.06,971.20,15.14,1,1,1,60.00,1,5,4.51,
2625,0,13,20,5034,1356,956.07,964.80,8.73,1,1,1,15.00,1,5,4.53,
2626,0,26,23,1323,1361,956.08,962.20,6.12,1,1,1,40.00,1,10,1.73,
2627,0,11,34,5119,1319,956.09,968.10,12.01,1,1,1,5.00,1,10,2.96,
2628,0,13,11,5034,5119,956.09,961.20,5.11,1,1,1,40.00,1,5,2.28,
2629,0,41,34,5578,1319,956.09,973.50,17.41,1,1,1,20.00,1,10,1.73,
2630,0,3,34,11159,1319,956.09,968.50,12.41,1,1,1,5.00,1,5,1.54,
2631,0,37,41,1349,5578,956.09,980.40,24.31,1,1,1,5.00,1,5,3.92,
2632,0,7,13,11281,5034,956.09,965.60,9.51,1,1,1,30.00,1,10,4.71,
2633,0,3,27,11159,1346,956.09,960.60,4.51,1,1,1,10.00,1,5,0.76,
2634,0,11,13,5119,5034,956.09,961.30,5.21,1,1,1,20.00,1,10,2.28,
2635,0,1,34,5577,1320,956.09,976.20,20.11,1,1,1,15.00,1,5,2.17,
2636,0,12,9,11151,5356,956.09,963.10,7.01,1,1,1,10.00,1,5,2.57,
2637,0,2,11,11123,5119,956.09,993.90,37.81,1,1,1,5.00,1,15,3.44,
2638,0,13,41,5034,5578,956.09,961.40,5.31,1,1,1,1.00,1,10,3.10,
2639,0,12,24,11151,1325,956.09,960.10,4.01,1,1,1,1.00,1,15,1.44,
2640,0,18,14,1286,5037,956.09,960.20,4.11,1,1,1,20.00,1,5,2.06,
2641,0,3,13,11159,5034,956.09,972.40,16.31,1,1,1,15.00,1,10,3.67,
2642,0,17,11,1289,5119,956.09,1015.50,59.41,1,1,1,30.00,1,15,3.94,
2643,0,1,37,5577,1349,956.09,993.90,37.81,1,1,1,15.00,1,5,3.67,
2644,0,19,2,1352,11123,956.11,981.50,25.39,1,1,1,30.00,1,5,3.37,
2645,0,31,2,1318,11123,956.12,960.50,4.38,1,1,1,30.00,1,5,1.79,
2646,0,1,33,5577,1351,956.12,995.00,38.88,1,1,1,15.00,1,15,4.30,
2647,0,18,26,1286,1323,956.17,962.30,6.13,1,1,1,5.00,1,5,3.03,
2648,0,3,17,11159,1289,956.25,970.60,14.35,1,1,1,30.00,1,10,2.52,
2649,0,6,13,5238,5034,956.25,985.80,29.55,1,1,1,1.00,1,10,5.81,
2650,0,6,34,5238,1320,956.25,981.60,25.35,1,1,1,10.00,1,10,3.43,
2651,0,3,15,11159,4899,956.25,973.40,17.15,1,1,1,20.00,1,15,4.16,
2652,0,27,9,1348,5356,956.25,962.80,6.55,1,1,1,30.00,1,5,3.38,
2653,0,24,41,1325,5578,956.25,971.90,15.65,1,1,1,5.00,1,5,4.91,
2654,0,26,37,1323,1353,956.26,957.90,1.64,1,1,1,1.00,1,5,0.77,
2655,0,3,11,11159,5119,956.28,976.10,19.82,1,1,1,30.00,1,5,1.93,
2656,0,37,33,1353,1351,956.29,959.40,3.11,1,1,1,60.00,1,15,1.60,
2657,0,28,40,1359,1296,956.30,961.70,5.40,1,1,1,1.00,1,10,2.45,
2658,0,38,11,1397,5119,956.31,963.80,7.49,1,1,1,40.00,1,5,3.67,
2659,0,25,28,1355,1359,956.33,968.20,11.87,1,1,1,20.00,1,15,1.89,
2660,0,17,21,1289,6253,956.34,1020.80,64.46,1,1,1,10.00,1,5,5.11,
2661,0,32,41,1285,5578,956.34,958.50,2.16,1,1,1,10.00,1,10,1.18,
2662,0,32,11,1285,5119,956.34,1016.30,59.96,1,1,1,30.00,1,5,3.91,
2663,0,1,11,5577,5119,956.37,1018.20,61.83,1,1,1,20.00,1,5,4.37,
2664,0,17,41,1289,5578,956.47,958.70,2.23,1,1,1,1.00,1,5,1.21,
2665,0,1,9,5577,5356,956.47,1022.20,65.73,1,1,1,10.00,1,10,5.00,
2666,0,1,24,5577,1325,956.47,1021.30,64.83,1,1,1,20.00,1,5,4.66,
2667,0,2,41,11123,5578,956.47,959.00,2.53,1,1,1,15.00,1,5,1.70,
2668,0,13,31,5034,8002,956.49,972.30,15.81,1,1,1,20.00,1,5,3.22,
2669,0,9,28,5356,1359,956.51,959.00,2.49,1,1,1,30.00,1,5,1.04,
2670,0,24,3,1325,11159,956.51,961.20,4.69,1,1,1,15.00,1,5,2.22,
2671,0,35,2,1290,11123,956.57,959.50,2.93,1,1,1,10.00,1,0,1.52,
2672,0,15,26,4899,1323,956.61,962.60,5.99,1,1,1,15.00,1,5,3.20,
2673,0,17,30,1289,1360,956.63,1020.50,63.87,1,1,1,20.00,1,5,3.90,
2674,0,37,36,1353,1299,956.64,966.30,9.66,1,1,1,30.00,1,5,3.52,
2675,0,16,37,11827,1353,956.65,999.80,43.15,1,1,1,1.00,1,5,3.68,
2676,0,6,11,5238,5119,956.67,997.20,40.53,1,1,1,10.00,1,10,4.07,
2677,0,28,14,1359,5037,956.67,962.50,5.83,1,1,1,5.00,1,10,2.79,
2678,0,35,41,1290,5578,956.67,960.00,3.33,1,1,1,5.00,1,5,1.70,
2679,0,1,22,5577,3689,956.67,1022.60,65.93,1,1,1,20.00,1,10,4.67,
2680,0,11,41,5119,5578,956.67,971.30,14.63,1,1,1,1.00,1,5,4.62,
2681,0,5,21,11282,6253,956.67,960.70,4.03,1,1,1,10.00,1,10,2.14,
2682,0,5,9,11282,5356,956.67,961.20,4.53,1,1,1,20.00,1,15,2.38,
2683,0,7,11,11281,5119,956.67,963.00,6.33,1,1,1,1.00,1,5,3.22,
2684,0,37,24,1353,1325,956.67,971.20,14.53,1,1,1,1.00,1,5,1.98,
2685,0,34,3,1322,11159,956.67,957.60,0.93,1,1,1,10.00,1,5,0.50,
2686,0,17,34,1289,1322,956.67,982.20,25.53,1,1,1,15.00,1,5,2.08,
2687,0,27,14,1348,5037,956.67,983.70,27.03,1,1,1,10.00,1,10,4.90,
2688,0,37,9,1353,5356,956.67,972.60,15.93,1,1,1,15.00,1,10,2.32,
2689,0,37,21,1353,6253,956.67,973.80,17.13,1,1,1,15.00,1,5,2.86,
2690,0,1,19,5577,1352,956.67,999.30,42.63,1,1,1,10.00,1,10,4.30,
2691,0,1,41,5577,5578,956.67,957.80,1.13,1,1,1,20.00,1,10,0.62,
2692,0,9,13,5356,5034,956.67,963.10,6.43,1,1,1,10.00,1,5,3.04,
2693,0,13,24,5034,1325,956.67,961.10,4.43,1,1,1,1.00,1,10,1.97,
2694,0,9,34,5356,1322,956.67,961.40,4.73,1,1,1,30.00,1,5,2.23,
2695,0,3,41,11159,5578,956.67,971.80,15.13,1,1,1,5.00,1,5,3.20,
2696,0,34,13,1322,5034,956.67,963.60,6.93,1,1,1,30.00,1,15,3.23,
2697,0,5,24,11282,1325,956.67,997.70,41.03,1,1,1,20.00,1,5,3.99,
2698,0,41,11,5578,5119,956.67,1022.30,65.63,1,1,1,10.00,1,5,4.62,
2699,0,1,16,5577,11827,956.67,958.40,1.73,1,1,1,5.00,1,10,0.87,
2700,0,13,9,5034,5356,956.67,964.00,7.33,1,1,1,10.00,1,5,3.10,
2701,0,16,37,11827,1349,956.72,1000.60,43.88,1,1,1,30.00,1,10,4.17,
2702,0,11,8,5119,10847,956.73,960.20,3.47,1,1,1,20.00,1,10,1.54,
2703,0,36,24,1299,1325,956.73,961.80,5.07,1,1,1,30.00,1,15,2.08,
2704,0,18,5,1286,11282,956.75,1004.10,47.35,1,1,1,10.00,1,5,5.25,
2705,0,27,35,1346,1290,956.78,975.90,19.12,1,1,1,30.00,1,5,3.26,
2706,0,3,24,11159,1325,956.80,977.40,20.60,1,1,1,30.00,1,5,2.22,
2707,0,4,34,11180,1319,956.80,980.00,23.20,1,1,1,20.00,1,5,2.60,
2708,0,3,14,11159,5037,956.82,973.80,16.98,1,1,1,10.00,1,5,4.16,
2709,0,34,40,1319,1296,956.85,959.90,3.05,1,1,1,5.00,1,15,1.52,
2710,0,26,15,1323,4899,956.85,963.00,6.15,1,1,1,30.00,1,15,3.20,
2711,0,1,30,5577,1360,956.85,1023.30,66.45,1,1,1,30.00,1,5,4.33,
2712,0,27,5,1346,11282,956.93,960.70,3.77,1,1,1,20.00,1,5,2.03,
2713,0,20,17,1356,1289,956.98,985.40,28.42,1,1,1,30.00,1,10,4.36,
2714,0,13,38,5034,1397,956.98,980.30,23.32,1,1,1,30.00,1,5,5.99,
2715,0,18,1,1286,5577,956.99,959.10,2.11,1,1,1,10.00,1,10,0.90,
2716,0,34,24,1319,1325,957.00,963.10,6.10,1,1,1,10.00,1,15,2.73,
2717,0,3,16,11159,11827,957.00,972.60,15.60,1,1,1,10.00,1,10,3.45,
2718,0,3,19,11159,1352,957.00,963.50,6.50,1,1,1,15.00,1,15,1.87,
2719,0,2,21,11123,6253,957.00,998.60,41.60,1,1,1,30.00,1,5,4.61,
2720,0,3,22,11159,3689,957.00,978.70,21.70,1,1,1,10.00,1,5,2.23,
2721,0,6,14,5238,5037,957.00,987.60,30.60,1,1,1,1.00,1,5,6.30,
2722,0,25,20,1354,1356,957.05,961.30,4.25,1,1,1,30.00,1,10,1.70,
2723,0,3,9,11159,5356,957.06,979.50,22.44,1,1,1,10.00,1,10,2.57,
2724,0,1,30,5577,1360,957.07,1024.20,67.13,1,1,1,10.00,1,5,4.33,
2725,0,31,14,1316,5037,957.10,963.50,6.40,1,1,1,20.00,1,5,3.39,
2726,0,3,18,11159,1286,957.10,973.60,16.50,1,1,1,10.00,1,10,3.48,
2727,0,3,1,11159,5577,957.10,972.30,15.20,1,1,1,10.00,1,0,2.95,
2728,0,32,24,1285,1325,957.10,1022.60,65.50,1,1,1,60.00,1,5,4.20,
2729,0,1,3,5577,11159,957.10,997.80,40.70,1,1,1,40.00,1,5,2.95,
2730,0,6,41,5238,5578,957.10,986.10,29.00,1,1,1,1.00,1,5,5.34,
2731,0,34,21,1319,6253,957.10,985.70,28.60,1,1,1,15.00,1,10,4.13,
2732,0,32,9,1285,5356,957.10,1024.30,67.20,1,1,1,20.00,1,5,4.55,
2733,0,5,39,11282,1404,957.10,962.70,5.60,1,1,1,30.00,1,5,2.83,
2734,0,12,31,11151,1316,957.11,971.60,14.48,1,1,1,15.00,1,5,3.02,
2735,0,3,11,11159,5119,957.15,977.70,20.55,1,1,1,10.00,1,15,1.93,
2736,0,41,32,5578,1285,957.20,959.50,2.30,1,1,1,5.00,1,5,1.18,
2737,0,34,36,1320,1299,957.21,962.20,4.99,1,1,1,15.00,1,15,2.28,
2738,0,18,33,1286,1351,957.23,1005.90,48.67,1,1,1,10.00,1,5,4.83,
2739,0,26,19,1323,1352,957.26,961.40,4.14,1,1,1,5.00,1,5,1.88,
2740,0,2,31,11123,1318,957.27,971.70,14.43,1,1,1,30.00,1,0,1.79,
2741,0,1,28,5577,1359,957.27,1025.80,68.53,1,1,1,20.00,1,10,4.09,
2742,0,27,13,1346,5034,957.27,976.90,19.63,1,1,1,10.00,1,5,3.91,
2743,0,1,17,5577,1289,957.27,959.20,1.93,1,1,1,20.00,1,5,0.96,
2744,0,28,24,1359,1325,957.27,959.90,2.63,1,1,1,30.00,1,5,0.98,
2745,0,6,3,5238,11159,957.27,974.80,17.53,1,1,1,20.00,1,5,2.65,
2746,0,3,6,11159,5238,957.27,964.80,7.53,1,1,1,10.00,1,15,2.65,
2747,0,14,24,5037,1325,957.27,962.90,5.63,1,1,1,30.00,1,5,2.57,
2748,0,1,15,5577,4899,957.27,960.90,3.63,1,1,1,30.00,1,5,2.03,
2749,0,32,13,1285,5034,957.27,971.30,14.03,1,1,1,5.00,1,5,2.65,
2750,0,7,41,11281,5578,957.27,988.20,30.93,1,1,1,20.00,1,10,5.64,
2751,0,17,14,1289,5037,957.27,961.30,4.03,1,1,1,30.00,1,15,2.10,
2752,0,27,34,1348,1320,957.27,979.30,22.03,1,1,1,5.00,1,5,2.03,
2753,0,17,31,1289,1318,957.27,984.90,27.63,1,1,1,20.00,1,5,2.29,
2754,0,3,21,11159,6253,957.34,981.60,24.26,1,1,1,5.00,1,15,3.10,
2755,0,35,23,1290,1361,957.36,974.70,17.34,1,1,1,30.00,1,15,4.08,
2756,0,1,14,5577,5037,957.37,961.00,3.63,1,1,1,1.00,1,5,2.03,
2757,0,12,19,11151,1352,957.37,965.60,8.23,1,1,1,10.00,1,10,3.76,
2758,0,14,22,5037,3689,957.41,965.30,7.89,1,1,1,30.00,1,5,3.36,
2759,0,2,13,11123,5034,957.43,961.40,3.97,1,1,1,5.00,1,10,2.17,
2760,0,17,13,1289,5034,957.43,961.60,4.17,1,1,1,20.00,1,0,2.15,
2761,0,2,34,11123,1320,957.43,968.40,10.97,1,1,1,15.00,1,15,1.24,
2762,0,31,41,8002,5578,957.50,962.00,4.50,1,1,1,30.00,1,5,2.75,
2763,0,6,24,5238,1325,957.50,999.50,42.00,1,1,1,10.00,1,15,4.36,
2764,0,31,11,8002,5119,957.50,975.80,18.30,1,1,1,10.00,1,10,2.35,
2765,0,6,9,5238,5356,957.50,962.60,5.10,1,1,1,20.00,1,10,2.75,
2766,0,5,11,11282,5119,957.50,997.40,39.90,1,1,1,20.00,1,15,3.70,
2767,0,25,17,1355,1289,957.53,971.80,14.27,1,1,1,10.00,1,5,3.76,
2768,0,33,14,1351,5037,957.54,987.30,29.76,1,1,1,10.00,1,5,5.51,
2769,0,11,20,5119,1357,957.55,963.40,5.85,1,1,1,30.00,1,5,2.41,
2770,0,3,41,11159,5578,957.56,972.80,15.24,1,1,1,5.00,1,15,3.20,
2771,0,8,9,10847,5356,957.60,958.30,0.70,1,1,1,10.00,1,10,0.32,
2772,0,34,23,1322,1361,957.66,974.40,16.74,1,1,1,10.00,1,10,2.31,
2773,0,6,32,5238,1285,957.69,986.50,28.81,1,1,1,30.00,1,10,4.64,
2774,0,32,16,1285,11827,957.69,960.30,2.61,1,1,1,10.00,1,15,1.43,
2775,0,17,24,1289,1325,957.69,965.20,7.51,1,1,1,5.00,1,5,3.32,
2776,0,34,37,1322,1353,957.69,959.10,1.41,1,1,1,30.00,1,10,0.48,
2777,0,27,16,1348,11827,957.69,984.80,27.11,1,1,1,10.00,1,5,4.19,
2778,0,7,21,11281,6253,957.69,961.10,3.41,1,1,1,1.00,1,15,1.81,
2779,0,34,28,1322,1359,957.69,972.20,14.51,1,1,1,1.00,1,5,1.38,
2780,0,34,15,1322,4899,957.69,965.40,7.71,1,1,1,15.00,1,5,3.72,
2781,0,18,3,1286,11159,957.69,1006.50,48.81,1,1,1,20.00,1,10,3.48,
2782,0,9,3,5356,11159,957.69,962.50,4.81,1,1,1,10.00,1,15,2.51,
2783,0,32,14,1285,5037,957.69,962.40,4.71,1,1,1,10.00,1,5,2.59,
2784,0,27,22,1348,3689,957.69,997.60,39.91,1,1,1,30.00,1,5,2.97,
2785,0,17,9,1289,5356,957.69,1026.10,68.41,1,1,1,10.00,1,10,4.57,
2786,0,25,13,1355,5034,957.69,965.30,7.61,1,1,1,10.00,1,5,3.89,
2787,0,1,23,5577,1361,957.69,1029.20,71.51,1,1,1,20.00,1,5,5.03,
2788,0,1,21,5577,6253,957.69,1030.60,72.91,1,1,1,30.00,1,0,5.54,
2789,0,3,33,11159,1351,957.69,964.10,6.41,1,1,1,20.00,1,5,1.87,
2790,0,26,21,1323,6253,957.69,964.90,7.21,1,1,1,30.00,1,15,2.24,
2791,0,41,21,5578,6253,957.69,1031.20,73.51,1,1,1,5.00,1,5,5.79,
2792,0,34,11,1322,5119,957.69,972.00,14.31,1,1,1,30.00,1,15,1.65,
2793,0,27,19,1348,1352,957.69,960.10,2.41,1,1,1,5.00,1,5,1.12,
2794,0,41,16,5578,11827,957.69,959.70,2.01,1,1,1,30.00,1,5,1.12,
2795,0,34,9,1322,5356,957.69,974.70,17.01,1,1,1,20.00,1,5,2.29,
2796,0,32,22,1285,3689,957.69,1025.00,67.31,1,1,1,15.00,1,10,4.21,
2797,0,11,21,5119,6253,957.69,962.70,5.01,1,1,1,30.00,1,15,2.14,
2798,0,1,11,5577,5119,957.69,1026.60,68.91,1,1,1,30.00,1,10,4.37,
2799,0,9,24,5356,1325,957.69,962.00,4.31,1,1,1,20.00,1,5,1.83,
2800,0,16,41,11827,5578,957.69,959.60,1.91,1,1,1,30.00,1,0,1.12,
2801,0,31,13,1314,5034,957.69,962.60,4.91,1,1,1,10.00,1,15,2.43,
2802,0,26,14,1323,5037,957.69,963.70,6.01,1,1,1,30.00,1,5,3.20,
2803,0,17,2,1289,11123,957.69,969.30,11.61,1,1,1,30.00,1,10,1.02,
2804,0,34,41,1319,5578,957.69,960.40,2.71,1,1,1,30.00,1,15,1.73,
2805,0,2,24,11123,1325,957.69,997.10,39.41,1,1,1,10.00,1,5,3.73,
2806,0,7,22,11281,3689,957.69,962.20,4.51,1,1,1,10.00,1,5,2.19,
2807,0,14,22,5037,3689,957.70,965.40,7.70,1,1,1,30.00,1,15,3.36,
2808,0,36,5,1299,11282,957.73,984.70,26.97,1,1,1,10.00,1,0,5.54,
2809,0,10,9,5929,5356,957.76,959.80,2.04,1,1,1,5.00,1,15,0.87,
2810,0,6,26,5238,1323,957.79,987.70,29.91,1,1,1,1.00,1,10,3.16,
2811,0,35,28,1290,1359,957.81,973.10,15.29,1,1,1,10.00,1,5,3.14,
2812,0,2,11,11123,5119,957.83,996.00,38.17,1,1,1,15.00,1,5,3.44,
2813,0,3,34,11159,1319,957.83,970.60,12.77,1,1,1,20.00,1,5,1.54,
2814,0,3,13,11159,5034,957.83,974.20,16.37,1,1,1,15.00,1,15,3.67,
2815,0,17,11,1289,5119,957.83,1024.90,67.07,1,1,1,10.00,1,5,3.94,
2816,0,5,35,11282,1290,957.83,986.50,28.67,1,1,1,20.00,1,5,4.78,
2817,0,36,20,1299,1356,957.86,967.20,9.34,1,1,1,10.00,1,15,4.64,
2818,0,2,14,11123,5037,957.91,962.80,4.89,1,1,1,30.00,1,5,2.66,
2819,0,3,31,11159,1314,957.91,971.80,13.89,1,1,1,10.00,1,10,1.78,
2820,0,27,11,1346,5119,957.91,984.50,26.59,1,1,1,1.00,1,15,2.17,
2821,0,3,24,11159,1325,957.96,980.10,22.14,1,1,1,10.00,1,5,2.22,
2822,0,5,14,11282,5037,958.00,988.60,30.60,1,1,1,20.00,1,10,5.93,
2823,0,1,41,5577,5578,958.00,959.00,1.00,1,1,1,30.00,1,5,0.62,
2824,0,12,41,11151,5578,958.00,963.80,5.80,1,1,1,10.00,1,15,3.22,
2825,0,12,11,11151,5119,958.00,962.20,4.20,1,1,1,20.00,1,15,1.75,
2826,0,3,20,11159,1356,958.00,966.10,8.10,1,1,1,10.00,1,5,2.36,
2827,0,37,14,1349,5037,958.00,986.80,28.80,1,1,1,1.00,1,5,4.88,
2828,0,7,32,11281,1285,958.02,988.90,30.88,1,1,1,30.00,1,5,4.94,
2829,0,3,11,11159,5119,958.03,979.20,21.17,1,1,1,10.00,1,15,1.93,
2830,0,21,19,6253,1352,958.04,962.10,4.06,1,1,1,30.00,1,5,2.03,
2831,0,15,34,4899,1319,958.04,961.80,3.76,1,1,1,30.00,1,15,2.05,
2832,0,37,11,1349,5119,958.09,970.70,12.61,1,1,1,20.00,1,10,2.21,
2833,0,5,41,11282,5578,958.09,986.80,28.71,1,1,1,10.00,1,0,4.97,
2834,0,1,13,5577,5034,958.09,962.90,4.81,1,1,1,5.00,1,15,2.85,
2835,0,16,9,11827,5356,958.12,975.90,17.78,1,1,1,30.00,1,5,4.50,
2836,0,27,20,1346,1356,958.13,962.70,4.57,1,1,1,15.00,1,10,2.11,
2837,0,15,9,4899,5356,958.15,966.70,8.55,1,1,1,20.00,1,15,3.69,
2838,0,15,22,4899,3689,958.17,966.40,8.23,1,1,1,10.00,1,5,3.36,
2839,0,13,22,5034,3689,958.23,964.80,6.57,1,1,1,10.00,1,0,2.76,
2840,0,3,9,11159,5356,958.24,981.80,23.56,1,1,1,10.00,1,10,2.57,
2841,0,3,14,11159,5037,958.24,976.00,17.76,1,1,1,1.00,1,15,4.16,
2842,0,11,3,5119,11159,958.24,961.80,3.56,1,1,1,30.00,1,5,1.93,
2843,0,17,15,1289,4899,958.24,962.40,4.16,1,1,1,10.00,1,5,2.09,
2844,0,3,36,11159,1299,958.24,976.00,17.76,1,1,1,20.00,1,5,3.78,
2845,0,11,9,5119,5356,958.24,962.30,4.06,1,1,1,5.00,1,5,1.60,
2846,0,41,9,5578,5356,958.24,1032.40,74.16,1,1,1,15.00,1,5,5.25,
2847,0,2,41,11123,5578,958.24,960.80,2.56,1,1,1,30.00,1,5,1.70,
2848,0,5,3,11282,11159,958.24,975.80,17.56,1,1,1,20.00,1,10,2.28,
2849,0,9,11,5356,5119,958.24,961.50,3.26,1,1,1,15.00,1,5,1.54,
