from_node_id,to_node_id,day_no,starting_time_in_min,ending_time_in_min,travel_time_in_min
5030,4899,0,1005,1020,0.60
5030,4899,0,1020,1035,0.60
5030,4899,0,1035,1050,0.61
5030,4899,0,1050,1065,0.60
5030,4899,0,1065,1080,0.59
5030,4899,0,1080,1095,0.61
5030,4899,0,1095,1110,0.61
5030,4899,0,1110,1125,0.60
5030,4958,0,930,945,0.29
5030,4958,0,945,960,0.30
5030,4958,0,960,975,0.29
5030,4958,0,1005,1020,0.30
5030,4958,0,1020,1035,0.29
5030,10872,0,975,990,0.27
5030,10872,0,1020,1035,0.27
5030,11128,0,960,975,0.30
5030,11128,0,975,990,0.29
5030,11128,0,1095,1110,0.29
5034,11129,0,930,945,0.44
5034,11129,0,945,960,0.44
5034,11129,0,960,975,0.45
5034,11129,0,975,990,0.44
5034,11129,0,990,1005,0.45
5034,11129,0,1005,1020,0.45
5034,11129,0,1020,1035,0.46
5034,11129,0,1035,1050,0.43
5037,11128,0,945,960,0.33
5037,11128,0,975,990,0.34
5037,11128,0,990,1005,0.33
5037,11128,0,1005,1020,0.33
5037,11128,0,1035,1050,0.33
5106,4804,0,945,960,0.57
5106,4804,0,960,975,0.56
5106,4804,0,1005,1020,0.55
5106,4804,0,1035,1050,0.55
5106,5117,0,945,960,1.90
5106,5117,0,960,975,1.98
5106,5117,0,975,990,1.93
5106,5117,0,990,1005,1.96
5106,5117,0,1005,1020,1.92
5106,5117,0,1020,1035,2.01
5106,5117,0,1035,1050,1.94
5109,4804,0,945,960,0.53
5109,4804,0,960,975,0.54
5109,4804,0,990,1005,0.53
5109,4804,0,1005,1020,0.53
5109,4804,0,1020,1035,0.53
5109,11150,0,930,945,0.20
5109,11150,0,960,975,0.20
5109,11150,0,975,990,0.21
5109,11150,0,1020,1035,0.20
5109,11150,0,1035,1050,0.20
5109,11151,0,930,945,0.49
5109,11151,0,945,960,0.48
5109,11151,0,960,975,0.51
5109,11151,0,990,1005,0.52
5109,11151,0,1005,1020,0.46
5109,11151,0,1020,1035,0.51
5109,11151,0,1035,1050,0.55
5109,11151,0,1065,1080,0.52
5109,11151,0,1080,1095,0.50
5109,11151,0,1095,1110,0.53
5109,11151,0,1110,1125,0.48
5112,5589,0,930,945,0.94
5112,5589,0,945,960,1.61
5112,5589,0,960,975,3.67
5112,5589,0,975,990,5.96
5112,5589,0,990,1005,6.43
5112,5589,0,1005,1020,6.86
5112,5589,0,1020,1035,7.66
5112,5589,0,1035,1050,6.68
5112,5589,0,1050,1065,3.99
5112,5589,0,1065,1080,3.90
5112,5589,0,1080,1095,2.49
5112,5589,0,1095,1110,0.45
5112,11159,0,930,945,0.42
5112,11159,0,945,960,0.40
5112,11159,0,960,975,0.41
5112,11159,0,975,990,0.42
5112,11159,0,990,1005,0.41
5112,11159,0,1005,1020,0.41
5112,11159,0,1020,1035,0.42
5112,11159,0,1035,1050,0.42
5112,11160,0,930,945,1.71
5112,11160,0,945,960,5.06
5112,11160,0,960,975,5.25
5112,11160,0,975,990,4.33
5112,11160,0,990,1005,3.88
5112,11160,0,1005,1020,2.28
5112,11160,0,1020,1035,2.07
5112,11160,0,1035,1050,0.83
5112,11160,0,1050,1065,1.29
5112,11160,0,1065,1080,2.05
5112,11160,0,1080,1095,1.10
5112,11172,0,930,945,0.40
5112,11172,0,945,960,0.39
5112,11172,0,960,975,0.41
5112,11172,0,975,990,0.39
5112,11172,0,1005,1020,0.40
5112,11172,0,1020,1035,0.42
5112,11172,0,1065,1080,0.39
5113,8002,0,930,945,0.60
5113,8002,0,945,960,0.60
5113,8002,0,960,975,0.62
5113,8002,0,975,990,0.63
5113,8002,0,990,1005,0.68
5113,8002,0,1005,1020,0.60
5113,8002,0,1020,1035,0.63
5113,8002,0,1035,1050,0.65
5113,8002,0,1050,1065,0.62
5113,8002,0,1065,1080,0.60
5113,8002,0,1080,1095,0.65
5113,8002,0,1095,1110,0.61
5113,8002,0,1110,1125,0.60
5113,11148,0,930,945,0.58
5113,11148,0,945,960,0.61
5113,11148,0,960,975,0.66
5113,11148,0,975,990,0.90
5113,11148,0,990,1005,1.08
5113,11148,0,1005,1020,1.21
5113,11148,0,1020,1035,1.12
5113,11148,0,1035,1050,1.52
5113,11148,0,1050,1065,1.49
5113,11148,0,1065,1080,1.28
5113,11148,0,1080,1095,0.90
5113,11148,0,1095,1110,0.50
5113,11160,0,930,945,0.38
5113,11160,0,945,960,0.76
5113,11160,0,960,975,1.09
5113,11160,0,975,990,5.42
5113,11160,0,990,1005,14.87
5113,11160,0,1005,1020,12.47
5113,11160,0,1020,1035,16.81
5113,11160,0,1035,1050,10.31
5113,11160,0,1050,1065,6.61
5113,11160,0,1065,1080,6.10
5113,11160,0,1080,1095,5.07
5113,11160,0,1095,1110,4.29
5113,11160,0,1110,1125,1.49
5113,11160,0,1125,1140,1.47
5114,5589,0,930,945,0.41
5114,5589,0,945,960,0.40
5114,5589,0,960,975,0.41
5114,5589,0,1035,1050,0.41
5114,5592,0,930,945,1.29
5114,5592,0,945,960,4.53
5114,5592,0,960,975,6.75
5114,5592,0,975,990,6.92
5114,5592,0,990,1005,7.27
5114,5592,0,1005,1020,7.48
5114,5592,0,1020,1035,8.16
5114,5592,0,1035,1050,7.50
5114,5592,0,1050,1065,6.14
5114,5592,0,1065,1080,6.09
5114,5592,0,1080,1095,6.09
5114,5592,0,1095,1110,5.39
5114,5592,0,1110,1125,1.03
5114,11161,0,930,945,0.44
5114,11161,0,945,960,0.43
5114,11161,0,990,1005,0.44
5114,11161,0,1035,1050,0.43
5114,11173,0,1005,1020,0.50
5114,11173,0,1020,1035,0.51
5117,11255,0,930,945,0.27
5117,11255,0,945,960,0.29
5117,11255,0,960,975,0.29
5117,11255,0,975,990,0.26
5117,11255,0,990,1005,0.28
5117,11255,0,1005,1020,0.31
5117,11255,0,1020,1035,0.26
5117,11255,0,1035,1050,0.27
5117,11255,0,1050,1065,0.26
5117,11255,0,1065,1080,0.24
5117,11255,0,1080,1095,0.25
5117,11255,0,1095,1110,0.25
5118,5727,0,975,990,0.23
5118,11255,0,945,960,0.39
5118,11255,0,960,975,0.37
5118,11255,0,990,1005,0.38
5118,11255,0,1005,1020,0.38
5118,11255,0,1035,1050,0.38
5118,11910,0,930,945,0.36
5118,11910,0,945,960,0.36
5118,11910,0,960,975,0.36
5118,11910,0,975,990,0.37
5118,11910,0,990,1005,0.35
5118,11910,0,1005,1020,0.37
5118,11910,0,1020,1035,0.36
5118,11910,0,1035,1050,0.36
5119,5727,0,930,945,0.15
5119,5727,0,945,960,0.16
5119,5727,0,960,975,0.16
5119,5727,0,975,990,0.15
5119,5727,0,990,1005,0.18
5119,5727,0,1005,1020,0.17
5119,5727,0,1020,1035,0.15
5119,5727,0,1035,1050,0.18
5174,1357,0,930,945,1.21
5174,1357,0,960,975,1.22
5174,1357,0,990,1005,1.22
5174,1357,0,1005,1020,1.23
5174,1357,0,1020,1035,1.22
5174,1357,0,1035,1050,1.22
5174,1357,0,1065,1080,1.21
5174,5868,0,930,945,0.34
5174,5868,0,1020,1035,0.33
5175,11257,0,1020,1035,0.54
5208,5209,0,930,945,0.68
5208,5209,0,945,960,0.66
5208,5209,0,960,975,0.68
5208,5209,0,975,990,0.71
5208,5209,0,990,1005,53.98
5208,5209,0,1005,1020,46.93
5208,5209,0,1020,1035,31.44
5208,5209,0,1035,1050,18.81
5208,5209,0,1050,1065,6.82
5208,5209,0,1065,1080,6.41
5208,5209,0,1080,1095,6.35
5208,5238,0,930,945,1.04
5208,5238,0,945,960,1.03
5208,5238,0,960,975,1.03
5208,5238,0,975,990,1.04
5208,5238,0,990,1005,1.03
5208,5238,0,1005,1020,1.04
5208,5238,0,1020,1035,1.05
5208,5238,0,1035,1050,1.07
5208,5238,0,1050,1065,1.03
5208,5238,0,1065,1080,1.02
5208,5238,0,1080,1095,1.02
5208,5238,0,1095,1110,1.02
5208,5238,0,1110,1125,1.03
5208,11261,0,930,945,0.38
5208,11261,0,945,960,0.39
5208,11261,0,960,975,0.37
5208,11261,0,975,990,0.37
5208,11261,0,990,1005,0.38
5208,11261,0,1005,1020,0.38
5208,11261,0,1020,1035,0.37
5208,11261,0,1050,1065,0.37
5208,11261,0,1065,1080,0.37
5208,11261,0,1080,1095,0.37
5208,11282,0,930,945,0.49
5208,11282,0,945,960,0.49
5208,11282,0,960,975,0.49
5208,11282,0,975,990,0.49
5208,11282,0,990,1005,0.48
5208,11282,0,1005,1020,0.48
5208,11282,0,1020,1035,0.48
5208,11282,0,1035,1050,0.47
5208,11282,0,1050,1065,0.50
5208,11282,0,1065,1080,0.50
5208,11282,0,1080,1095,0.50
5208,11282,0,1095,1110,0.50
5208,11282,0,1110,1125,0.50
5208,11282,0,1125,1140,0.50
5209,1351,0,930,945,0.76
5209,1351,0,945,960,0.75
5209,1351,0,960,975,0.75
5209,1351,0,975,990,0.76
5209,1351,0,990,1005,0.74
5209,1351,0,1005,1020,0.74
5209,1351,0,1020,1035,0.77
5209,1351,0,1035,1050,0.76
5209,1351,0,1050,1065,0.75
5209,1351,0,1065,1080,0.76
5209,1351,0,1080,1095,0.75
5209,1352,0,930,945,0.73
5209,1352,0,945,960,0.74
5209,1352,0,960,975,0.74
5209,1352,0,975,990,0.74
5209,1352,0,1020,1035,0.74
5209,5211,0,930,945,0.60
5209,5211,0,945,960,0.63
5209,5211,0,960,975,0.59
5209,5211,0,975,990,14.25
5209,5211,0,990,1005,38.48
5209,5211,0,1005,1020,34.62
5209,5211,0,1020,1035,27.41
5209,5211,0,1035,1050,16.30
5209,5211,0,1050,1065,6.25
5209,5211,0,1065,1080,5.55
5209,5211,0,1080,1095,4.95
5210,1348,0,930,945,0.75
5210,1348,0,945,960,0.76
5210,1348,0,960,975,0.76
5210,1348,0,975,990,0.77
5210,1348,0,990,1005,0.76
5210,1348,0,1005,1020,0.77
5210,1348,0,1020,1035,0.78
5210,1348,0,1035,1050,0.78
5210,1348,0,1050,1065,0.78
5210,1348,0,1065,1080,0.78
5210,1348,0,1080,1095,0.78
5210,1348,0,1095,1110,0.75
5210,1348,0,1110,1125,0.75
5210,1348,0,1125,1140,0.76
5210,1349,0,930,945,0.67
5210,1349,0,945,960,0.68
5210,1349,0,1020,1035,0.68
5210,1349,0,1050,1065,0.67
5210,1349,0,1065,1080,0.68
5210,5211,0,930,945,0.43
5210,11172,0,930,945,0.92
5210,11172,0,945,960,2.65
5210,11172,0,960,975,15.12
5210,11172,0,975,990,20.16
5210,11172,0,990,1005,21.24
5210,11172,0,1005,1020,18.56
5210,11172,0,1020,1035,22.49
5210,11172,0,1035,1050,13.87
5210,11172,0,1050,1065,9.33
5210,11172,0,1065,1080,8.32
5210,11172,0,1080,1095,7.57
5210,11172,0,1095,1110,7.33
5211,5209,0,945,960,0.55
5211,5209,0,975,990,0.55
5211,5209,0,1005,1020,0.56
5211,5210,0,945,960,0.42
5211,5210,0,960,975,1.93
5211,5210,0,975,990,15.18
5211,5210,0,990,1005,22.56
5211,5210,0,1005,1020,14.80
5211,5210,0,1020,1035,19.54
5211,5210,0,1035,1050,12.18
5211,5210,0,1050,1065,4.83
5211,5210,0,1065,1080,4.36
5211,5210,0,1080,1095,4.04
5211,11180,0,930,945,0.67
5211,11180,0,945,960,0.68
5211,11180,0,960,975,0.65
5211,11180,0,975,990,0.64
5211,11180,0,1020,1035,0.70
5211,11180,0,1050,1065,0.70
5211,11180,0,1065,1080,0.65
5211,11180,0,1080,1095,0.65
5211,11180,0,1095,1110,0.67
5211,11180,0,1110,1125,0.65
5211,11180,0,1125,1140,0.65
5211,11181,0,945,960,0.85
5214,11259,0,930,945,0.25
5214,11259,0,960,975,0.23
5214,11259,0,975,990,0.24
5214,11259,0,990,1005,0.24
5214,11259,0,1005,1020,0.23
5214,11259,0,1020,1035,0.23
5214,11261,0,960,975,0.49
5214,11261,0,1020,1035,17.71
5214,11261,0,1035,1050,20.58
5214,11261,0,1050,1065,13.35
5214,11281,0,930,945,0.93
5214,11281,0,945,960,0.95
5214,11281,0,960,975,0.94
5214,11281,0,975,990,0.94
5214,11281,0,990,1005,0.96
5214,11281,0,1005,1020,0.95
5214,11281,0,1020,1035,0.96
5214,11281,0,1035,1050,0.96
5214,11281,0,1050,1065,0.96
5214,11281,0,1065,1080,0.96
5214,11281,0,1080,1095,0.95
5214,11281,0,1095,1110,0.96
5214,11281,0,1110,1125,0.96
5214,11281,0,1125,1140,0.97
5216,5356,0,930,945,0.46
5216,5356,0,945,960,0.46
5216,5356,0,960,975,0.46
5216,5356,0,975,990,0.47
5216,5356,0,990,1005,0.47
5216,5356,0,1005,1020,0.44
5216,5356,0,1020,1035,0.45
5216,5356,0,1035,1050,0.45
5216,5356,0,1050,1065,0.45
5216,5356,0,1065,1080,0.45
5216,5356,0,1080,1095,0.45
5216,5356,0,1110,1125,0.45
5216,5356,0,1125,1140,0.47
5216,5868,0,975,990,0.88
5216,10847,0,930,945,0.33
5216,10847,0,945,960,0.34
5216,10847,0,975,990,0.30
5216,10847,0,990,1005,0.29
5216,10847,0,1005,1020,0.30
5216,10847,0,1020,1035,0.33
5216,10847,0,1050,1065,0.33
5216,10847,0,1080,1095,0.33
5216,10847,0,1110,1125,0.30
5216,10847,0,1125,1140,0.27
5216,11507,0,930,945,0.60
5216,11507,0,945,960,0.61
5216,11507,0,960,975,0.64
5216,11507,0,975,990,0.67
5216,11507,0,990,1005,0.63
5216,11507,0,1005,1020,0.62
5216,11507,0,1020,1035,0.75
5216,11507,0,1035,1050,0.66
5219,1349,0,945,960,0.83
5219,1349,0,960,975,0.83
5219,1349,0,975,990,0.83
5219,1349,0,990,1005,0.83
5219,1349,0,1005,1020,0.80
5219,1349,0,1020,1035,0.83
5219,1355,0,930,945,0.72
5219,1355,0,960,975,0.72
5219,1355,0,975,990,0.73
5219,1355,0,990,1005,0.72
5219,1355,0,1005,1020,0.69
5219,1355,0,1035,1050,0.72
5219,1355,0,1050,1065,0.73
5219,1355,0,1065,1080,0.72
5219,1355,0,1080,1095,0.72
5219,1355,0,1095,1110,0.72
5219,1355,0,1110,1125,0.68
5219,11173,0,960,975,1.11
5219,11173,0,975,990,1.10
5219,11173,0,990,1005,1.11
5219,11173,0,1005,1020,1.10
5219,11173,0,1020,1035,1.11
5219,11173,0,1035,1050,1.11
5232,6256,0,1005,1020,0.65
5232,11183,0,975,990,0.64
5238,5208,0,930,945,1.05
5238,5208,0,945,960,1.08
5238,5208,0,960,975,1.09
5238,5208,0,975,990,1.06
5238,5208,0,990,1005,14.66
5238,5208,0,1005,1020,48.82
5238,5208,0,1020,1035,44.19
5238,5208,0,1035,1050,38.83
5240,1296,0,930,945,0.63
5240,1296,0,960,975,0.62
5240,1296,0,975,990,0.61
5240,1296,0,990,1005,0.60
5240,1296,0,1035,1050,0.64
5240,1296,0,1050,1065,0.63
5240,1296,0,1095,1110,0.64
5240,1296,0,1110,1125,0.64
5356,5216,0,930,945,0.45
5356,5216,0,945,960,0.46
5356,5216,0,960,975,0.48
5356,5216,0,975,990,0.45
5356,5216,0,990,1005,0.48
5356,5216,0,1005,1020,0.47
5356,5216,0,1020,1035,0.45
5356,5216,0,1035,1050,0.44
5436,5018,0,930,945,0.77
5436,5018,0,945,960,0.81
5436,5018,0,960,975,3.37
5436,5018,0,975,990,59.89
5436,5018,0,990,1005,97.59
5436,5018,0,1005,1020,84.16
5436,5018,0,1020,1035,70.91
5436,5018,0,1035,1050,55.94
5436,5018,0,1050,1065,40.74
5436,5018,0,1065,1080,29.75
5436,5018,0,1080,1095,17.34
5436,5018,0,1095,1110,9.00
5436,5018,0,1110,1125,4.15
5436,5577,0,930,945,0.33
5436,5577,0,960,975,0.34
5436,5577,0,975,990,0.33
5436,5577,0,1050,1065,0.34
5436,5577,0,1065,1080,0.34
5436,5577,0,1080,1095,0.36
5436,5577,0,1095,1110,0.33
5436,5578,0,930,945,0.73
5436,5578,0,945,960,0.74
5436,5578,0,960,975,0.73
5436,5578,0,975,990,0.74
5436,5578,0,990,1005,0.72
5436,5578,0,1005,1020,0.71
5436,5578,0,1020,1035,0.71
5436,5578,0,1035,1050,0.71
5436,5578,0,1050,1065,0.72
5436,5578,0,1065,1080,0.71
5436,5578,0,1080,1095,0.71
5436,5578,0,1095,1110,0.73
5436,5578,0,1110,1125,0.70
5436,11125,0,930,945,0.46
5436,11125,0,960,975,0.45
5436,11125,0,975,990,0.44
5436,11125,0,990,1005,0.44
5436,11125,0,1005,1020,0.43
5436,11125,0,1065,1080,0.43
5436,11125,0,1080,1095,0.44
5436,11125,0,1095,1110,0.43
5440,11125,0,1005,1020,35.71
5440,11125,0,1020,1035,71.73
5440,11125,0,1035,1050,62.93
5440,11125,0,1050,1065,50.20
5440,11125,0,1065,1080,35.98
5440,11127,0,945,960,0.41
5440,11127,0,975,990,0.41
5440,11127,0,990,1005,0.41
5440,11127,0,1095,1110,0.42
5440,11827,0,930,945,0.40
5440,11827,0,945,960,0.39
5440,11827,0,960,975,0.38
5440,11827,0,975,990,0.39
5440,11827,0,990,1005,0.40
5440,11827,0,1005,1020,0.37
5440,11827,0,1020,1035,0.39
5440,11827,0,1035,1050,0.38
5440,11827,0,1050,1065,0.38
5440,11827,0,1065,1080,0.37
5440,11827,0,1080,1095,0.38
5440,11827,0,1095,1110,0.37
5440,11827,0,1110,1125,0.37
5524,5022,0,945,960,0.35
5524,5863,0,945,960,0.79
5524,5863,0,960,975,0.79
5524,5863,0,990,1005,0.79
5577,5436,0,930,945,0.38
5577,5436,0,945,960,0.40
5577,5436,0,960,975,0.41
5577,5436,0,975,990,0.37
5577,5436,0,990,1005,22.67
5577,5436,0,1005,1020,74.45
5577,5436,0,1020,1035,79.74
5577,5436,0,1035,1050,71.88
5578,5436,0,930,945,0.71
