  Iteration,0,direction,link name,link_type,Link from node,->,to node,time start time in min->end time in min,,observed link count,simulated link count, Error:, Simulated flow count -  Obs flow count,Abosolute Percentage Error ,,Lane Flow Error /h=,Capacity ,obs voc,simu VOC
Iteration,4,,1,Major arterial,Link 11125,->,5440,time 16:30->17:30,Observed and simulated link count,842,468, Error:, -374,44.418 %,Lane Flow Error /h=, -187.000,814.400,1.034,0.575
Iteration,4,,1,Major arterial,Link 11126,->,11127,time 16:30->17:30,Observed and simulated link count,1396,103, Error:, -1293,92.622 %,Lane Flow Error /h=, -646.500,814.400,1.714,0.126
Iteration,4,,1,Major arterial,Link 11127,->,11126,time 16:30->17:30,Observed and simulated link count,688,331, Error:, -357,51.890 %,Lane Flow Error /h=, -178.500,814.400,0.845,0.406
Iteration,4,,1,Major arterial,Link 11128,->,5030,time 16:30->17:30,Observed and simulated link count,1403,144, Error:, -1259,89.736 %,Lane Flow Error /h=, -629.500,814.400,1.723,0.177
Iteration,4,,1,Principal arterial,Link 11148,->,5113,time 16:30->17:30,Observed and simulated link count,1842,725, Error:, -1117,60.641 %,Lane Flow Error /h=, -372.333,854.400,2.156,0.849
Iteration,4,,1,Principal arterial,Link 11159,->,5112,time 16:30->17:30,Observed and simulated link count,1549,717, Error:, -832,53.712 %,Lane Flow Error /h=, -416.000,892.000,1.737,0.804
Iteration,4,,1,Principal arterial,Link 11172,->,5210,time 16:30->17:30,Observed and simulated link count,1366,649, Error:, -717,52.489 %,Lane Flow Error /h=, -358.500,892.000,1.531,0.728
Iteration,4,,1,Minor arterial,Link 11173,->,5219,time 16:30->17:30,Observed and simulated link count,777,440, Error:, -337,43.372 %,Lane Flow Error /h=, -337.000,666.400,1.166,0.660
Iteration,4,,1,Minor arterial,Link 11180,->,5211,time 16:30->17:30,Observed and simulated link count,66,39, Error:, -27,40.909 %,Lane Flow Error /h=, -27.000,666.400,0.099,0.059
Iteration,4,,1,Minor arterial,Link 11181,->,11182,time 16:30->17:30,Observed and simulated link count,66,387, Error:, 321,486.364 %,Lane Flow Error /h=, 321.000,666.400,0.099,0.581
Iteration,4,,1,Minor arterial,Link 11182,->,11181,time 16:30->17:30,Observed and simulated link count,100,73, Error:, -27,27.000 %,Lane Flow Error /h=, -27.000,666.400,0.150,0.110
Iteration,4,,1,Minor arterial,Link 11184,->,11257,time 16:30->17:30,Observed and simulated link count,66,379, Error:, 313,474.242 %,Lane Flow Error /h=, 313.000,633.100,0.104,0.599
Iteration,4,,1,Principal arterial,Link 11255,->,5118,time 16:30->17:30,Observed and simulated link count,1514,460, Error:, -1054,69.617 %,Lane Flow Error /h=, -527.000,847.400,1.787,0.543
Iteration,4,,1,Minor arterial,Link 11257,->,11184,time 16:30->17:30,Observed and simulated link count,100,21, Error:, -79,79.000 %,Lane Flow Error /h=, -79.000,633.100,0.158,0.033
Iteration,4,,1,Major arterial,Link 11261,->,5214,time 16:30->17:30,Observed and simulated link count,1117,384, Error:, -733,65.622 %,Lane Flow Error /h=, -366.500,814.400,1.372,0.472
Iteration,4,,1,Minor arterial,Link 11281,->,5214,time 16:30->17:30,Observed and simulated link count,443,237, Error:, -206,46.501 %,Lane Flow Error /h=, -206.000,666.400,0.665,0.356
Iteration,4,,1,Major arterial,Link 11282,->,5208,time 16:30->17:30,Observed and simulated link count,474,251, Error:, -223,47.046 %,Lane Flow Error /h=, -223.000,857.300,0.553,0.293
Iteration,4,,1,Minor arterial,Link 11827,->,5440,time 16:30->17:30,Observed and simulated link count,588,65, Error:, -523,88.946 %,Lane Flow Error /h=, -523.000,666.400,0.882,0.098
Iteration,4,,1,Major arterial,Link 1358,->,3000,time 16:30->17:30,Observed and simulated link count,100,577, Error:, 477,477.000 %,Lane Flow Error /h=, 477.000,600.000,0.167,0.962
Iteration,4,,1,Major arterial,Link 3000,->,1358,time 16:30->17:30,Observed and simulated link count,66,383, Error:, 317,480.303 %,Lane Flow Error /h=, 317.000,600.000,0.110,0.638
Iteration,4,,1,Minor arterial,Link 5175,->,11507,time 16:30->17:30,Observed and simulated link count,106,600, Error:, 494,466.038 %,Lane Flow Error /h=, 247.000,600.000,0.177,1.000
Iteration,4,,1,Minor arterial,Link 11507,->,5175,time 16:30->17:30,Observed and simulated link count,70,397, Error:, 327,467.143 %,Lane Flow Error /h=, 163.500,600.000,0.117,0.662
Iteration,4,,1,Principal arterial,Link 2,->,3,time 16:30->17:30,Observed and simulated link count,2290,829, Error:, -1461,63.799 %,Lane Flow Error /h=, -730.500,847.400,2.702,0.978
Iteration,4,,1,Principal arterial,Link 3,->,2,time 16:30->17:30,Observed and simulated link count,1873,355, Error:, -1518,81.046 %,Lane Flow Error /h=, -759.000,847.400,2.210,0.419
Iteration,5,direction,link name,link_type,Link from node,->,to node,time start time in min->end time in min,,observed link count,simulated link count, Error:, Simulated flow count -  Obs flow count,Abosolute Percentage Error ,,Lane Flow Error /h=,Capacity ,obs voc,simu VOC
Iteration,5,,1,Minor arterial,Link 4804,->,5109,time 16:30->17:30,Observed and simulated link count,214,189, Error:, -25,11.682 %,Lane Flow Error /h=, -25.000,666.400,0.321,0.284
Iteration,5,,1,Minor arterial,Link 4899,->,5030,time 16:30->17:30,Observed and simulated link count,471,51, Error:, -420,89.172 %,Lane Flow Error /h=, -210.000,633.000,0.744,0.081
Iteration,5,,1,Minor arterial,Link 4952,->,5022,time 16:30->17:30,Observed and simulated link count,443,353, Error:, -90,20.316 %,Lane Flow Error /h=, -90.000,666.400,0.665,0.530
Iteration,5,,1,Major arterial,Link 4958,->,5010,time 16:30->17:30,Observed and simulated link count,149,317, Error:, 168,112.752 %,Lane Flow Error /h=, 84.000,814.400,0.183,0.389
Iteration,5,,1,Major arterial,Link 5009,->,5027,time 16:30->17:30,Observed and simulated link count,683,336, Error:, -347,50.805 %,Lane Flow Error /h=, -173.500,814.400,0.839,0.413
Iteration,5,,1,Major arterial,Link 5010,->,4958,time 16:30->17:30,Observed and simulated link count,99,417, Error:, 318,321.212 %,Lane Flow Error /h=, 159.000,814.400,0.122,0.512
Iteration,5,,1,Major arterial,Link 5017,->,11123,time 16:30->17:30,Observed and simulated link count,1471,97, Error:, -1374,93.406 %,Lane Flow Error /h=, -687.000,814.400,1.806,0.119
Iteration,5,,1,Principal arterial,Link 5018,->,5436,time 16:30->17:30,Observed and simulated link count,1268,623, Error:, -645,50.868 %,Lane Flow Error /h=, -215.000,854.400,1.484,0.729
Iteration,5,,1,Minor arterial,Link 5022,->,4952,time 16:30->17:30,Observed and simulated link count,295,262, Error:, -33,11.186 %,Lane Flow Error /h=, -33.000,666.400,0.443,0.393
Iteration,5,,1,Major arterial,Link 5022,->,11124,time 16:30->17:30,Observed and simulated link count,1227,201, Error:, -1026,83.619 %,Lane Flow Error /h=, -513.000,814.400,1.507,0.247
Iteration,5,,1,Major arterial,Link 5027,->,5009,time 16:30->17:30,Observed and simulated link count,1024,66, Error:, -958,93.555 %,Lane Flow Error /h=, -479.000,814.400,1.257,0.081
Iteration,5,,1,Minor arterial,Link 5030,->,4899,time 16:30->17:30,Observed and simulated link count,314,136, Error:, -178,56.688 %,Lane Flow Error /h=, -89.000,633.000,0.496,0.215
Iteration,5,,1,Major arterial,Link 5030,->,11128,time 16:30->17:30,Observed and simulated link count,691,369, Error:, -322,46.599 %,Lane Flow Error /h=, -161.000,814.400,0.848,0.453
Iteration,5,,1,Minor arterial,Link 5103,->,5820,time 16:30->17:30,Observed and simulated link count,262,538, Error:, 276,105.344 %,Lane Flow Error /h=, 276.000,666.400,0.393,0.807
Iteration,5,,1,Minor arterial,Link 5109,->,4804,time 16:30->17:30,Observed and simulated link count,321,532, Error:, 211,65.732 %,Lane Flow Error /h=, 211.000,666.400,0.482,0.798
Iteration,5,,1,Principal arterial,Link 5112,->,11159,time 16:30->17:30,Observed and simulated link count,1894,186, Error:, -1708,90.180 %,Lane Flow Error /h=, -854.000,892.000,2.123,0.209
Iteration,5,,1,Principal arterial,Link 5113,->,11148,time 16:30->17:30,Observed and simulated link count,1228,774, Error:, -454,36.971 %,Lane Flow Error /h=, -151.333,854.400,1.437,0.906
Iteration,5,,1,Principal arterial,Link 5114,->,5589,time 16:30->17:30,Observed and simulated link count,2046,355, Error:, -1691,82.649 %,Lane Flow Error /h=, -845.500,892.000,2.294,0.398
Iteration,5,,1,Principal arterial,Link 5118,->,11255,time 16:30->17:30,Observed and simulated link count,1851,153, Error:, -1698,91.734 %,Lane Flow Error /h=, -849.000,847.400,2.184,0.181
Iteration,5,,1,Minor arterial,Link 5175,->,5729,time 16:30->17:30,Observed and simulated link count,100,70, Error:, -30,30.000 %,Lane Flow Error /h=, -30.000,633.100,0.158,0.111
Iteration,5,,1,Principal arterial,Link 5208,->,5238,time 16:30->17:30,Observed and simulated link count,947,102, Error:, -845,89.229 %,Lane Flow Error /h=, -845.000,929.500,1.019,0.110
Iteration,5,,1,Major arterial,Link 5208,->,11282,time 16:30->17:30,Observed and simulated link count,710,70, Error:, -640,90.141 %,Lane Flow Error /h=, -640.000,857.300,0.828,0.082
Iteration,5,,1,Principal arterial,Link 5209,->,5211,time 16:30->17:30,Observed and simulated link count,869,375, Error:, -494,56.847 %,Lane Flow Error /h=, -247.000,892.000,0.974,0.420
Iteration,5,,1,Principal arterial,Link 5210,->,11172,time 16:30->17:30,Observed and simulated link count,911,472, Error:, -439,48.189 %,Lane Flow Error /h=, -219.500,892.000,1.021,0.529
Iteration,5,,1,Principal arterial,Link 5211,->,5209,time 16:30->17:30,Observed and simulated link count,1304,371, Error:, -933,71.549 %,Lane Flow Error /h=, -466.500,892.000,1.462,0.416
Iteration,5,,1,Minor arterial,Link 5211,->,11180,time 16:30->17:30,Observed and simulated link count,100,15, Error:, -85,85.000 %,Lane Flow Error /h=, -85.000,666.400,0.150,0.023
Iteration,5,,1,Major arterial,Link 5214,->,11261,time 16:30->17:30,Observed and simulated link count,1676,143, Error:, -1533,91.468 %,Lane Flow Error /h=, -766.500,814.400,2.058,0.176
Iteration,5,,1,Minor arterial,Link 5214,->,11281,time 16:30->17:30,Observed and simulated link count,665,73, Error:, -592,89.023 %,Lane Flow Error /h=, -592.000,666.400,0.998,0.110
Iteration,5,,1,Major arterial,Link 5216,->,5868,time 16:30->17:30,Observed and simulated link count,1513,201, Error:, -1312,86.715 %,Lane Flow Error /h=, -656.000,773.600,1.956,0.260
Iteration,5,,1,Minor arterial,Link 5216,->,10847,time 16:30->17:30,Observed and simulated link count,106,13, Error:, -93,87.736 %,Lane Flow Error /h=, -46.500,633.000,0.167,0.021
Iteration,5,,1,Minor arterial,Link 5219,->,11173,time 16:30->17:30,Observed and simulated link count,518,399, Error:, -119,22.973 %,Lane Flow Error /h=, -119.000,666.400,0.777,0.599
Iteration,5,,1,Minor arterial,Link 5232,->,6256,time 16:30->17:30,Observed and simulated link count,777,304, Error:, -473,60.875 %,Lane Flow Error /h=, -473.000,666.400,1.166,0.456
Iteration,5,,1,Principal arterial,Link 5238,->,5208,time 16:30->17:30,Observed and simulated link count,631,343, Error:, -288,45.642 %,Lane Flow Error /h=, -288.000,929.500,0.679,0.369
Iteration,5,,1,Principal arterial,Link 5436,->,5018,time 16:30->17:30,Observed and simulated link count,1902,428, Error:, -1474,77.497 %,Lane Flow Error /h=, -491.333,854.400,2.226,0.501
Iteration,5,,1,Major arterial,Link 5436,->,5577,time 16:30->17:30,Observed and simulated link count,1528,124, Error:, -1404,91.885 %,Lane Flow Error /h=, -702.000,814.400,1.876,0.152
Iteration,5,,1,Principal arterial,Link 5436,->,5578,time 16:30->17:30,Observed and simulated link count,1333,572, Error:, -761,57.089 %,Lane Flow Error /h=, -253.667,854.400,1.560,0.669
Iteration,5,,1,Major arterial,Link 5440,->,11125,time 16:30->17:30,Observed and simulated link count,1710,227, Error:, -1483,86.725 %,Lane Flow Error /h=, -741.500,814.400,2.100,0.279
Iteration,5,,1,Minor arterial,Link 5440,->,11827,time 16:30->17:30,Observed and simulated link count,392,176, Error:, -216,55.102 %,Lane Flow Error /h=, -216.000,666.400,0.588,0.264
Iteration,5,,1,Major arterial,Link 5524,->,5863,time 16:30->17:30,Observed and simulated link count,675,617, Error:, -58,8.593 %,Lane Flow Error /h=, -29.000,814.400,0.829,0.758
Iteration,5,,1,Major arterial,Link 5577,->,5436,time 16:30->17:30,Observed and simulated link count,752,485, Error:, -267,35.505 %,Lane Flow Error /h=, -133.500,814.400,0.923,0.596
Iteration,5,,1,Principal arterial,Link 5578,->,5436,time 16:30->17:30,Observed and simulated link count,1999,222, Error:, -1777,88.894 %,Lane Flow Error /h=, -592.333,854.400,2.340,0.260
Iteration,5,,1,Principal arterial,Link 5589,->,5114,time 16:30->17:30,Observed and simulated link count,1674,709, Error:, -965,57.646 %,Lane Flow Error /h=, -482.500,892.000,1.877,0.795
Iteration,5,,1,Minor arterial,Link 5729,->,5175,time 16:30->17:30,Observed and simulated link count,66,33, Error:, -33,50.000 %,Lane Flow Error /h=, -33.000,633.100,0.104,0.052
Iteration,5,,1,Minor arterial,Link 5820,->,5103,time 16:30->17:30,Observed and simulated link count,612,455, Error:, -157,25.654 %,Lane Flow Error /h=, -157.000,666.400,0.918,0.683
Iteration,5,,1,Major arterial,Link 5863,->,5524,time 16:30->17:30,Observed and simulated link count,1370,132, Error:, -1238,90.365 %,Lane Flow Error /h=, -619.000,814.400,1.682,0.162
Iteration,5,,1,Major arterial,Link 5868,->,5216,time 16:30->17:30,Observed and simulated link count,1009,450, Error:, -559,55.401 %,Lane Flow Error /h=, -279.500,773.600,1.304,0.582
Iteration,5,,1,Minor arterial,Link 6185,->,8172,time 16:30->17:30,Observed and simulated link count,70,541, Error:, 471,672.857 %,Lane Flow Error /h=, 471.000,666.400,0.105,0.812
Iteration,5,,1,Minor arterial,Link 6256,->,5232,time 16:30->17:30,Observed and simulated link count,518,262, Error:, -256,49.421 %,Lane Flow Error /h=, -256.000,666.400,0.777,0.393
Iteration,5,,1,Minor arterial,Link 6270,->,6273,time 16:30->17:30,Observed and simulated link count,70,52, Error:, -18,25.714 %,Lane Flow Error /h=, -18.000,633.100,0.111,0.082
Iteration,5,,1,Minor arterial,Link 6273,->,6270,time 16:30->17:30,Observed and simulated link count,106,373, Error:, 267,251.887 %,Lane Flow Error /h=, 267.000,633.100,0.167,0.589
Iteration,5,,1,Minor arterial,Link 8172,->,6185,time 16:30->17:30,Observed and simulated link count,106,432, Error:, 326,307.547 %,Lane Flow Error /h=, 326.000,666.400,0.159,0.648
Iteration,5,,1,Minor arterial,Link 10847,->,5216,time 16:30->17:30,Observed and simulated link count,70,38, Error:, -32,45.714 %,Lane Flow Error /h=, -16.000,633.000,0.111,0.060
Iteration,5,,1,Major arterial,Link 11123,->,5017,time 16:30->17:30,Observed and simulated link count,1203,366, Error:, -837,69.576 %,Lane Flow Error /h=, -418.500,814.400,1.477,0.449
Iteration,5,,1,Major arterial,Link 11124,->,5022,time 16:30->17:30,Observed and simulated link count,818,501, Error:, -317,38.753 %,Lane Flow Error /h=, -158.500,814.400,1.004,0.615
Iteration,5,,1,Major arterial,Link 11125,->,5440,time 16:30->17:30,Observed and simulated link count,842,470, Error:, -372,44.181 %,Lane Flow Error /h=, -186.000,814.400,1.034,0.577
Iteration,5,,1,Major arterial,Link 11126,->,11127,time 16:30->17:30,Observed and simulated link count,1396,103, Error:, -1293,92.622 %,Lane Flow Error /h=, -646.500,814.400,1.714,0.126
Iteration,5,,1,Major arterial,Link 11127,->,11126,time 16:30->17:30,Observed and simulated link count,688,350, Error:, -338,49.128 %,Lane Flow Error /h=, -169.000,814.400,0.845,0.430
Iteration,5,,1,Major arterial,Link 11128,->,5030,time 16:30->17:30,Observed and simulated link count,1403,144, Error:, -1259,89.736 %,Lane Flow Error /h=, -629.500,814.400,1.723,0.177
Iteration,5,,1,Principal arterial,Link 11148,->,5113,time 16:30->17:30,Observed and simulated link count,1842,737, Error:, -1105,59.989 %,Lane Flow Error /h=, -368.333,854.400,2.156,0.863
Iteration,5,,1,Principal arterial,Link 11159,->,5112,time 16:30->17:30,Observed and simulated link count,1549,717, Error:, -832,53.712 %,Lane Flow Error /h=, -416.000,892.000,1.737,0.804
Iteration,5,,1,Principal arterial,Link 11172,->,5210,time 16:30->17:30,Observed and simulated link count,1366,684, Error:, -682,49.927 %,Lane Flow Error /h=, -341.000,892.000,1.531,0.767
Iteration,5,,1,Minor arterial,Link 11173,->,5219,time 16:30->17:30,Observed and simulated link count,777,436, Error:, -341,43.887 %,Lane Flow Error /h=, -341.000,666.400,1.166,0.654
Iteration,5,,1,Minor arterial,Link 11180,->,5211,time 16:30->17:30,Observed and simulated link count,66,39, Error:, -27,40.909 %,Lane Flow Error /h=, -27.000,666.400,0.099,0.059
Iteration,5,,1,Minor arterial,Link 11181,->,11182,time 16:30->17:30,Observed and simulated link count,66,384, Error:, 318,481.818 %,Lane Flow Error /h=, 318.000,666.400,0.099,0.576
Iteration,5,,1,Minor arterial,Link 11182,->,11181,time 16:30->17:30,Observed and simulated link count,100,73, Error:, -27,27.000 %,Lane Flow Error /h=, -27.000,666.400,0.150,0.110
Iteration,5,,1,Minor arterial,Link 11184,->,11257,time 16:30->17:30,Observed and simulated link count,66,396, Error:, 330,500.000 %,Lane Flow Error /h=, 330.000,633.100,0.104,0.625
Iteration,5,,1,Principal arterial,Link 11255,->,5118,time 16:30->17:30,Observed and simulated link count,1514,437, Error:, -1077,71.136 %,Lane Flow Error /h=, -538.500,847.400,1.787,0.516
Iteration,5,,1,Minor arterial,Link 11257,->,11184,time 16:30->17:30,Observed and simulated link count,100,21, Error:, -79,79.000 %,Lane Flow Error /h=, -79.000,633.100,0.158,0.033
Iteration,5,,1,Major arterial,Link 11261,->,5214,time 16:30->17:30,Observed and simulated link count,1117,418, Error:, -699,62.578 %,Lane Flow Error /h=, -349.500,814.400,1.372,0.513
Iteration,5,,1,Minor arterial,Link 11281,->,5214,time 16:30->17:30,Observed and simulated link count,443,237, Error:, -206,46.501 %,Lane Flow Error /h=, -206.000,666.400,0.665,0.356
Iteration,5,,1,Major arterial,Link 11282,->,5208,time 16:30->17:30,Observed and simulated link count,474,251, Error:, -223,47.046 %,Lane Flow Error /h=, -223.000,857.300,0.553,0.293
Iteration,5,,1,Minor arterial,Link 11827,->,5440,time 16:30->17:30,Observed and simulated link count,588,65, Error:, -523,88.946 %,Lane Flow Error /h=, -523.000,666.400,0.882,0.098
Iteration,5,,1,Major arterial,Link 1358,->,3000,time 16:30->17:30,Observed and simulated link count,100,495, Error:, 395,395.000 %,Lane Flow Error /h=, 395.000,600.000,0.167,0.825
Iteration,5,,1,Major arterial,Link 3000,->,1358,time 16:30->17:30,Observed and simulated link count,66,379, Error:, 313,474.242 %,Lane Flow Error /h=, 313.000,600.000,0.110,0.632
Iteration,5,,1,Minor arterial,Link 5175,->,11507,time 16:30->17:30,Observed and simulated link count,106,565, Error:, 459,433.019 %,Lane Flow Error /h=, 229.500,600.000,0.177,0.942
Iteration,5,,1,Minor arterial,Link 11507,->,5175,time 16:30->17:30,Observed and simulated link count,70,397, Error:, 327,467.143 %,Lane Flow Error /h=, 163.500,600.000,0.117,0.662
Iteration,5,,1,Principal arterial,Link 2,->,3,time 16:30->17:30,Observed and simulated link count,2290,748, Error:, -1542,67.336 %,Lane Flow Error /h=, -771.000,847.400,2.702,0.883
Iteration,5,,1,Principal arterial,Link 3,->,2,time 16:30->17:30,Observed and simulated link count,1873,366, Error:, -1507,80.459 %,Lane Flow Error /h=, -753.500,847.400,2.210,0.432
Iteration,6,direction,link name,link_type,Link from node,->,to node,time start time in min->end time in min,,observed link count,simulated link count, Error:, Simulated flow count -  Obs flow count,Abosolute Percentage Error ,,Lane Flow Error /h=,Capacity ,obs voc,simu VOC
Iteration,6,,1,Minor arterial,Link 4804,->,5109,time 16:30->17:30,Observed and simulated link count,214,223, Error:, 9,4.206 %,Lane Flow Error /h=, 9.000,666.400,0.321,0.335
Iteration,6,,1,Minor arterial,Link 4899,->,5030,time 16:30->17:30,Observed and simulated link count,471,51, Error:, -420,89.172 %,Lane Flow Error /h=, -210.000,633.000,0.744,0.081
Iteration,6,,1,Minor arterial,Link 4952,->,5022,time 16:30->17:30,Observed and simulated link count,443,354, Error:, -89,20.090 %,Lane Flow Error /h=, -89.000,666.400,0.665,0.531
Iteration,6,,1,Major arterial,Link 4958,->,5010,time 16:30->17:30,Observed and simulated link count,149,317, Error:, 168,112.752 %,Lane Flow Error /h=, 84.000,814.400,0.183,0.389
Iteration,6,,1,Major arterial,Link 5009,->,5027,time 16:30->17:30,Observed and simulated link count,683,305, Error:, -378,55.344 %,Lane Flow Error /h=, -189.000,814.400,0.839,0.375
Iteration,6,,1,Major arterial,Link 5010,->,4958,time 16:30->17:30,Observed and simulated link count,99,418, Error:, 319,322.222 %,Lane Flow Error /h=, 159.500,814.400,0.122,0.513
Iteration,6,,1,Major arterial,Link 5017,->,11123,time 16:30->17:30,Observed and simulated link count,1471,97, Error:, -1374,93.406 %,Lane Flow Error /h=, -687.000,814.400,1.806,0.119
Iteration,6,,1,Principal arterial,Link 5018,->,5436,time 16:30->17:30,Observed and simulated link count,1268,623, Error:, -645,50.868 %,Lane Flow Error /h=, -215.000,854.400,1.484,0.729
Iteration,6,,1,Minor arterial,Link 5022,->,4952,time 16:30->17:30,Observed and simulated link count,295,264, Error:, -31,10.508 %,Lane Flow Error /h=, -31.000,666.400,0.443,0.396
Iteration,6,,1,Major arterial,Link 5022,->,11124,time 16:30->17:30,Observed and simulated link count,1227,181, Error:, -1046,85.249 %,Lane Flow Error /h=, -523.000,814.400,1.507,0.222
Iteration,6,,1,Major arterial,Link 5027,->,5009,time 16:30->17:30,Observed and simulated link count,1024,63, Error:, -961,93.848 %,Lane Flow Error /h=, -480.500,814.400,1.257,0.077
Iteration,6,,1,Minor arterial,Link 5030,->,4899,time 16:30->17:30,Observed and simulated link count,314,137, Error:, -177,56.369 %,Lane Flow Error /h=, -88.500,633.000,0.496,0.216
Iteration,6,,1,Major arterial,Link 5030,->,11128,time 16:30->17:30,Observed and simulated link count,691,368, Error:, -323,46.744 %,Lane Flow Error /h=, -161.500,814.400,0.848,0.452
Iteration,6,,1,Minor arterial,Link 5103,->,5820,time 16:30->17:30,Observed and simulated link count,262,500, Error:, 238,90.840 %,Lane Flow Error /h=, 238.000,666.400,0.393,0.750
Iteration,6,,1,Minor arterial,Link 5109,->,4804,time 16:30->17:30,Observed and simulated link count,321,512, Error:, 191,59.502 %,Lane Flow Error /h=, 191.000,666.400,0.482,0.768
Iteration,6,,1,Principal arterial,Link 5112,->,11159,time 16:30->17:30,Observed and simulated link count,1894,186, Error:, -1708,90.180 %,Lane Flow Error /h=, -854.000,892.000,2.123,0.209
Iteration,6,,1,Principal arterial,Link 5113,->,11148,time 16:30->17:30,Observed and simulated link count,1228,772, Error:, -456,37.134 %,Lane Flow Error /h=, -152.000,854.400,1.437,0.904
Iteration,6,,1,Principal arterial,Link 5114,->,5589,time 16:30->17:30,Observed and simulated link count,2046,346, Error:, -1700,83.089 %,Lane Flow Error /h=, -850.000,892.000,2.294,0.388
Iteration,6,,1,Principal arterial,Link 5118,->,11255,time 16:30->17:30,Observed and simulated link count,1851,151, Error:, -1700,91.842 %,Lane Flow Error /h=, -850.000,847.400,2.184,0.178
Iteration,6,,1,Minor arterial,Link 5175,->,5729,time 16:30->17:30,Observed and simulated link count,100,68, Error:, -32,32.000 %,Lane Flow Error /h=, -32.000,633.100,0.158,0.107
Iteration,6,,1,Principal arterial,Link 5208,->,5238,time 16:30->17:30,Observed and simulated link count,947,101, Error:, -846,89.335 %,Lane Flow Error /h=, -846.000,929.500,1.019,0.109
Iteration,6,,1,Major arterial,Link 5208,->,11282,time 16:30->17:30,Observed and simulated link count,710,69, Error:, -641,90.282 %,Lane Flow Error /h=, -641.000,857.300,0.828,0.080
Iteration,6,,1,Principal arterial,Link 5209,->,5211,time 16:30->17:30,Observed and simulated link count,869,366, Error:, -503,57.883 %,Lane Flow Error /h=, -251.500,892.000,0.974,0.410
Iteration,6,,1,Principal arterial,Link 5210,->,11172,time 16:30->17:30,Observed and simulated link count,911,473, Error:, -438,48.079 %,Lane Flow Error /h=, -219.000,892.000,1.021,0.530
Iteration,6,,1,Principal arterial,Link 5211,->,5209,time 16:30->17:30,Observed and simulated link count,1304,369, Error:, -935,71.702 %,Lane Flow Error /h=, -467.500,892.000,1.462,0.414
Iteration,6,,1,Minor arterial,Link 5211,->,11180,time 16:30->17:30,Observed and simulated link count,100,15, Error:, -85,85.000 %,Lane Flow Error /h=, -85.000,666.400,0.150,0.023
Iteration,6,,1,Major arterial,Link 5214,->,11261,time 16:30->17:30,Observed and simulated link count,1676,139, Error:, -1537,91.706 %,Lane Flow Error /h=, -768.500,814.400,2.058,0.171
Iteration,6,,1,Minor arterial,Link 5214,->,11281,time 16:30->17:30,Observed and simulated link count,665,72, Error:, -593,89.173 %,Lane Flow Error /h=, -593.000,666.400,0.998,0.108
Iteration,6,,1,Major arterial,Link 5216,->,5868,time 16:30->17:30,Observed and simulated link count,1513,186, Error:, -1327,87.707 %,Lane Flow Error /h=, -663.500,773.600,1.956,0.240
Iteration,6,,1,Minor arterial,Link 5216,->,10847,time 16:30->17:30,Observed and simulated link count,106,13, Error:, -93,87.736 %,Lane Flow Error /h=, -46.500,633.000,0.167,0.021
Iteration,6,,1,Minor arterial,Link 5219,->,11173,time 16:30->17:30,Observed and simulated link count,518,407, Error:, -111,21.429 %,Lane Flow Error /h=, -111.000,666.400,0.777,0.611
Iteration,6,,1,Minor arterial,Link 5232,->,6256,time 16:30->17:30,Observed and simulated link count,777,299, Error:, -478,61.519 %,Lane Flow Error /h=, -478.000,666.400,1.166,0.449
Iteration,6,,1,Principal arterial,Link 5238,->,5208,time 16:30->17:30,Observed and simulated link count,631,343, Error:, -288,45.642 %,Lane Flow Error /h=, -288.000,929.500,0.679,0.369
Iteration,6,,1,Principal arterial,Link 5436,->,5018,time 16:30->17:30,Observed and simulated link count,1902,432, Error:, -1470,77.287 %,Lane Flow Error /h=, -490.000,854.400,2.226,0.506
Iteration,6,,1,Major arterial,Link 5436,->,5577,time 16:30->17:30,Observed and simulated link count,1528,123, Error:, -1405,91.950 %,Lane Flow Error /h=, -702.500,814.400,1.876,0.151
Iteration,6,,1,Principal arterial,Link 5436,->,5578,time 16:30->17:30,Observed and simulated link count,1333,576, Error:, -757,56.789 %,Lane Flow Error /h=, -252.333,854.400,1.560,0.674
Iteration,6,,1,Major arterial,Link 5440,->,11125,time 16:30->17:30,Observed and simulated link count,1710,219, Error:, -1491,87.193 %,Lane Flow Error /h=, -745.500,814.400,2.100,0.269
Iteration,6,,1,Minor arterial,Link 5440,->,11827,time 16:30->17:30,Observed and simulated link count,392,178, Error:, -214,54.592 %,Lane Flow Error /h=, -214.000,666.400,0.588,0.267
Iteration,6,,1,Major arterial,Link 5524,->,5863,time 16:30->17:30,Observed and simulated link count,675,558, Error:, -117,17.333 %,Lane Flow Error /h=, -58.500,814.400,0.829,0.685
Iteration,6,,1,Major arterial,Link 5577,->,5436,time 16:30->17:30,Observed and simulated link count,752,485, Error:, -267,35.505 %,Lane Flow Error /h=, -133.500,814.400,0.923,0.596
Iteration,6,,1,Principal arterial,Link 5578,->,5436,time 16:30->17:30,Observed and simulated link count,1999,222, Error:, -1777,88.894 %,Lane Flow Error /h=, -592.333,854.400,2.340,0.260
Iteration,6,,1,Principal arterial,Link 5589,->,5114,time 16:30->17:30,Observed and simulated link count,1674,754, Error:, -920,54.958 %,Lane Flow Error /h=, -460.000,892.000,1.877,0.845
