  Iteration,0,direction,link name,link_type,Link from node,->,to node,time start time in min->end time in min,,observed link count,simulated link count, Error:, Simulated flow count -  Obs flow count,Abosolute Percentage Error ,,Lane Flow Error /h=,Capacity ,obs voc,simu VOC
Iteration,1,,1,Major arterial,Link 3000,->,1358,time 16:30->17:30,Observed and simulated link count,66,393, Error:, 327,495.455 %,Lane Flow Error /h=, 327.000,600.000,0.110,0.655
Iteration,1,,1,Minor arterial,Link 5175,->,11507,time 16:30->17:30,Observed and simulated link count,106,549, Error:, 443,417.925 %,Lane Flow Error /h=, 221.500,600.000,0.177,0.915
Iteration,1,,1,Minor arterial,Link 11507,->,5175,time 16:30->17:30,Observed and simulated link count,70,347, Error:, 277,395.714 %,Lane Flow Error /h=, 138.500,600.000,0.117,0.578
Iteration,1,,1,Principal arterial,Link 2,->,3,time 16:30->17:30,Observed and simulated link count,2290,819, Error:, -1471,64.236 %,Lane Flow Error /h=, -735.500,847.400,2.702,0.966
Iteration,1,,1,Principal arterial,Link 3,->,2,time 16:30->17:30,Observed and simulated link count,1873,347, Error:, -1526,81.474 %,Lane Flow Error /h=, -763.000,847.400,2.210,0.409
Iteration,2,direction,link name,link_type,Link from node,->,to node,time start time in min->end time in min,,observed link count,simulated link count, Error:, Simulated flow count -  Obs flow count,Abosolute Percentage Error ,,Lane Flow Error /h=,Capacity ,obs voc,simu VOC
Iteration,2,,1,Minor arterial,Link 4804,->,5109,time 16:30->17:30,Observed and simulated link count,214,167, Error:, -47,21.963 %,Lane Flow Error /h=, -47.000,666.400,0.321,0.251
Iteration,2,,1,Minor arterial,Link 4899,->,5030,time 16:30->17:30,Observed and simulated link count,471,51, Error:, -420,89.172 %,Lane Flow Error /h=, -210.000,633.000,0.744,0.081
Iteration,2,,1,Minor arterial,Link 4952,->,5022,time 16:30->17:30,Observed and simulated link count,443,328, Error:, -115,25.959 %,Lane Flow Error /h=, -115.000,666.400,0.665,0.492
Iteration,2,,1,Major arterial,Link 4958,->,5010,time 16:30->17:30,Observed and simulated link count,149,283, Error:, 134,89.933 %,Lane Flow Error /h=, 67.000,814.400,0.183,0.347
Iteration,2,,1,Major arterial,Link 5009,->,5027,time 16:30->17:30,Observed and simulated link count,683,280, Error:, -403,59.004 %,Lane Flow Error /h=, -201.500,814.400,0.839,0.344
Iteration,2,,1,Major arterial,Link 5010,->,4958,time 16:30->17:30,Observed and simulated link count,99,412, Error:, 313,316.162 %,Lane Flow Error /h=, 156.500,814.400,0.122,0.506
Iteration,2,,1,Major arterial,Link 5017,->,11123,time 16:30->17:30,Observed and simulated link count,1471,91, Error:, -1380,93.814 %,Lane Flow Error /h=, -690.000,814.400,1.806,0.112
Iteration,2,,1,Principal arterial,Link 5018,->,5436,time 16:30->17:30,Observed and simulated link count,1268,585, Error:, -683,53.864 %,Lane Flow Error /h=, -227.667,854.400,1.484,0.685
Iteration,2,,1,Minor arterial,Link 5022,->,4952,time 16:30->17:30,Observed and simulated link count,295,261, Error:, -34,11.525 %,Lane Flow Error /h=, -34.000,666.400,0.443,0.392
Iteration,2,,1,Major arterial,Link 5022,->,11124,time 16:30->17:30,Observed and simulated link count,1227,153, Error:, -1074,87.531 %,Lane Flow Error /h=, -537.000,814.400,1.507,0.188
Iteration,2,,1,Major arterial,Link 5027,->,5009,time 16:30->17:30,Observed and simulated link count,1024,76, Error:, -948,92.578 %,Lane Flow Error /h=, -474.000,814.400,1.257,0.093
Iteration,2,,1,Minor arterial,Link 5030,->,4899,time 16:30->17:30,Observed and simulated link count,314,134, Error:, -180,57.325 %,Lane Flow Error /h=, -90.000,633.000,0.496,0.212
Iteration,2,,1,Major arterial,Link 5030,->,11128,time 16:30->17:30,Observed and simulated link count,691,363, Error:, -328,47.467 %,Lane Flow Error /h=, -164.000,814.400,0.848,0.446
Iteration,2,,1,Minor arterial,Link 5103,->,5820,time 16:30->17:30,Observed and simulated link count,262,420, Error:, 158,60.305 %,Lane Flow Error /h=, 158.000,666.400,0.393,0.630
Iteration,2,,1,Minor arterial,Link 5109,->,4804,time 16:30->17:30,Observed and simulated link count,321,418, Error:, 97,30.218 %,Lane Flow Error /h=, 97.000,666.400,0.482,0.627
Iteration,2,,1,Principal arterial,Link 5112,->,11159,time 16:30->17:30,Observed and simulated link count,1894,171, Error:, -1723,90.971 %,Lane Flow Error /h=, -861.500,892.000,2.123,0.192
Iteration,2,,1,Principal arterial,Link 5113,->,11148,time 16:30->17:30,Observed and simulated link count,1228,852, Error:, -376,30.619 %,Lane Flow Error /h=, -125.333,854.400,1.437,0.997
Iteration,2,,1,Principal arterial,Link 5114,->,5589,time 16:30->17:30,Observed and simulated link count,2046,388, Error:, -1658,81.036 %,Lane Flow Error /h=, -829.000,892.000,2.294,0.435
Iteration,2,,1,Principal arterial,Link 5118,->,11255,time 16:30->17:30,Observed and simulated link count,1851,176, Error:, -1675,90.492 %,Lane Flow Error /h=, -837.500,847.400,2.184,0.208
Iteration,2,,1,Minor arterial,Link 5175,->,5729,time 16:30->17:30,Observed and simulated link count,100,49, Error:, -51,51.000 %,Lane Flow Error /h=, -51.000,633.100,0.158,0.077
Iteration,2,,1,Principal arterial,Link 5208,->,5238,time 16:30->17:30,Observed and simulated link count,947,92, Error:, -855,90.285 %,Lane Flow Error /h=, -855.000,929.500,1.019,0.099
Iteration,2,,1,Major arterial,Link 5208,->,11282,time 16:30->17:30,Observed and simulated link count,710,60, Error:, -650,91.549 %,Lane Flow Error /h=, -650.000,857.300,0.828,0.070
Iteration,2,,1,Principal arterial,Link 5209,->,5211,time 16:30->17:30,Observed and simulated link count,869,459, Error:, -410,47.181 %,Lane Flow Error /h=, -205.000,892.000,0.974,0.515
Iteration,2,,1,Principal arterial,Link 5210,->,11172,time 16:30->17:30,Observed and simulated link count,911,576, Error:, -335,36.773 %,Lane Flow Error /h=, -167.500,892.000,1.021,0.646
Iteration,2,,1,Principal arterial,Link 5211,->,5209,time 16:30->17:30,Observed and simulated link count,1304,328, Error:, -976,74.847 %,Lane Flow Error /h=, -488.000,892.000,1.462,0.368
Iteration,2,,1,Minor arterial,Link 5211,->,11180,time 16:30->17:30,Observed and simulated link count,100,15, Error:, -85,85.000 %,Lane Flow Error /h=, -85.000,666.400,0.150,0.023
Iteration,2,,1,Major arterial,Link 5214,->,11261,time 16:30->17:30,Observed and simulated link count,1676,143, Error:, -1533,91.468 %,Lane Flow Error /h=, -766.500,814.400,2.058,0.176
Iteration,2,,1,Minor arterial,Link 5214,->,11281,time 16:30->17:30,Observed and simulated link count,665,70, Error:, -595,89.474 %,Lane Flow Error /h=, -595.000,666.400,0.998,0.105
Iteration,2,,1,Major arterial,Link 5216,->,5868,time 16:30->17:30,Observed and simulated link count,1513,227, Error:, -1286,84.997 %,Lane Flow Error /h=, -643.000,773.600,1.956,0.293
Iteration,2,,1,Minor arterial,Link 5216,->,10847,time 16:30->17:30,Observed and simulated link count,106,12, Error:, -94,88.679 %,Lane Flow Error /h=, -47.000,633.000,0.167,0.019
Iteration,2,,1,Minor arterial,Link 5219,->,11173,time 16:30->17:30,Observed and simulated link count,518,368, Error:, -150,28.958 %,Lane Flow Error /h=, -150.000,666.400,0.777,0.552
Iteration,2,,1,Minor arterial,Link 5232,->,6256,time 16:30->17:30,Observed and simulated link count,777,182, Error:, -595,76.577 %,Lane Flow Error /h=, -595.000,666.400,1.166,0.273
Iteration,2,,1,Principal arterial,Link 5238,->,5208,time 16:30->17:30,Observed and simulated link count,631,343, Error:, -288,45.642 %,Lane Flow Error /h=, -288.000,929.500,0.679,0.369
Iteration,2,,1,Principal arterial,Link 5436,->,5018,time 16:30->17:30,Observed and simulated link count,1902,471, Error:, -1431,75.237 %,Lane Flow Error /h=, -477.000,854.400,2.226,0.551
Iteration,2,,1,Major arterial,Link 5436,->,5577,time 16:30->17:30,Observed and simulated link count,1528,124, Error:, -1404,91.885 %,Lane Flow Error /h=, -702.000,814.400,1.876,0.152
Iteration,2,,1,Principal arterial,Link 5436,->,5578,time 16:30->17:30,Observed and simulated link count,1333,555, Error:, -778,58.365 %,Lane Flow Error /h=, -259.333,854.400,1.560,0.650
Iteration,2,,1,Major arterial,Link 5440,->,11125,time 16:30->17:30,Observed and simulated link count,1710,250, Error:, -1460,85.380 %,Lane Flow Error /h=, -730.000,814.400,2.100,0.307
Iteration,2,,1,Minor arterial,Link 5440,->,11827,time 16:30->17:30,Observed and simulated link count,392,174, Error:, -218,55.612 %,Lane Flow Error /h=, -218.000,666.400,0.588,0.261
Iteration,2,,1,Major arterial,Link 5524,->,5863,time 16:30->17:30,Observed and simulated link count,675,561, Error:, -114,16.889 %,Lane Flow Error /h=, -57.000,814.400,0.829,0.689
Iteration,2,,1,Major arterial,Link 5577,->,5436,time 16:30->17:30,Observed and simulated link count,752,485, Error:, -267,35.505 %,Lane Flow Error /h=, -133.500,814.400,0.923,0.596
Iteration,2,,1,Principal arterial,Link 5578,->,5436,time 16:30->17:30,Observed and simulated link count,1999,222, Error:, -1777,88.894 %,Lane Flow Error /h=, -592.333,854.400,2.340,0.260
Iteration,2,,1,Principal arterial,Link 5589,->,5114,time 16:30->17:30,Observed and simulated link count,1674,777, Error:, -897,53.584 %,Lane Flow Error /h=, -448.500,892.000,1.877,0.871
Iteration,2,,1,Minor arterial,Link 5729,->,5175,time 16:30->17:30,Observed and simulated link count,66,13, Error:, -53,80.303 %,Lane Flow Error /h=, -53.000,633.100,0.104,0.021
Iteration,2,,1,Minor arterial,Link 5820,->,5103,time 16:30->17:30,Observed and simulated link count,612,332, Error:, -280,45.752 %,Lane Flow Error /h=, -280.000,666.400,0.918,0.498
Iteration,2,,1,Major arterial,Link 5863,->,5524,time 16:30->17:30,Observed and simulated link count,1370,137, Error:, -1233,90.000 %,Lane Flow Error /h=, -616.500,814.400,1.682,0.168
Iteration,2,,1,Major arterial,Link 5868,->,5216,time 16:30->17:30,Observed and simulated link count,1009,340, Error:, -669,66.303 %,Lane Flow Error /h=, -334.500,773.600,1.304,0.440
Iteration,2,,1,Minor arterial,Link 6185,->,8172,time 16:30->17:30,Observed and simulated link count,70,444, Error:, 374,534.286 %,Lane Flow Error /h=, 374.000,666.400,0.105,0.666
Iteration,2,,1,Minor arterial,Link 6256,->,5232,time 16:30->17:30,Observed and simulated link count,518,199, Error:, -319,61.583 %,Lane Flow Error /h=, -319.000,666.400,0.777,0.299
Iteration,2,,1,Minor arterial,Link 6270,->,6273,time 16:30->17:30,Observed and simulated link count,70,47, Error:, -23,32.857 %,Lane Flow Error /h=, -23.000,633.100,0.111,0.074
Iteration,2,,1,Minor arterial,Link 6273,->,6270,time 16:30->17:30,Observed and simulated link count,106,280, Error:, 174,164.151 %,Lane Flow Error /h=, 174.000,633.100,0.167,0.442
Iteration,2,,1,Minor arterial,Link 8172,->,6185,time 16:30->17:30,Observed and simulated link count,106,519, Error:, 413,389.623 %,Lane Flow Error /h=, 413.000,666.400,0.159,0.779
Iteration,2,,1,Minor arterial,Link 10847,->,5216,time 16:30->17:30,Observed and simulated link count,70,38, Error:, -32,45.714 %,Lane Flow Error /h=, -16.000,633.000,0.111,0.060
Iteration,2,,1,Major arterial,Link 11123,->,5017,time 16:30->17:30,Observed and simulated link count,1203,366, Error:, -837,69.576 %,Lane Flow Error /h=, -418.500,814.400,1.477,0.449
Iteration,2,,1,Major arterial,Link 11124,->,5022,time 16:30->17:30,Observed and simulated link count,818,406, Error:, -412,50.367 %,Lane Flow Error /h=, -206.000,814.400,1.004,0.499
Iteration,2,,1,Major arterial,Link 11125,->,5440,time 16:30->17:30,Observed and simulated link count,842,445, Error:, -397,47.150 %,Lane Flow Error /h=, -198.500,814.400,1.034,0.546
Iteration,2,,1,Major arterial,Link 11126,->,11127,time 16:30->17:30,Observed and simulated link count,1396,98, Error:, -1298,92.980 %,Lane Flow Error /h=, -649.000,814.400,1.714,0.120
Iteration,2,,1,Major arterial,Link 11127,->,11126,time 16:30->17:30,Observed and simulated link count,688,297, Error:, -391,56.831 %,Lane Flow Error /h=, -195.500,814.400,0.845,0.365
Iteration,2,,1,Major arterial,Link 11128,->,5030,time 16:30->17:30,Observed and simulated link count,1403,144, Error:, -1259,89.736 %,Lane Flow Error /h=, -629.500,814.400,1.723,0.177
Iteration,2,,1,Principal arterial,Link 11148,->,5113,time 16:30->17:30,Observed and simulated link count,1842,886, Error:, -956,51.900 %,Lane Flow Error /h=, -318.667,854.400,2.156,1.037
Iteration,2,,1,Principal arterial,Link 11159,->,5112,time 16:30->17:30,Observed and simulated link count,1549,717, Error:, -832,53.712 %,Lane Flow Error /h=, -416.000,892.000,1.737,0.804
Iteration,2,,1,Principal arterial,Link 11172,->,5210,time 16:30->17:30,Observed and simulated link count,1366,543, Error:, -823,60.249 %,Lane Flow Error /h=, -411.500,892.000,1.531,0.609
Iteration,2,,1,Minor arterial,Link 11173,->,5219,time 16:30->17:30,Observed and simulated link count,777,262, Error:, -515,66.281 %,Lane Flow Error /h=, -515.000,666.400,1.166,0.393
Iteration,2,,1,Minor arterial,Link 11180,->,5211,time 16:30->17:30,Observed and simulated link count,66,39, Error:, -27,40.909 %,Lane Flow Error /h=, -27.000,666.400,0.099,0.059
Iteration,2,,1,Minor arterial,Link 11181,->,11182,time 16:30->17:30,Observed and simulated link count,66,289, Error:, 223,337.879 %,Lane Flow Error /h=, 223.000,666.400,0.099,0.434
Iteration,2,,1,Minor arterial,Link 11182,->,11181,time 16:30->17:30,Observed and simulated link count,100,55, Error:, -45,45.000 %,Lane Flow Error /h=, -45.000,666.400,0.150,0.083
Iteration,2,,1,Minor arterial,Link 11184,->,11257,time 16:30->17:30,Observed and simulated link count,66,246, Error:, 180,272.727 %,Lane Flow Error /h=, 180.000,633.100,0.104,0.389
Iteration,2,,1,Principal arterial,Link 11255,->,5118,time 16:30->17:30,Observed and simulated link count,1514,491, Error:, -1023,67.569 %,Lane Flow Error /h=, -511.500,847.400,1.787,0.579
Iteration,2,,1,Minor arterial,Link 11257,->,11184,time 16:30->17:30,Observed and simulated link count,100,19, Error:, -81,81.000 %,Lane Flow Error /h=, -81.000,633.100,0.158,0.030
Iteration,2,,1,Major arterial,Link 11261,->,5214,time 16:30->17:30,Observed and simulated link count,1117,328, Error:, -789,70.636 %,Lane Flow Error /h=, -394.500,814.400,1.372,0.403
Iteration,2,,1,Minor arterial,Link 11281,->,5214,time 16:30->17:30,Observed and simulated link count,443,237, Error:, -206,46.501 %,Lane Flow Error /h=, -206.000,666.400,0.665,0.356
Iteration,2,,1,Major arterial,Link 11282,->,5208,time 16:30->17:30,Observed and simulated link count,474,251, Error:, -223,47.046 %,Lane Flow Error /h=, -223.000,857.300,0.553,0.293
Iteration,2,,1,Minor arterial,Link 11827,->,5440,time 16:30->17:30,Observed and simulated link count,588,65, Error:, -523,88.946 %,Lane Flow Error /h=, -523.000,666.400,0.882,0.098
Iteration,2,,1,Major arterial,Link 1358,->,3000,time 16:30->17:30,Observed and simulated link count,100,579, Error:, 479,479.000 %,Lane Flow Error /h=, 479.000,600.000,0.167,0.965
Iteration,2,,1,Major arterial,Link 3000,->,1358,time 16:30->17:30,Observed and simulated link count,66,394, Error:, 328,496.970 %,Lane Flow Error /h=, 328.000,600.000,0.110,0.657
Iteration,2,,1,Minor arterial,Link 5175,->,11507,time 16:30->17:30,Observed and simulated link count,106,593, Error:, 487,459.434 %,Lane Flow Error /h=, 243.500,600.000,0.177,0.988
Iteration,2,,1,Minor arterial,Link 11507,->,5175,time 16:30->17:30,Observed and simulated link count,70,371, Error:, 301,430.000 %,Lane Flow Error /h=, 150.500,600.000,0.117,0.618
Iteration,2,,1,Principal arterial,Link 2,->,3,time 16:30->17:30,Observed and simulated link count,2290,836, Error:, -1454,63.493 %,Lane Flow Error /h=, -727.000,847.400,2.702,0.987
Iteration,2,,1,Principal arterial,Link 3,->,2,time 16:30->17:30,Observed and simulated link count,1873,349, Error:, -1524,81.367 %,Lane Flow Error /h=, -762.000,847.400,2.210,0.412
Iteration,3,direction,link name,link_type,Link from node,->,to node,time start time in min->end time in min,,observed link count,simulated link count, Error:, Simulated flow count -  Obs flow count,Abosolute Percentage Error ,,Lane Flow Error /h=,Capacity ,obs voc,simu VOC
Iteration,3,,1,Minor arterial,Link 4804,->,5109,time 16:30->17:30,Observed and simulated link count,214,177, Error:, -37,17.290 %,Lane Flow Error /h=, -37.000,666.400,0.321,0.266
Iteration,3,,1,Minor arterial,Link 4899,->,5030,time 16:30->17:30,Observed and simulated link count,471,51, Error:, -420,89.172 %,Lane Flow Error /h=, -210.000,633.000,0.744,0.081
Iteration,3,,1,Minor arterial,Link 4952,->,5022,time 16:30->17:30,Observed and simulated link count,443,351, Error:, -92,20.767 %,Lane Flow Error /h=, -92.000,666.400,0.665,0.527
Iteration,3,,1,Major arterial,Link 4958,->,5010,time 16:30->17:30,Observed and simulated link count,149,300, Error:, 151,101.342 %,Lane Flow Error /h=, 75.500,814.400,0.183,0.368
Iteration,3,,1,Major arterial,Link 5009,->,5027,time 16:30->17:30,Observed and simulated link count,683,304, Error:, -379,55.490 %,Lane Flow Error /h=, -189.500,814.400,0.839,0.373
Iteration,3,,1,Major arterial,Link 5010,->,4958,time 16:30->17:30,Observed and simulated link count,99,417, Error:, 318,321.212 %,Lane Flow Error /h=, 159.000,814.400,0.122,0.512
Iteration,3,,1,Major arterial,Link 5017,->,11123,time 16:30->17:30,Observed and simulated link count,1471,96, Error:, -1375,93.474 %,Lane Flow Error /h=, -687.500,814.400,1.806,0.118
