from_zone_id,from_zone_id,#_of_simulated_vehicle_count,simulated_travel_time_in_min,#_of_obs_vehicle_count,obs_travel_time_in_min
25,11,24, 6.56,0,0
25,12,1, 8.11,0,0
25,13,12, 9.23,0,0
25,14,15,10.74,0,0
25,15,5,11.45,0,0
25,16,7, 8.27,0,0
25,17,5, 7.64,0,0
25,18,5,10.11,0,0
25,19,7, 2.88,0,0
25,20,5, 3.61,0,0
25,21,14, 7.21,0,0
25,22,7, 4.36,0,0
25,23,4, 7.25,0,0
25,24,19, 7.24,0,0
25,25,0,00,0
25,26,2, 1.76,0,0
25,27,4, 4.44,0,0
25,28,6, 5.39,0,0
25,29,0,00,0
25,30,2, 6.67,0,0
25,31,7, 4.94,0,0
25,32,5, 8.51,0,0
25,33,2, 4.20,0,0
25,34,12, 5.00,0,0
25,35,2, 7.55,0,0
25,36,2,10.74,0,0
25,37,6, 2.68,0,0
25,38,5, 5.46,0,0
25,39,1, 7.01,0,0
25,40,1, 8.14,0,0
25,41,24, 9.88,0,0
26,1,4, 6.38,0,0
26,2,3, 4.72,0,0
26,3,7, 2.16,0,0
26,4,0,00,0
26,5,3, 6.52,0,0
26,6,3, 6.83,0,0
26,7,2, 6.08,0,0
26,8,1, 4.17,0,0
26,9,15, 7.13,0,0
26,10,1, 4.17,0,0
26,11,19, 5.12,0,0
26,12,1, 6.93,0,0
26,13,10, 7.57,0,0
26,14,12, 8.19,0,0
26,15,4, 8.38,0,0
26,16,5, 5.86,0,0
26,17,4, 4.77,0,0
26,18,4, 7.34,0,0
26,19,6, 4.63,0,0
26,20,4, 5.23,0,0
26,21,12, 8.53,0,0
26,22,6, 6.56,0,0
26,23,2, 7.98,0,0
26,24,15, 6.05,0,0
26,25,1, 3.49,0,0
26,26,0,00,0
26,27,3, 4.06,0,0
26,28,5, 4.98,0,0
26,29,0,00,0
26,30,2, 6.37,0,0
26,31,6, 4.08,0,0
26,32,4, 6.07,0,0
26,33,1, 5.24,0,0
26,34,10, 2.40,0,0
26,35,2, 4.91,0,0
26,36,2, 7.87,0,0
26,37,5, 2.95,0,0
26,38,4, 6.92,0,0
26,39,2, 5.69,0,0
26,40,1, 6.99,0,0
26,41,20, 7.03,0,0
27,1,9, 7.58,0,0
27,2,7, 6.41,0,0
27,3,15, 2.25,0,0
27,4,0,00,0
27,5,5, 4.35,0,0
27,6,7, 4.39,0,0
27,7,4, 5.93,0,0
27,8,1, 8.05,0,0
27,9,32, 8.38,0,0
27,10,2, 6.99,0,0
27,11,42, 9.81,0,0
27,12,1,11.44,0,0
27,13,21,11.70,0,0
27,14,26,12.51,0,0
27,15,10,12.27,0,0
27,16,12, 9.76,0,0
27,17,9, 7.53,0,0
27,18,9, 9.85,0,0
27,19,12, 3.53,0,0
27,20,9, 5.31,0,0
27,21,24, 8.71,0,0
27,22,12, 7.74,0,0
27,23,6, 7.75,0,0
27,24,32,10.52,0,0
27,25,2, 4.50,0,0
27,26,4, 4.08,0,0
27,27,0,00,0
27,28,10, 8.87,0,0
27,29,0,00,0
27,30,4, 8.45,0,0
27,31,13, 4.71,0,0
27,32,9, 7.12,0,0
27,33,3, 3.29,0,0
27,34,21, 4.15,0,0
27,35,3, 8.16,0,0
27,36,5,11.29,0,0
27,37,10, 2.36,0,0
27,38,8, 6.04,0,0
27,39,3, 8.09,0,0
27,40,1, 9.32,0,0
27,41,42, 8.40,0,0
28,1,6, 9.33,0,0
28,2,5, 7.68,0,0
28,3,10, 4.00,0,0
28,4,1, 6.39,0,0
28,5,4, 7.20,0,0
28,6,5, 7.60,0,0
28,7,3, 6.23,0,0
28,8,0,00,0
28,9,21, 2.60,0,0
28,10,1, 1.94,0,0
28,11,27, 2.54,0,0
28,12,1, 4.19,0,0
28,13,14, 5.90,0,0
28,14,17, 7.42,0,0
28,15,7, 7.55,0,0
28,16,8, 8.86,0,0
28,17,6, 8.20,0,0
28,18,6,10.11,0,0
28,19,8, 5.69,0,0
28,20,6, 4.56,0,0
28,21,16, 4.08,0,0
28,22,8, 1.83,0,0
28,23,4, 2.55,0,0
28,24,20, 3.50,0,0
28,25,2, 3.54,0,0
28,26,3, 2.19,0,0
28,27,4, 5.02,0,0
28,28,0,00,0
28,29,0,00,0
28,30,2, 0.81,0,0
28,31,9, 5.92,0,0
28,32,5, 8.99,0,0
28,33,3, 6.80,0,0
28,34,14, 5.09,0,0
28,35,2, 7.39,0,0
28,36,4, 6.01,0,0
28,37,6, 4.30,0,0
28,38,6, 7.84,0,0
28,39,2, 2.48,0,0
28,40,1, 7.06,0,0
28,41,28,10.21,0,0
29,1,0,00,0
29,2,0,00,0
29,3,0,00,0
29,4,0,00,0
29,5,0,00,0
29,6,0,00,0
29,7,0,00,0
29,8,0,00,0
29,9,0,00,0
29,10,0,00,0
29,11,0,00,0
29,12,0,00,0
29,13,0,00,0
29,14,0,00,0
29,15,0,00,0
29,16,0,00,0
29,17,0,00,0
29,18,0,00,0
29,19,0,00,0
29,20,0,00,0
29,21,0,00,0
29,22,0,00,0
29,23,0,00,0
29,24,0,00,0
29,25,0,00,0
29,26,0,00,0
29,27,0,00,0
29,28,0,00,0
29,29,0,00,0
29,30,0,00,0
29,31,0,00,0
29,32,0,00,0
29,33,0,00,0
29,34,0,00,0
29,35,0,00,0
29,36,0,00,0
29,37,0,00,0
29,38,0,00,0
29,39,0,00,0
29,40,0,00,0
29,41,0,00,0
30,1,0,00,0
30,2,0,00,0
30,3,0,00,0
30,4,0,00,0
30,5,0,00,0
30,6,0,00,0
30,7,0,00,0
30,8,0,00,0
30,9,0,00,0
30,10,0,00,0
30,11,0,00,0
30,12,0,00,0
30,13,0,00,0
30,14,0,00,0
30,15,0,00,0
30,16,0,00,0
30,17,0,00,0
30,18,0,00,0
30,19,0,00,0
30,20,0,00,0
30,21,0,00,0
30,22,0,00,0
30,23,0,00,0
30,24,0,00,0
30,25,0,00,0
30,26,0,00,0
30,27,0,00,0
30,28,0,00,0
30,29,0,00,0
30,30,0,00,0
30,31,0,00,0
30,32,0,00,0
30,33,0,00,0
30,34,0,00,0
30,35,0,00,0
30,36,0,00,0
30,37,0,00,0
30,38,0,00,0
30,39,0,00,0
30,40,0,00,0
30,41,0,00,0
31,1,11, 4.85,0,0
31,2,8, 3.42,0,0
31,3,16, 3.02,0,0
31,4,0,00,0
31,5,6, 7.11,0,0
31,6,8, 7.91,0,0
31,7,6, 8.69,0,0
31,8,0,00,0
31,9,36,11.60,0,0
31,10,2,13.14,0,0
31,11,48,10.31,0,0
31,12,1, 8.34,0,0
31,13,24, 8.05,0,0
31,14,30, 9.44,0,0
31,15,11, 8.94,0,0
31,16,14, 6.58,0,0
31,17,11, 4.39,0,0
31,18,10, 6.33,0,0
31,19,14, 6.22,0,0
31,20,10, 9.15,0,0
31,21,27,11.79,0,0
31,22,14,10.82,0,0
31,23,7,11.27,0,0
31,24,36,10.86,0,0
31,25,3, 6.58,0,0
31,26,5, 4.27,0,0
31,27,8, 4.31,0,0
31,28,11, 9.97,0,0
31,29,0,00,0
31,30,5,11.14,0,0
31,31,0,00,0
31,32,10, 4.20,0,0
31,33,4, 6.07,0,0
31,34,25, 1.57,0,0
31,35,3, 6.53,0,0
31,36,5, 8.69,0,0
31,37,11, 4.60,0,0
31,38,10, 8.77,0,0
31,39,3, 9.01,0,0
31,40,2, 6.90,0,0
31,41,47, 5.53,0,0
32,1,9, 2.02,0,0
32,2,6, 2.28,0,0
32,3,14, 5.62,0,0
32,4,1, 8.33,0,0
32,5,5,10.09,0,0
32,6,6,10.19,0,0
32,7,5,11.40,0,0
32,8,0,00,0
32,9,30,13.90,0,0
32,10,2,14.39,0,0
32,11,40,12.34,0,0
32,12,1, 7.32,0,0
32,13,21, 7.22,0,0
32,14,25, 6.45,0,0
32,15,9, 6.54,0,0
32,16,12, 3.38,0,0
32,17,9, 1.43,0,0
32,18,9, 3.76,0,0
32,19,12, 8.96,0,0
32,20,9,11.48,0,0
32,21,23,14.18,0,0
32,22,12,12.99,0,0
32,23,5,14.23,0,0
32,24,30,10.43,0,0
32,25,2, 8.66,0,0
32,26,4, 6.54,0,0
32,27,7, 7.61,0,0
32,28,9,12.53,0,0
32,29,0,00,0
32,30,4,13.89,0,0
32,31,12, 4.22,0,0
32,32,0,00,0
32,33,3, 9.10,0,0
32,34,20, 4.35,0,0
32,35,3, 5.09,0,0
32,36,5, 7.14,0,0
32,37,10, 7.01,0,0
32,38,8,11.68,0,0
32,39,3,12.31,0,0
32,40,1, 6.62,0,0
32,41,40, 2.67,0,0
33,1,3,10.05,0,0
33,2,2, 8.38,0,0
33,3,5, 4.15,0,0
33,4,0,00,0
33,5,2, 2.24,0,0
33,6,3, 2.41,0,0
33,7,1, 3.28,0,0
33,8,1, 7.23,0,0
33,9,10, 7.33,0,0
33,10,1, 7.13,0,0
33,11,14, 9.89,0,0
33,12,1,16.83,0,0
33,13,8,13.11,0,0
33,14,9,14.29,0,0
33,15,3,13.49,0,0
33,16,4,10.89,0,0
33,17,3, 8.44,0,0
33,18,3,11.24,0,0
33,19,5, 1.44,0,0
33,20,3, 4.92,0,0
33,21,8, 6.19,0,0
33,22,4, 7.17,0,0
33,23,2, 7.73,0,0
33,24,11,11.67,0,0
33,25,1, 4.23,0,0
33,26,2, 5.28,0,0
33,27,2, 3.40,0,0
33,28,4, 7.60,0,0
33,29,0,00,0
33,30,1, 7.88,0,0
33,31,5, 6.78,0,0
33,32,3, 8.69,0,0
33,33,0,00,0
33,34,8, 5.84,0,0
33,35,1,10.76,0,0
33,36,2,14.31,0,0
33,37,3, 3.25,0,0
33,38,3, 4.04,0,0
33,39,1, 5.84,0,0
33,40,0,00,0
33,41,14,10.02,0,0
34,1,12, 4.56,0,0
34,2,9, 2.64,0,0
34,3,17, 2.54,0,0
34,4,0,00,0
34,5,6, 6.48,0,0
34,6,8, 7.58,0,0
34,7,5, 7.79,0,0
34,8,0,00,0
34,9,38,10.50,0,0
34,10,2, 9.19,0,0
34,11,51, 8.72,0,0
34,12,1, 4.76,0,0
34,13,26, 5.60,0,0
34,14,31, 7.07,0,0
34,15,12, 7.17,0,0
34,16,15, 4.40,0,0
34,17,12, 3.52,0,0
34,18,11, 5.56,0,0
34,19,15, 5.94,0,0
34,20,11, 7.32,0,0
34,21,30,10.39,0,0
34,22,15, 9.84,0,0
34,23,7, 9.89,0,0
34,24,39, 8.98,0,0
34,25,2, 4.98,0,0
34,26,5, 2.29,0,0
34,27,8, 3.81,0,0
34,28,11, 8.73,0,0
34,29,0,00,0
34,30,6, 8.67,0,0
34,31,16, 1.90,0,0
34,32,10, 4.21,0,0
34,33,5, 6.11,0,0
34,34,0,00,0
34,35,4, 3.92,0,0
34,36,6, 5.49,0,0
34,37,12, 4.51,0,0
34,38,10, 8.22,0,0
34,39,4, 9.37,0,0
34,40,2, 6.23,0,0
34,41,51, 5.25,0,0
35,1,5, 3.74,0,0
35,2,4, 3.42,0,0
35,3,6, 6.36,0,0
35,4,1, 9.73,0,0
35,5,2,10.36,0,0
35,6,3,11.94,0,0
35,7,2,10.17,0,0
35,8,1,14.49,0,0
35,9,13,13.66,0,0
35,10,1,12.05,0,0
35,11,18,11.71,0,0
35,12,1, 6.40,0,0
35,13,10, 6.15,0,0
35,14,11, 4.96,0,0
35,15,4, 5.01,0,0
35,16,5, 2.36,0,0
35,17,4, 1.41,0,0
35,18,4, 3.87,0,0
35,19,5, 9.18,0,0
35,20,4,10.61,0,0
35,21,10,13.79,0,0
35,22,5,11.91,0,0
35,23,2,12.43,0,0
35,24,13, 9.50,0,0
35,25,1, 8.14,0,0
35,26,2, 4.97,0,0
35,27,3, 8.02,0,0
35,28,4,11.37,0,0
35,29,0,00,0
35,30,2,11.19,0,0
35,31,6, 5.86,0,0
35,32,4, 4.52,0,0
35,33,1, 9.87,0,0
35,34,9, 4.38,0,0
35,35,0,00,0
35,36,2, 5.22,0,0
35,37,4, 7.83,0,0
35,38,3,11.71,0,0
35,39,2,11.26,0,0
35,40,1, 5.52,0,0
35,41,18, 3.84,0,0
36,1,2, 4.62,0,0
36,2,2, 6.23,0,0
36,3,2, 8.67,0,0
36,4,0,00,0
36,5,1,12.86,0,0
36,6,1,13.65,0,0
36,7,1,12.81,0,0
36,8,0,00,0
36,9,6, 9.44,0,0
36,10,1, 9.33,0,0
36,11,8, 7.42,0,0
36,12,0,00,0
36,13,4, 1.46,0,0
36,14,5, 1.97,0,0
36,15,2, 1.61,0,0
36,16,3, 3.67,0,0
36,17,1, 4.86,0,0
36,18,1, 4.63,0,0
36,19,3,11.52,0,0
36,20,2,11.55,0,0
36,21,5,10.97,0,0
36,22,2, 8.89,0,0
36,23,1, 9.09,0,0
36,24,6, 6.37,0,0
36,25,0,00,0
36,26,1, 7.29,0,0
36,27,2,10.58,0,0
36,28,2, 6.92,0,0
36,29,0,00,0
36,30,0,00,0
36,31,2, 7.84,0,0
36,32,2, 6.33,0,0
36,33,1,11.50,0,0
36,34,4, 7.15,0,0
36,35,1, 5.18,0,0
36,36,0,00,0
36,37,2, 9.77,0,0
36,38,2,13.94,0,0
36,39,0,00,0
36,40,0,00,0
36,41,8, 5.19,0,0
37,1,10, 7.61,0,0
37,2,8, 5.83,0,0
37,3,16, 2.29,0,0
37,4,1, 1.88,0,0
37,5,6, 4.26,0,0
37,6,7, 4.49,0,0
37,7,6, 4.08,0,0
37,8,1, 7.74,0,0
37,9,34, 6.78,0,0
37,10,2, 7.59,0,0
37,11,46, 8.06,0,0
37,12,1,10.22,0,0
37,13,23,10.05,0,0
37,14,29,11.19,0,0
37,15,11,11.57,0,0
37,16,13, 8.65,0,0
37,17,11, 7.41,0,0
37,18,11, 9.99,0,0
37,19,14, 3.34,0,0
37,20,10, 3.79,0,0
37,21,26, 7.03,0,0
37,22,14, 6.41,0,0
37,23,6, 6.62,0,0
37,24,35, 8.90,0,0
37,25,2, 3.02,0,0
37,26,5, 3.10,0,0
37,27,7, 2.19,0,0
37,28,10, 6.57,0,0
37,29,0,00,0
37,30,5, 5.77,0,0
37,31,15, 4.42,0,0
37,32,9, 7.01,0,0
37,33,4, 3.17,0,0
37,34,23, 3.62,0,0
37,35,3, 7.27,0,0
37,36,5,12.65,0,0
37,37,0,00,0
37,38,9, 5.71,0,0
37,39,4, 4.93,0,0
37,40,1,10.94,0,0
37,41,46, 8.23,0,0
38,1,1,12.17,0,0
38,2,1,10.51,0,0
38,3,1, 6.78,0,0
38,4,0,00,0
38,5,0,00,0
38,6,1, 3.30,0,0
38,7,1, 3.35,0,0
38,8,1, 6.22,0,0
38,9,2, 6.55,0,0
38,10,0,00,0
38,11,3,12.27,0,0
38,12,0,00,0
38,13,2,13.33,0,0
38,14,2,15.22,0,0
38,15,1,14.73,0,0
38,16,1,13.44,0,0
38,17,1,12.03,0,0
38,18,0,00,0
38,19,1, 2.85,0,0
38,20,0,00,0
38,21,2, 5.93,0,0
38,22,1, 7.78,0,0
38,23,1, 9.03,0,0
38,24,3,11.44,0,0
38,25,0,00,0
38,26,0,00,0
38,27,0,00,0
38,28,1, 8.10,0,0
38,29,0,00,0
38,30,0,00,0
38,31,1, 9.24,0,0
38,32,0,00,0
38,33,0,00,0
38,34,1, 8.46,0,0
38,35,1,11.88,0,0
38,36,0,00,0
38,37,1, 6.45,0,0
38,38,0,00,0
38,39,1, 7.24,0,0
38,40,0,00,0
38,41,3,13.00,0,0
39,1,1,11.38,0,0
39,2,0,00,0
39,3,1, 5.90,0,0
39,4,0,00,0
39,5,1, 5.99,0,0
39,6,0,00,0
39,7,0,00,0
39,8,0,00,0
39,9,2, 2.46,0,0
39,10,0,00,0
39,11,2, 4.58,0,0
39,12,0,00,0
39,13,1, 7.96,0,0
39,14,1,10.34,0,0
39,15,1,10.29,0,0
39,16,1,10.78,0,0
39,17,1,10.38,0,0
39,18,1,10.95,0,0
39,19,1, 4.48,0,0
39,20,1, 3.54,0,0
39,21,1, 3.47,0,0
39,22,1, 1.92,0,0
39,23,0,00,0
39,24,1, 6.18,0,0
39,25,0,00,0
39,26,0,00,0
39,27,0,00,0
39,28,1, 2.48,0,0
39,29,0,00,0
39,30,0,00,0
39,31,0,00,0
39,32,0,00,0
39,33,0,00,0
39,34,1, 6.19,0,0
39,35,1, 9.88,0,0
39,36,0,00,0
39,37,0,00,0
39,38,0,00,0
39,39,0,00,0
39,40,0,00,0
39,41,2,12.54,0,0
40,1,0,00,0
40,2,0,00,0
40,3,0,00,0
40,4,0,00,0
40,5,0,00,0
40,6,0,00,0
40,7,0,00,0
40,8,0,00,0
40,9,0,00,0
40,10,0,00,0
40,11,0,00,0
40,12,0,00,0
40,13,1, 2.86,0,0
40,14,1, 3.08,0,0
40,15,0,00,0
40,16,1, 5.00,0,0
40,17,0,00,0
40,18,0,00,0
40,19,0,00,0
40,20,0,00,0
40,21,0,00,0
40,22,0,00,0
40,23,0,00,0
40,24,0,00,0
40,25,0,00,0
40,26,0,00,0
40,27,0,00,0
40,28,0,00,0
40,29,0,00,0
40,30,0,00,0
40,31,0,00,0
40,32,0,00,0
40,33,0,00,0
40,34,0,00,0
40,35,0,00,0
40,36,0,00,0
40,37,0,00,0
40,38,0,00,0
40,39,0,00,0
40,40,0,00,0
40,41,0,00,0
41,1,10, 1.31,0,0
41,2,7, 3.48,0,0
41,3,15, 7.27,0,0
41,4,1, 9.81,0,0
41,5,5,11.15,0,0
41,6,7,11.64,0,0
41,7,5,12.89,0,0
41,8,0,00,0
41,9,33,16.13,0,0
41,10,2,14.90,0,0
41,11,44,13.62,0,0
41,12,1, 8.79,0,0
41,13,22, 8.21,0,0
41,14,27, 6.04,0,0
41,15,10, 5.48,0,0
41,16,13, 3.04,0,0
41,17,10, 2.63,0,0
41,18,10, 2.97,0,0
41,19,13,10.64,0,0
41,20,9,12.66,0,0
41,21,25,15.39,0,0
41,22,13,14.75,0,0
41,23,6,15.05,0,0
41,24,33,11.59,0,0
41,25,2, 9.97,0,0
41,26,5, 7.38,0,0
41,27,7, 8.35,0,0
41,28,10,12.83,0,0
41,29,0,00,0
41,30,5,14.13,0,0
41,31,13, 5.33,0,0
41,32,9, 2.71,0,0
41,33,4,10.46,0,0
41,34,22, 5.40,0,0
41,35,3, 4.31,0,0
41,36,5, 5.70,0,0
41,37,10, 8.01,0,0
41,38,9,13.06,0,0
41,39,4,15.70,0,0
41,40,1, 7.93,0,0
41,41,0,00,0
