  Iteration,0,direction,link name,link_type,Link from node,->,to node,time start time in min->end time in min,,observed link count,simulated link count, Error:, Simulated flow count -  Obs flow count,Abosolute Percentage Error ,,Lane Flow Error /h=,Capacity ,obs voc,simu VOC,observed lane density,simulated lane density,Error:,Abosolute Percentage Error 
Iteration,0,,,Major arterial,Link 5216,->,5868,time 16:30->17:30,Observed and simulated link count,1513,221, Error:, -1292,85.393 %,Lane Flow Error /h=, -646.000,773.600,1.956,0.286
Iteration,0,,,Minor arterial,Link 5216,->,10847,time 16:30->17:30,Observed and simulated link count,106,5, Error:, -101,95.283 %,Lane Flow Error /h=, -50.500,633.000,0.167,0.008
Iteration,0,,,Minor arterial,Link 5219,->,11173,time 16:30->17:30,Observed and simulated link count,518,138, Error:, -380,73.359 %,Lane Flow Error /h=, -380.000,666.400,0.777,0.207
Iteration,0,,,Minor arterial,Link 5232,->,6256,time 16:30->17:30,Observed and simulated link count,777,60, Error:, -717,92.278 %,Lane Flow Error /h=, -717.000,666.400,1.166,0.090
Iteration,0,,,Principal arterial,Link 5238,->,5208,time 16:30->17:30,Observed and simulated link count,631,124, Error:, -507,80.349 %,Lane Flow Error /h=, -507.000,929.500,0.679,0.133
Iteration,0,,,Principal arterial,Link 5436,->,5018,time 16:30->17:30,Observed and simulated link count,1902,93, Error:, -1809,95.110 %,Lane Flow Error /h=, -603.000,854.400,2.226,0.109
Iteration,0,,,Major arterial,Link 5436,->,5577,time 16:30->17:30,Observed and simulated link count,1528,74, Error:, -1454,95.157 %,Lane Flow Error /h=, -727.000,814.400,1.876,0.091
Iteration,0,,,Principal arterial,Link 5436,->,5578,time 16:30->17:30,Observed and simulated link count,1333,311, Error:, -1022,76.669 %,Lane Flow Error /h=, -340.667,854.400,1.560,0.364
Iteration,0,,,Major arterial,Link 5440,->,11125,time 16:30->17:30,Observed and simulated link count,1710,113, Error:, -1597,93.392 %,Lane Flow Error /h=, -798.500,814.400,2.100,0.139
Iteration,0,,,Minor arterial,Link 5440,->,11827,time 16:30->17:30,Observed and simulated link count,392,119, Error:, -273,69.643 %,Lane Flow Error /h=, -273.000,666.400,0.588,0.179
Iteration,0,,,Major arterial,Link 5524,->,5863,time 16:30->17:30,Observed and simulated link count,675,389, Error:, -286,42.370 %,Lane Flow Error /h=, -143.000,814.400,0.829,0.478
Iteration,0,,,Major arterial,Link 5577,->,5436,time 16:30->17:30,Observed and simulated link count,752,108, Error:, -644,85.638 %,Lane Flow Error /h=, -322.000,814.400,0.923,0.133
Iteration,0,,,Principal arterial,Link 5578,->,5436,time 16:30->17:30,Observed and simulated link count,1999,147, Error:, -1852,92.646 %,Lane Flow Error /h=, -617.333,854.400,2.340,0.172
Iteration,0,,,Principal arterial,Link 5589,->,5114,time 16:30->17:30,Observed and simulated link count,1674,591, Error:, -1083,64.695 %,Lane Flow Error /h=, -541.500,892.000,1.877,0.663
Iteration,0,,,Minor arterial,Link 5729,->,5175,time 16:30->17:30,Observed and simulated link count,66,16, Error:, -50,75.758 %,Lane Flow Error /h=, -50.000,633.100,0.104,0.025
Iteration,0,,,Minor arterial,Link 5820,->,5103,time 16:30->17:30,Observed and simulated link count,612,77, Error:, -535,87.418 %,Lane Flow Error /h=, -535.000,666.400,0.918,0.116
Iteration,0,,,Major arterial,Link 5863,->,5524,time 16:30->17:30,Observed and simulated link count,1370,126, Error:, -1244,90.803 %,Lane Flow Error /h=, -622.000,814.400,1.682,0.155
Iteration,0,,,Major arterial,Link 5868,->,5216,time 16:30->17:30,Observed and simulated link count,1009,254, Error:, -755,74.827 %,Lane Flow Error /h=, -377.500,773.600,1.304,0.328
Iteration,0,,,Minor arterial,Link 6185,->,8172,time 16:30->17:30,Observed and simulated link count,70,335, Error:, 265,378.571 %,Lane Flow Error /h=, 265.000,666.400,0.105,0.503
Iteration,0,,,Minor arterial,Link 6256,->,5232,time 16:30->17:30,Observed and simulated link count,518,98, Error:, -420,81.081 %,Lane Flow Error /h=, -420.000,666.400,0.777,0.147
Iteration,0,,,Minor arterial,Link 6270,->,6273,time 16:30->17:30,Observed and simulated link count,70,48, Error:, -22,31.429 %,Lane Flow Error /h=, -22.000,633.100,0.111,0.076
Iteration,0,,,Minor arterial,Link 6273,->,6270,time 16:30->17:30,Observed and simulated link count,106,139, Error:, 33,31.132 %,Lane Flow Error /h=, 33.000,633.100,0.167,0.220
Iteration,0,,,Minor arterial,Link 8172,->,6185,time 16:30->17:30,Observed and simulated link count,106,487, Error:, 381,359.434 %,Lane Flow Error /h=, 381.000,666.400,0.159,0.731
Iteration,0,,,Minor arterial,Link 10847,->,5216,time 16:30->17:30,Observed and simulated link count,70,34, Error:, -36,51.429 %,Lane Flow Error /h=, -18.000,633.000,0.111,0.054
Iteration,0,,,Major arterial,Link 11123,->,5017,time 16:30->17:30,Observed and simulated link count,1203,156, Error:, -1047,87.032 %,Lane Flow Error /h=, -523.500,814.400,1.477,0.192
Iteration,0,,,Major arterial,Link 11124,->,5022,time 16:30->17:30,Observed and simulated link count,818,242, Error:, -576,70.416 %,Lane Flow Error /h=, -288.000,814.400,1.004,0.297
Iteration,0,,,Major arterial,Link 11125,->,5440,time 16:30->17:30,Observed and simulated link count,842,97, Error:, -745,88.480 %,Lane Flow Error /h=, -372.500,814.400,1.034,0.119
Iteration,0,,,Major arterial,Link 11126,->,11127,time 16:30->17:30,Observed and simulated link count,1396,104, Error:, -1292,92.550 %,Lane Flow Error /h=, -646.000,814.400,1.714,0.128
Iteration,0,,,Major arterial,Link 11127,->,11126,time 16:30->17:30,Observed and simulated link count,688,95, Error:, -593,86.192 %,Lane Flow Error /h=, -296.500,814.400,0.845,0.117
Iteration,0,,,Major arterial,Link 11128,->,5030,time 16:30->17:30,Observed and simulated link count,1403,148, Error:, -1255,89.451 %,Lane Flow Error /h=, -627.500,814.400,1.723,0.182
Iteration,0,,,Principal arterial,Link 11148,->,5113,time 16:30->17:30,Observed and simulated link count,1842,354, Error:, -1488,80.782 %,Lane Flow Error /h=, -496.000,854.400,2.156,0.414
Iteration,0,,,Principal arterial,Link 11159,->,5112,time 16:30->17:30,Observed and simulated link count,1549,471, Error:, -1078,69.593 %,Lane Flow Error /h=, -539.000,892.000,1.737,0.528
Iteration,0,,,Principal arterial,Link 11172,->,5210,time 16:30->17:30,Observed and simulated link count,1366,237, Error:, -1129,82.650 %,Lane Flow Error /h=, -564.500,892.000,1.531,0.266
Iteration,0,,,Minor arterial,Link 11173,->,5219,time 16:30->17:30,Observed and simulated link count,777,49, Error:, -728,93.694 %,Lane Flow Error /h=, -728.000,666.400,1.166,0.074
Iteration,0,,,Minor arterial,Link 11180,->,5211,time 16:30->17:30,Observed and simulated link count,66,39, Error:, -27,40.909 %,Lane Flow Error /h=, -27.000,666.400,0.099,0.059
Iteration,0,,,Minor arterial,Link 11181,->,11182,time 16:30->17:30,Observed and simulated link count,66,54, Error:, -12,18.182 %,Lane Flow Error /h=, -12.000,666.400,0.099,0.081
Iteration,0,,,Minor arterial,Link 11182,->,11181,time 16:30->17:30,Observed and simulated link count,100,52, Error:, -48,48.000 %,Lane Flow Error /h=, -48.000,666.400,0.150,0.078
Iteration,0,,,Minor arterial,Link 11184,->,11257,time 16:30->17:30,Observed and simulated link count,66,50, Error:, -16,24.242 %,Lane Flow Error /h=, -16.000,633.100,0.104,0.079
Iteration,0,,,Principal arterial,Link 11255,->,5118,time 16:30->17:30,Observed and simulated link count,1514,507, Error:, -1007,66.513 %,Lane Flow Error /h=, -503.500,847.400,1.787,0.598
Iteration,0,,,Minor arterial,Link 11257,->,11184,time 16:30->17:30,Observed and simulated link count,100,13, Error:, -87,87.000 %,Lane Flow Error /h=, -87.000,633.100,0.158,0.021
Iteration,0,,,Major arterial,Link 11261,->,5214,time 16:30->17:30,Observed and simulated link count,1117,88, Error:, -1029,92.122 %,Lane Flow Error /h=, -514.500,814.400,1.372,0.108
Iteration,0,,,Minor arterial,Link 11281,->,5214,time 16:30->17:30,Observed and simulated link count,443,230, Error:, -213,48.081 %,Lane Flow Error /h=, -213.000,666.400,0.665,0.345
Iteration,0,,,Major arterial,Link 11282,->,5208,time 16:30->17:30,Observed and simulated link count,474,66, Error:, -408,86.076 %,Lane Flow Error /h=, -408.000,857.300,0.553,0.077
Iteration,0,,,Minor arterial,Link 11827,->,5440,time 16:30->17:30,Observed and simulated link count,588,63, Error:, -525,89.286 %,Lane Flow Error /h=, -525.000,666.400,0.882,0.095
Iteration,0,,,Major arterial,Link 1358,->,3000,time 16:30->17:30,Observed and simulated link count,100,585, Error:, 485,485.000 %,Lane Flow Error /h=, 485.000,600.000,0.167,0.975
Iteration,0,,,Major arterial,Link 3000,->,1358,time 16:30->17:30,Observed and simulated link count,66,420, Error:, 354,536.364 %,Lane Flow Error /h=, 354.000,600.000,0.110,0.700
Iteration,0,,,Minor arterial,Link 5175,->,11507,time 16:30->17:30,Observed and simulated link count,106,481, Error:, 375,353.774 %,Lane Flow Error /h=, 187.500,600.000,0.177,0.802
Iteration,0,,,Minor arterial,Link 11507,->,5175,time 16:30->17:30,Observed and simulated link count,70,332, Error:, 262,374.286 %,Lane Flow Error /h=, 131.000,600.000,0.117,0.553
Iteration,0,,,Principal arterial,Link 2,->,3,time 16:30->17:30,Observed and simulated link count,2290,752, Error:, -1538,67.162 %,Lane Flow Error /h=, -769.000,847.400,2.702,0.887
Iteration,0,,,Principal arterial,Link 3,->,2,time 16:30->17:30,Observed and simulated link count,1873,350, Error:, -1523,81.313 %,Lane Flow Error /h=, -761.500,847.400,2.210,0.413
