Vehicle Selection Mode,--,Network-wide,--
,,5_10,66.28
Category,Distance Bin (5 ml Interval),Total Energy (KJ),
,,0_5,446490784.00
,,5_10,91608312.00
Category,Distance Bin (5 ml Interval),Total CO2 (g),
,,0_5,32087732.00
,,5_10,6583596.50
Category,Distance Bin (5 ml Interval),Total NOx (g),
,,0_5,21116.48
,,5_10,4774.59
Category,Distance Bin (5 ml Interval),Total CO (g),
,,0_5,383625.41
,,5_10,83338.40
Category,Distance Bin (5 ml Interval),Total HC (g),
,,0_5,9241.04
,,5_10,2226.27
Category,Distance Bin (5 ml Interval),Total Gallon,
,,0_5,3668.78
,,5_10,752.74
Category,Distance Bin (5 ml Interval),Avg Energy (KJ/vehicle/mile),
,,0_5,14217.01
,,5_10,14615.25
Category,Distance Bin (5 ml Interval),Avg CO2 (g/vehicle/mile),
,,0_5,1021.73
,,5_10,1050.35
Category,Distance Bin (5 ml Interval),Avg NOx (g/vehicle/mile),
,,0_5, 0.67
,,5_10, 0.76
Category,Distance Bin (5 ml Interval),Avg CO (g/vehicle/mile),
,,0_5,12.22
,,5_10,13.30
Category,Distance Bin (5 ml Interval),Avg HC (g/vehicle/mile),
,,0_5, 0.29
,,5_10, 0.36
Category,Distance Bin (5 ml Interval),Avg Miles per Gallon,
,,0_5, 8.56
,,5_10, 8.33
Category,Distance Bin (10 ml Interval),Number of Vehicles,12638.00
Category,Distance Bin (10 ml Interval),Cumulative Number of Vehicles,12638.00
Category,Distance Bin (10 ml Interval),Total Travel Time (min),440116.22
Category,Distance Bin (10 ml Interval),Total Travel Distance (mile),37673.39
Category,Distance Bin (10 ml Interval),Avg Travel Time (min),34.82
Category,Distance Bin (10 ml Interval),Avg Travel Distance (mile), 2.98
Category,Distance Bin (10 ml Interval),Avg Speed (mile/hour), 5.14
Category,Distance Bin (10 ml Interval),Avg Travel Time Per Mile (min/mile),12.08
Category,Distance Bin (10 ml Interval),Travel Time Index: mean/FFTT, 7.05
Category,Distance Bin (10 ml Interval),Avg Travel Time STD (min),36.35
Category,Distance Bin (10 ml Interval),95th Percentile Travel Time (min),109.42
Category,Distance Bin (10 ml Interval),90th Percentile Travel Time (min),93.29
Category,Distance Bin (10 ml Interval),80th Percentile Travel Time (min),72.70
Category,Distance Bin (10 ml Interval),Planning Time Index: 95th percentile/FFTT,22.16
Category,Distance Bin (10 ml Interval),Buffer Index: (95th percentile - mean)/mean, 2.14
Category,Distance Bin (10 ml Interval),Skew Index: (90th %ile-median)/(median-10th %ile), 5.55
Category,Distance Bin (10 ml Interval),Travel Time Per Mile STD (min/mile),14.90
Category,Distance Bin (10 ml Interval),95th Percentile Travel Time Per Mile (min/mile),36.87
Category,Distance Bin (10 ml Interval),90th Percentile Travel Time Per Mile (min/mile),27.21
Category,Distance Bin (10 ml Interval),80th Percentile Travel Time Per Mile (min/mile),21.31
Category,Distance Bin (10 ml Interval),Total Generalized Time:TT+Toll/VOT (min),440116.22
Category,Distance Bin (10 ml Interval),Avg Generalized Travel Time:TT+Toll/VOT (min),34.82
Category,Distance Bin (10 ml Interval),Total Energy (KJ),538098560.00
Category,Distance Bin (10 ml Interval),Total CO2 (g),38671392.00
Category,Distance Bin (10 ml Interval),Total NOx (g),25891.06
Category,Distance Bin (10 ml Interval),Total CO (g),466964.09
Category,Distance Bin (10 ml Interval),Total HC (g),11467.30
Category,Distance Bin (10 ml Interval),Total Gallon,4421.52
Category,Distance Bin (10 ml Interval),Avg Energy (KJ/vehicle/mile),14283.25
Category,Distance Bin (10 ml Interval),Avg CO2 (g/vehicle/mile),1026.49
Category,Distance Bin (10 ml Interval),Avg NOx (g/vehicle/mile), 0.69
Category,Distance Bin (10 ml Interval),Avg CO (g/vehicle/mile),12.40
Category,Distance Bin (10 ml Interval),Avg HC (g/vehicle/mile), 0.30
Category,Distance Bin (10 ml Interval),Avg Miles per Gallon, 8.52
Category,Travel Time Bin (2 min Interval),Number of Vehicles,
,,0_2,350.00
,,2_4,1338.00
,,4_6,1780.00
,,6_8,988.00
,,8_10,573.00
,,10_12,420.00
,,12_14,347.00
,,14_16,349.00
,,16_18,306.00
,,18_20,279.00
,,20_22,220.00
,,22_24,155.00
,,24_26,152.00
,,26_28,136.00
,,28_30,121.00
,,30_32,106.00
,,32_34,135.00
,,34_36,158.00
,,36_38,173.00
,,38_40,250.00
,,40_42,192.00
,,42_44,125.00
,,44_46,100.00
,,46_48,93.00
,,48_50,97.00
,,50_52,203.00
,,52_54,214.00
,,54_56,109.00
,,56_58,68.00
,,58_60,77.00
,,60_62,62.00
,,62_64,58.00
,,64_66,76.00
,,66_68,68.00
,,68_70,89.00
,,70_72,105.00
,,72_74,115.00
,,74_76,119.00
,,76_78,134.00
,,78_80,115.00
,,80_82,147.00
,,82_84,140.00
,,84_86,136.00
,,86_88,120.00
,,88_90,103.00
,,90_92,107.00
,,92_94,101.00
,,94_96,81.00
,,96_98,93.00
,,98_100,92.00
,,100_102,80.00
,,102_104,72.00
,,104_106,70.00
,,106_108,67.00
,,108_110,61.00
,,110_112,60.00
,,112_114,55.00
,,114_116,40.00
,,116_118,48.00
,,118_120,53.00
,,120_122,59.00
,,122_124,44.00
,,124_126,33.00
,,126_128,29.00
,,128_130,46.00
,,130_132,43.00
,,132_134,44.00
,,134_136,34.00
,,136_138,23.00
,,138_140, 2.00
Category,Travel Time Bin (2 min Interval),Cumulative Number of Vehicles,
,,0_2,350.00
,,2_4,1688.00
,,4_6,3468.00
,,6_8,4456.00
,,8_10,5029.00
,,10_12,5449.00
,,12_14,5796.00
,,14_16,6145.00
,,16_18,6451.00
,,18_20,6730.00
,,20_22,6950.00
,,22_24,7105.00
,,24_26,7257.00
,,26_28,7393.00
,,28_30,7514.00
,,30_32,7620.00
,,32_34,7755.00
,,34_36,7913.00
,,36_38,8086.00
,,38_40,8336.00
,,40_42,8528.00
,,42_44,8653.00
,,44_46,8753.00
,,46_48,8846.00
,,48_50,8943.00
,,50_52,9146.00
,,52_54,9360.00
,,54_56,9469.00
,,56_58,9537.00
,,58_60,9614.00
,,60_62,9676.00
,,62_64,9734.00
,,64_66,9810.00
,,66_68,9878.00
,,68_70,9967.00
,,70_72,10072.00
,,72_74,10187.00
,,74_76,10306.00
,,76_78,10440.00
,,78_80,10555.00
,,80_82,10702.00
,,82_84,10842.00
,,84_86,10978.00
,,86_88,11098.00
,,88_90,11201.00
,,90_92,11308.00
,,92_94,11409.00
,,94_96,11490.00
,,96_98,11583.00
,,98_100,11675.00
,,100_102,11755.00
,,102_104,11827.00
,,104_106,11897.00
,,106_108,11964.00
,,108_110,12025.00
,,110_112,12085.00
,,112_114,12140.00
,,114_116,12180.00
,,116_118,12228.00
,,118_120,12281.00
,,120_122,12340.00
,,122_124,12384.00
,,124_126,12417.00
,,126_128,12446.00
,,128_130,12492.00
,,130_132,12535.00
,,132_134,12579.00
,,134_136,12613.00
,,136_138,12636.00
,,138_140,12638.00
Category,Travel Time Bin (2 min Interval),Total Travel Time (min),
,,0_2,522.62
,,2_4,4012.22
,,4_6,8642.71
,,6_8,6808.43
,,8_10,5111.37
,,10_12,4586.86
,,12_14,4510.83
,,14_16,5227.72
,,16_18,5202.95
,,18_20,5280.20
,,20_22,4604.42
,,22_24,3559.03
,,24_26,3793.43
,,26_28,3671.62
,,28_30,3505.92
,,30_32,3293.04
,,32_34,4462.85
,,34_36,5539.03
,,36_38,6397.08
,,38_40,9775.09
,,40_42,7853.60
,,42_44,5373.29
,,44_46,4503.57
,,46_48,4354.46
,,48_50,4750.41
,,50_52,10401.68
,,52_54,11328.65
,,54_56,5976.75
,,56_58,3872.16
,,58_60,4539.10
,,60_62,3779.36
,,62_64,3658.74
,,64_66,4936.52
,,66_68,4557.93
,,68_70,6133.87
,,70_72,7454.57
,,72_74,8392.09
,,74_76,8918.70
,,76_78,10318.19
,,78_80,9080.27
,,80_82,11901.85
,,82_84,11626.44
,,84_86,11554.45
,,86_88,10435.31
,,88_90,9168.67
,,90_92,9736.56
,,92_94,9386.47
,,94_96,7695.30
,,96_98,9013.77
,,98_100,9103.64
,,100_102,8073.01
,,102_104,7410.14
,,104_106,7343.34
,,106_108,7162.99
,,108_110,6652.52
,,110_112,6656.25
,,112_114,6212.57
,,114_116,4597.01
,,116_118,5614.16
,,118_120,6306.08
,,120_122,7135.27
,,122_124,5406.39
,,124_126,4125.28
,,126_128,3681.92
,,128_130,5936.90
,,130_132,5633.86
,,132_134,5846.05
,,134_136,4587.11
,,136_138,3144.27
,,138_140,277.13
Category,Travel Time Bin (2 min Interval),Total Travel Distance (mile),
,,0_2,232.70
,,2_4,1923.32
,,4_6,4083.21
,,6_8,2900.78
,,8_10,1957.71
,,10_12,1528.19
,,12_14,1208.66
,,14_16,1307.37
,,16_18,1042.46
,,18_20,885.08
,,20_22,705.64
,,22_24,486.01
,,24_26,481.08
,,26_28,454.26
,,28_30,386.66
,,30_32,368.68
,,32_34,395.31
,,34_36,448.08
,,36_38,526.73
,,38_40,810.88
,,40_42,681.50
,,42_44,394.46
,,44_46,273.96
,,46_48,287.94
,,48_50,280.97
,,50_52,492.20
,,52_54,588.99
,,54_56,356.83
,,56_58,190.33
,,58_60,279.19
,,60_62,211.19
,,62_64,210.51
,,64_66,270.32
,,66_68,241.51
,,68_70,322.96
,,70_72,368.39
,,72_74,383.07
,,74_76,412.61
,,76_78,467.67
,,78_80,399.45
,,80_82,493.27
,,82_84,517.20
,,84_86,506.47
,,86_88,464.46
,,88_90,398.17
,,90_92,446.25
,,92_94,417.30
,,94_96,321.09
,,96_98,357.79
,,98_100,337.25
,,100_102,308.07
,,102_104,287.91
,,104_106,281.18
,,106_108,269.34
,,108_110,263.00
,,110_112,262.78
,,112_114,227.52
,,114_116,161.58
,,116_118,202.53
,,118_120,223.56
,,120_122,254.57
,,122_124,207.40
,,124_126,154.23
,,126_128,132.04
,,128_130,210.56
,,130_132,203.34
,,132_134,217.48
,,134_136,168.51
,,136_138,119.82
,,138_140,11.86
Category,Travel Time Bin (2 min Interval),Avg Travel Time (min),
,,0_2, 1.49
,,2_4, 3.00
,,4_6, 4.86
,,6_8, 6.89
,,8_10, 8.92
,,10_12,10.92
,,12_14,13.00
,,14_16,14.98
,,16_18,17.00
,,18_20,18.93
,,20_22,20.93
,,22_24,22.96
,,24_26,24.96
,,26_28,27.00
,,28_30,28.97
,,30_32,31.07
,,32_34,33.06
,,34_36,35.06
,,36_38,36.98
,,38_40,39.10
,,40_42,40.90
,,42_44,42.99
,,44_46,45.04
,,46_48,46.82
,,48_50,48.97
,,50_52,51.24
,,52_54,52.94
,,54_56,54.83
,,56_58,56.94
,,58_60,58.95
,,60_62,60.96
,,62_64,63.08
,,64_66,64.95
,,66_68,67.03
,,68_70,68.92
,,70_72,71.00
,,72_74,72.97
,,74_76,74.95
,,76_78,77.00
,,78_80,78.96
,,80_82,80.96
,,82_84,83.05
,,84_86,84.96
,,86_88,86.96
,,88_90,89.02
,,90_92,91.00
,,92_94,92.94
,,94_96,95.00
,,96_98,96.92
,,98_100,98.95
,,100_102,100.91
,,102_104,102.92
,,104_106,104.90
,,106_108,106.91
,,108_110,109.06
,,110_112,110.94
,,112_114,112.96
,,114_116,114.93
,,116_118,116.96
,,118_120,118.98
,,120_122,120.94
,,122_124,122.87
,,124_126,125.01
,,126_128,126.96
,,128_130,129.06
,,130_132,131.02
,,132_134,132.86
,,134_136,134.91
,,136_138,136.71
,,138_140,138.57
Category,Travel Time Bin (2 min Interval),Avg Travel Distance (mile),
,,0_2, 0.66
,,2_4, 1.44
,,4_6, 2.29
,,6_8, 2.94
,,8_10, 3.42
,,10_12, 3.64
,,12_14, 3.48
,,14_16, 3.75
,,16_18, 3.41
,,18_20, 3.17
,,20_22, 3.21
,,22_24, 3.14
,,24_26, 3.16
,,26_28, 3.34
,,28_30, 3.20
,,30_32, 3.48
,,32_34, 2.93
,,34_36, 2.84
,,36_38, 3.04
,,38_40, 3.24
,,40_42, 3.55
,,42_44, 3.16
,,44_46, 2.74
,,46_48, 3.10
,,48_50, 2.90
,,50_52, 2.42
,,52_54, 2.75
,,54_56, 3.27
,,56_58, 2.80
,,58_60, 3.63
,,60_62, 3.41
,,62_64, 3.63
,,64_66, 3.56
,,66_68, 3.55
,,68_70, 3.63
,,70_72, 3.51
,,72_74, 3.33
,,74_76, 3.47
,,76_78, 3.49
,,78_80, 3.47
,,80_82, 3.36
,,82_84, 3.69
,,84_86, 3.72
,,86_88, 3.87
,,88_90, 3.87
,,90_92, 4.17
,,92_94, 4.13
,,94_96, 3.96
,,96_98, 3.85
,,98_100, 3.67
,,100_102, 3.85
,,102_104, 4.00
,,104_106, 4.02
,,106_108, 4.02
,,108_110, 4.31
,,110_112, 4.38
,,112_114, 4.14
,,114_116, 4.04
,,116_118, 4.22
,,118_120, 4.22
,,120_122, 4.31
,,122_124, 4.71
,,124_126, 4.67
,,126_128, 4.55
,,128_130, 4.58
,,130_132, 4.73
,,132_134, 4.94
,,134_136, 4.96
,,136_138, 5.21
,,138_140, 5.93
Category,Travel Time Bin (2 min Interval),Avg Speed (mile/hour),
,,0_2,26.72
,,2_4,28.76
,,4_6,28.35
,,6_8,25.56
,,8_10,22.98
,,10_12,19.99
,,12_14,16.08
,,14_16,15.01
,,16_18,12.02
,,18_20,10.06
,,20_22, 9.20
,,22_24, 8.19
,,24_26, 7.61
,,26_28, 7.42
,,28_30, 6.62
,,30_32, 6.72
,,32_34, 5.31
,,34_36, 4.85
,,36_38, 4.94
,,38_40, 4.98
,,40_42, 5.21
,,42_44, 4.40
,,44_46, 3.65
,,46_48, 3.97
,,48_50, 3.55
,,50_52, 2.84
,,52_54, 3.12
,,54_56, 3.58
,,56_58, 2.95
,,58_60, 3.69
,,60_62, 3.35
,,62_64, 3.45
,,64_66, 3.29
,,66_68, 3.18
,,68_70, 3.16
,,70_72, 2.97
,,72_74, 2.74
,,74_76, 2.78
,,76_78, 2.72
,,78_80, 2.64
,,80_82, 2.49
,,82_84, 2.67
,,84_86, 2.63
,,86_88, 2.67
,,88_90, 2.61
,,90_92, 2.75
,,92_94, 2.67
,,94_96, 2.50
,,96_98, 2.38
,,98_100, 2.22
,,100_102, 2.29
,,102_104, 2.33
,,104_106, 2.30
,,106_108, 2.26
,,108_110, 2.37
,,110_112, 2.37
,,112_114, 2.20
,,114_116, 2.11
,,116_118, 2.16
,,118_120, 2.13
,,120_122, 2.14
,,122_124, 2.30
,,124_126, 2.24
,,126_128, 2.15
,,128_130, 2.13
,,130_132, 2.17
,,132_134, 2.23
,,134_136, 2.20
,,136_138, 2.29
,,138_140, 2.57
Category,Travel Time Bin (2 min Interval),Avg Travel Time Per Mile (min/mile),
,,0_2, 2.33
,,2_4, 2.17
,,4_6, 2.21
,,6_8, 2.65
,,8_10, 3.10
,,10_12, 3.62
,,12_14, 4.48
,,14_16, 4.81
,,16_18, 6.17
,,18_20, 7.06
,,20_22, 8.20
,,22_24, 8.87
,,24_26,10.54
,,26_28, 9.73
,,28_30,11.14
,,30_32,10.68
,,32_34,15.95
,,34_36,15.29
,,36_38,14.33
,,38_40,13.73
,,40_42,13.25
,,42_44,16.30
,,44_46,20.13
,,46_48,19.15
,,48_50,22.41
,,50_52,26.67
,,52_54,23.08
,,54_56,20.70
,,56_58,28.58
,,58_60,20.95
,,60_62,23.21
,,62_64,20.79
,,64_66,21.88
,,66_68,25.30
,,68_70,25.05
,,70_72,26.49
,,72_74,29.30
,,74_76,30.72
,,76_78,28.07
,,78_80,32.94
,,80_82,36.40
,,82_84,28.11
,,84_86,27.96
,,86_88,27.34
,,88_90,27.20
,,90_92,25.34
,,92_94,27.03
,,94_96,29.78
,,96_98,29.65
,,98_100,33.16
,,100_102,30.73
,,102_104,29.06
,,104_106,28.98
,,106_108,28.77
,,108_110,27.23
,,110_112,27.51
,,112_114,30.39
,,114_116,32.46
,,116_118,29.50
,,118_120,30.22
,,120_122,29.67
,,122_124,26.75
,,124_126,28.12
,,126_128,29.19
,,128_130,29.19
,,130_132,28.24
,,132_134,27.09
,,134_136,27.48
,,136_138,26.38
,,138_140,23.38
Category,Travel Time Bin (2 min Interval),Travel Time Index: mean/FFTT,
,,0_2, 1.13
,,2_4, 1.13
,,4_6, 1.13
,,6_8, 1.27
,,8_10, 1.45
,,10_12, 1.75
,,12_14, 2.39
,,14_16, 2.59
,,16_18, 3.09
,,18_20, 3.70
,,20_22, 4.07
,,22_24, 4.58
,,24_26, 4.97
,,26_28, 5.12
,,28_30, 5.71
,,30_32, 5.68
,,32_34, 7.13
,,34_36, 7.74
,,36_38, 7.62
,,38_40, 7.79
,,40_42, 7.29
,,42_44, 8.46
,,44_46,10.32
,,46_48, 9.46
,,48_50,10.57
,,50_52,13.62
,,52_54,12.17
,,54_56,10.22
,,56_58,12.37
,,58_60,10.09
,,60_62,11.02
,,62_64,10.88
,,64_66,11.40
,,66_68,12.06
,,68_70,11.92
,,70_72,12.90
,,72_74,13.88
,,74_76,13.72
,,76_78,13.84
,,78_80,14.38
,,80_82,15.22
,,82_84,14.23
,,84_86,14.59
,,86_88,14.32
,,88_90,14.86
,,90_92,14.23
,,92_94,14.49
,,94_96,15.75
,,96_98,16.57
,,98_100,17.56
,,100_102,17.27
,,102_104,17.09
,,104_106,17.25
,,106_108,17.20
,,108_110,16.29
,,110_112,16.59
,,112_114,18.06
,,114_116,19.04
,,116_118,18.42
,,118_120,18.91
,,120_122,18.54
,,122_124,17.26
,,124_126,17.21
,,126_128,18.67
,,128_130,18.68
,,130_132,18.53
,,132_134,17.92
,,134_136,18.46
,,136_138,17.47
,,138_140,15.24
Category,Travel Time Bin (2 min Interval),Avg Travel Time STD (min),
,,0_2, 0.33
,,2_4, 0.59
,,4_6, 0.58
,,6_8, 0.60
,,8_10, 0.56
,,10_12, 0.57
,,12_14, 0.58
,,14_16, 0.56
,,16_18, 0.59
,,18_20, 0.56
,,20_22, 0.56
,,22_24, 0.57
,,24_26, 0.58
,,26_28, 0.60
,,28_30, 0.57
,,30_32, 0.56
,,32_34, 0.57
,,34_36, 0.58
,,36_38, 0.56
,,38_40, 0.59
,,40_42, 0.55
,,42_44, 0.61
,,44_46, 0.56
,,46_48, 0.56
,,48_50, 0.64
,,50_52, 0.55
,,52_54, 0.49
,,54_56, 0.59
,,56_58, 0.62
,,58_60, 0.52
,,60_62, 0.60
,,62_64, 0.56
,,64_66, 0.54
,,66_68, 0.58
,,68_70, 0.57
,,70_72, 0.62
,,72_74, 0.54
,,74_76, 0.56
,,76_78, 0.55
,,78_80, 0.62
,,80_82, 0.55
,,82_84, 0.58
,,84_86, 0.60
,,86_88, 0.59
,,88_90, 0.55
,,90_92, 0.57
,,92_94, 0.57
,,94_96, 0.60
,,96_98, 0.54
,,98_100, 0.60
,,100_102, 0.56
,,102_104, 0.67
,,104_106, 0.54
,,106_108, 0.56
,,108_110, 0.51
,,110_112, 0.57
,,112_114, 0.61
,,114_116, 0.62
,,116_118, 0.63
,,118_120, 0.58
,,120_122, 0.61
,,122_124, 0.53
,,124_126, 0.57
,,126_128, 0.65
,,128_130, 0.56
,,130_132, 0.61
,,132_134, 0.55
,,134_136, 0.56
,,136_138, 0.59
,,138_140, 0.42
Category,Travel Time Bin (2 min Interval),95th Percentile Travel Time (min),
,,0_2, 1.94
,,2_4, 3.91
,,4_6, 5.83
,,6_8, 7.86
,,8_10, 9.85
,,10_12,11.90
,,12_14,13.87
,,14_16,15.90
,,16_18,17.91
,,18_20,19.85
,,20_22,21.77
,,22_24,23.88
,,24_26,25.91
,,26_28,27.93
,,28_30,29.90
,,30_32,31.89
,,32_34,33.89
,,34_36,35.90
,,36_38,37.84
,,38_40,39.91
,,40_42,41.85
,,42_44,43.90
,,44_46,45.92
,,46_48,47.77
,,48_50,49.95
,,50_52,51.93
,,52_54,53.71
,,54_56,55.90
,,56_58,57.88
,,58_60,59.85
,,60_62,61.81
,,62_64,63.92
,,64_66,65.89
,,66_68,67.94
,,68_70,69.84
,,70_72,71.90
,,72_74,73.87
,,74_76,75.87
,,76_78,77.90
,,78_80,79.86
,,80_82,81.90
,,82_84,83.89
,,84_86,85.94
,,86_88,87.87
,,88_90,89.87
,,90_92,91.90
,,92_94,93.79
,,94_96,95.85
,,96_98,97.88
,,98_100,99.92
,,100_102,101.82
,,102_104,103.90
,,104_106,105.85
,,106_108,107.90
,,108_110,109.83
,,110_112,111.90
,,112_114,113.89
,,114_116,115.99
,,116_118,117.88
,,118_120,119.91
,,120_122,121.89
,,122_124,123.75
,,124_126,125.90
,,126_128,127.88
,,128_130,129.85
,,130_132,131.92
,,132_134,133.78
,,134_136,135.96
,,136_138,137.94
,,138_140,138.99
Category,Travel Time Bin (2 min Interval),90th Percentile Travel Time (min),
,,0_2, 1.90
,,2_4, 3.82
,,4_6, 5.70
,,6_8, 7.74
,,8_10, 9.70
,,10_12,11.78
,,12_14,13.78
,,14_16,15.79
,,16_18,17.81
,,18_20,19.72
,,20_22,21.69
,,22_24,23.79
,,24_26,25.81
,,26_28,27.85
,,28_30,29.86
,,30_32,31.84
,,32_34,33.80
,,34_36,35.79
,,36_38,37.71
,,38_40,39.88
,,40_42,41.74
,,42_44,43.84
,,44_46,45.88
,,46_48,47.70
,,48_50,49.86
,,50_52,51.89
,,52_54,53.59
,,54_56,55.79
,,56_58,57.80
,,58_60,59.75
,,60_62,61.74
,,62_64,63.75
,,64_66,65.76
,,66_68,67.82
,,68_70,69.72
,,70_72,71.85
,,72_74,73.76
,,74_76,75.77
,,76_78,77.80
,,78_80,79.80
,,80_82,81.70
,,82_84,83.83
,,84_86,85.90
,,86_88,87.80
,,88_90,89.80
,,90_92,91.80
,,92_94,93.66
,,94_96,95.78
,,96_98,97.72
,,98_100,99.85
,,100_102,101.75
,,102_104,103.87
,,104_106,105.71
,,106_108,107.72
,,108_110,109.78
,,110_112,111.81
,,112_114,113.82
,,114_116,115.82
,,116_118,117.86
,,118_120,119.70
,,120_122,121.80
,,122_124,123.69
,,124_126,125.89
,,126_128,127.83
,,128_130,129.78
,,130_132,131.90
,,132_134,133.68
,,134_136,135.81
,,136_138,137.55
,,138_140,138.99
Category,Travel Time Bin (2 min Interval),80th Percentile Travel Time (min),
,,0_2, 1.82
,,2_4, 3.61
,,4_6, 5.44
,,6_8, 7.52
,,8_10, 9.50
,,10_12,11.49
,,12_14,13.60
,,14_16,15.56
,,16_18,17.61
,,18_20,19.50
,,20_22,21.53
,,22_24,23.56
,,24_26,25.57
,,26_28,27.60
,,28_30,29.55
,,30_32,31.61
,,32_34,33.62
,,34_36,35.67
,,36_38,37.57
,,38_40,39.68
,,40_42,41.47
,,42_44,43.70
,,44_46,45.54
,,46_48,47.38
,,48_50,49.70
,,50_52,51.76
,,52_54,53.35
,,54_56,55.49
,,56_58,57.60
,,58_60,59.50
,,60_62,61.60
,,62_64,63.54
,,64_66,65.50
,,66_68,67.60
,,68_70,69.50
,,70_72,71.71
,,72_74,73.60
,,74_76,75.53
,,76_78,77.55
,,78_80,79.66
,,80_82,81.45
,,82_84,83.71
,,84_86,85.60
,,86_88,87.60
,,88_90,89.60
,,90_92,91.60
,,92_94,93.50
,,94_96,95.60
,,96_98,97.49
,,98_100,99.53
,,100_102,101.56
,,102_104,103.70
,,104_106,105.45
,,106_108,107.50
,,108_110,109.50
,,110_112,111.50
,,112_114,113.66
,,114_116,115.59
,,116_118,117.77
,,118_120,119.50
,,120_122,121.69
,,122_124,123.37
,,124_126,125.75
,,126_128,127.71
,,128_130,129.62
,,130_132,131.73
,,132_134,133.43
,,134_136,135.55
,,136_138,137.25
,,138_140,138.99
Category,Travel Time Bin (2 min Interval),Planning Time Index: 95th percentile/FFTT,
,,0_2, 1.47
,,2_4, 1.47
,,4_6, 1.36
,,6_8, 1.45
,,8_10, 1.60
,,10_12, 1.91
,,12_14, 2.55
,,14_16, 2.75
,,16_18, 3.26
,,18_20, 3.88
,,20_22, 4.24
,,22_24, 4.76
,,24_26, 5.16
,,26_28, 5.29
,,28_30, 5.89
,,30_32, 5.83
,,32_34, 7.31
,,34_36, 7.92
,,36_38, 7.80
,,38_40, 7.95
,,40_42, 7.45
,,42_44, 8.64
,,44_46,10.52
,,46_48, 9.65
,,48_50,10.78
,,50_52,13.80
,,52_54,12.35
,,54_56,10.42
,,56_58,12.57
,,58_60,10.25
,,60_62,11.18
,,62_64,11.03
,,64_66,11.56
,,66_68,12.23
,,68_70,12.08
,,70_72,13.06
,,72_74,14.05
,,74_76,13.89
,,76_78,14.01
,,78_80,14.54
,,80_82,15.40
,,82_84,14.37
,,84_86,14.76
,,86_88,14.48
,,88_90,15.00
,,90_92,14.37
,,92_94,14.62
,,94_96,15.89
,,96_98,16.73
,,98_100,17.73
,,100_102,17.43
,,102_104,17.25
,,104_106,17.41
,,106_108,17.36
,,108_110,16.40
,,110_112,16.73
,,112_114,18.21
,,114_116,19.21
,,116_118,18.56
,,118_120,19.05
,,120_122,18.68
,,122_124,17.38
,,124_126,17.33
,,126_128,18.80
,,128_130,18.80
,,130_132,18.65
,,132_134,18.05
,,134_136,18.60
,,136_138,17.63
,,138_140,15.29
Category,Travel Time Bin (2 min Interval),Buffer Index: (95th percentile - mean)/mean,
,,0_2, 0.30
,,2_4, 0.30
,,4_6, 0.20
,,6_8, 0.14
,,8_10, 0.10
,,10_12, 0.09
,,12_14, 0.07
,,14_16, 0.06
,,16_18, 0.05
,,18_20, 0.05
,,20_22, 0.04
,,22_24, 0.04
,,24_26, 0.04
,,26_28, 0.03
,,28_30, 0.03
,,30_32, 0.03
,,32_34, 0.03
,,34_36, 0.02
,,36_38, 0.02
,,38_40, 0.02
,,40_42, 0.02
,,42_44, 0.02
,,44_46, 0.02
,,46_48, 0.02
,,48_50, 0.02
,,50_52, 0.01
,,52_54, 0.01
,,54_56, 0.02
,,56_58, 0.02
,,58_60, 0.02
,,60_62, 0.01
,,62_64, 0.01
,,64_66, 0.01
,,66_68, 0.01
,,68_70, 0.01
,,70_72, 0.01
,,72_74, 0.01
,,74_76, 0.01
,,76_78, 0.01
,,78_80, 0.01
,,80_82, 0.01
,,82_84, 0.01
,,84_86, 0.01
,,86_88, 0.01
Category,Travel Time Bin (2 min Interval),Skew Index: (90th %ile-median)/(median-10th %ile),
,,0_2, 0.80
,,2_4, 1.15
,,4_6, 1.23
,,6_8, 1.23
,,8_10, 1.29
,,10_12, 1.20
,,12_14, 0.89
,,14_16, 0.99
,,16_18, 1.01
,,18_20, 1.27
,,20_22, 1.05
,,22_24, 1.21
,,24_26, 1.39
,,26_28, 0.95
,,28_30, 1.45
,,30_32, 1.01
,,32_34, 0.73
,,34_36, 0.59
,,36_38, 0.81
,,38_40, 0.77
,,40_42, 1.37
,,42_44, 1.03
,,44_46, 1.06
,,46_48, 1.30
,,48_50, 1.31
,,50_52, 0.54
,,52_54, 0.85
,,54_56, 1.62
,,56_58, 1.28
,,58_60, 1.47
,,60_62, 0.77
,,62_64, 0.43
,,64_66, 1.22
,,66_68, 0.85
,,68_70, 1.06
,,70_72, 1.00
,,72_74, 1.00
,,74_76, 0.97
,,76_78, 1.19
,,78_80, 1.16
,,80_82, 0.93
,,82_84, 0.87
,,84_86, 1.41
,,86_88, 1.29
,,88_90, 1.00
,,90_92, 1.11
,,92_94, 0.73
,,94_96, 0.71
,,96_98, 1.25
,,98_100, 1.04
,,100_102, 1.12
,,102_104, 1.36
,,104_106, 1.39
,,106_108, 1.33
,,108_110, 1.02
,,110_112, 1.35
,,112_114, 0.99
,,114_116, 1.64
,,116_118, 1.10
,,118_120, 0.64
,,120_122, 1.62
,,122_124, 1.18
,,124_126, 1.58
,,126_128, 0.86
,,128_130, 0.54
,,130_132, 1.52
,,132_134, 1.66
,,134_136, 1.73
,,136_138, 1.86
