RECORDNAME,INTID,NBL2,NBL,NBT,NBR,NBR2,SBL2,SBL,SBT,SBR,SBR2,EBL2,EBL,EBT,EBR,EBR2,WBL2,WBL,WBT,WBR,WBR2,NEL,NET,NER,NWL,NWT,NWR,SEL,SET,SER,SWL,SWT,SWR,PED,HOLD,
Grade,1360,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Speed,1360,,16,,,,,,,,,,21,,21,,,,,,,,,,,,,,,,,,,,,
Up Node,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,4156,,10849,,,,,,,,,,,,10850,,,,,,,,,,,,,,,,,,,,,
Dest Node,4156,,10850,,,,,,,,,,,,10849,,,,,,,,,,,,,,,,,,,,,
StreetName,4156,,500 West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,4156,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Lanes,4156,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Shared,4156,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Width,4156,,12,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,
Storage,4156,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
StLanes,4156,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Grade,4156,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Speed,4156,,24,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,
Up Node,4804,,,5106,,,,,5109,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,4804,,,5109,,,,,5106,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,4804,,,700 West,,,,,700 West,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,4804,,,16.8333,,,,,48.9583,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,4804,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,4804,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,4804,,,12,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,4804,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,4804,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,4804,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,4804,,,29,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,4952,,5022,5022,5022,,,5440,5440,5440,,,1289,1289,1289,,,1290,1290,1290,,,,,,,,,,,,,,,,
Dest Node,4952,,1289,5440,1290,,,1290,5022,1289,,,5440,1290,5022,,,5022,1289,5440,,,,,,,,,,,,,,,,
StreetName,4952,,1300 West,1300 West,,,,1300 West,1300 West,,,,Cent,Cent,,,,Cent,Cent,,,,,,,,,,,,,,,,,
TurnVolume,4952,,3.20833,4.41667,2.79167,,,0.75,2.45833,0.541667,,,3.625,0.208333,12.9583,,,5.75,0.166667,2.125,,,,,,,,,,,,,,,,
Lanes,4952,,1,1,0,,,1,1,0,,,7,7,0,,,7,7,0,,,,,,,,,,,,,,,,
Shared,4952,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,4952,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,4952,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,4952,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,4952,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,4952,,32,32,32,,,32,32,32,,,21,21,21,,,21,21,21,,,,,,,,,,,,,,,,
Up Node,4958,,,5010,5010,,,,5030,,,,,,,,,,,,,,,,1299,1299,,,,,,,,,,
Dest Node,4958,,,5030,1299,,,,5010,,,,,,,,,,,,,,,,5010,5030,,,,,,,,,,
StreetName,4958,,,700 West,,,,,700 West,,,,,,,,,,,,,,,,Cent,Cent,,,,,,,,,,
TurnVolume,4958,,,39.375,1.66667,,,,33.8333,,,,,,,,,,,,,,,,0,1.04167,,,,,,,,,,
Lanes,4958,,,2,0,,,,2,,,,,,,,,,,,,,,,7,7,,,,,,,,,,
Shared,4958,,,0,0,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
Width,4958,,,12,12,,,,12,,,,,,,,,,,,,,,,12,12,,,,,,,,,,
Storage,4958,,,0,0,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
StLanes,4958,,,0,0,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
Grade,4958,,,0,0,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
Speed,4958,,,36,36,,,,36,,,,,,,,,,,,,,,,21,21,,,,,,,,,,
Up Node,5009,,,,,,,5240,,5240,,,5863,5863,,,,,5027,5027,,,,,,,,,,,,,,,,
Dest Node,5009,,,,,,,5027,,5863,,,5240,5027,,,,,5863,5240,,,,,,,,,,,,,,,,
StreetName,5009,,,,,,,Holden St,,,,,7800 Sout,7800 Sout,,,,,Center St,,,,,,,,,,,,,,,,,
TurnVolume,5009,,,,,,,0.0416667,,4.79167,,,25.75,31.2917,,,,,7.83333,0.25,,,,,,,,,,,,,,,,
Lanes,5009,,,,,,,2,,0,,,2,2,,,,,2,0,,,,,,,,,,,,,,,,
Shared,5009,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Width,5009,,,,,,,12,,12,,,12,12,,,,,12,12,,,,,,,,,,,,,,,,
Storage,5009,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
StLanes,5009,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Grade,5009,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Speed,5009,,,,,,,36,,36,,,36,36,,,,,36,36,,,,,,,,,,,,,,,,
Up Node,5010,,5027,5027,,,,,4958,,,,,,,,,,,,,,5240,5240,,,,,,,,,,,,
Dest Node,5010,,5240,4958,,,,,5240,,,,,,,,,,,,,,4958,5027,,,,,,,,,,,,
StreetName,5010,,700 West,700 West,,,,,700 West,,,,,,,,,,,,,,Holden St,,,,,,,,,,,,,
TurnVolume,5010,,0,16.4167,,,,,5,,,,,,,,,,,,,,24.625,0,,,,,,,,,,,,
Lanes,5010,,1,1,,,,,2,,,,,,,,,,,,,,2,0,,,,,,,,,,,,
Shared,5010,,0,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,
Width,5010,,12,12,,,,,12,,,,,,,,,,,,,,12,12,,,,,,,,,,,,
Storage,5010,,0,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,
StLanes,5010,,0,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,
Grade,5010,,0,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,
Speed,5010,,35,35,,,,,36,,,,,,,,,,,,,,36,36,,,,,,,,,,,,
Up Node,5017,,11146,11146,11146,,,5018,5018,5018,,,11123,11123,11123,,,11124,11124,11124,,,,,,,,,,,,,,,,
Dest Node,5017,,11123,5018,11124,,,11124,11146,11123,,,5018,11124,11146,,,11146,11123,5018,,,,,,,,,,,,,,,,
StreetName,5017,,Redwood R,Redwood R,,,,Redwood R,Redwood R,,,,7800 Sout,7800 Sout,,,,7800 Sout,7800 Sout,,,,,,,,,,,,,,,,,
TurnVolume,5017,,4.16667,46.8333,13.625,,,7.16667,44.9583,2.04167,,,6,10.1667,13.5417,,,4.16667,2.04167,6.29167,,,,,,,,,,,,,,,,
Lanes,5017,,3,3,0,,,3,3,0,,,2,2,0,,,2,2,0,,,,,,,,,,,,,,,,
Shared,5017,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,5017,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,5017,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,5017,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,5017,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,5017,,43,43,43,,,43,43,43,,,36,36,36,,,36,36,36,,,,,,,,,,,,,,,,
Up Node,5018,,5017,5017,5017,,,5436,5436,5436,,,1285,1285,1285,,,1289,1289,1289,,,,,,,,,,,,,,,,
Dest Node,5018,,1285,5436,1289,,,1289,5017,1285,,,5436,1289,5017,,,5017,1285,5436,,,,,,,,,,,,,,,,
StreetName,5018,,Redwood R,Redwood R,,,,Redwood R,Redwood R,,,,Cent,Cent,,,,Cent,Cent,,,,,,,,,,,,,,,,,
TurnVolume,5018,,7.375,47.1667,4.58333,,,1.25,33.8333,2.16667,,,4.79167,0.416667,12.5417,,,7.79167,0.583333,3.41667,,,,,,,,,,,,,,,,
Lanes,5018,,3,3,0,,,3,3,0,,,7,7,0,,,7,7,0,,,,,,,,,,,,,,,,
Shared,5018,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,5018,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,5018,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,5018,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,5018,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,5018,,43,43,43,,,43,43,43,,,21,21,21,,,21,21,21,,,,,,,,,,,,,,,,
Up Node,5022,,11147,11147,11147,,,4952,4952,4952,,,11124,11124,11124,,,5524,5524,5524,,,,,,,,,,,,,,,,
Dest Node,5022,,11124,4952,5524,,,5524,11147,11124,,,4952,5524,11147,,,11147,11124,4952,,,,,,,,,,,,,,,,
StreetName,5022,,1300 West,1300 West,,,,1300 West,1300 West,,,,7800 Sout,7800 Sout,,,,7800 Sout,7800 Sout,,,,,,,,,,,,,,,,,
TurnVolume,5022,,6.70833,8.45833,25.125,,,7.79167,12.5833,0.791667,,,0.833333,24.125,6.5,,,6.41667,5.08333,1.125,,,,,,,,,,,,,,,,
Lanes,5022,,1,1,0,,,1,1,0,,,2,2,0,,,2,2,0,,,,,,,,,,,,,,,,
Shared,5022,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,5022,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,5022,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,5022,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,5022,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,5022,,32,32,32,,,32,32,32,,,36,36,36,,,36,36,36,,,,,,,,,,,,,,,,
Up Node,5027,,11150,11150,11150,,,5010,5010,5010,,,5009,5009,5009,,,11129,11129,11129,,,,,,,,,,,,,,,,
Dest Node,5027,,5009,5010,11129,,,11129,11150,5009,,,5010,11129,11150,,,11150,5009,5010,,,,,,,,,,,,,,,,
StreetName,5027,,700 West,700 West,,,,700 West,700 West,,,,Center St,Center St,,,,Center St,Center St,,,,,,,,,,,,,,,,,
TurnVolume,5027,,3.83333,13.9583,4.95833,,,4.75,24.0833,0,,,0,17.6667,13.6667,,,5.16667,4.25,2.45833,,,,,,,,,,,,,,,,
Lanes,5027,,1,1,0,,,1,1,0,,,2,2,0,,,2,2,0,,,,,,,,,,,,,,,,
Shared,5027,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,5027,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,5027,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,5027,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,5027,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,5027,,29,29,29,,,35,35,35,,,36,36,36,,,36,36,36,,,,,,,,,,,,,,,,
Up Node,5030,,4958,4958,4958,,,4899,4899,4899,,,10872,10872,10872,,,11128,11128,11128,,,,,,,,,,,,,,,,
Dest Node,5030,,10872,4899,11128,,,11128,4958,10872,,,4899,11128,4958,,,4958,10872,4899,,,,,,,,,,,,,,,,
StreetName,5030,,700 West,700 West,,,,700 West,700 West,,,,7000 Sout,7000 Sout,,,,7200 Sout,7200 Sout,,,,,,,,,,,,,,,,,
TurnVolume,5030,,10,8.25,22.1667,,,0.25,3.45833,1,,,3.04167,8,23.2083,,,8.83333,2.54167,0.291667,,,,,,,,,,,,,,,,
Lanes,5030,,2,2,0,,,2,2,0,,,2,2,0,,,2,2,0,,,,,,,,,,,,,,,,
Shared,5030,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,5030,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,5030,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,5030,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,5030,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,5030,,36,36,36,,,30,30,30,,,36,36,36,,,29,29,29,,,,,,,,,,,,,,,,
Up Node,5034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,5034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,5034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,5034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,5034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,5034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,5034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,5034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,5034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,5034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,5034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,5103,,,11161,,,,,5820,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,5103,,,5820,,,,,11161,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,5103,,,1300 West,,,,,1300 West,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,5103,,,39.7083,,,,,26.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,5103,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,5103,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,5103,,,12,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,5103,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,5103,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,5103,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,5103,,,32,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,5106,,,5117,5117,,,4804,4804,,,,,,,,,10852,,10852,,,,,,,,,,,,,,,,
Dest Node,5106,,,11913,10852,,,11913,5117,,,,,,,,,5117,,11913,,,,,,,,,,,,,,,,
StreetName,5106,,,700 West,,,,700 West,700 West,,,,,,,,,500 West,,,,,,,,,,,,,,,,,,
TurnVolume,5106,,,0,0,,,0,15.4167,,,,,,,,,0,,0,,,,,,,,,,,,,,,,
Lanes,5106,,,1,0,,,1,1,,,,,,,,,1,,0,,,,,,,,,,,,,,,,
Shared,5106,,,0,0,,,0,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,
Width,5106,,,12,12,,,12,12,,,,,,,,,12,,12,,,,,,,,,,,,,,,,
Storage,5106,,,0,0,,,0,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,
StLanes,5106,,,0,0,,,0,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,
Grade,5106,,,0,0,,,0,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,
Speed,5106,,,24,24,,,29,29,,,,,,,,,24,,24,,,,,,,,,,,,,,,,
Up Node,5109,,,4804,4804,,,11150,11150,,,,,,,,,11151,,11151,,,,,11914,11914,11914,,,,,,,,,
Dest Node,5109,,,11150,11151,,,11151,4804,,,,,,,,,4804,,11150,,,,,4804,11150,11151,,,,,,,,,
StreetName,5109,,,700 West,,,,700 West,700 West,,,,,,,,,8000 South,,,,,,,,,,,,,,,,,,
TurnVolume,5109,,,16.2917,0.541667,,,0.666667,42.25,,,,,,,,,6.70833,,6.45833,,,,,0,0,0,,,,,,,,,
Lanes,5109,,,1,0,,,1,1,,,,,,,,,1,,0,,,,,1,1,0,,,,,,,,,
Shared,5109,,,0,0,,,0,0,,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,
Width,5109,,,12,12,,,12,12,,,,,,,,,12,,12,,,,,12,12,12,,,,,,,,,
Storage,5109,,,0,0,,,0,0,,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,
StLanes,5109,,,0,0,,,0,0,,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,
Grade,5109,,,0,0,,,0,0,,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,
Speed,5109,,,29,29,,,29,29,,,,,,,,,26,,26,,,,,65,65,65,,,,,,,,,
Up Node,5112,,11172,11172,11172,,,11160,11160,11160,,,11159,11159,11159,,,5589,5589,5589,,,,,,,,,,,,,,,,
Dest Node,5112,,11159,11160,5589,,,5589,11172,11159,,,11160,5589,11172,,,11172,11159,11160,,,,,,,,,,,,,,,,
StreetName,5112,,Redwood R,Redwood R,,,,Redwood R,Redwood R,,,,9000 Sout,9000 Sout,,,,9000 Sout,9000 Sout,,,,,,,,,,,,,,,,,
TurnVolume,5112,,4.08333,39.7917,13.6667,,,18.7083,41.4167,6.66667,,,19.8333,24.0833,15.125,,,3.95833,4.25,7.75,,,,,,,,,,,,,,,,
Lanes,5112,,2,2,0,,,3,3,0,,,2,2,0,,,2,2,0,,,,,,,,,,,,,,,,
Shared,5112,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,5112,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,5112,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,5112,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,5112,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,5112,,39,39,39,,,43,43,43,,,39,39,39,,,39,39,39,,,,,,,,,,,,,,,,
Up Node,5113,,11160,11160,,,,,11148,11148,,,8002,,8002,,,,,,,,,,,,,,,,,,,,,
Dest Node,5113,,8002,11148,,,,,11160,8002,,,11148,,11160,,,,,,,,,,,,,,,,,,,,,
StreetName,5113,,Redwood R,Redwood R,,,,,Redwood R,,,,8660 S,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,5113,,1.875,66.0417,,,,,65.7917,1,,,1.91667,,1.625,,,,,,,,,,,,,,,,,,,,,
Lanes,5113,,3,3,,,,,3,0,,,1,,0,,,,,,,,,,,,,,,,,,,,,
Shared,5113,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Width,5113,,12,12,,,,,12,12,,,12,,12,,,,,,,,,,,,,,,,,,,,,
Storage,5113,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
StLanes,5113,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Grade,5113,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Speed,5113,,43,43,,,,,43,43,,,26,,26,,,,,,,,,,,,,,,,,,,,,
Up Node,5114,,11173,11173,11173,,,11161,11161,11161,,,5589,5589,5589,,,5592,5592,5592,,,,,,,,,,,,,,,,
Dest Node,5114,,5589,11161,5592,,,5592,11173,5589,,,11161,5592,11173,,,11173,5589,11161,,,,,,,,,,,,,,,,
StreetName,5114,,1300 West,1300 West,,,,1300 West,1300 West,,,,9000 Sout,9000 Sout,,,,9000 Sout,9000 Sout,,,,,,,,,,,,,,,,,
TurnVolume,5114,,2.375,15.3333,2.375,,,11.6667,9.125,4.79167,,,16.7083,44.2083,1,,,1.33333,10.7917,4.95833,,,,,,,,,,,,,,,,
Lanes,5114,,1,1,0,,,1,1,0,,,2,2,0,,,2,2,0,,,,,,,,,,,,,,,,
Shared,5114,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,5114,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,5114,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,5114,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,5114,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,5114,,29,29,29,,,32,32,32,,,39,39,39,,,32,32,32,,,,,,,,,,,,,,,,
Up Node,5117,,1358,1358,1358,,,5106,5106,5106,,,5,5,5,,,11255,11255,11255,,,,,,,,,,,,,,,,
